strain	cluster	location	date	is_unique	new_clusters
USA/WA-CDC-UW21121622189/2021	260	North_King_County	2021-12-16	True	3147
USA/WA-CDC-UW21121698029/2021	260	South_King_County	2021-12-16	False	3147
USA/WA-CDC-UW21121562519/2021	261	South_King_County	2021-12-15	True	3148
USA/WA-CDC-UW21122921511/2021	261	South_King_County	2021-12-29	False	3148
USA/WA-CDC-UW22010744606/2022	261	South_King_County	2022-01-07	False	3148
USA/WA-CDC-UW22010750882/2022	262	North_King_County	2022-01-07	True	3149
USA/WA-CDC-UW22010862566/2022	263	North_King_County	2022-01-08	True	3150
USA/WA-CDC-UW21121136715/2021	264	North_King_County	2021-12-11	True	3151
USA/WA-S18983/2022	265	North_King_County	2022-02-16	True	3152
USA/WA-CDC-UW21122450932/2021	266	North_King_County	2021-12-24	True	3153
USA/WA-CDC-UW21123173234/2021	267	North_King_County	2021-12-31	True	3154
USA/WA-CDC-UW21123110244/2021	267	North_King_County	2021-12-31	False	3154
USA/WA-CDC-UW21122828621/2021	267	South_King_County	2021-12-28	False	3154
USA/WA-CDC-UW21123106348/2021	267	South_King_County	2021-12-31	False	3154
USA/WA-CDC-UW21123078801/2021	267	South_King_County	2021-12-30	False	3154
USA/WA-CDC-UW21123112889/2021	267	North_King_County	2021-12-31	False	3154
USA/WA-CDC-UW21122832992/2021	267	South_King_County	2021-12-28	False	3154
USA/WA-CDC-UW21121186665/2021	267	North_King_County	2021-12-11	False	3154
USA/WA-CDC-UW21123001652/2021	267	South_King_County	2021-12-30	False	3154
USA/WA-UW-21123130190/2021	267	North_King_County	2021-12-31	False	3154
USA/WA-UW-21123135956/2021	267	South_King_County	2021-12-31	False	3154
USA/WA-CDC-UW21121068144/2021	267	North_King_County	2021-12-10	False	3154
USA/WA-CDC-UW21120953735/2021	267	North_King_County	2021-12-09	False	3154
USA/WA-CDC-UW21122808618/2021	267	South_King_County	2021-12-28	False	3154
USA/WA-CDC-UW21122842873/2021	267	North_King_County	2021-12-28	False	3154
USA/WA-CDC-UW21122862093/2021	267	North_King_County	2021-12-28	False	3154
USA/WA-CDC-UW21122846246/2021	267	North_King_County	2021-12-28	False	3154
USA/WA-CDC-UW21123175601/2021	267	South_King_County	2021-12-31	False	3154
USA/WA-CDC-UW21122798471/2021	267	North_King_County	2021-12-27	False	3154
USA/WA-CDC-UW21122821688/2021	267	North_King_County	2021-12-28	False	3154
USA/WA-CDC-UW21122726279/2021	267	North_King_County	2021-12-27	False	3154
USA/WA-CDC-UW21123056278/2021	267	South_King_County	2021-12-30	False	3154
USA/WA-CDC-UW21121338999/2021	267	South_King_County	2021-12-13	False	3154
USA/WA-CDC-UW21122463615/2021	267	South_King_County	2021-12-24	False	3154
USA/WA-CDC-UW21122746221/2021	267	South_King_County	2021-12-27	False	3154
USA/WA-S19312/2021	268	South_King_County	2021-12-30	True	3155
USA/WA-UW-22021650640/2022	269	South_King_County	2022-02-16	True	3156
USA/WA-UW-21122962088/2021	270	North_King_County	2021-12-29	True	3157
USA/WA-S16413/2022	271	North_King_County	2022-01-03	True	3158
USA/WA-S18137/2022	272	North_King_County	2022-01-20	True	3159
USA/WA-S18176/2022	273	South_King_County	2022-01-17	True	3160
USA/WA-CDC-UW21121497866/2021	274	North_King_County	2021-12-14	True	3161
USA/WA-CDC-UW21122921787/2021	274	North_King_County	2021-12-29	False	3161
USA/WA-CDC-UW21122476503/2021	274	North_King_County	2021-12-24	False	3161
USA/WA-CDC-UW22010119259/2022	274	North_King_County	2022-01-01	False	3161
USA/WA-CDC-UW21122421906/2021	274	North_King_County	2021-12-24	False	3161
USA/WA-CDC-UW22010856644/2022	274	South_King_County	2022-01-08	False	3161
USA/WA-CDC-UW21122407721/2021	274	South_King_County	2021-12-24	False	3161
USA/WA-CDC-UW21122413670/2021	274	North_King_County	2021-12-24	False	3161
USA/WA-CDC-UW22021411728/2022	274	North_King_County	2022-02-14	False	3161
USA/WA-CDC-UW22010855110/2022	274	North_King_County	2022-01-08	False	3161
USA/WA-CDC-UW22010204279/2022	274	North_King_County	2022-01-02	False	3161
USA/WA-UW-21123052949/2021	274	North_King_County	2021-12-30	False	3161
USA/WA-CDC-UW21121790984/2021	275	North_King_County	2021-12-17	True	3162
USA/WA-UW-21122207098/2021	275	North_King_County	2021-12-22	False	3162
USA/WA-UW-21123052002/2021	276	South_King_County	2021-12-30	True	3163
USA/WA-CDC-UW21121500453/2021	277	South_King_County	2021-12-15	True	3164
USA/WA-CDC-LC0456911/2022	278	North_King_County	2022-01-01	True	3165
USA/WA-CDC-UW22020419082/2022	279	North_King_County	2022-02-04	True	3166
USA/WA-CDC-LC0537637/2022	280	South_King_County	2022-02-11	True	3167
USA/WA-CDC-UW22030173065/2022	280	North_King_County	2022-03-01	False	3167
USA/WA-UW-22021218848/2022	280	South_King_County	2022-02-12	False	3167
USA/WA-CDC-UW22021468004/2022	280	North_King_County	2022-02-14	False	3167
USA/WA-CDC-LC0446103/2021	280	North_King_County	2021-12-24	False	3167
USA/WA-S17572/2022	280	North_King_County	2022-01-13	False	3167
USA/WA-S17639/2022	280	North_King_County	2022-01-13	False	3167
USA/WA-CDC-UW21121598941/2021	280	North_King_County	2021-12-15	False	3167
USA/WA-CDC-UW21122403804/2021	280	North_King_County	2021-12-24	False	3167
USA/WA-CDC-UW21122781710/2021	280	North_King_County	2021-12-27	False	3167
USA/WA-CDC-UW21121750938/2021	280	North_King_County	2021-12-17	False	3167
USA/WA-CDC-UW22010488590/2022	280	South_King_County	2022-01-04	False	3167
USA/WA-UW-21122908667/2021	280	North_King_County	2021-12-29	False	3167
USA/WA-CDC-UW21123020189/2021	280	South_King_County	2021-12-30	False	3167
USA/WA-S17985/2022	281	South_King_County	2022-01-18	True	3168
USA/WA-S17085/2022	282	North_King_County	2022-01-10	True	3169
USA/WA-S16176/2021	283	North_King_County	2021-12-21	True	3170
USA/WA-CDC-LC0450977/2021	284	North_King_County	2021-12-27	True	3171
USA/WA-S15924/2021	285	North_King_County	2021-12-28	True	3172
USA/WA-CDC-LC0437447/2021	286	North_King_County	2021-12-17	True	3173
USA/WA-S17857/2021	287	North_King_County	2021-12-19	True	3174
USA/WA-CDC-LC0553014/2022	288	South_King_County	2022-02-17	True	3175
USA/WA-CDC-FG-237513/2022	289	North_King_County	2022-01-04	True	3176
USA/WA-S18819/2022	290	South_King_County	2022-02-03	True	3177
USA/WA-S16980/2022	291	North_King_County	2022-01-08	True	3178
USA/WA-CDC-LC0474010/2022	292	North_King_County	2022-01-04	True	3179
USA/WA-S16562/2022	292	North_King_County	2022-01-04	False	3179
USA/WA-CDC-UW22010435182/2022	292	North_King_County	2022-01-04	False	3179
USA/WA-S16598/2022	293	North_King_County	2022-01-04	True	3180
USA/WA-S17204/2022	294	South_King_County	2022-01-13	True	3181
USA/WA-CDC-UW22021040315/2022	295	North_King_County	2022-02-10	True	3182
USA/WA-CDC-LC0557147/2022	295	South_King_County	2022-02-16	False	3182
USA/WA-S18657/2022	296	South_King_County	2022-01-23	True	3183
USA/WA-S16117/2022	297	North_King_County	2022-01-07	True	3184
USA/WA-S16123/2022	297	North_King_County	2022-01-07	False	3184
USA/WA-CDC-UW22010844387/2022	298	North_King_County	2022-01-08	True	3185
USA/WA-S18721/2022	299	South_King_County	2022-01-28	True	3186
USA/WA-UW-22011040931/2022	300	South_King_County	2022-01-10	True	3187
USA/WA-CDC-UW21121562610/2021	301	North_King_County	2021-12-15	True	3188
USA/WA-PHL-008655/2021	302	North_King_County	2021-12-13	True	3189
USA/WA-UW-21122146275/2021	303	North_King_County	2021-12-21	True	3190
USA/WA-CDC-UW21121581775/2021	303	North_King_County	2021-12-15	False	3190
USA/WA-PHL-009700/2021	303	North_King_County	2021-12-16	False	3190
USA/WA-UW-21122143053/2021	304	South_King_County	2021-12-21	True	3191
USA/WA-S15863/2021	305	North_King_County	2021-12-23	True	3192
USA/WA-S17016/2022	306	North_King_County	2022-01-09	True	3193
USA/WA-S17663/2022	307	North_King_County	2022-01-14	True	3194
USA/WA-CDC-UW21121348194/2021	308	South_King_County	2021-12-13	True	3195
USA/WA-CDC-UW21121485986/2021	308	North_King_County	2021-12-14	False	3195
USA/WA-S16684/2022	308	North_King_County	2022-01-05	False	3195
USA/WA-PHL-009498/2021	308	South_King_County	2021-12-13	False	3195
USA/WA-CDC-UW22010498029/2022	309	South_King_County	2022-01-04	True	3196
USA/WA-UW-22011048128/2022	310	South_King_County	2022-01-10	True	3197
USA/WA-CDC-UW21121606416/2021	311	South_King_County	2021-12-16	True	3198
USA/WA-CDC-UW22011064883/2022	312	South_King_County	2022-01-10	True	3199
USA/WA-CDC-UW21121016581/2021	312	South_King_County	2021-12-10	False	3199
USA/WA-CDC-UW21121758686/2021	312	South_King_County	2021-12-17	False	3199
USA/WA-CDC-UW21120943599/2021	312	South_King_County	2021-12-09	False	3199
USA/WA-CDC-UW21121144562/2021	312	South_King_County	2021-12-11	False	3199
USA/WA-CDC-UW21121692868/2021	312	North_King_County	2021-12-16	False	3199
USA/WA-CDC-UW21121636847/2021	312	South_King_County	2021-12-16	False	3199
USA/WA-CDC-UW21121529489/2021	312	South_King_County	2021-12-15	False	3199
USA/WA-CDC-UW21121800951/2021	312	South_King_County	2021-12-18	False	3199
USA/WA-CDC-UW21122153136/2021	312	South_King_County	2021-12-21	False	3199
USA/WA-CDC-UW21121706920/2021	312	North_King_County	2021-12-17	False	3199
USA/WA-CDC-UW22010423107/2022	312	North_King_County	2022-01-04	False	3199
USA/WA-CDC-UW21121377208/2021	312	North_King_County	2021-12-13	False	3199
USA/WA-CDC-UW22010864468/2022	312	North_King_County	2022-01-08	False	3199
USA/WA-CDC-UW21121833125/2021	312	South_King_County	2021-12-18	False	3199
USA/WA-CDC-UW21121948977/2021	312	North_King_County	2021-12-19	False	3199
USA/WA-CDC-UW21121520926/2021	312	South_King_County	2021-12-15	False	3199
USA/WA-CDC-UW22011043381/2022	312	South_King_County	2022-01-10	False	3199
USA/WA-CDC-UW22010711989/2022	312	South_King_County	2022-01-07	False	3199
USA/WA-CDC-UW22011099252/2022	312	South_King_County	2022-01-10	False	3199
USA/WA-CDC-UW22010714310/2022	312	South_King_County	2022-01-07	False	3199
USA/WA-CDC-UW22011015307/2022	312	South_King_County	2022-01-10	False	3199
USA/WA-CDC-UW22010878606/2022	312	North_King_County	2022-01-08	False	3199
USA/WA-PHL-009887/2021	313	North_King_County	2021-12-29	True	3200
USA/WA-CDC-UW21121665318/2021	313	South_King_County	2021-12-16	False	3200
USA/WA-CDC-UW21122726681/2021	314	North_King_County	2021-12-27	True	3201
USA/WA-CDC-UW22011095662/2022	315	North_King_County	2022-01-10	True	3202
USA/WA-PHL-009635/2021	316	South_King_County	2021-12-15	True	3203
USA/WA-PHL-009758/2021	317	South_King_County	2021-12-17	True	3204
USA/WA-CDC-UW21122999677/2021	318	South_King_County	2021-12-29	True	3205
USA/WA-PHL-009554/2021	319	South_King_County	2021-12-14	True	3206
USA/WA-CDC-UW21121397778/2021	320	South_King_County	2021-12-13	True	3207
USA/WA-CDC-LC0557022/2022	321	North_King_County	2022-02-16	True	3208
USA/WA-CDC-LC0496815/2022	322	South_King_County	2022-01-19	True	3209
USA/WA-CDC-UW22011226180/2022	322	North_King_County	2022-01-12	False	3209
USA/WA-PHL-012942/2022	323	North_King_County	2022-01-25	True	3210
USA/WA-S17417/2022	324	North_King_County	2022-01-12	True	3211
USA/WA-CDC-LC0471582/2022	325	South_King_County	2022-01-04	True	3212
USA/WA-CDC-LC0450969/2021	326	South_King_County	2021-12-27	True	3213
USA/WA-CDC-UW22020744758/2022	327	South_King_County	2022-02-07	True	3214
USA/WA-PHL-008002/2021	328	South_King_County	2021-12-08	True	3215
USA/WA-PHL-009797/2021	328	South_King_County	2021-12-17	False	3215
USA/WA-CDC-UW21123041937/2021	329	North_King_County	2021-12-30	True	3216
USA/WA-CDC-UW21121328583/2021	330	North_King_County	2021-12-13	True	3217
USA/WA-PHL-009519/2021	330	South_King_County	2021-12-13	False	3217
USA/WA-CDC-UW21121463989/2021	330	North_King_County	2021-12-14	False	3217
USA/WA-PHL-009556/2021	330	South_King_County	2021-12-14	False	3217
USA/WA-CDC-LC0437410/2021	330	South_King_County	2021-12-16	False	3217
USA/WA-PHL-009709/2021	330	South_King_County	2021-12-16	False	3217
USA/WA-CDC-UW21121025304/2021	330	North_King_County	2021-12-10	False	3217
USA/WA-ALTCOV-WOTQ2WDAWIXOH3XX/2021	330	South_King_County	2021-12-10	False	3217
USA/WA-PHL-009520/2021	330	South_King_County	2021-12-13	False	3217
USA/WA-PHL-009790/2021	330	South_King_County	2021-12-17	False	3217
USA/WA-PHL-009707/2021	330	South_King_County	2021-12-16	False	3217
USA/WA-PHL-009557/2021	331	South_King_County	2021-12-14	True	3218
USA/WA-PHL-009555/2021	331	South_King_County	2021-12-14	False	3218
USA/WA-PHL-009624/2021	332	South_King_County	2021-12-15	True	3219
USA/WA-S16428/2022	334	South_King_County	2022-01-02	True	3220
USA/WA-S15891/2021	335	South_King_County	2021-12-21	True	3221
USA/WA-CDC-UW21122866061/2021	336	South_King_County	2021-12-28	True	3222
USA/WA-S18486/2022	337	South_King_County	2022-01-28	True	3223
USA/WA-CDC-LC0555722/2022	337	North_King_County	2022-02-20	False	3223
USA/WA-S19315/2021	338	North_King_County	2021-12-30	True	3224
USA/WA-CDC-LC0471641/2022	339	South_King_County	2022-01-04	True	3225
USA/WA-PHL-016443/2022	340	South_King_County	2022-01-04	True	3226
USA/WA-S18310/2022	341	South_King_County	2022-01-20	True	3227
USA/WA-CDC-UW22030353476/2022	342	North_King_County	2022-03-03	True	3228
USA/WA-CDC-UW22030340298/2022	342	North_King_County	2022-03-03	False	3228
USA/WA-CDC-UW21122958452/2021	343	South_King_County	2021-12-29	True	3229
USA/WA-UW-22011056914/2022	344	South_King_County	2022-01-10	True	3230
USA/WA-S17156/2022	345	South_King_County	2022-01-10	True	3231
USA/WA-S18377/2022	346	North_King_County	2022-01-20	True	3232
USA/WA-S17498/2022	347	South_King_County	2022-01-15	True	3233
USA/WA-PHL-014823/2022	348	North_King_County	2022-02-10	True	3234
USA/WA-CDC-UW21123142070/2021	349	North_King_County	2021-12-31	True	3235
USA/WA-S16790/2022	350	North_King_County	2022-01-06	True	3236
USA/WA-S15719/2021	351	North_King_County	2021-12-13	True	3237
USA/WA-UW-22010719049/2022	351	North_King_County	2022-01-07	False	3237
USA/WA-PHL-008037/2021	351	South_King_County	2021-12-11	False	3237
USA/WA-CDC-LC0452585/2021	352	South_King_County	2021-12-29	True	3238
USA/WA-CDC-LC0514708/2022	353	South_King_County	2022-01-25	True	3239
USA/WA-CDC-UW22020256847/2022	353	South_King_County	2022-02-02	False	3239
USA/WA-CDC-LC0452785/2021	354	South_King_County	2021-12-30	True	3240
USA/WA-CDC-UW21123187695/2021	354	North_King_County	2021-12-31	False	3240
USA/WA-PHL-009793/2021	354	South_King_County	2021-12-17	False	3240
USA/WA-S16959/2022	355	North_King_County	2022-01-07	True	3241
USA/WA-CDC-UW22030534077/2022	356	North_King_County	2022-03-05	True	3242
USA/WA-CDC-UW22030590702/2022	356	North_King_County	2022-03-05	False	3242
USA/WA-CDC-UW22030599548/2022	356	North_King_County	2022-03-05	False	3242
USA/WA-S16593/2022	357	South_King_County	2022-01-04	True	3243
USA/WA-S16122/2022	357	North_King_County	2022-01-07	False	3243
USA/WA-S16776/2022	357	South_King_County	2022-01-06	False	3243
USA/WA-CDC-UW22030304250/2022	357	North_King_County	2022-03-03	False	3243
USA/WA-CDC-UW22022840042/2022	357	South_King_County	2022-02-28	False	3243
USA/WA-CDC-UW22030328866/2022	357	North_King_County	2022-03-03	False	3243
USA/WA-UW-22022314278/2022	357	South_King_County	2022-02-23	False	3243
USA/WA-CDC-UW21121651025/2021	358	North_King_County	2021-12-16	True	3244
USA/WA-S16663/2022	359	North_King_County	2022-01-05	True	3245
USA/WA-CDC-LC0443565/2021	360	North_King_County	2021-12-21	True	3246
USA/WA-PHL-013967/2022	362	North_King_County	2022-02-09	True	3247
USA/WA-CDC-UW21122061518/2021	363	South_King_County	2021-12-20	True	3248
USA/WA-PHL-014142/2022	364	South_King_County	2022-01-12	True	3249
USA/WA-S17830/2021	365	North_King_County	2021-12-17	True	3250
USA/WA-CDC-UW22010214311/2022	366	South_King_County	2022-01-02	True	3251
USA/WA-CDC-LC0484115/2022	367	North_King_County	2022-01-09	True	3252
USA/WA-S19307/2021	368	South_King_County	2021-12-17	True	3253
USA/WA-PHL-009662/2021	368	South_King_County	2021-12-16	False	3253
USA/WA-PHL-009670/2021	368	South_King_County	2021-12-16	False	3253
USA/WA-CDC-LC0496318/2022	369	South_King_County	2022-01-12	True	3254
USA/WA-CDC-UW22020742307/2022	370	South_King_County	2022-02-07	True	3255
USA/WA-PHL-015794/2022	370	South_King_County	2022-02-24	False	3255
USA/WA-PHL-009553/2021	371	South_King_County	2021-12-14	True	3256
USA/WA-CDC-LC0445666/2021	372	South_King_County	2021-12-22	True	3257
USA/WA-S18211/2022	373	South_King_County	2022-01-20	True	3258
USA/WA-S17734/2022	374	South_King_County	2022-01-16	True	3259
USA/WA-S16795/2022	375	North_King_County	2022-01-06	True	3260
USA/WA-S16954/2022	376	South_King_County	2022-01-06	True	3261
USA/WA-S16737/2022	377	North_King_County	2022-01-04	True	3262
USA/WA-CDC-LC0537641/2022	378	South_King_County	2022-02-12	True	3263
USA/WA-UW-22021737766/2022	379	South_King_County	2022-02-17	True	3264
USA/WA-CDC-UW22030300129/2022	379	South_King_County	2022-03-03	False	3264
USA/WA-PHL-016729/2022	380	South_King_County	2022-01-16	True	3265
USA/WA-CDC-UW22020455730/2022	381	North_King_County	2022-02-04	True	3266
USA/WA-CDC-UW22011037303/2022	382	North_King_County	2022-01-10	True	3267
USA/WA-CDC-UW21121694738/2021	382	North_King_County	2021-12-16	False	3267
USA/WA-CDC-UW21121484336/2021	382	North_King_County	2021-12-14	False	3267
USA/WA-UW-21123142199/2021	382	South_King_County	2021-12-31	False	3267
USA/WA-CDC-UW21123030913/2021	382	South_King_County	2021-12-30	False	3267
USA/WA-PHL-009749/2021	383	South_King_County	2021-12-17	True	3268
USA/WA-CDC-LC0445391/2021	384	North_King_County	2021-12-23	True	3269
USA/WA-S17369/2022	385	North_King_County	2022-01-12	True	3270
USA/WA-S18112/2022	385	North_King_County	2022-01-19	False	3270
USA/WA-CDC-UW21121344360/2021	386	South_King_County	2021-12-13	True	3271
USA/WA-S15840/2021	387	South_King_County	2021-12-22	True	3272
USA/WA-CDC-UW21121669105/2021	387	North_King_County	2021-12-16	False	3272
USA/WA-S18214/2022	387	North_King_County	2022-01-19	False	3272
USA/WA-PHL-009756/2021	387	South_King_County	2021-12-17	False	3272
USA/WA-CDC-UW21122077889/2021	388	South_King_County	2021-12-20	True	3273
USA/WA-S17739/2022	389	North_King_County	2022-01-16	True	3274
USA/WA-CDC-LC0451159/2021	389	South_King_County	2021-12-29	False	3274
USA/WA-S16513/2021	390	South_King_County	2021-12-28	True	3275
USA/WA-S16590/2022	391	South_King_County	2022-01-04	True	3276
USA/WA-S16997/2022	392	North_King_County	2022-01-08	True	3277
USA/WA-UW-22020433879/2022	393	South_King_County	2022-02-04	True	3278
USA/WA-CDC-ASC210856384/2022	393	South_King_County	2022-02-11	False	3278
USA/WA-S19352/2021	395	North_King_County	2021-12-29	True	3279
USA/WA-CDC-UW21121577270/2021	396	South_King_County	2021-12-15	True	3280
USA/WA-UW-21122135858/2021	397	North_King_County	2021-12-21	True	3281
USA/WA-S15501/2021	398	South_King_County	2021-12-13	True	3282
USA/WA-CDC-LC0499427/2022	399	North_King_County	2022-01-18	True	3283
USA/WA-CDC-UW22022166935/2022	400	North_King_County	2022-02-21	True	3284
USA/WA-CDC-LC0471632/2022	401	North_King_County	2022-01-04	True	3285
USA/WA-CDC-LC0489183/2022	402	South_King_County	2022-01-13	True	3286
USA/WA-CDC-UW21121498871/2021	403	North_King_County	2021-12-14	True	3287
USA/WA-S17839/2021	404	North_King_County	2021-12-17	True	3288
USA/WA-S16943/2022	405	North_King_County	2022-01-06	True	3289
USA/WA-CDC-LC0514219/2022	406	South_King_County	2022-01-26	True	3290
USA/WA-PHL-009884/2021	407	North_King_County	2021-12-28	True	3291
USA/WA-CDC-UW22010596738/2022	408	South_King_County	2022-01-05	True	3292
USA/WA-CDC-UW22010776375/2022	408	North_King_County	2022-01-07	False	3292
USA/WA-CDC-UW21122734413/2021	408	North_King_County	2021-12-27	False	3292
USA/WA-CDC-UW22020250819/2022	409	North_King_County	2022-02-02	True	3293
USA/WA-CDC-UW21121739641/2021	410	North_King_County	2021-12-17	True	3294
USA/WA-CDC-LC0450961/2021	410	North_King_County	2021-12-27	False	3294
USA/WA-CDC-UW21122397353/2021	410	North_King_County	2021-12-23	False	3294
USA/WA-CDC-UW22021889265/2022	411	North_King_County	2022-02-18	True	3295
USA/WA-UW-22020733500/2022	411	North_King_County	2022-02-07	False	3295
USA/WA-CDC-UW22010233381/2022	412	North_King_County	2022-01-02	True	3296
USA/WA-CDC-UW22021468228/2022	413	North_King_County	2022-02-14	True	3297
USA/WA-CDC-UW22022267515/2022	414	North_King_County	2022-02-22	True	3298
USA/WA-CDC-UW22022171117/2022	415	North_King_County	2022-02-21	True	3299
USA/WA-PHL-014845/2022	416	South_King_County	2022-02-10	True	3300
USA/WA-CDC-UW21120647693/2021	417	South_King_County	2021-12-06	True	3301
USA/WA-CDC-UW21120612536/2021	417	South_King_County	2021-12-06	False	3301
USA/WA-PHL-008004/2021	417	South_King_County	2021-12-08	False	3301
USA/WA-PHL-008005/2021	417	South_King_County	2021-12-08	False	3301
USA/WA-PHL-008013/2021	417	North_King_County	2021-12-08	False	3301
USA/WA-CDC-LC0426472/2021	418	North_King_County	2021-12-09	True	3302
USA/WA-PHL-009708/2021	419	South_King_County	2021-12-16	True	3303
USA/WA-UW-21122151657/2021	420	North_King_County	2021-12-21	True	3304
USA/WA-S19327/2021	420	South_King_County	2021-12-31	False	3304
USA/WA-CDC-LC0446893/2021	420	North_King_County	2021-12-20	False	3304
USA/WA-S15879/2021	421	North_King_County	2021-12-27	True	3305
USA/WA-CDC-UW21121338287/2021	422	North_King_County	2021-12-13	True	3306
USA/WA-PHL-009572/2021	422	South_King_County	2021-12-14	False	3306
USA/WA-S15810/2021	423	North_King_County	2021-12-18	True	3307
USA/WA-PHL-009846/2021	423	North_King_County	2021-12-18	False	3307
USA/WA-CDC-LC0445790/2021	424	North_King_County	2021-12-27	True	3308
USA/WA-CDC-UW21123191250/2021	425	North_King_County	2021-12-31	True	3309
USA/WA-CDC-UW21122105115/2021	426	North_King_County	2021-12-21	True	3310
USA/WA-S15897/2021	427	South_King_County	2021-12-22	True	3311
USA/WA-CDC-UW22030424015/2022	428	North_King_County	2022-03-04	True	3312
USA/WA-CDC-UW22030439201/2022	428	North_King_County	2022-03-04	False	3312
USA/WA-CDC-UW22030136872/2022	428	North_King_County	2022-03-01	False	3312
USA/WA-S17284/2022	429	North_King_County	2022-01-11	True	3313
USA/WA-S19342/2021	430	North_King_County	2021-12-28	True	3314
USA/WA-S15928/2021	430	North_King_County	2021-12-28	False	3314
USA/WA-UW-22021665941/2022	431	South_King_County	2022-02-16	True	3315
USA/WA-CDC-UW22030122849/2022	432	North_King_County	2022-03-01	True	3316
USA/WA-UW-22021824363/2022	432	North_King_County	2022-02-18	False	3316
USA/WA-UW-22021755794/2022	433	South_King_County	2022-02-17	True	3317
USA/WA-CDC-LC0556632/2022	433	North_King_County	2022-02-15	False	3317
USA/WA-CDC-LC0560660/2022	434	North_King_County	2022-03-02	True	3318
USA/WA-S18630/2022	435	North_King_County	2022-02-12	True	3319
USA/WA-S18823/2022	435	North_King_County	2022-02-03	False	3319
USA/WA-S17698/2022	436	North_King_County	2022-01-14	True	3320
USA/WA-S17123/2022	436	North_King_County	2022-01-10	False	3320
USA/WA-S16079/2022	436	North_King_County	2022-01-07	False	3320
USA/WA-S17711/2022	436	North_King_County	2022-01-15	False	3320
USA/WA-CDC-LC0484271/2022	437	South_King_County	2022-01-08	True	3321
USA/WA-CDC-UW22030319227/2022	438	South_King_County	2022-03-03	True	3322
USA/WA-PHL-009663/2021	439	South_King_County	2021-12-16	True	3323
USA/WA-S16711/2022	440	North_King_County	2022-01-04	True	3324
USA/WA-S16021/2021	440	North_King_County	2021-12-30	False	3324
USA/WA-CDC-UW21123053836/2021	440	North_King_County	2021-12-30	False	3324
USA/WA-CDC-LC0474245/2022	442	South_King_County	2022-01-04	True	3325
USA/WA-CDC-UW22030242155/2022	442	South_King_County	2022-03-02	False	3325
USA/WA-S15949/2021	443	North_King_County	2021-12-27	True	3326
USA/WA-S16309/2022	444	North_King_County	2022-01-03	True	3327
USA/WA-CDC-UW22030175517/2022	445	North_King_County	2022-03-01	True	3328
USA/WA-S16390/2022	446	North_King_County	2022-01-03	True	3329
USA/WA-CDC-LC0437443/2021	447	North_King_County	2021-12-17	True	3330
USA/WA-PHL-009742/2021	448	South_King_County	2021-12-17	True	3331
USA/WA-CDC-ASC210568226/2021	449	South_King_County	2021-12-23	True	3332
USA/WA-S18130/2022	450	North_King_County	2022-01-20	True	3333
USA/WA-S17790/2022	451	North_King_County	2022-01-26	True	3334
USA/WA-CDC-UW21123007136/2021	452	South_King_County	2021-12-30	True	3335
USA/WA-S17670/2022	453	North_King_County	2022-01-14	True	3336
USA/WA-S18903/2021	454	South_King_County	2021-12-31	True	3337
USA/WA-Curative-178879/2021	455	North_King_County	2021-12-07	True	3338
USA/WA-PHL-007999/2021	455	North_King_County	2021-12-08	False	3338
USA/WA-S16435/2022	456	North_King_County	2022-01-02	True	3339
USA/WA-S16474/2021	457	North_King_County	2021-12-29	True	3340
USA/WA-S17853/2021	458	North_King_County	2021-12-19	True	3341
USA/WA-CDC-LC0451200/2021	459	North_King_County	2021-12-28	True	3342
USA/WA-CDC-LC0452590/2021	460	South_King_County	2021-12-29	True	3343
USA/WA-S16260/2022	461	North_King_County	2022-01-01	True	3344
USA/WA-CDC-UW21122767479/2021	461	North_King_County	2021-12-27	False	3344
USA/WA-CDC-UW21122442030/2021	462	North_King_County	2021-12-24	True	3345
USA/WA-S18538/2022	463	North_King_County	2022-02-01	True	3346
USA/WA-CDC-LC0451112/2021	464	North_King_County	2021-12-28	True	3347
USA/WA-S17199/2022	465	South_King_County	2022-01-13	True	3348
USA/WA-CDC-UW22010512241/2022	466	South_King_County	2022-01-05	True	3349
USA/WA-PHL-012057/2021	467	South_King_County	2021-12-24	True	3350
USA/WA-PHL-015566/2022	468	North_King_County	2022-01-07	True	3351
USA/WA-S16881/2022	469	South_King_County	2022-01-09	True	3352
USA/WA-CDC-UW22010200294/2022	470	North_King_County	2022-01-02	True	3353
USA/WA-S16615/2022	471	North_King_County	2022-01-05	True	3354
USA/WA-S16623/2022	471	North_King_County	2022-01-05	False	3354
USA/WA-S15867/2021	472	North_King_County	2021-12-27	True	3355
USA/WA-CDC-UW22021222618/2022	473	South_King_County	2022-02-12	True	3356
USA/WA-CDC-UW22010888937/2022	474	South_King_County	2022-01-08	True	3357
USA/WA-UW-22022428769/2022	474	North_King_County	2022-02-24	False	3357
USA/WA-CDC-UW22022111956/2022	475	North_King_County	2022-02-21	True	3358
USA/WA-UW-22021780846/2022	476	North_King_County	2022-02-17	True	3359
USA/WA-CDC-UW22010257682/2022	477	North_King_County	2022-01-02	True	3360
USA/WA-UW-22011095745/2022	478	South_King_County	2022-01-10	True	3361
USA/WA-PHL-015102/2022	479	North_King_County	2022-02-21	True	3362
USA/WA-UW-22022231287/2022	479	North_King_County	2022-02-22	False	3362
USA/WA-S17873/2022	480	South_King_County	2022-01-14	True	3363
