strain	cluster	location	date	variant
USA/WA-UW-21063032835/2021	729	North_King_County	2021-06-30	alpha
USA/WA-Altius-ALTCOV-MF26OYGD5WSNAEGO/2021	729	South_King_County	2021-05-20	alpha
USA/WA-Altius-ALTCOV-3QB7AWPQM2V24XSQ/2021	729	South_King_County	2021-05-22	alpha
USA/WA-CDC-UW21052443293/2021	729	North_King_County	2021-05-24	alpha
USA/WA-CDC-UW21052454470/2021	729	North_King_County	2021-05-24	alpha
USA/WA-CDC-UW21052478893/2021	729	North_King_County	2021-05-24	alpha
USA/WA-Altius-ALTCOV-4QF7XCWJV7GAQDSR/2021	729	South_King_County	2021-05-22	alpha
USA/WA-Altius-ALTCOV-APZZFYATFBWZ4XWR/2021	729	South_King_County	2021-05-22	alpha
USA/WA-UW-2021041381921/2021	729	South_King_County	2021-04-13	alpha
USA/WA-CDC-UW21051043988/2021	729	North_King_County	2021-05-10	alpha
USA/WA-UW-21050583273/2021	729	North_King_County	2021-05-05	alpha
USA/WA-UW-21051102618/2021	730	South_King_County	2021-05-11	alpha
USA/WA-Altius-ALTCOV-DP4GWRCVCF67A2CM/2021	730	South_King_County	2021-05-11	alpha
USA/WA-CDC-UW21051146490/2021	730	South_King_County	2021-05-11	alpha
USA/WA-UW-21051163436/2021	730	South_King_County	2021-05-11	alpha
USA/WA-CDC-UW21042102625/2021	731	South_King_County	2021-04-21	alpha
USA/WA-Altius-ALTCOV-I7BYKLMZTZZLJ6H5/2021	731	South_King_County	2021-04-22	alpha
USA/WA-S7021/2021	732	South_King_County	2021-04-16	alpha
USA/WA-S7543/2021	733	North_King_County	2021-04-24	alpha
USA/WA-S7540/2021	733	South_King_County	2021-04-24	alpha
USA/WA-CDC-UW21050109461/2021	734	North_King_County	2021-05-01	alpha
USA/WA-UW-21043001450/2021	734	South_King_County	2021-04-30	alpha
USA/WA-UW-21050509727/2021	735	North_King_County	2021-05-05	alpha
USA/WA-S8288/2021	736	North_King_County	2021-05-11	alpha
USA/WA-PHL-000811/2021	737	South_King_County	2021-05-06	alpha
USA/WA-CDC-UW21050416184/2021	737	North_King_County	2021-05-04	alpha
USA/WA-UW-2021041514117/2021	738	South_King_County	2021-04-15	alpha
USA/WA-CDC-UW21060579510/2021	739	North_King_County	2021-06-05	alpha
USA/WA-CDC-UW21061086181/2021	739	South_King_County	2021-06-10	alpha
USA/WA-S9331/2021	740	South_King_County	2021-06-14	alpha
USA/WA-Altius-ALTCOV-DOARM4UEQPF35DVV/2021	740	South_King_County	2021-06-11	alpha
USA/WA-Altius-ALTCOV-6N37CYDABKHACGV2/2021	740	South_King_County	2021-05-25	alpha
USA/WA-Altius-ALTCOV-UPMPUCPVX3TKWQV3/2021	740	North_King_County	2021-05-25	alpha
USA/WA-Altius-ALTCOV-6MNEXBG44CU2INAI/2021	740	South_King_County	2021-05-25	alpha
USA/WA-UW-21052269547/2021	740	South_King_County	2021-05-22	alpha
USA/WA-Altius-ALTCOV-JKTFQRJN4U3OOWU2/2021	740	South_King_County	2021-06-09	alpha
USA/WA-Altius-ALTCOV-HBZIWIMRH3WF2PR7/2021	740	South_King_County	2021-06-07	alpha
USA/WA-S9178/2021	740	North_King_County	2021-06-09	alpha
USA/WA-UW-21060908074/2021	740	North_King_County	2021-06-09	alpha
USA/WA-PHL-001141/2021	741	North_King_County	2021-06-24	alpha
USA/WA-CDC-UW21070643251/2021	742	North_King_County	2021-07-06	alpha
USA/WA-UW-21050564402/2021	743	North_King_County	2021-05-05	alpha
USA/WA-CDC-UW21060397030/2021	744	South_King_County	2021-06-03	alpha
USA/WA-UW-68084/2021	745	North_King_County	2021-03-22	alpha
USA/WA-UW-69368/2021	746	North_King_County	2021-03-26	alpha
USA/WA-S6070/2021	747	North_King_County	2021-03-19	alpha
USA/WA-UW-2021033100144/2021	748	North_King_County	2021-03-31	alpha
USA/WA-UW-68912/2021	749	North_King_County	2021-03-29	alpha
USA/WA-S5776/2021	750	South_King_County	2021-03-17	alpha
USA/WA-S7445/2021	751	South_King_County	2021-04-22	alpha
USA/WA-UW-21043018472/2021	752	North_King_County	2021-04-30	alpha
USA/WA-UW-68439/2021	753	South_King_County	2021-03-23	alpha
USA/WA-S6075/2021	754	North_King_County	2021-03-22	alpha
USA/WA-PHL-000198/2021	755	North_King_County	2021-03-24	alpha
USA/WA-UW-2021040207969/2021	756	North_King_County	2021-04-02	alpha
USA/WA-S6991/2021	757	North_King_County	2021-04-13	alpha
USA/WA-CDC-UW21070806467/2021	758	North_King_County	2021-07-08	alpha
USA/WA-S5760/2021	759	North_King_County	2021-03-04	alpha
USA/WA-UW-66140/2021	759	North_King_County	2021-03-03	alpha
USA/WA-UW-66113/2021	759	North_King_County	2021-03-03	alpha
USA/WA-UW-21050548361/2021	760	North_King_County	2021-05-05	alpha
USA/WA-Altius-ALTCOV-UATYBBA6OVMK7KAP/2021	761	South_King_County	2021-04-16	alpha
USA/WA-Altius-ALTCOV-NH6SHAG3FCHPPCRS/2021	762	South_King_County	2021-05-25	alpha
USA/WA-Altius-ALTCOV-2QYIAWUL3XE24HSW/2021	762	North_King_County	2021-05-26	alpha
USA/WA-Altius-ALTCOV-7VZWZJBIH27WPVCE/2021	763	South_King_County	2021-05-03	alpha
USA/WA-PROV-1331/2021	763	North_King_County	2021-04-19	alpha
USA/WA-UW-21042373587/2021	763	North_King_County	2021-04-23	alpha
USA/WA-S7437/2021	764	South_King_County	2021-04-22	alpha
USA/WA-S8459/2021	765	South_King_County	2021-05-17	alpha
USA/WA-S8628/2021	765	South_King_County	2021-05-21	alpha
USA/WA-S8645/2021	765	South_King_County	2021-05-24	alpha
USA/WA-UW-21043038711/2021	765	South_King_County	2021-04-30	alpha
USA/WA-UW-21043008228/2021	766	North_King_County	2021-04-30	alpha
USA/WA-S8630/2021	767	South_King_County	2021-05-21	alpha
USA/WA-UW-21051226336/2021	767	South_King_County	2021-05-12	alpha
USA/WA-CDC-UW21060185728/2021	768	North_King_County	2021-06-01	alpha
USA/WA-CDC-UW21050490861/2021	768	North_King_County	2021-05-04	alpha
USA/WA-Altius-ALTCOV-AEUOMYXC22HNF4A5/2021	768	South_King_County	2021-05-14	alpha
USA/WA-Altius-ALTCOV-3QFH2V5HO5WOONTI/2021	768	South_King_County	2021-05-22	alpha
USA/WA-UW-21042885542/2021	768	North_King_County	2021-04-28	alpha
USA/WA-CDC-UW21050396526/2021	768	South_King_County	2021-05-03	alpha
USA/WA-S8250/2021	768	South_King_County	2021-05-04	alpha
USA/WA-UW-2021041739611/2021	768	South_King_County	2021-04-17	alpha
USA/WA-UW-2021041694007/2021	768	South_King_County	2021-04-16	alpha
USA/WA-UW-21051012728/2021	768	South_King_County	2021-05-10	alpha
USA/WA-UW-21051116965/2021	768	South_King_County	2021-05-11	alpha
USA/WA-UW-21041435944/2021	768	South_King_County	2021-04-14	alpha
USA/WA-UW-2021041599780/2021	768	South_King_County	2021-04-15	alpha
USA/WA-S8598/2021	768	South_King_County	2021-05-19	alpha
USA/WA-CDC-UW21042108909/2021	768	South_King_County	2021-04-21	alpha
USA/WA-UW-21041975982/2021	768	South_King_County	2021-04-19	alpha
USA/WA-UW-21052741599/2021	769	South_King_County	2021-05-27	alpha
USA/WA-S9094/2021	769	South_King_County	2021-05-16	alpha
USA/WA-UW-21050500820/2021	769	North_King_County	2021-05-05	alpha
USA/WA-Altius-ALTCOV-AGIIMNTM7FQ5BLBC/2021	769	South_King_County	2021-05-06	alpha
USA/WA-S8218/2021	770	South_King_County	2021-05-03	alpha
USA/WA-Altius-ALTCOV-ONQZCCPZD7CO2GSV/2021	771	South_King_County	2021-05-21	alpha
USA/WA-CDC-LC0053108/2021	772	South_King_County	2021-04-23	alpha
USA/WA-CDC-LC0055914/2021	773	South_King_County	2021-04-28	alpha
USA/WA-Altius-ALTCOV-IGSWECD6HKEDVPQU/2021	774	South_King_County	2021-04-27	alpha
USA/WA-S8626/2021	775	South_King_County	2021-05-21	alpha
USA/WA-Altius-ALTCOV-LXAN2IK7OAPFXRSY/2021	776	South_King_County	2021-05-07	alpha
USA/WA-Altius-ALTCOV-ITA6P25ATVTILCWK/2021	778	South_King_County	2021-06-04	alpha
USA/WA-Altius-ALTCOV-CCP7EYB3LUJW46QT/2021	778	South_King_County	2021-06-10	alpha
USA/WA-UW-2021041365206/2021	779	South_King_County	2021-04-13	alpha
USA/WA-UW-21050546285/2021	779	South_King_County	2021-05-05	alpha
USA/WA-Altius-ALTCOV-UZQTA4PYK5GSKDS5/2021	779	South_King_County	2021-04-26	alpha
USA/WA-Altius-ALTCOV-MOM4IGBFRPLL5YFD/2021	779	South_King_County	2021-04-26	alpha
USA/WA-UW-2021033000248/2021	780	North_King_County	2021-03-30	alpha
USA/WA-UW-21052978755/2021	781	North_King_County	2021-05-29	alpha
USA/WA-CDC-LC0065038/2021	782	South_King_County	2021-05-19	alpha
USA/WA-UW-21050599382/2021	783	South_King_County	2021-05-05	alpha
USA/WA-S6990/2021	784	South_King_County	2021-04-13	alpha
USA/WA-UW-21042078709/2021	785	North_King_County	2021-04-20	alpha
USA/WA-UW-21042054080/2021	785	North_King_County	2021-04-20	alpha
USA/WA-UW-2021041414303/2021	785	North_King_County	2021-04-14	alpha
USA/WA-S7424/2021	786	South_King_County	2021-04-19	alpha
USA/WA-S8226/2021	786	South_King_County	2021-05-03	alpha
USA/WA-UW-21042676776/2021	787	North_King_County	2021-04-26	alpha
USA/WA-UW-21042298069/2021	788	South_King_County	2021-04-22	alpha
USA/WA-CDC-UW21062253790/2021	789	South_King_County	2021-06-22	alpha
USA/WA-S9319/2021	790	South_King_County	2021-06-15	alpha
USA/WA-S9352/2021	791	South_King_County	2021-06-18	alpha
USA/WA-UW-2021041591762/2021	792	South_King_County	2021-04-15	alpha
USA/WA-CDC-UW21043041509/2021	793	North_King_County	2021-04-30	alpha
USA/WA-UW-68627/2021	794	North_King_County	2021-03-26	alpha
USA/WA-UW-68814/2021	794	North_King_County	2021-03-27	alpha
USA/WA-UW-21052896603/2021	795	North_King_County	2021-05-28	alpha
USA/WA-CDC-UW21052477019/2021	796	North_King_County	2021-05-24	alpha
USA/WA-Altius-ALTCOV-GC5B457AQQH3TRUS/2021	797	South_King_County	2021-04-15	alpha
USA/WA-Altius-ALTCOV-2FY6MLMTEPTST5XP/2021	797	South_King_County	2021-04-20	alpha
USA/WA-UW-2021041316175/2021	798	South_King_County	2021-04-13	alpha
USA/WA-UW-21042165158/2021	799	North_King_County	2021-04-21	alpha
USA/WA-PHL-000501/2021	800	South_King_County	2021-04-12	alpha
USA/WA-UW-2021041351909/2021	801	North_King_County	2021-04-13	alpha
USA/WA-CDC-UW21050664260/2021	802	South_King_County	2021-05-06	alpha
USA/WA-S8487/2021	803	North_King_County	2021-05-21	alpha
USA/WA-S8497/2021	804	North_King_County	2021-05-22	alpha
USA/WA-S8489/2021	805	North_King_County	2021-05-22	alpha
USA/WA-S5184/2021	806	South_King_County	2021-02-16	alpha
USA/WA-CDC-UW21061857475/2021	807	South_King_County	2021-06-18	alpha
USA/WA-CDC-UW21061028865/2021	808	North_King_County	2021-06-10	alpha
USA/WA-CDC-UW21061455504/2021	809	South_King_County	2021-06-14	alpha
USA/WA-Altius-ALTCOV-5HJ42Y7NO5DWGRC5/2021	810	South_King_County	2021-06-11	alpha
USA/WA-CDC-UW21061062784/2021	811	North_King_County	2021-06-10	alpha
USA/WA-CDC-UW21070883247/2021	812	North_King_County	2021-07-08	alpha
USA/WA-S9547/2021	813	South_King_County	2021-06-24	alpha
USA/WA-UW-21041557279/2021	814	North_King_County	2021-04-15	alpha
USA/WA-UW-21042795408/2021	815	South_King_County	2021-04-27	alpha
USA/WA-UW-21042853206/2021	816	South_King_County	2021-04-28	alpha
USA/WA-CDC-UW21070195317/2021	817	South_King_County	2021-07-01	alpha
USA/WA-CDC-UW21060214875/2021	817	North_King_County	2021-06-02	alpha
USA/WA-CDC-UW21070261944/2021	817	South_King_County	2021-07-02	alpha
USA/WA-S5637/2021	818	South_King_County	2021-03-12	alpha
USA/WA-CDC-LC0035294/2021	818	South_King_County	2021-03-25	alpha
USA/WA-UW-2021040728663/2021	818	South_King_County	2021-04-07	alpha
USA/WA-UW-67293/2021	818	South_King_County	2021-03-12	alpha
USA/WA-UW-68498/2021	818	South_King_County	2021-03-23	alpha
USA/WA-UW-2021040300590/2021	818	South_King_County	2021-04-03	alpha
USA/WA-UW-68500/2021	818	South_King_County	2021-03-23	alpha
USA/WA-CDC-UW21050398926/2021	818	North_King_County	2021-05-03	alpha
USA/WA-UW-66424/2021	818	North_King_County	2021-03-05	alpha
USA/WA-UW-69240/2021	818	South_King_County	2021-03-25	alpha
USA/WA-UW-67146/2021	818	South_King_County	2021-03-16	alpha
USA/WA-UW-67519/2021	818	South_King_County	2021-03-16	alpha
USA/WA-UW-68511/2021	818	South_King_County	2021-03-23	alpha
USA/WA-UW-67369/2021	818	South_King_County	2021-03-16	alpha
USA/WA-S5885/2021	818	South_King_County	2021-03-22	alpha
USA/WA-S5883/2021	818	South_King_County	2021-03-22	alpha
USA/WA-CDC-UW21050658206/2021	818	South_King_County	2021-05-06	alpha
USA/WA-S6968/2021	818	South_King_County	2021-04-12	alpha
USA/WA-Altius-ALTCOV-6EFRRARJMSCXMKRG/2021	818	South_King_County	2021-04-22	alpha
USA/WA-UW-21043003643/2021	818	South_King_County	2021-04-30	alpha
USA/WA-CDC-UW21050349357/2021	818	North_King_County	2021-05-03	alpha
USA/WA-Altius-ALTCOV-ZH7KQBV26BKZXHRX/2021	818	South_King_County	2021-04-12	alpha
USA/WA-Altius-ALTCOV-HPG6PPG3S6Z4PDBD/2021	818	South_King_County	2021-04-16	alpha
USA/WA-Altius-ALTCOV-SBKWOUO5FX77NRUH/2021	818	South_King_County	2021-04-19	alpha
USA/WA-Altius-ALTCOV-7WMVMMSZOOUXEWVB/2021	818	South_King_County	2021-04-21	alpha
USA/WA-UW-21042799481/2021	818	North_King_County	2021-04-27	alpha
USA/WA-CDC-UW21051296964/2021	818	South_King_County	2021-05-12	alpha
USA/WA-Altius-ALTCOV-RITXRCHSMPRUYVFT/2021	818	South_King_County	2021-05-07	alpha
USA/WA-UW-21050846765/2021	818	South_King_County	2021-05-08	alpha
USA/WA-UW-21050815408/2021	818	South_King_County	2021-05-08	alpha
USA/WA-Altius-ALTCOV-ZC6J2UM6TBCDZKDN/2021	818	South_King_County	2021-05-19	alpha
USA/WA-UW-67147/2021	818	South_King_County	2021-03-13	alpha
USA/WA-UW-67170/2021	818	South_King_County	2021-03-13	alpha
USA/WA-S6820/2021	818	South_King_County	2021-04-05	alpha
USA/WA-S6807/2021	818	South_King_County	2021-04-05	alpha
USA/WA-S6863/2021	818	South_King_County	2021-04-06	alpha
USA/WA-S6845/2021	818	South_King_County	2021-04-05	alpha
USA/WA-S6852/2021	818	South_King_County	2021-04-05	alpha
USA/WA-UW-67209/2021	818	South_King_County	2021-03-12	alpha
USA/WA-UW-67326/2021	818	South_King_County	2021-03-12	alpha
USA/WA-UW-67387/2021	818	South_King_County	2021-03-16	alpha
USA/WA-UW-67439/2021	818	South_King_County	2021-03-17	alpha
USA/WA-S6255/2021	818	South_King_County	2021-03-16	alpha
USA/WA-UW-21070212593/2021	818	North_King_County	2021-07-02	alpha
USA/WA-UW-21041217631/2021	818	North_King_County	2021-04-12	alpha
USA/WA-UW-21041473316/2021	818	North_King_County	2021-04-14	alpha
USA/WA-UW-2021040604608/2021	818	North_King_County	2021-04-06	alpha
USA/WA-UW-21050363996/2021	818	North_King_County	2021-05-03	alpha
USA/WA-CDC-UW21050415105/2021	818	North_King_County	2021-05-04	alpha
USA/WA-UW-67453/2021	818	South_King_County	2021-03-17	alpha
USA/WA-UW-67572/2021	818	South_King_County	2021-03-17	alpha
USA/WA-UW-2021041001877/2021	818	South_King_County	2021-04-10	alpha
USA/WA-UW-21041431054/2021	818	South_King_County	2021-04-14	alpha
USA/WA-UW-67075/2021	818	South_King_County	2021-03-15	alpha
USA/WA-UW-21042466030/2021	818	North_King_County	2021-04-24	alpha
USA/WA-CDC-UW21050681223/2021	818	South_King_County	2021-05-06	alpha
USA/WA-CDC-UW21052100407/2021	818	South_King_County	2021-05-21	alpha
USA/WA-UW-2021040704439/2021	818	North_King_County	2021-04-07	alpha
USA/WA-UW-67492/2021	818	South_King_County	2021-03-17	alpha
USA/WA-UW-67504/2021	818	North_King_County	2021-03-17	alpha
USA/WA-UW-21040574677/2021	818	North_King_County	2021-04-05	alpha
USA/WA-UW-21060580542/2021	818	North_King_County	2021-06-05	alpha
USA/WA-CDC-UW21050602123/2021	818	South_King_County	2021-05-06	alpha
USA/WA-UW-69008/2021	818	South_King_County	2021-03-29	alpha
USA/WA-UW-67538/2021	818	North_King_County	2021-03-17	alpha
USA/WA-UW-67520/2021	818	North_King_County	2021-03-16	alpha
USA/WA-UW-2021040980469/2021	818	North_King_County	2021-04-09	alpha
USA/WA-UW-21041518786/2021	818	South_King_County	2021-04-15	alpha
USA/WA-UW-68699/2021	818	South_King_County	2021-03-27	alpha
USA/WA-UW-2021040804995/2021	818	North_King_County	2021-04-08	alpha
USA/WA-UW-68685/2021	818	South_King_County	2021-03-28	alpha
USA/WA-CDC-UW21042944518/2021	818	South_King_County	2021-04-29	alpha
USA/WA-UW-68995/2021	818	South_King_County	2021-03-29	alpha
USA/WA-UW-2021041205714/2021	818	South_King_County	2021-04-12	alpha
USA/WA-UW-68677/2021	818	South_King_County	2021-03-26	alpha
USA/WA-CDC-UW21050129996/2021	818	North_King_County	2021-05-01	alpha
USA/WA-UW-21042694894/2021	818	South_King_County	2021-04-26	alpha
USA/WA-UW-21042970451/2021	818	North_King_County	2021-04-29	alpha
USA/WA-UW-68644/2021	818	South_King_County	2021-03-26	alpha
USA/WA-UW-66494/2021	818	South_King_County	2021-03-11	alpha
USA/WA-UW-21042781491/2021	818	North_King_County	2021-04-27	alpha
USA/WA-UW-21041332495/2021	818	South_King_County	2021-04-13	alpha
USA/WA-UW-69320/2021	818	North_King_County	2021-03-26	alpha
USA/WA-UW-68628/2021	818	South_King_County	2021-03-26	alpha
USA/WA-UW-68691/2021	818	South_King_County	2021-03-27	alpha
USA/WA-UW-68692/2021	818	South_King_County	2021-03-27	alpha
USA/WA-CDC-UW21052521440/2021	818	North_King_County	2021-05-25	alpha
USA/WA-UW-21042413313/2021	818	South_King_County	2021-04-24	alpha
USA/WA-CDC-UW21050425763/2021	818	South_King_County	2021-05-04	alpha
USA/WA-CDC-UW21052243661/2021	818	North_King_County	2021-05-22	alpha
USA/WA-CDC-UW21052176062/2021	818	South_King_County	2021-05-21	alpha
USA/WA-UW-66905/2021	818	South_King_County	2021-03-13	alpha
USA/WA-UW-67226/2021	818	South_King_County	2021-03-13	alpha
USA/WA-UW-21041213264/2021	818	North_King_County	2021-04-12	alpha
USA/WA-UW-68909/2021	818	North_King_County	2021-03-29	alpha
USA/WA-UW-68937/2021	818	South_King_County	2021-03-29	alpha
USA/WA-UW-68949/2021	818	South_King_County	2021-03-29	alpha
USA/WA-UW-21042900186/2021	818	North_King_County	2021-04-29	alpha
USA/WA-UW-2021040507685/2021	818	North_King_County	2021-04-05	alpha
USA/WA-UW-67456/2021	818	South_King_County	2021-03-17	alpha
USA/WA-UW-68637/2021	818	South_King_County	2021-03-26	alpha
USA/WA-UW-68652/2021	818	South_King_County	2021-03-26	alpha
USA/WA-UW-68673/2021	818	North_King_County	2021-03-26	alpha
USA/WA-UW-2021040207701/2021	818	South_King_County	2021-04-02	alpha
USA/WA-UW-21050106693/2021	818	South_King_County	2021-05-01	alpha
USA/WA-UW-68971/2021	818	South_King_County	2021-03-29	alpha
USA/WA-UW-68997/2021	818	North_King_County	2021-03-29	alpha
USA/WA-UW-69007/2021	818	South_King_County	2021-03-29	alpha
USA/WA-UW-68947/2021	818	North_King_County	2021-03-29	alpha
USA/WA-UW-68819/2021	818	North_King_County	2021-03-27	alpha
USA/WA-UW-21050615753/2021	818	South_King_County	2021-05-06	alpha
USA/WA-UW-2021041201887/2021	818	North_King_County	2021-04-12	alpha
USA/WA-UW-2021040707688/2021	818	North_King_County	2021-04-07	alpha
USA/WA-UW-2021040702598/2021	818	North_King_County	2021-04-07	alpha
USA/WA-UW-2021040705994/2021	818	South_King_County	2021-04-07	alpha
USA/WA-UW-2021041006174/2021	818	North_King_County	2021-04-10	alpha
USA/WA-UW-21041320362/2021	818	South_King_County	2021-04-13	alpha
USA/WA-UW-21042219953/2021	818	South_King_County	2021-04-22	alpha
USA/WA-UW-21042230609/2021	818	South_King_County	2021-04-22	alpha
USA/WA-CDC-UW21050355376/2021	818	South_King_County	2021-05-03	alpha
USA/WA-UW-21050419487/2021	818	South_King_County	2021-05-04	alpha
USA/WA-CDC-UW21050608525/2021	818	South_King_County	2021-05-06	alpha
USA/WA-CDC-UW21051379510/2021	818	South_King_County	2021-05-13	alpha
USA/WA-Altius-ALTCOV-RFAV362L6QBC7YVJ/2021	818	South_King_County	2021-05-17	alpha
USA/WA-Altius-ALTCOV-QQN7RHLSLOQTDUTZ/2021	818	South_King_County	2021-05-17	alpha
USA/WA-Altius-ALTCOV-5VCVZHIZJHMZQGBC/2021	818	South_King_County	2021-05-17	alpha
USA/WA-Altius-ALTCOV-ML22CMT7Z5IATIVL/2021	818	South_King_County	2021-05-17	alpha
USA/WA-UW-21050582318/2021	818	South_King_County	2021-05-05	alpha
USA/WA-Altius-ALTCOV-T5IKFA526JTISUWP/2021	818	South_King_County	2021-05-04	alpha
USA/WA-CDC-UW21050674368/2021	818	South_King_County	2021-05-06	alpha
USA/WA-UW-21051395441/2021	818	South_King_County	2021-05-13	alpha
USA/WA-UW-21051342542/2021	818	South_King_County	2021-05-13	alpha
USA/WA-UW-2021040308190/2021	818	North_King_County	2021-04-03	alpha
USA/WA-UW-2021040209164/2021	818	South_King_County	2021-04-02	alpha
USA/WA-UW-21042937359/2021	818	North_King_County	2021-04-29	alpha
USA/WA-UW-2021041297844/2021	818	North_King_County	2021-04-12	alpha
USA/WA-UW-2021041233980/2021	818	North_King_County	2021-04-12	alpha
USA/WA-CDC-UW21050693734/2021	818	North_King_County	2021-05-06	alpha
USA/WA-UW-21051520716/2021	818	North_King_County	2021-05-15	alpha
USA/WA-CDC-UW21052430449/2021	818	North_King_County	2021-05-24	alpha
USA/WA-S8125/2021	818	South_King_County	2021-04-19	alpha
USA/WA-UW-21041908903/2021	818	North_King_County	2021-04-19	alpha
USA/WA-UW-21041909905/2021	818	South_King_County	2021-04-19	alpha
USA/WA-UW-21041926184/2021	818	North_King_County	2021-04-19	alpha
USA/WA-CDC-UW21050773680/2021	818	North_King_County	2021-05-07	alpha
USA/WA-CDC-UW21050492817/2021	818	North_King_County	2021-05-04	alpha
USA/WA-UW-21042161199/2021	818	North_King_County	2021-04-21	alpha
USA/WA-UW-2021041489099/2021	818	North_King_County	2021-04-14	alpha
USA/WA-CDC-UW21051481309/2021	818	North_King_County	2021-05-14	alpha
USA/WA-S5538/2021	818	South_King_County	2021-03-10	alpha
USA/WA-UW-68696/2021	818	South_King_County	2021-03-27	alpha
USA/WA-S8214/2021	818	South_King_County	2021-05-03	alpha
USA/WA-Altius-ALTCOV-MNXNEW5AXHWFH7EV/2021	818	South_King_County	2021-05-01	alpha
USA/WA-UW-68451/2021	818	South_King_County	2021-03-22	alpha
USA/WA-UW-67257/2021	818	North_King_County	2021-03-12	alpha
USA/WA-UW-67211/2021	818	South_King_County	2021-03-12	alpha
USA/WA-UW-67162/2021	818	South_King_County	2021-03-12	alpha
USA/WA-UW-2021040201824/2021	818	South_King_County	2021-04-02	alpha
USA/WA-UW-2021040103374/2021	818	South_King_County	2021-04-01	alpha
USA/WA-Altius-ALTCOV-XOCIA4LTXECDB3FL/2021	818	South_King_County	2021-04-21	alpha
USA/WA-Altius-ALTCOV-37AY2MOTDJBHWJUT/2021	818	South_King_County	2021-05-14	alpha
USA/WA-S8456/2021	818	South_King_County	2021-05-06	alpha
USA/WA-S8409/2021	818	South_King_County	2021-05-08	alpha
USA/WA-CDC-UW21050671983/2021	818	South_King_County	2021-05-06	alpha
USA/WA-Altius-ALTCOV-BMTOMPSY34GU2QXG/2021	818	South_King_County	2021-05-07	alpha
USA/WA-UW-67172/2021	818	North_King_County	2021-03-14	alpha
USA/WA-S9095/2021	818	South_King_County	2021-05-20	alpha
USA/WA-CDC-UW21061015615/2021	818	South_King_County	2021-06-10	alpha
USA/WA-CDC-UW21061150421/2021	818	South_King_County	2021-06-11	alpha
USA/WA-CDC-LC0068362/2021	818	South_King_County	2021-05-24	alpha
USA/WA-UW-21060831427/2021	818	South_King_County	2021-06-08	alpha
USA/WA-S6251/2021	818	South_King_County	2021-03-13	alpha
USA/WA-UW-69367/2021	818	South_King_County	2021-03-26	alpha
USA/WA-S5865/2021	818	South_King_County	2021-03-20	alpha
USA/WA-UW-68599/2021	818	South_King_County	2021-03-23	alpha
USA/WA-UW-2021033006890/2021	818	South_King_County	2021-03-30	alpha
USA/WA-UW-67354/2021	818	South_King_County	2021-03-15	alpha
USA/WA-UW-67351/2021	818	South_King_County	2021-03-16	alpha
USA/WA-S5794/2021	818	South_King_County	2021-03-18	alpha
USA/WA-S5864/2021	818	South_King_County	2021-03-20	alpha
USA/WA-UW-68061/2021	818	South_King_County	2021-03-22	alpha
USA/WA-UW-69269/2021	818	South_King_County	2021-03-27	alpha
USA/WA-UW-67123/2021	818	South_King_County	2021-03-15	alpha
USA/WA-UW-68676/2021	818	South_King_County	2021-03-26	alpha
USA/WA-UW-2021041345449/2021	818	North_King_County	2021-04-13	alpha
USA/WA-UW-2021041368689/2021	818	North_King_County	2021-04-13	alpha
USA/WA-UW-68465/2021	818	North_King_County	2021-03-22	alpha
USA/WA-UW-2021041389796/2021	818	North_King_County	2021-04-13	alpha
USA/WA-UW-68556/2021	818	North_King_County	2021-03-22	alpha
USA/WA-S6843/2021	818	South_King_County	2021-04-05	alpha
USA/WA-S6035/2021	818	South_King_County	2021-03-26	alpha
USA/WA-S6565/2021	818	South_King_County	2021-04-10	alpha
USA/WA-S6023/2021	818	South_King_County	2021-03-26	alpha
USA/WA-S6025/2021	818	South_King_County	2021-03-26	alpha
USA/WA-S5866/2021	818	South_King_County	2021-03-20	alpha
USA/WA-UW-69198/2021	818	South_King_County	2021-03-25	alpha
USA/WA-UW-69193/2021	818	South_King_County	2021-03-25	alpha
USA/WA-UW-2021033102256/2021	818	South_King_County	2021-03-31	alpha
USA/WA-CDC-LC0035120/2021	818	South_King_County	2021-03-24	alpha
USA/WA-UW-21042499470/2021	818	South_King_County	2021-04-24	alpha
USA/WA-UW-67379/2021	818	South_King_County	2021-03-16	alpha
USA/WA-CDC-UW21050144588/2021	818	South_King_County	2021-05-01	alpha
USA/WA-UW-21050736330/2021	818	North_King_County	2021-05-07	alpha
USA/WA-UW-21042370982/2021	818	South_King_County	2021-04-23	alpha
USA/WA-CDC-UW21050365880/2021	818	South_King_County	2021-05-03	alpha
USA/WA-UW-2021041285054/2021	818	South_King_County	2021-04-12	alpha
USA/WA-S9059/2021	818	South_King_County	2021-03-28	alpha
USA/WA-UW-67532/2021	818	North_King_County	2021-03-16	alpha
USA/WA-S5971/2021	818	South_King_County	2021-03-22	alpha
USA/WA-S5972/2021	818	South_King_County	2021-03-22	alpha
USA/WA-S5991/2021	818	South_King_County	2021-03-22	alpha
USA/WA-S5986/2021	818	South_King_County	2021-03-22	alpha
USA/WA-S5985/2021	818	South_King_County	2021-03-22	alpha
USA/WA-S5848/2021	818	South_King_County	2021-03-20	alpha
USA/WA-UW-67371/2021	818	North_King_County	2021-03-16	alpha
USA/WA-S5963/2021	818	South_King_County	2021-03-22	alpha
