strain	cluster	location	date
USA/WA-Altius-ALTCOV-5Y2Q2HWX6POQZWFL/2021	1199	South_King_County	2021-05-06
USA/WA-UW-64663/2021	1200	South_King_County	2021-02-25
USA/WA-UW-20120583293/2020	1201	North_King_County	2020-12-05
USA/WA-UW-68034/2021	1202	South_King_County	2021-03-19
USA/WA-UW-58978/2021	1202	North_King_County	2021-01-26
USA/WA-UW-66965/2021	1202	North_King_County	2021-03-08
USA/WA-S5110/2021	1202	North_King_County	2021-02-21
USA/WA-UW-69650/2021	1203	North_King_County	2021-03-29
USA/WA-Altius-ALTCOV-QFCZGKXUL2JYDNWV/2021	1204	South_King_County	2021-05-05
USA/WA-CDC-UW21051324606/2021	1205	North_King_County	2021-05-13
USA/WA-CDC-UW21060138718/2021	1205	North_King_County	2021-06-01
USA/WA-S7168/2021	1206	South_King_County	2021-04-19
USA/WA-CDC-UW21050326828/2021	1207	North_King_County	2021-05-03
USA/WA-CDC-UW21052224423/2021	1207	North_King_County	2021-05-22
USA/WA-UW-22804/2020	1208	South_King_County	2020-08-04
USA/WA-UW-23391/2020	1208	South_King_County	2020-08-11
USA/WA-UW-10471/2020	1209	South_King_County	2020-06-07
USA/WA-UW-14608/2020	1209	North_King_County	2020-07-12
USA/WA-UW-11591/2020	1209	South_King_County	2020-06-23
USA/WA-UW-26856/2020	1210	South_King_County	2020-09-01
USA/WA-S2864/2020	1211	South_King_County	2020-09-19
USA/WA-S2831/2020	1212	North_King_County	2020-09-08
USA/WA-UW-12127/2020	1213	North_King_County	2020-06-25
USA/WA-UW-1552/2020	1214	North_King_County	2020-03-19
USA/WA-CDC-2-3859292/2021	1215	South_King_County	2021-01-27
USA/WA-UW-59006/2021	1215	North_King_County	2021-01-28
USA/WA-UW-66083/2021	1216	South_King_County	2021-03-05
USA/WA-S6276/2021	1217	South_King_County	2021-03-23
USA/WA-S7497/2021	1218	North_King_County	2021-04-23
USA/WA-UW-21041405155/2021	1219	North_King_County	2021-04-14
USA/WA-UW-2021040670385/2021	1219	South_King_County	2021-04-06
USA/WA-CDC-UW21042055261/2021	1220	South_King_County	2021-04-20
USA/WA-UW-65383/2021	1221	North_King_County	2021-02-27
USA/WA-UW-2021040208757/2021	1222	North_King_County	2021-04-02
USA/WA-Altius-ALTCOV-IVEXLTYFYZN6VMTN/2021	1223	North_King_County	2021-04-30
USA/WA-S2733/2020	1224	North_King_County	2020-07-12
USA/WA-UW-23487/2020	1225	North_King_County	2020-08-11
USA/WA-UW-12881/2020	1225	South_King_County	2020-06-29
USA/WA-UW-22144/2020	1225	North_King_County	2020-08-06
USA/WA-S2786/2020	1226	South_King_County	2020-08-12
USA/WA-S2744/2020	1227	South_King_County	2020-07-17
USA/WA-S2743/2020	1227	South_King_County	2020-07-17
USA/WA-UW-11142/2020	1228	South_King_County	2020-06-20
USA/WA-UW-12760/2020	1228	South_King_County	2020-06-29
USA/WA-UW-23410/2020	1229	South_King_County	2020-08-10
USA/WA-UW-22903/2020	1229	South_King_County	2020-08-06
USA/WA-UW-23206/2020	1230	North_King_County	2020-08-07
USA/WA-S5023/2020	1231	South_King_County	2020-11-06
USA/WA-UW-61257/2021	1232	North_King_County	2021-02-02
USA/WA-S3681/2021	1233	South_King_County	2021-01-09
USA/WA-UW-22253/2020	1234	North_King_County	2020-08-03
USA/WA-S2893/2020	1234	South_King_County	2020-10-01
USA/WA-S5014/2020	1234	South_King_County	2020-10-31
USA/WA-S2915/2020	1234	South_King_County	2020-10-04
USA/WA-UW-20111206443/2020	1234	North_King_County	2020-11-12
USA/WA-S3236/2020	1234	South_King_County	2020-10-05
USA/WA-S3238/2020	1234	South_King_County	2020-10-05
USA/WA-S4146/2020	1234	South_King_County	2020-11-23
USA/WA-S4413/2020	1234	South_King_County	2020-11-24
USA/WA-S4411/2020	1234	South_King_County	2020-11-24
USA/WA-S3502/2020	1235	South_King_County	2020-12-03
USA/WA-S3495/2020	1236	North_King_County	2020-12-02
USA/WA-UW-45062/2020	1237	North_King_County	2020-12-08
USA/WA-UW-21080247523/2021	1238	North_King_County	2021-08-02
USA/WA-Altius-ALTCOV-HL3XBEOQ4YUZGRU3/2021	1239	South_King_County	2021-05-15
USA/WA-Altius-ALTCOV-5HGF6SEZ6ZHX7CGC/2021	1239	South_King_County	2021-05-15
USA/WA-UW-2021033101371/2021	1240	North_King_County	2021-03-31
USA/WA-S2865/2020	1241	South_King_County	2020-09-19
USA/WA-S2892/2020	1241	South_King_County	2020-10-01
USA/WA-S3246/2020	1241	South_King_County	2020-10-06
USA/WA-S4124/2020	1242	North_King_County	2020-11-18
USA/WA-S2777/2020	1243	North_King_County	2020-08-07
USA/WA-S2722/2020	1244	North_King_County	2020-07-03
USA/WA-S2726/2020	1245	North_King_County	2020-07-07
USA/WA-S2729/2020	1246	North_King_County	2020-07-09
USA/WA-S2718/2020	1247	North_King_County	2020-07-02
USA/WA-UW-61630/2021	1248	North_King_County	2021-02-17
USA/WA-UW-62770/2021	1249	South_King_County	2021-02-04
USA/WA-UW-67913/2021	1250	North_King_County	2021-03-16
USA/WA-S2758/2020	1251	South_King_County	2020-07-28
USA/WA-S2757/2020	1251	South_King_County	2020-07-28
USA/WA-S2759/2020	1251	South_King_County	2020-07-28
USA/WA-UW-11459/2020	1251	South_King_County	2020-06-15
USA/WA-UW-11709/2020	1251	South_King_County	2020-06-15
USA/WA-UW-11703/2020	1251	North_King_County	2020-06-16
USA/WA-S2765/2020	1251	North_King_County	2020-08-03
USA/WA-S2771/2020	1251	North_King_County	2020-08-01
USA/WA-S2731/2020	1251	North_King_County	2020-07-11
USA/WA-S2730/2020	1251	North_King_County	2020-07-11
USA/WA-UW-12521/2020	1251	South_King_County	2020-06-26
USA/WA-UW-23476/2020	1251	South_King_County	2020-08-11
USA/WA-UW-23299/2020	1251	South_King_County	2020-08-06
USA/WA-UW-12626/2020	1251	South_King_County	2020-06-27
USA/WA-UW-12625/2020	1251	North_King_County	2020-06-29
USA/WA-UW-22028/2020	1251	North_King_County	2020-08-06
USA/WA-UW-13104/2020	1252	North_King_County	2020-07-01
USA/WA-UW-21987/2020	1253	North_King_County	2020-08-06
USA/WA-UW-19536/2020	1253	North_King_County	2020-08-01
USA/WA-UW-22162/2020	1253	North_King_County	2020-08-05
USA/WA-UW-10697/2020	1254	North_King_County	2020-06-09
USA/WA-UW-11002/2020	1255	North_King_County	2020-06-15
USA/WA-UW-13018/2020	1255	North_King_County	2020-07-01
USA/WA-UW-10187/2020	1256	South_King_County	2020-06-01
USA/WA-UW-11279/2020	1256	North_King_County	2020-06-21
USA/WA-UW-13367/2020	1256	North_King_County	2020-07-01
USA/WA-UW-12390/2020	1256	North_King_County	2020-06-27
USA/WA-S2220/2020	1257	North_King_County	2020-06-08
USA/WA-S2528/2020	1258	North_King_County	2020-06-16
USA/WA-S2810/2020	1259	North_King_County	2020-09-01
USA/WA-UW-12822/2020	1260	North_King_County	2020-06-30
USA/WA-S2913/2020	1261	North_King_County	2020-10-05
USA/WA-S2866/2020	1262	South_King_County	2020-09-20
USA/WA-S2869/2020	1262	South_King_County	2020-09-21
USA/WA-S3029/2020	1263	North_King_County	2020-08-18
USA/WA-UW-10818/2020	1264	North_King_County	2020-06-13
USA/WA-UW-11648/2020	1264	North_King_County	2020-06-18
USA/WA-UW-11187/2020	1264	North_King_County	2020-06-18
USA/WA-UW-11457/2020	1265	North_King_County	2020-06-15
USA/WA-S2735/2020	1266	North_King_County	2020-07-14
USA/WA-UW-32120/2020	1266	South_King_County	2020-10-07
USA/WA-UW-27035/2020	1266	South_King_County	2020-09-06
USA/WA-S2830/2020	1266	South_King_County	2020-09-08
USA/WA-S2828/2020	1266	South_King_County	2020-09-08
USA/WA-S2895/2020	1266	South_King_County	2020-10-01
USA/WA-S2857/2020	1267	North_King_County	2020-09-11
USA/WA-S2526/2020	1268	North_King_County	2020-06-16
USA/WA-UW-26867/2020	1269	South_King_County	2020-09-02
USA/WA-S2524/2020	1270	South_King_County	2020-06-16
USA/WA-S2527/2020	1270	North_King_County	2020-06-16
USA/WA-UW-10599/2020	1271	North_King_County	2020-06-13
USA/WA-UW-22360/2020	1272	South_King_County	2020-08-06
USA/WA-S1189/2020	1273	South_King_County	2020-05-05
USA/WA-UW-23355/2020	1274	South_King_County	2020-08-08
USA/WA-S2525/2020	1275	North_King_County	2020-06-16
USA/WA-S4867/2021	1276	South_King_County	2021-02-10
USA/WA-S2871/2020	1277	North_King_County	2020-09-22
USA/WA-S2870/2020	1277	North_King_County	2020-09-22
USA/WA-S2873/2020	1277	North_King_County	2020-09-22
USA/WA-S2872/2020	1277	North_King_County	2020-09-22
USA/WA-S2874/2020	1277	North_King_County	2020-09-22
USA/WA-S3529/2020	1278	South_King_County	2020-12-06
USA/WA-UW-23621/2020	1279	North_King_County	2020-08-10
USA/WA-UW-2021033109929/2021	1280	North_King_County	2021-03-31
USA/WA-UW-21061598905/2021	1280	North_King_County	2021-06-15
USA/WA-S5299/2020	1281	North_King_County	2020-08-06
USA/WA-UW-13047/2020	1281	North_King_County	2020-06-30
USA/WA-UW-13045/2020	1281	North_King_County	2020-06-30
USA/WA-UW-31203/2020	1282	South_King_County	2020-10-13
USA/WA-S4142/2020	1283	South_King_County	2020-11-22
USA/WA-UW-46957/2020	1284	South_King_County	2020-12-13
USA/WA-S3521/2020	1284	South_King_County	2020-12-06
USA/WA-S3531/2020	1284	South_King_County	2020-12-06
USA/WA-S3532/2020	1284	South_King_County	2020-12-07
USA/WA-UW-15346/2020	1285	North_King_County	2020-07-17
USA/WA-UW-22172/2020	1285	North_King_County	2020-08-06
USA/WA-S2761/2020	1285	South_King_County	2020-07-29
USA/WA-S2756/2020	1285	South_King_County	2020-07-28
USA/WA-S2755/2020	1285	South_King_County	2020-07-28
USA/WA-UW-22445/2020	1286	North_King_County	2020-08-05
USA/WA-UW-26858/2020	1287	South_King_County	2020-09-01
USA/WA-UW-2021040950019/2021	1288	North_King_County	2021-04-09
USA/WA-UW-59013/2021	1289	North_King_County	2021-01-28
USA/WA-S5071/2021	1290	South_King_County	2021-02-11
USA/WA-S5504/2021	1290	South_King_County	2021-02-26
USA/WA-S5507/2021	1290	South_King_County	2021-02-27
USA/WA-S6311/2021	1290	South_King_County	2021-03-24
USA/WA-Altius-ALTCOV-HDZ7CYKB547HGETS/2021	1291	South_King_County	2021-05-03
USA/WA-CDC-UW21061925215/2021	1292	North_King_County	2021-06-19
USA/WA-Altius-ALTCOV-2MWUAUXLOO2FG6XJ/2021	1293	South_King_County	2021-07-03
USA/WA-CDC-UW21070687181/2021	1294	South_King_County	2021-07-06
USA/WA-CDC-UW21060205000/2021	1295	North_King_County	2021-06-02
USA/WA-CDC-UW21060707315/2021	1296	North_King_County	2021-06-07
USA/WA-CDC-UW21060236301/2021	1297	North_King_County	2021-06-02
USA/WA-Altius-ALTCOV-HQ34RUEFES7X6PRR/2021	1298	South_King_County	2021-06-07
USA/WA-Altius-ALTCOV-TNQBVAN5GV7X7RGN/2021	1298	North_King_County	2021-06-02
USA/WA-UW-2021040553144/2021	1299	North_King_County	2021-04-05
USA/WA-UW-21051083911/2021	1300	South_King_County	2021-05-10
USA/WA-Altius-ALTCOV-W2YX7K2RZCVT3NSI/2021	1301	South_King_County	2021-05-18
USA/WA-CDC-UW21060156985/2021	1302	North_King_County	2021-06-01
USA/WA-CDC-UW21060171089/2021	1302	North_King_County	2021-06-01
USA/WA-CDC-UW21052210535/2021	1303	North_King_County	2021-05-22
USA/WA-S8642/2021	1304	North_King_County	2021-05-24
USA/WA-CDC-UW21070667916/2021	1305	South_King_County	2021-07-06
USA/WA-UW-21081779753/2021	1306	North_King_County	2021-08-17
USA/WA-UW-21081751088/2021	1306	North_King_County	2021-08-17
USA/WA-S12471/2021	1307	South_King_County	2021-08-17
USA/WA-CDC-UW21060204072/2021	1308	North_King_County	2021-06-02
USA/WA-Altius-ALTCOV-N33X5T3QVL22RQR6/2021	1308	North_King_County	2021-06-07
USA/WA-CDC-UW21061188613/2021	1308	North_King_County	2021-06-11
USA/WA-Altius-ALTCOV-2AC4AXZR7TFQKQTV/2021	1308	North_King_County	2021-06-18
USA/WA-S9148/2021	1309	South_King_County	2021-05-23
USA/WA-UW-21051470679/2021	1309	North_King_County	2021-05-14
USA/WA-CDC-UW21051203244/2021	1309	North_King_County	2021-05-12
USA/WA-CDC-UW21052062868/2021	1309	South_King_County	2021-05-20
USA/WA-UW-21041974805/2021	1310	North_King_County	2021-04-19
USA/WA-UW-21051559565/2021	1310	South_King_County	2021-05-15
USA/WA-CDC-UW21052269152/2021	1310	South_King_County	2021-05-22
USA/WA-UW-21050810377/2021	1311	North_King_County	2021-05-08
USA/WA-CDC-UW21051131771/2021	1311	South_King_County	2021-05-11
USA/WA-CDC-UW21051257932/2021	1311	North_King_County	2021-05-12
USA/WA-S8416/2021	1311	North_King_County	2021-05-13
USA/WA-Altius-ALTCOV-TYSG6ZZY64USE6T6/2021	1311	North_King_County	2021-05-13
USA/WA-S8847/2021	1311	North_King_County	2021-05-19
USA/WA-CDC-UW21052686976/2021	1311	South_King_County	2021-05-26
USA/WA-Altius-ALTCOV-BLZ7CHIOBIPHWQV6/2021	1311	South_King_County	2021-05-27
USA/WA-S9356/2021	1311	South_King_County	2021-06-21
USA/WA-UW-21050554669/2021	1311	South_King_County	2021-05-05
USA/WA-UW-21050597288/2021	1311	South_King_County	2021-05-05
USA/WA-S10377/2021	1311	North_King_County	2021-05-07
USA/WA-CDC-UW21050794173/2021	1311	North_King_County	2021-05-07
USA/WA-CDC-UW21051112788/2021	1311	South_King_County	2021-05-11
USA/WA-Altius-ALTCOV-7RDC722BYGGV5OEI/2021	1311	South_King_County	2021-05-10
USA/WA-CDC-UW21051300752/2021	1311	North_King_County	2021-05-13
USA/WA-PHL-000835/2021	1312	North_King_County	2021-05-11
USA/WA-S8772/2021	1313	South_King_County	2021-05-27
USA/WA-CDC-UW21060303433/2021	1314	South_King_County	2021-06-03
USA/WA-CDC-UW21060330853/2021	1314	South_King_County	2021-06-03
USA/WA-CDC-UW21060177700/2021	1314	North_King_County	2021-06-01
USA/WA-CDC-UW21060201252/2021	1314	North_King_County	2021-06-02
USA/WA-Altius-ALTCOV-MRXC7GC2VWG7QKAJ/2021	1314	South_King_County	2021-07-07
USA/WA-CDC-UW21070607781/2021	1314	North_King_County	2021-07-06
USA/WA-CDC-UW21060286057/2021	1314	South_King_County	2021-06-02
USA/WA-UW-21060544489/2021	1314	South_King_County	2021-06-05
USA/WA-CDC-UW21060766420/2021	1314	North_King_County	2021-06-07
USA/WA-CDC-UW21060210346/2021	1315	North_King_County	2021-06-02
USA/WA-CDC-UW21060390819/2021	1315	North_King_County	2021-06-03
USA/WA-CDC-UW21070962364/2021	1316	North_King_County	2021-07-09
USA/WA-CDC-UW21070979009/2021	1316	North_King_County	2021-07-09
USA/WA-S10424/2021	1317	North_King_County	2021-07-13
USA/WA-CDC-UW21070621877/2021	1318	South_King_County	2021-07-06
USA/WA-Altius-ALTCOV-XGJWXXGWOTRTAHVC/2021	1318	South_King_County	2021-07-09
USA/WA-CDC-UW21052047546/2021	1319	North_King_County	2021-05-20
USA/WA-Altius-ALTCOV-7DYMMKKPBPITZZUM/2021	1320	North_King_County	2021-05-12
USA/WA-CDC-UW21052571199/2021	1321	South_King_County	2021-05-25
USA/WA-S9035/2021	1323	South_King_County	2021-06-08
USA/WA-Altius-ALTCOV-XWXDUJT4IE7T64TI/2021	1324	South_King_County	2021-05-20
USA/WA-Altius-ALTCOV-F3XMTH5G52XG6IEQ/2021	1325	South_King_County	2021-05-28
USA/WA-S8798/2021	1326	North_King_County	2021-06-02
USA/WA-CDC-UW21061594194/2021	1327	South_King_County	2021-06-15
USA/WA-CDC-UW21061520126/2021	1327	South_King_County	2021-06-15
USA/WA-CDC-UW21060466787/2021	1327	South_King_County	2021-06-04
USA/WA-S9842/2021	1327	South_King_County	2021-07-14
USA/WA-CDC-UW21052623227/2021	1327	South_King_County	2021-05-26
USA/WA-Altius-ALTCOV-LLKCNCDQMKUZO5RA/2021	1328	South_King_County	2021-06-04
USA/WA-UW-21041441415/2021	1329	North_King_County	2021-04-14
USA/WA-CDC-LC0045122/2021	1330	South_King_County	2021-04-14
USA/WA-UW-21062194513/2021	1331	North_King_County	2021-06-21
USA/WA-CDC-UW21062441139/2021	1332	North_King_County	2021-06-24
USA/WA-CDC-UW21062557195/2021	1333	North_King_County	2021-06-25
USA/WA-CDC-LC0069399/2021	1334	South_King_County	2021-06-04
USA/WA-S9354/2021	1335	South_King_County	2021-06-19
USA/WA-CDC-UW21062583928/2021	1336	North_King_County	2021-06-25
USA/WA-CDC-UW21042155053/2021	1337	North_King_County	2021-04-21
USA/WA-Altius-ALTCOV-EN6YPFLWXNICMGGZ/2021	1338	South_King_County	2021-05-13
USA/WA-UW-21042965560/2021	1339	North_King_County	2021-04-29
USA/WA-PHL-001219/2021	1340	North_King_County	2021-07-03
USA/WA-UW-21060406081/2021	1341	North_King_County	2021-06-04
USA/WA-CDC-UW21052851674/2021	1341	North_King_County	2021-05-28
USA/WA-CDC-UW21070865070/2021	1342	North_King_County	2021-07-08
USA/WA-S10301/2021	1343	South_King_County	2021-07-10
USA/WA-S9587/2021	1344	North_King_County	2021-07-02
USA/WA-CDC-LC0073611/2021	1346	North_King_County	2021-06-15
USA/WA-CDC-UW21071471971/2021	1346	North_King_County	2021-07-14
USA/WA-CDC-UW21071741249/2021	1346	South_King_County	2021-07-17
USA/WA-CDC-UW21071790325/2021	1346	South_King_County	2021-07-17
USA/WA-S6817/2021	1347	South_King_County	2021-04-05
USA/WA-CDC-UW21051074338/2021	1348	South_King_County	2021-05-10
USA/WA-Altius-ALTCOV-KWUAKBWX6JHW63EP/2021	1348	South_King_County	2021-05-04
USA/WA-UW-2021041514910/2021	1348	North_King_County	2021-04-15
USA/WA-Altius-ALTCOV-AKMBV4G2YGOT2QF6/2021	1348	South_King_County	2021-05-07
USA/WA-Altius-ALTCOV-WNGESEKI7LX4MWBD/2021	1348	South_King_County	2021-05-07
USA/WA-S8278/2021	1348	South_King_County	2021-05-10
USA/WA-Altius-ALTCOV-KXSITP2OKBY7YUAX/2021	1348	South_King_County	2021-05-14
USA/WA-CDC-UW21051340541/2021	1349	North_King_County	2021-05-13
USA/WA-CDC-UW21051327167/2021	1349	North_King_County	2021-05-13
USA/WA-CDC-UW21060359724/2021	1350	North_King_County	2021-06-03
USA/WA-CDC-UW21061267255/2021	1350	North_King_County	2021-06-12
USA/WA-CDC-UW21061787851/2021	1350	North_King_County	2021-06-17
USA/WA-PHL-001113/2021	1350	South_King_County	2021-06-28
USA/WA-CDC-UW21061240332/2021	1350	North_King_County	2021-06-12
USA/WA-CDC-UW21062343255/2021	1351	North_King_County	2021-06-23
USA/WA-CDC-UW21060384100/2021	1352	South_King_County	2021-06-03
USA/WA-CDC-UW21060287172/2021	1353	South_King_County	2021-06-02
USA/WA-UW-64836/2021	1354	South_King_County	2021-02-23
USA/WA-S7141/2021	1354	North_King_County	2021-03-06
USA/WA-UW-64638/2021	1356	North_King_County	2021-03-03
USA/WA-S9028/2021	1357	South_King_County	2021-06-07
USA/WA-CDC-UW21060441885/2021	1357	South_King_County	2021-06-04
USA/WA-UW-21072821122/2021	1358	North_King_County	2021-07-28
USA/WA-CDC-UW21060439741/2021	1359	South_King_County	2021-06-04
USA/WA-CDC-UW21072124308/2021	1360	North_King_County	2021-07-21
USA/WA-CDC-UW21061815160/2021	1362	North_King_County	2021-06-18
USA/WA-CDC-UW21061505801/2021	1362	North_King_County	2021-06-15
USA/WA-UW-21061530355/2021	1362	North_King_County	2021-06-15
USA/WA-CDC-UW21062151280/2021	1362	North_King_County	2021-06-21
USA/WA-CDC-UW21061873316/2021	1362	North_King_County	2021-06-18
USA/WA-CDC-UW21061842014/2021	1362	North_King_County	2021-06-18
USA/WA-UW-21041763088/2021	1363	North_King_County	2021-04-17
USA/WA-CDC-UW21050621930/2021	1363	North_King_County	2021-05-06
USA/WA-UW-2021040832873/2021	1363	North_King_County	2021-04-08
USA/WA-S6336/2021	1363	South_King_County	2021-03-25
USA/WA-UW-67488/2021	1363	North_King_County	2021-03-17
USA/WA-UW-68446/2021	1363	North_King_County	2021-03-23
USA/WA-UW-68934/2021	1363	North_King_County	2021-03-29
USA/WA-UW-2021033104271/2021	1363	North_King_County	2021-03-31
USA/WA-S5955/2021	1363	South_King_County	2021-03-20
USA/WA-S6332/2021	1363	South_King_County	2021-03-25
USA/WA-UW-68450/2021	1363	North_King_County	2021-03-23
USA/WA-UW-68483/2021	1363	North_King_County	2021-03-22
USA/WA-UW-2021041011668/2021	1363	South_King_County	2021-04-10
USA/WA-CDC-UW21052047796/2021	1363	North_King_County	2021-05-20
USA/WA-CDC-UW21051287145/2021	1363	North_King_County	2021-05-12
USA/WA-CDC-UW21052036652/2021	1363	South_King_County	2021-05-20
USA/WA-UW-21050327413/2021	1363	North_King_County	2021-05-03
USA/WA-CDC-UW21050657991/2021	1363	North_King_County	2021-05-06
USA/WA-UW-2021040306250/2021	1363	North_King_County	2021-04-03
USA/WA-Altius-ALTCOV-UPCQAUQBI2SZBIVX/2021	1363	South_King_County	2021-05-07
USA/WA-Altius-ALTCOV-EKG3LANNBMVBHYE7/2021	1363	South_King_County	2021-05-07
USA/WA-CDC-UW21051326555/2021	1363	North_King_County	2021-05-13
USA/WA-UW-21042239402/2021	1363	South_King_County	2021-04-22
USA/WA-UW-21041235149/2021	1363	South_King_County	2021-04-12
USA/WA-S6231/2021	1363	South_King_County	2021-04-05
USA/WA-UW-21051400951/2021	1363	North_King_County	2021-05-14
USA/WA-S8414/2021	1363	South_King_County	2021-05-13
USA/WA-CDC-UW21050604750/2021	1363	South_King_County	2021-05-06
USA/WA-UW-21042280092/2021	1363	South_King_County	2021-04-22
USA/WA-UW-21042383916/2021	1363	North_King_County	2021-04-23
USA/WA-UW-21042814978/2021	1363	North_King_County	2021-04-28
USA/WA-CDC-UW21071562847/2021	1363	South_King_County	2021-07-15
USA/WA-CDC-UW21071588002/2021	1363	South_King_County	2021-07-15
USA/WA-CDC-UW21071525866/2021	1363	South_King_County	2021-07-15
USA/WA-CDC-UW21070647802/2021	1363	North_King_County	2021-07-06
USA/WA-CDC-UW21050353292/2021	1363	North_King_County	2021-05-03
USA/WA-CDC-UW21050709267/2021	1363	South_King_County	2021-05-07
USA/WA-CDC-UW21050698492/2021	1363	North_King_County	2021-05-06
USA/WA-Altius-ALTCOV-53P3JKF2BFLLVXDH/2021	1363	South_King_County	2021-05-10
USA/WA-UW-21051501060/2021	1363	South_King_County	2021-05-15
USA/WA-CDC-UW21072983283/2021	1363	North_King_County	2021-07-29
USA/WA-UW-21072667775/2021	1363	North_King_County	2021-07-26
USA/WA-UW-21071932645/2021	1363	South_King_County	2021-07-19
USA/WA-Altius-ALTCOV-6NJA6WGFSWANM5U6/2021	1363	South_King_County	2021-04-12
USA/WA-UW-2021040874013/2021	1363	North_King_County	2021-04-08
USA/WA-UW-2021040602003/2021	1363	North_King_County	2021-04-06
USA/WA-CDC-UW21071079117/2021	1363	North_King_County	2021-07-10
USA/WA-CDC-UW21071045575/2021	1363	South_King_County	2021-07-10
USA/WA-UW-68668/2021	1363	North_King_County	2021-03-26
USA/WA-UW-2021040506549/2021	1363	North_King_County	2021-04-05
USA/WA-CDC-LC0060333/2021	1363	North_King_County	2021-05-18
USA/WA-S8162/2021	1363	North_King_County	2021-03-29
USA/WA-UW-2021040206496/2021	1364	South_King_County	2021-04-02
USA/WA-CDC-UW21051346680/2021	1365	South_King_County	2021-05-13
USA/WA-UW-2021033007245/2021	1365	North_King_County	2021-03-30
USA/WA-UW-2021033006821/2021	1365	South_King_County	2021-03-30
USA/WA-UW-2021032909020/2021	1366	North_King_County	2021-03-29
USA/WA-S7447/2021	1367	South_King_County	2021-04-22
USA/WA-UW-21041740632/2021	1368	South_King_County	2021-04-17
USA/WA-Altius-ALTCOV-LBHAP6K7XHRVDMVT/2021	1369	South_King_County	2021-04-26
USA/WA-UW-21042245634/2021	1370	North_King_County	2021-04-22
USA/WA-Altius-ALTCOV-HMVCUXQDW2NKTMDJ/2021	1371	South_King_County	2021-05-06
USA/WA-Altius-ALTCOV-FXX7VRFNG524CUCO/2021	1372	North_King_County	2021-05-01
USA/WA-Altius-ALTCOV-IJ52ZN56DZKQHWAP/2021	1372	South_King_County	2021-05-07
USA/WA-Altius-ALTCOV-K3AJD2XF2RRLLSXR/2021	1372	South_King_County	2021-05-07
USA/WA-UW-21041764207/2021	1373	North_King_County	2021-04-17
USA/WA-Altius-ALTCOV-2B6YAVWDCYH32DS4/2021	1373	South_King_County	2021-04-15
USA/WA-UW-21041700449/2021	1374	South_King_County	2021-04-17
USA/WA-CDC-UW21052129082/2021	1375	South_King_County	2021-05-21
USA/WA-CDC-UW21050374468/2021	1375	North_King_County	2021-05-03
USA/WA-CDC-UW21051391468/2021	1375	South_King_County	2021-05-13
USA/WA-S9480/2021	1375	North_King_County	2021-06-03
USA/WA-UW-21060773800/2021	1375	North_King_County	2021-06-07
USA/WA-CDC-UW21052854593/2021	1375	North_King_County	2021-05-28
USA/WA-CDC-UW21060184696/2021	1375	North_King_County	2021-06-01
USA/WA-CDC-UW21060464153/2021	1375	North_King_County	2021-06-04
USA/WA-CDC-UW21060118521/2021	1375	North_King_County	2021-06-01
USA/WA-CDC-UW21062536416/2021	1375	North_King_County	2021-06-25
USA/WA-UW-21061614776/2021	1375	North_King_County	2021-06-16
USA/WA-UW-21061502557/2021	1375	North_King_County	2021-06-15
USA/WA-UW-21061592200/2021	1375	North_King_County	2021-06-15
USA/WA-CDC-UW21062154528/2021	1375	North_King_County	2021-06-21
USA/WA-UW-21062590440/2021	1375	North_King_County	2021-06-25
USA/WA-CDC-UW21062639923/2021	1375	North_King_County	2021-06-26
USA/WA-PHL-001042/2021	1375	North_King_County	2021-06-28
USA/WA-S8619/2021	1375	North_King_County	2021-05-20
USA/WA-CDC-UW21052035544/2021	1375	North_King_County	2021-05-20
USA/WA-Altius-ALTCOV-COOFQRYRGD7W4DCS/2021	1375	North_King_County	2021-05-24
USA/WA-S8106/2021	1375	North_King_County	2021-05-14
USA/WA-S8111/2021	1375	North_King_County	2021-05-15
USA/WA-CDC-UW21051916964/2021	1376	North_King_County	2021-05-19
USA/WA-UW-21052147724/2021	1377	North_King_County	2021-05-21
USA/WA-CDC-UW21052429399/2021	1378	North_King_County	2021-05-24
USA/WA-CDC-UW21060131823/2021	1379	North_King_County	2021-06-01
USA/WA-CDC-UW21060107884/2021	1379	North_King_County	2021-06-01
USA/WA-UW-21062972596/2021	1380	South_King_County	2021-06-29
USA/WA-UW-21061642428/2021	1381	North_King_County	2021-06-16
USA/WA-Altius-ALTCOV-5ILOOSLDBMUVSBT2/2021	1382	South_King_County	2021-07-01
USA/WA-Altius-ALTCOV-ZHICD4HO4VF34FC7/2021	1383	South_King_County	2021-06-22
USA/WA-S9886/2021	1384	South_King_County	2021-07-19
USA/WA-CDC-LC0085424/2021	1385	North_King_County	2021-06-17
USA/WA-S9358/2021	1386	South_King_County	2021-06-21
USA/WA-S9560/2021	1386	South_King_County	2021-06-25
USA/WA-CDC-UW21062583927/2021	1386	North_King_County	2021-06-25
USA/WA-CDC-UW21062564023/2021	1386	North_King_County	2021-06-25
USA/WA-PHL-001287/2021	1387	North_King_County	2021-07-09
USA/WA-UW-21071969243/2021	1388	South_King_County	2021-07-19
USA/WA-CDC-UW21070728613/2021	1389	North_King_County	2021-07-07
USA/WA-CDC-UW21070794734/2021	1390	North_King_County	2021-07-07
USA/WA-UW-21071192838/2021	1390	South_King_County	2021-07-11
