strain	cluster	location	date	variant
USA/WA-Altius-ALTCOV-QDZWHXIQAIB5ERUZ/2021	905	South_King_County	2021-06-07	delta
USA/WA-CDC-UW21092988656/2021	905	South_King_County	2021-09-29	delta
USA/WA-CDC-UW21093085070/2021	905	South_King_County	2021-09-30	delta
USA/WA-CDC-UW21070712095/2021	905	South_King_County	2021-07-07	delta
USA/WA-CDC-UW21051308669/2021	905	North_King_County	2021-05-13	delta
USA/WA-Altius-ALTCOV-U4RGEUCQZ5QUJIHG/2021	905	South_King_County	2021-05-13	delta
USA/WA-CDC-UW21051473819/2021	905	North_King_County	2021-05-14	delta
USA/WA-CDC-UW21051458938/2021	905	North_King_County	2021-05-14	delta
USA/WA-Altius-ALTCOV-IEICKLED7ECX4AVB/2021	905	South_King_County	2021-05-18	delta
USA/WA-Altius-ALTCOV-265BABA5KU63O6FD/2021	905	North_King_County	2021-05-18	delta
USA/WA-Altius-ALTCOV-HCKOSS475CLETXXT/2021	905	South_King_County	2021-05-18	delta
USA/WA-UW-21051876991/2021	905	North_King_County	2021-05-18	delta
USA/WA-UW-21051011794/2021	905	South_King_County	2021-05-10	delta
USA/WA-Altius-ALTCOV-PX2WFZ4Q4FR6I5D4/2021	905	South_King_County	2021-05-20	delta
USA/WA-Altius-ALTCOV-DB46J4H42GISRIEH/2021	905	South_King_County	2021-05-19	delta
USA/WA-CDC-UW21051976796/2021	905	North_King_County	2021-05-19	delta
USA/WA-CDC-UW21051982399/2021	905	North_King_County	2021-05-19	delta
USA/WA-CDC-UW21051909385/2021	905	North_King_County	2021-05-19	delta
USA/WA-S8849/2021	905	North_King_County	2021-05-19	delta
USA/WA-UW-21051945393/2021	905	North_King_County	2021-05-19	delta
USA/WA-Altius-ALTCOV-OQ5COMDJE5GHZRUE/2021	905	South_King_County	2021-05-20	delta
USA/WA-Altius-ALTCOV-V323AKDPRDT2CNCE/2021	905	South_King_County	2021-05-20	delta
USA/WA-Altius-ALTCOV-Y2336UIF3WG5GZUU/2021	905	North_King_County	2021-05-22	delta
USA/WA-Altius-ALTCOV-HDQFU7RYOBH2TMHL/2021	905	South_King_County	2021-05-22	delta
USA/WA-Altius-ALTCOV-KGKGUXSBTRFJHNAK/2021	905	South_King_County	2021-05-22	delta
USA/WA-Altius-ALTCOV-FR7AK3HS5OMK4KEZ/2021	905	South_King_County	2021-05-22	delta
USA/WA-Altius-ALTCOV-HDTT3WPNGKBTD6UV/2021	905	South_King_County	2021-05-22	delta
USA/WA-Altius-ALTCOV-M4MNT6Q5N3QDZNCC/2021	905	North_King_County	2021-05-22	delta
USA/WA-Altius-ALTCOV-SN75OHKRHQNARJRC/2021	905	North_King_County	2021-05-22	delta
USA/WA-Altius-ALTCOV-4FS5WVCFY3GYCESR/2021	905	South_King_County	2021-05-22	delta
USA/WA-S9047/2021	905	South_King_County	2021-06-09	delta
USA/WA-Altius-ALTCOV-ZC5EG53FCVDE7NEW/2021	905	South_King_County	2021-06-17	delta
USA/WA-Altius-ALTCOV-LBG4JXCWIQXD2WU4/2021	905	South_King_County	2021-06-17	delta
USA/WA-Altius-ALTCOV-FVWDOKKU72E6COT7/2021	905	South_King_County	2021-06-17	delta
USA/WA-Altius-ALTCOV-PYCIKDB5AXTQGVDF/2021	905	South_King_County	2021-06-05	delta
USA/WA-UW-21060814446/2021	905	North_King_County	2021-06-08	delta
USA/WA-CDC-UW21060898879/2021	905	South_King_County	2021-06-08	delta
USA/WA-Altius-ALTCOV-OK3FJMAOTPEQG7BT/2021	905	South_King_County	2021-06-18	delta
USA/WA-Altius-ALTCOV-BJPUTEL6MUA574AJ/2021	905	South_King_County	2021-05-12	delta
USA/WA-Altius-ALTCOV-JEZYPP6RRYQNFYQH/2021	905	South_King_County	2021-05-11	delta
USA/WA-Altius-ALTCOV-GDCUPMKEBOHNAPTI/2021	905	South_King_County	2021-05-17	delta
USA/WA-Altius-ALTCOV-GEIG5UHZ43NOUGCD/2021	905	North_King_County	2021-05-17	delta
USA/WA-Altius-ALTCOV-B3JGITRUHZHBEPBL/2021	905	South_King_County	2021-05-17	delta
USA/WA-Altius-ALTCOV-QEDB2H4MSCPSN5Q7/2021	905	North_King_County	2021-05-17	delta
USA/WA-Altius-ALTCOV-KOV5LMHGYRMCJVVW/2021	905	South_King_County	2021-05-17	delta
USA/WA-Altius-ALTCOV-VJ4YQH3LEHE7W6XU/2021	905	South_King_County	2021-05-17	delta
USA/WA-Altius-ALTCOV-RHA77BE6QEGAZBV5/2021	905	South_King_County	2021-05-17	delta
USA/WA-Altius-ALTCOV-VGVTZ3PR7VNEI5AC/2021	905	South_King_County	2021-05-22	delta
USA/WA-Altius-ALTCOV-TO6ON4J2MG4O64GZ/2021	905	South_King_County	2021-05-22	delta
USA/WA-CDC-UW21052631641/2021	905	South_King_County	2021-05-26	delta
USA/WA-CDC-UW21052695137/2021	905	South_King_County	2021-05-26	delta
USA/WA-CDC-UW21052646887/2021	905	North_King_County	2021-05-26	delta
USA/WA-CDC-UW21052691950/2021	905	North_King_County	2021-05-26	delta
USA/WA-CDC-UW21052461144/2021	905	South_King_County	2021-05-24	delta
USA/WA-Altius-ALTCOV-NFFUPSCRMYPSLEQZ/2021	905	South_King_County	2021-05-24	delta
USA/WA-CDC-UW21052405852/2021	905	North_King_County	2021-05-24	delta
USA/WA-CDC-UW21052401908/2021	905	South_King_County	2021-05-24	delta
USA/WA-CDC-UW21052524278/2021	905	North_King_County	2021-05-25	delta
USA/WA-S8644/2021	905	South_King_County	2021-05-24	delta
USA/WA-S8878/2021	905	South_King_County	2021-05-29	delta
USA/WA-S8918/2021	905	North_King_County	2021-06-01	delta
USA/WA-S8879/2021	905	South_King_County	2021-05-29	delta
USA/WA-S8791/2021	905	South_King_County	2021-05-29	delta
USA/WA-UW-21052969352/2021	905	North_King_County	2021-05-29	delta
USA/WA-Altius-ALTCOV-CY46FGAK4WIAHVXB/2021	905	North_King_County	2021-05-22	delta
USA/WA-UW-21052196822/2021	905	South_King_County	2021-05-21	delta
USA/WA-CDC-UW21052188712/2021	905	South_King_County	2021-05-21	delta
USA/WA-S8632/2021	905	North_King_County	2021-05-21	delta
USA/WA-CDC-UW21061721343/2021	905	South_King_County	2021-06-17	delta
USA/WA-S9541/2021	905	South_King_County	2021-06-23	delta
USA/WA-CDC-UW21062599781/2021	905	South_King_County	2021-06-25	delta
USA/WA-S9318/2021	905	South_King_County	2021-06-15	delta
USA/WA-Altius-ALTCOV-3OWGJJVIKQ2EVHCU/2021	905	South_King_County	2021-06-17	delta
USA/WA-Altius-ALTCOV-TQWMGUVKXDA36JVE/2021	905	South_King_County	2021-06-17	delta
USA/WA-Altius-ALTCOV-2O2G2AHCSFMIWTBG/2021	905	South_King_County	2021-06-17	delta
USA/WA-Altius-ALTCOV-SYBR3IHEDUOJF6EJ/2021	905	South_King_County	2021-06-19	delta
USA/WA-Altius-ALTCOV-KNRF7IHRZGF6MFXH/2021	905	South_King_County	2021-06-19	delta
USA/WA-Altius-ALTCOV-X35FPRY34EPRQQAK/2021	905	South_King_County	2021-06-21	delta
USA/WA-Altius-ALTCOV-B76ZQ72BQV76DKSY/2021	905	South_King_County	2021-06-21	delta
USA/WA-Altius-ALTCOV-B44ZOV2XRLKLHCRT/2021	905	South_King_County	2021-06-21	delta
USA/WA-CDC-UW21062278738/2021	905	North_King_County	2021-06-22	delta
USA/WA-CDC-UW21062246665/2021	905	North_King_County	2021-06-22	delta
USA/WA-Altius-ALTCOV-AV35WIZYS67OAYTB/2021	905	North_King_County	2021-06-23	delta
USA/WA-S10808/2021	905	North_King_County	2021-06-19	delta
USA/WA-CDC-UW21061987818/2021	905	North_King_County	2021-06-19	delta
USA/WA-Altius-ALTCOV-CWZJE5RNNB7U6EFH/2021	905	North_King_County	2021-06-23	delta
USA/WA-Altius-ALTCOV-XSIHETYAOFD5FTR6/2021	905	North_King_County	2021-06-23	delta
USA/WA-Altius-ALTCOV-YRGMIPG6XLW5Y7TO/2021	905	South_King_County	2021-06-21	delta
USA/WA-CDC-UW21062638542/2021	905	North_King_County	2021-06-26	delta
USA/WA-Altius-ALTCOV-4V5QK7FEQMCGWBFB/2021	905	South_King_County	2021-06-29	delta
USA/WA-Altius-ALTCOV-YJ2I3S2YQDOKULRG/2021	905	South_King_County	2021-05-27	delta
USA/WA-CDC-UW21060370300/2021	905	North_King_County	2021-06-03	delta
USA/WA-CDC-UW21060375827/2021	905	North_King_County	2021-06-03	delta
USA/WA-CDC-LC0070950/2021	905	South_King_County	2021-06-05	delta
USA/WA-S9031/2021	905	South_King_County	2021-06-05	delta
USA/WA-S9030/2021	905	South_King_County	2021-06-05	delta
USA/WA-S9022/2021	905	South_King_County	2021-06-05	delta
USA/WA-S9020/2021	905	South_King_County	2021-06-04	delta
USA/WA-Altius-ALTCOV-SBI27SWOEWPMGMCW/2021	905	South_King_County	2021-06-09	delta
USA/WA-CDC-LC0073084/2021	905	North_King_County	2021-06-09	delta
USA/WA-CDC-UW21061035758/2021	905	North_King_County	2021-06-10	delta
USA/WA-S9299/2021	905	South_King_County	2021-06-10	delta
USA/WA-PHL-000998/2021	905	South_King_County	2021-06-13	delta
USA/WA-Altius-ALTCOV-PYQYU3GXWD5CJCRS/2021	905	South_King_County	2021-06-12	delta
USA/WA-Altius-ALTCOV-QNVMGOCY7YOBBLEW/2021	905	South_King_County	2021-06-01	delta
USA/WA-Altius-ALTCOV-WE5CEPROWQIWGTR6/2021	905	South_King_County	2021-06-01	delta
USA/WA-Altius-ALTCOV-BAOXTUMOPENDL6BU/2021	905	South_King_County	2021-06-01	delta
USA/WA-Altius-ALTCOV-6Z2DPB4DWUQ4B6HI/2021	905	South_King_County	2021-06-01	delta
USA/WA-Altius-ALTCOV-YNIXR5KZGDPZYGRJ/2021	905	North_King_County	2021-06-02	delta
USA/WA-Altius-ALTCOV-B4UTRKMBXQKP6HTE/2021	905	South_King_County	2021-06-10	delta
USA/WA-S9036/2021	905	South_King_County	2021-06-08	delta
USA/WA-S9042/2021	905	South_King_County	2021-06-08	delta
USA/WA-S9039/2021	905	South_King_County	2021-06-08	delta
USA/WA-Altius-ALTCOV-A4QQERARHECMZKGK/2021	905	South_King_County	2021-06-10	delta
USA/WA-Altius-ALTCOV-WFPW3WXI3KSEYIFF/2021	905	South_King_County	2021-06-10	delta
USA/WA-CDC-UW21061053069/2021	905	North_King_County	2021-06-10	delta
USA/WA-CDC-UW21061146949/2021	905	North_King_County	2021-06-11	delta
USA/WA-Altius-ALTCOV-RI62JYP6A3AIMOEN/2021	905	South_King_County	2021-06-11	delta
USA/WA-UW-21061540802/2021	905	North_King_County	2021-06-15	delta
USA/WA-Altius-ALTCOV-OKGFKPLFEXEE2IQR/2021	905	South_King_County	2021-06-14	delta
USA/WA-CDC-UW21061822565/2021	905	South_King_County	2021-06-18	delta
USA/WA-CDC-UW21061741076/2021	905	South_King_County	2021-06-17	delta
USA/WA-CDC-UW21051875808/2021	906	South_King_County	2021-05-18	delta
USA/WA-UW-21053122903/2021	907	South_King_County	2021-05-31	delta
USA/WA-CDC-UW21061489463/2021	907	South_King_County	2021-06-14	delta
USA/WA-CDC-UW21062530412/2021	908	North_King_County	2021-06-25	delta
USA/WA-CDC-UW21092138725/2021	909	North_King_County	2021-09-21	delta
USA/WA-CDC-UW21111909173/2021	910	North_King_County	2021-11-19	delta
USA/WA-CDC-UW21081663599/2021	911	North_King_County	2021-08-16	delta
USA/WA-Altius-ALTCOV-NUTGZZYC5N636UFK/2021	912	South_King_County	2021-06-25	delta
USA/WA-Altius-ALTCOV-GXXZPXF6TZETM6AO/2021	913	South_King_County	2021-06-03	delta
USA/WA-Altius-ALTCOV-MC7RMLTGFF3GFKUY/2021	913	South_King_County	2021-06-08	delta
USA/WA-Altius-ALTCOV-JO3LG5WTP7UPZRTH/2021	913	South_King_County	2021-06-04	delta
USA/WA-Altius-ALTCOV-BZCH3QP4TMCUWTBI/2021	914	South_King_County	2021-05-19	delta
USA/WA-Altius-ALTCOV-DB2YSLNTQMR57VQ7/2021	914	South_King_County	2021-05-20	delta
USA/WA-UW-21052128312/2021	914	North_King_County	2021-05-21	delta
USA/WA-UW-21052241222/2021	914	North_King_County	2021-05-22	delta
USA/WA-Altius-ALTCOV-LXQECYVJU6EJN3QY/2021	914	South_King_County	2021-05-25	delta
USA/WA-CDC-UW21052645470/2021	914	North_King_County	2021-05-26	delta
USA/WA-S8724/2021	914	North_King_County	2021-05-26	delta
USA/WA-UW-21052747550/2021	914	North_King_County	2021-05-27	delta
USA/WA-S8725/2021	914	North_King_County	2021-05-26	delta
USA/WA-CDC-UW21060397822/2021	914	South_King_County	2021-06-03	delta
USA/WA-Altius-ALTCOV-OMBYQI2X4SG5MSCC/2021	914	South_King_County	2021-06-21	delta
USA/WA-CDC-UW21061052008/2021	914	North_King_County	2021-06-10	delta
USA/WA-Altius-ALTCOV-HLKJDN7EVBMUMRFI/2021	914	South_King_County	2021-06-08	delta
USA/WA-Altius-ALTCOV-7FQCM7NGN2BKZ4A6/2021	914	South_King_County	2021-05-24	delta
USA/WA-CDC-UW21052466893/2021	914	North_King_County	2021-05-24	delta
USA/WA-UW-21052966539/2021	914	North_King_County	2021-05-29	delta
USA/WA-Altius-ALTCOV-34WKMWFIHSHYILBZ/2021	914	South_King_County	2021-06-15	delta
USA/WA-CDC-UW21062612368/2021	914	North_King_County	2021-06-26	delta
USA/WA-UW-21061622408/2021	914	South_King_County	2021-06-16	delta
USA/WA-CDC-UW21062287462/2021	914	South_King_County	2021-06-22	delta
USA/WA-CDC-UW21061882200/2021	914	South_King_County	2021-06-18	delta
USA/WA-CDC-UW21061802330/2021	914	South_King_County	2021-06-18	delta
USA/WA-CDC-UW21060183038/2021	914	North_King_County	2021-06-01	delta
USA/WA-Altius-ALTCOV-SUZI527WACEPASUQ/2021	914	South_King_County	2021-06-01	delta
USA/WA-CDC-UW21060161402/2021	914	North_King_County	2021-06-01	delta
USA/WA-S9166/2021	914	South_King_County	2021-06-04	delta
USA/WA-Altius-ALTCOV-PTF3HCEXTRETZPHV/2021	914	South_King_County	2021-06-05	delta
USA/WA-S9165/2021	914	South_King_County	2021-06-04	delta
USA/WA-S9164/2021	914	South_King_County	2021-06-04	delta
USA/WA-Altius-ALTCOV-GRODMDEZYEJBVJFX/2021	914	South_King_County	2021-06-03	delta
USA/WA-S9167/2021	914	South_King_County	2021-06-04	delta
USA/WA-Altius-ALTCOV-LKNQ5EF4Y7KPDVHF/2021	914	South_King_County	2021-06-07	delta
USA/WA-Altius-ALTCOV-MA2GLM2X5FMCFQGQ/2021	914	South_King_County	2021-06-10	delta
USA/WA-Altius-ALTCOV-ZG7QSJDYWN4D5XQT/2021	914	North_King_County	2021-06-10	delta
USA/WA-CDC-UW21061128895/2021	914	North_King_County	2021-06-11	delta
USA/WA-CDC-UW21061411035/2021	914	South_King_County	2021-06-14	delta
USA/WA-Altius-ALTCOV-VE2HJEXIEPZ3NCDR/2021	914	South_King_County	2021-06-14	delta
USA/WA-Altius-ALTCOV-ZYUWOM23K7BCJIRP/2021	915	North_King_County	2021-06-25	delta
USA/WA-CDC-UW21101181504/2021	917	South_King_County	2021-10-11	delta
USA/WA-CDC-UW21101148607/2021	917	South_King_County	2021-10-11	delta
USA/WA-UW-21081675663/2021	917	South_King_County	2021-08-16	delta
USA/WA-CDC-UW21100296543/2021	917	South_King_County	2021-10-02	delta
USA/WA-CDC-UW21082060519/2021	917	South_King_County	2021-08-20	delta
USA/WA-CDC-UW21120884232/2021	917	South_King_County	2021-12-08	delta
USA/WA-CDC-UW21121498210/2021	917	North_King_County	2021-12-14	delta
USA/WA-CDC-UW21120359778/2021	917	South_King_County	2021-12-03	delta
USA/WA-CDC-UW21121709950/2021	917	North_King_County	2021-12-17	delta
USA/WA-CDC-UW21073072981/2021	917	South_King_County	2021-07-30	delta
USA/WA-UW-21120284442/2021	917	North_King_County	2021-12-02	delta
USA/WA-UW-21113083140/2021	917	North_King_County	2021-11-30	delta
USA/WA-UW-21090257184/2021	917	South_King_County	2021-09-02	delta
USA/WA-CDC-UW21072960634/2021	917	North_King_County	2021-07-29	delta
USA/WA-CDC-UW21082056454/2021	917	South_King_County	2021-08-20	delta
USA/WA-CDC-UW21121873925/2021	917	South_King_County	2021-12-18	delta
USA/WA-CDC-UW21102079366/2021	917	South_King_County	2021-10-20	delta
USA/WA-CDC-UW21100241144/2021	918	North_King_County	2021-10-02	delta
USA/WA-PHL-005023/2021	918	South_King_County	2021-10-04	delta
USA/WA-S15567/2021	919	North_King_County	2021-10-03	delta
USA/WA-S15565/2021	919	North_King_County	2021-10-03	delta
USA/WA-S15562/2021	919	North_King_County	2021-10-03	delta
USA/WA-UW-21092837105/2021	919	North_King_County	2021-09-28	delta
USA/WA-S12640/2021	920	North_King_County	2021-09-30	delta
USA/WA-S15571/2021	921	North_King_County	2021-10-04	delta
USA/WA-UW-21100876127/2021	922	North_King_County	2021-10-08	delta
USA/WA-CDC-UW21102067355/2021	923	South_King_County	2021-10-20	delta
USA/WA-CDC-UW21090217067/2021	924	South_King_County	2021-09-02	delta
USA/WA-CDC-LC0315255/2021	925	South_King_County	2021-09-18	delta
USA/WA-CDC-UW21120208493/2021	926	South_King_County	2021-12-02	delta
USA/WA-CDC-UW21121316761/2021	926	South_King_County	2021-12-13	delta
USA/WA-CDC-UW21120822087/2021	926	North_King_County	2021-12-08	delta
USA/WA-S10414/2021	927	South_King_County	2021-07-07	delta
USA/WA-S12928/2021	928	South_King_County	2021-09-26	delta
USA/WA-CDC-UW21073166621/2021	929	North_King_County	2021-07-31	delta
USA/WA-CDC-UW21082754352/2021	930	North_King_County	2021-08-27	delta
USA/WA-CDC-UW21081987721/2021	931	North_King_County	2021-08-19	delta
USA/WA-UW-21071223660/2021	932	North_King_County	2021-07-12	delta
USA/WA-S9546/2021	932	South_King_County	2021-06-24	delta
USA/WA-S9552/2021	932	South_King_County	2021-06-24	delta
USA/WA-S9873/2021	932	South_King_County	2021-07-17	delta
USA/WA-CDC-UW21072386369/2021	933	North_King_County	2021-07-23	delta
USA/WA-UW-21100562708/2021	934	North_King_County	2021-10-05	delta
USA/WA-S10291/2021	935	South_King_County	2021-07-13	delta
USA/WA-CDC-ASC210318906/2021	936	North_King_County	2021-09-27	delta
USA/WA-CDC-UW21073117387/2021	937	North_King_County	2021-07-31	delta
USA/WA-UW-21072666688/2021	938	South_King_County	2021-07-26	delta
USA/WA-CDC-UW21101889742/2021	939	North_King_County	2021-10-18	delta
USA/WA-UW-21111674705/2021	940	North_King_County	2021-11-16	delta
USA/WA-CDC-UW21090241423/2021	941	North_King_County	2021-09-02	delta
USA/WA-S14354/2021	941	South_King_County	2021-09-07	delta
USA/WA-S14358/2021	941	South_King_County	2021-09-07	delta
USA/WA-UW-21092870870/2021	941	North_King_County	2021-09-28	delta
USA/WA-CDC-UW21093017349/2021	941	North_King_County	2021-09-30	delta
USA/WA-S14355/2021	941	South_King_County	2021-09-07	delta
USA/WA-S14373/2021	941	South_King_County	2021-09-07	delta
USA/WA-UW-21102154723/2021	942	South_King_County	2021-10-21	delta
USA/WA-CDC-UW21101820973/2021	943	South_King_County	2021-10-18	delta
USA/WA-CDC-UW21120328788/2021	944	South_King_County	2021-12-03	delta
USA/WA-CDC-UW21062195259/2021	945	North_King_County	2021-06-21	delta
USA/WA-S9559/2021	946	South_King_County	2021-06-25	delta
USA/WA-UW-21061629707/2021	947	North_King_County	2021-06-16	delta
USA/WA-PHL-001001/2021	947	North_King_County	2021-06-13	delta
USA/WA-CDC-UW21062135207/2021	948	North_King_County	2021-06-21	delta
USA/WA-CDC-UW21081768743/2021	949	North_King_County	2021-08-17	delta
USA/WA-UW-21081193287/2021	950	North_King_County	2021-08-11	delta
USA/WA-CDC-UW21112306835/2021	952	North_King_County	2021-11-23	delta
USA/WA-S11862/2021	953	North_King_County	2021-08-09	delta
USA/WA-CDC-UW21072412818/2021	953	North_King_County	2021-07-24	delta
USA/WA-UW-21072490912/2021	953	South_King_County	2021-07-24	delta
USA/WA-CDC-UW21080278343/2021	953	North_King_County	2021-08-02	delta
USA/WA-S10062/2021	953	South_King_County	2021-07-26	delta
USA/WA-CDC-UW21081228156/2021	953	North_King_County	2021-08-12	delta
USA/WA-S11715/2021	954	North_King_County	2021-08-18	delta
USA/WA-CDC-UW21081521180/2021	954	North_King_County	2021-08-15	delta
USA/WA-CDC-UW21102258948/2021	955	South_King_County	2021-10-22	delta
USA/WA-UW-21102851561/2021	955	North_King_County	2021-10-28	delta
USA/WA-CDC-UW21100262255/2021	955	South_King_County	2021-10-02	delta
USA/WA-S18233/2021	956	North_King_County	2021-11-21	delta
USA/WA-CDC-UW21081744369/2021	957	South_King_County	2021-08-17	delta
USA/WA-UW-21100651878/2021	958	North_King_County	2021-10-06	delta
USA/WA-CDC-UW21101140529/2021	958	North_King_County	2021-10-11	delta
USA/WA-S15481/2021	959	North_King_County	2021-10-28	delta
USA/WA-CDC-UW21061455423/2021	960	North_King_County	2021-06-14	delta
USA/WA-CDC-UW21062195009/2021	960	North_King_County	2021-06-21	delta
USA/WA-Altius-ALTCOV-KEC2P73RKAMF2SWJ/2021	961	North_King_County	2021-06-18	delta
USA/WA-S14457/2021	963	South_King_County	2021-09-20	delta
USA/WA-CDC-UW21081335809/2021	963	South_King_County	2021-08-13	delta
USA/WA-CDC-UW21081317030/2021	963	South_King_County	2021-08-13	delta
USA/WA-S11467/2021	964	South_King_County	2021-07-13	delta
USA/WA-CDC-LC0205187/2021	965	South_King_County	2021-08-18	delta
USA/WA-UW-21092849081/2021	966	North_King_County	2021-09-28	delta
USA/WA-UW-21092987695/2021	967	North_King_County	2021-09-29	delta
USA/WA-CDC-UW21090995987/2021	968	North_King_County	2021-09-09	delta
USA/WA-UW-21102943981/2021	969	South_King_County	2021-10-29	delta
USA/WA-UW-21072478534/2021	970	South_King_County	2021-07-24	delta
USA/WA-UW-21071906999/2021	971	North_King_County	2021-07-19	delta
USA/WA-UW-21072969717/2021	971	South_King_County	2021-07-29	delta
USA/WA-S12496/2021	972	South_King_County	2021-08-18	delta
USA/WA-CDC-UW21100246195/2021	974	South_King_County	2021-10-02	delta
USA/WA-CDC-LC0269036/2021	975	South_King_County	2021-08-30	delta
USA/WA-UW-21080265788/2021	976	North_King_County	2021-08-02	delta
USA/WA-CDC-UW21073034503/2021	976	North_King_County	2021-07-30	delta
USA/WA-UW-21081291360/2021	976	North_King_County	2021-08-12	delta
USA/WA-CDC-UW21073074272/2021	976	North_King_County	2021-07-30	delta
USA/WA-CDC-UW21080932940/2021	976	South_King_County	2021-08-09	delta
USA/WA-CDC-UW21101196089/2021	976	North_King_County	2021-10-11	delta
USA/WA-CDC-UW21081631841/2021	976	North_King_County	2021-08-16	delta
USA/WA-UW-21081205454/2021	976	North_King_County	2021-08-12	delta
USA/WA-CDC-UW21081474304/2021	976	South_King_County	2021-08-14	delta
USA/WA-CDC-UW21080424871/2021	976	North_King_County	2021-08-04	delta
USA/WA-UW-21090822347/2021	977	North_King_County	2021-09-08	delta
USA/WA-CDC-UW21081700438/2021	978	North_King_County	2021-08-17	delta
USA/WA-UW-21070237469/2021	979	South_King_County	2021-07-02	delta
USA/WA-S10276/2021	980	South_King_County	2021-07-28	delta
USA/WA-CDC-UW21081783965/2021	981	South_King_County	2021-08-17	delta
USA/WA-UW-21072943553/2021	981	North_King_County	2021-07-29	delta
USA/WA-PHL-001197/2021	982	South_King_County	2021-07-20	delta
USA/WA-S11824/2021	983	North_King_County	2021-08-04	delta
USA/WA-PHL-005491/2021	983	South_King_County	2021-10-18	delta
USA/WA-CDC-UW21100247505/2021	983	North_King_County	2021-10-02	delta
USA/WA-CDC-UW21073151173/2021	984	South_King_County	2021-07-31	delta
USA/WA-UW-21091450306/2021	985	North_King_County	2021-09-14	delta
USA/WA-UW-21072463935/2021	986	South_King_County	2021-07-24	delta
USA/WA-CDC-UW21090381091/2021	987	North_King_County	2021-09-03	delta
USA/WA-CDC-UW21101812896/2021	988	North_King_County	2021-10-18	delta
USA/WA-UW-21102152499/2021	988	North_King_County	2021-10-21	delta
USA/WA-CDC-UW21110338016/2021	988	North_King_County	2021-11-03	delta
USA/WA-UW-21092945657/2021	989	South_King_County	2021-09-29	delta
USA/WA-CDC-UW21102210609/2021	990	North_King_County	2021-10-22	delta
USA/WA-CDC-UW21092030286/2021	990	North_King_County	2021-09-20	delta
USA/WA-UW-21101677471/2021	990	North_King_County	2021-10-16	delta
USA/WA-UW-21102919377/2021	990	North_King_County	2021-10-29	delta
USA/WA-UW-21102821351/2021	990	North_King_County	2021-10-28	delta
USA/WA-UW-21111862805/2021	991	North_King_County	2021-11-18	delta
USA/WA-UW-21102142368/2021	992	North_King_County	2021-10-21	delta
USA/WA-CDC-UW21102235893/2021	993	South_King_County	2021-10-22	delta
USA/WA-CDC-UW21111066245/2021	993	North_King_County	2021-11-10	delta
USA/WA-CDC-UW21121058716/2021	993	North_King_County	2021-12-10	delta
USA/WA-PHL-008379/2021	993	North_King_County	2021-12-15	delta
USA/WA-CDC-UW21062152484/2021	994	North_King_County	2021-06-21	delta
USA/WA-Altius-ALTCOV-QOU44NA4IJT7X7V2/2021	995	South_King_County	2021-06-25	delta
USA/WA-S9574/2021	996	South_King_County	2021-06-28	delta
USA/WA-CDC-UW21090378670/2021	997	South_King_County	2021-09-03	delta
USA/WA-UW-21122680335/2021	998	North_King_County	2021-12-26	delta
USA/WA-CDC-UW21120295095/2021	999	South_King_County	2021-12-02	delta
USA/WA-S15655/2021	999	South_King_County	2021-12-03	delta
USA/WA-PHL-007647/2021	1000	South_King_County	2021-11-29	delta
USA/WA-CDC-UW21101120997/2021	1001	North_King_County	2021-10-11	delta
USA/WA-CDC-UW21092199052/2021	1002	North_King_County	2021-09-21	delta
USA/WA-CDC-UW21100163835/2021	1003	North_King_County	2021-10-01	delta
USA/WA-PHL-005001/2021	1004	South_King_County	2021-10-04	delta
USA/WA-UW-21101251766/2021	1004	South_King_County	2021-10-12	delta
USA/WA-S12591/2021	1005	North_King_County	2021-09-27	delta
USA/WA-UW-21092965310/2021	1006	North_King_County	2021-09-29	delta
USA/WA-UW-21092126736/2021	1007	North_King_County	2021-09-21	delta
USA/WA-S9543/2021	1008	South_King_County	2021-06-23	delta
USA/WA-CDC-UW21080373625/2021	1009	North_King_County	2021-08-03	delta
USA/WA-CDC-LC0152972/2021	1009	North_King_County	2021-07-27	delta
USA/WA-UW-21081681037/2021	1009	South_King_County	2021-08-16	delta
USA/WA-CDC-UW21081491094/2021	1009	South_King_County	2021-08-14	delta
USA/WA-CDC-UW21082885885/2021	1009	South_King_County	2021-08-28	delta
USA/WA-UW-21062734686/2021	1010	North_King_County	2021-06-27	delta
USA/WA-S10289/2021	1011	South_King_County	2021-07-06	delta
USA/WA-CDC-UW21102159056/2021	1012	North_King_County	2021-10-21	delta
USA/WA-CDC-UW21101416499/2021	1013	North_King_County	2021-10-14	delta
USA/WA-CDC-UW21102059715/2021	1014	South_King_County	2021-10-20	delta
USA/WA-CDC-UW21121807404/2021	1015	North_King_County	2021-12-18	delta
USA/WA-CDC-LC0423676/2021	1016	South_King_County	2021-12-10	delta
USA/WA-CDC-UW21120407869/2021	1017	South_King_County	2021-12-04	delta
USA/WA-CDC-UW21120205341/2021	1018	South_King_County	2021-12-02	delta
USA/WA-UW-21073034029/2021	1019	South_King_County	2021-07-30	delta
USA/WA-CDC-UW21081765337/2021	1020	North_King_County	2021-08-17	delta
USA/WA-CDC-UW21090919495/2021	1021	South_King_County	2021-09-09	delta
USA/WA-CDC-UW21101476449/2021	1022	South_King_County	2021-10-14	delta
USA/WA-UW-21120232908/2021	1023	South_King_County	2021-12-02	delta
