strain	cluster	location	date	variant
USA/WA-CDC-UW21110941019/2021	470	North_King_County	2021-11-09	delta
USA/WA-CDC-UW21110801207/2021	471	North_King_County	2021-11-08	delta
USA/WA-CDC-UW21111010532/2021	472	North_King_County	2021-11-10	delta
USA/WA-CDC-UW21121774015/2021	473	South_King_County	2021-12-17	delta
USA/WA-CDC-UW21121396100/2021	474	North_King_County	2021-12-13	delta
USA/WA-CDC-UW21121475326/2021	474	South_King_County	2021-12-14	delta
USA/WA-UW-21091308698/2021	475	South_King_County	2021-09-13	delta
USA/WA-CDC-UW21082629626/2021	476	South_King_County	2021-08-26	delta
USA/WA-CDC-UW21101865662/2021	477	South_King_County	2021-10-18	delta
USA/WA-CDC-UW21101498118/2021	477	North_King_County	2021-10-14	delta
USA/WA-CDC-UW21092257235/2021	478	North_King_County	2021-09-22	delta
USA/WA-CDC-QDX30129820/2021	479	North_King_County	2021-10-15	delta
USA/WA-CDC-UW21121055795/2021	480	North_King_County	2021-12-10	delta
USA/WA-CDC-UW21121097230/2021	480	North_King_County	2021-12-10	delta
USA/WA-CDC-UW21121300810/2021	480	South_King_County	2021-12-13	delta
USA/WA-CDC-UW21121856776/2021	480	South_King_County	2021-12-18	delta
USA/WA-CDC-UW21121431291/2021	480	South_King_County	2021-12-14	delta
USA/WA-CDC-UW21121863615/2021	480	South_King_County	2021-12-18	delta
USA/WA-CDC-UW21110813244/2021	481	North_King_County	2021-11-08	delta
USA/WA-CDC-UW21090807350/2021	482	North_King_County	2021-09-08	delta
USA/WA-CDC-UW21121375210/2021	483	North_King_County	2021-12-13	delta
USA/WA-S10332/2021	484	South_King_County	2021-07-21	delta
USA/WA-PHL-005694/2021	485	South_King_County	2021-10-25	delta
USA/WA-CDC-UW21110872201/2021	486	South_King_County	2021-11-08	delta
USA/WA-CDC-UW21112936980/2021	486	South_King_County	2021-11-29	delta
USA/WA-CDC-UW21100229006/2021	487	South_King_County	2021-10-02	delta
USA/WA-PHL-005114/2021	488	South_King_County	2021-10-11	delta
USA/WA-PHL-005693/2021	489	South_King_County	2021-10-25	delta
USA/WA-UW-21102956418/2021	490	South_King_County	2021-10-29	delta
USA/WA-UW-21102813548/2021	490	South_King_County	2021-10-28	delta
USA/WA-CDC-UW21121339954/2021	491	North_King_County	2021-12-13	delta
USA/WA-S14324/2021	492	South_King_County	2021-09-04	delta
USA/WA-UW-21082760208/2021	492	South_King_County	2021-08-27	delta
USA/WA-CDC-UW21082643840/2021	493	South_King_County	2021-08-26	delta
USA/WA-CDC-UW21121123681/2021	494	North_King_County	2021-12-11	delta
USA/WA-CDC-UW21121486475/2021	495	North_King_County	2021-12-14	delta
USA/WA-CDC-UW21111019723/2021	496	North_King_County	2021-11-10	delta
USA/WA-CDC-UW21091723320/2021	497	North_King_County	2021-09-17	delta
USA/WA-UW-21102899931/2021	498	North_King_County	2021-10-28	delta
USA/WA-CDC-UW21090802517/2021	499	North_King_County	2021-09-08	delta
USA/WA-UW-21091422311/2021	500	North_King_County	2021-09-14	delta
USA/WA-CDC-UW21090855463/2021	501	South_King_County	2021-09-08	delta
USA/WA-CDC-UW21110896642/2021	502	South_King_County	2021-11-08	delta
USA/WA-CDC-UW21072392422/2021	503	North_King_County	2021-07-23	delta
USA/WA-CDC-LC0360829/2021	504	South_King_County	2021-10-29	delta
USA/WA-CDC-UW21111362941/2021	505	South_King_County	2021-11-13	delta
USA/WA-CDC-UW21102069596/2021	506	North_King_County	2021-10-20	delta
USA/WA-UW-21111547714/2021	507	North_King_County	2021-11-15	delta
USA/WA-PHL-007968/2021	508	South_King_County	2021-12-03	delta
USA/WA-UW-21111663292/2021	509	South_King_County	2021-11-16	delta
USA/WA-CDC-UW21121845415/2021	511	North_King_County	2021-12-18	delta
USA/WA-UW-21081797219/2021	512	North_King_County	2021-08-17	delta
USA/WA-CDC-UW21121450935/2021	513	North_King_County	2021-12-14	delta
USA/WA-PHL-005925/2021	514	South_King_County	2021-11-01	delta
USA/WA-PHL-005936/2021	515	North_King_County	2021-11-01	delta
USA/WA-CDC-UW21062633756/2021	516	North_King_County	2021-06-26	delta
USA/WA-S12579/2021	517	North_King_County	2021-09-20	delta
USA/WA-S11155/2021	518	North_King_County	2021-08-09	delta
USA/WA-CDC-UW21081610327/2021	519	South_King_County	2021-08-16	delta
USA/WA-CDC-UW21091015158/2021	520	North_King_County	2021-09-10	delta
USA/WA-CDC-UW21111141041/2021	521	North_King_County	2021-11-11	delta
USA/WA-CDC-UW21070621420/2021	522	North_King_County	2021-07-06	delta
USA/WA-UW-21061798985/2021	523	North_King_County	2021-06-17	delta
USA/WA-Altius-ALTCOV-SXY7JSOF73BGEVTC/2021	525	South_King_County	2021-07-06	delta
USA/WA-CDC-UW21062414653/2021	525	North_King_County	2021-06-24	delta
USA/WA-S9556/2021	525	South_King_County	2021-06-25	delta
USA/WA-CDC-UW21070726350/2021	526	North_King_County	2021-07-07	delta
USA/WA-CDC-UW21071418126/2021	527	South_King_County	2021-07-14	delta
USA/WA-CDC-UW21062495581/2021	528	North_King_County	2021-06-24	delta
USA/WA-CDC-UW21062427369/2021	529	North_King_County	2021-06-24	delta
USA/WA-CDC-UW21062543377/2021	530	North_King_County	2021-06-25	delta
USA/WA-CDC-UW21062747413/2021	530	North_King_County	2021-06-27	delta
USA/WA-PHL-001568/2021	531	North_King_County	2021-07-06	delta
USA/WA-CDC-UW21081770709/2021	532	South_King_County	2021-08-17	delta
USA/WA-UW-21090644766/2021	533	South_King_County	2021-09-06	delta
USA/WA-CDC-UW21091674224/2021	533	South_King_County	2021-09-16	delta
USA/WA-CDC-UW21090197852/2021	534	South_King_County	2021-09-01	delta
USA/WA-CDC-UW21091815756/2021	535	North_King_County	2021-09-18	delta
USA/WA-S9570/2021	536	South_King_County	2021-06-29	delta
USA/WA-CDC-UW21072982126/2021	538	South_King_County	2021-07-29	delta
USA/WA-CDC-LC0204955/2021	539	South_King_County	2021-08-18	delta
USA/WA-UW-21120250005/2021	540	South_King_County	2021-12-02	delta
USA/WA-CDC-UW21112313013/2021	541	North_King_County	2021-11-23	delta
USA/WA-UW-21120266714/2021	541	South_King_County	2021-12-02	delta
USA/WA-CDC-UW21120262500/2021	541	South_King_County	2021-12-02	delta
USA/WA-CDC-UW21120169798/2021	541	South_King_County	2021-12-01	delta
USA/WA-UW-2021041244547/2021	542	North_King_County	2021-04-12	delta
USA/WA-CDC-UW21102339064/2021	543	North_King_County	2021-10-23	delta
USA/WA-S13555/2021	544	South_King_County	2021-08-30	delta
USA/WA-CDC-UW21090752247/2021	544	South_King_County	2021-09-07	delta
USA/WA-Altius-ALTCOV-GELLGPUSHGAVRMUT/2021	545	South_King_County	2021-06-29	delta
USA/WA-CDC-UW21082727680/2021	546	South_King_County	2021-08-27	delta
USA/WA-CDC-LC0152967/2021	547	South_King_County	2021-07-27	delta
USA/WA-UW-21072644438/2021	548	South_King_County	2021-07-26	delta
USA/WA-CDC-UW21091063347/2021	549	North_King_County	2021-09-10	delta
USA/WA-CDC-UW21072285967/2021	550	North_King_County	2021-07-22	delta
USA/WA-CDC-UW21062415468/2021	551	North_King_County	2021-06-24	delta
USA/WA-CDC-UW21120949184/2021	552	North_King_County	2021-12-09	delta
USA/WA-CDC-UW21062338871/2021	553	North_King_County	2021-06-23	delta
USA/WA-S9584/2021	554	North_King_County	2021-06-30	delta
USA/WA-CDC-UW21072036124/2021	555	North_King_County	2021-07-20	delta
USA/WA-CDC-UW21080223667/2021	555	South_King_County	2021-08-02	delta
USA/WA-CDC-UW21073094277/2021	555	North_King_County	2021-07-30	delta
USA/WA-S12446/2021	556	South_King_County	2021-08-19	delta
USA/WA-CDC-UW21121033162/2021	557	North_King_County	2021-12-10	delta
USA/WA-UW-21111628430/2021	557	North_King_County	2021-11-16	delta
USA/WA-CDC-UW21112963520/2021	557	North_King_County	2021-11-29	delta
USA/WA-UW-21120252681/2021	557	North_King_County	2021-12-02	delta
USA/WA-CDC-UW21112935910/2021	557	North_King_County	2021-11-29	delta
USA/WA-S15472/2021	558	North_King_County	2021-10-10	delta
USA/WA-UW-21062940424/2021	559	North_King_County	2021-06-29	delta
USA/WA-UW-21062972239/2021	559	South_King_County	2021-06-29	delta
USA/WA-UW-21062988988/2021	559	North_King_County	2021-06-29	delta
USA/WA-CDC-UW21090978678/2021	560	South_King_County	2021-09-09	delta
USA/WA-CDC-UW21082871570/2021	560	South_King_County	2021-08-28	delta
USA/WA-S14446/2021	561	South_King_County	2021-09-20	delta
USA/WA-CDC-UW21121858814/2021	562	South_King_County	2021-12-18	delta
USA/WA-CDC-UW21121035940/2021	562	South_King_County	2021-12-10	delta
USA/WA-CDC-UW21120874165/2021	562	North_King_County	2021-12-08	delta
USA/WA-CDC-UW21120492265/2021	563	North_King_County	2021-12-04	delta
USA/WA-CDC-UW21112940783/2021	564	South_King_County	2021-11-29	delta
USA/WA-CDC-UW21112942414/2021	564	South_King_County	2021-11-29	delta
USA/WA-S14294/2021	565	North_King_County	2021-09-11	delta
USA/WA-UW-21092884933/2021	566	North_King_County	2021-09-28	delta
USA/WA-PHL-005106/2021	567	South_King_County	2021-10-11	delta
USA/WA-CDC-UW21100199951/2021	567	South_King_County	2021-10-01	delta
USA/WA-UW-21102895862/2021	567	South_King_County	2021-10-28	delta
USA/WA-CDC-UW21100218557/2021	567	South_King_County	2021-10-02	delta
USA/WA-S14849/2021	567	North_King_County	2021-10-06	delta
USA/WA-PHL-005464/2021	568	South_King_County	2021-10-18	delta
USA/WA-CDC-UW21112389345/2021	569	South_King_County	2021-11-23	delta
USA/WA-CDC-UW21102397729/2021	569	South_King_County	2021-10-23	delta
USA/WA-CDC-UW21102566415/2021	569	South_King_County	2021-10-25	delta
USA/WA-CDC-UW21111087947/2021	569	South_King_County	2021-11-10	delta
USA/WA-CDC-UW21110894603/2021	569	North_King_County	2021-11-08	delta
USA/WA-UW-21120209597/2021	569	North_King_County	2021-12-02	delta
USA/WA-CDC-UW21120107194/2021	569	North_King_County	2021-12-01	delta
USA/WA-CDC-UW21121198918/2021	569	North_King_County	2021-12-11	delta
USA/WA-CDC-UW21120866791/2021	569	North_King_County	2021-12-08	delta
USA/WA-CDC-UW21112606286/2021	570	North_King_County	2021-11-26	delta
USA/WA-CDC-UW21111991179/2021	571	North_King_County	2021-11-19	delta
USA/WA-CDC-UW21110806259/2021	571	North_King_County	2021-11-08	delta
USA/WA-CDC-UW21111340375/2021	571	North_King_County	2021-11-13	delta
USA/WA-CDC-UW21111141633/2021	571	North_King_County	2021-11-11	delta
USA/WA-CDC-UW21121424278/2021	572	North_King_County	2021-12-14	delta
USA/WA-CDC-UW21120818624/2021	572	North_King_County	2021-12-08	delta
USA/WA-UW-21111870066/2021	573	South_King_County	2021-11-18	delta
USA/WA-CDC-UW21120927100/2021	574	North_King_County	2021-12-09	delta
USA/WA-CDC-UW21121406415/2021	574	North_King_County	2021-12-14	delta
USA/WA-CDC-UW21121705626/2021	574	North_King_County	2021-12-17	delta
USA/WA-CDC-UW21121320522/2021	574	North_King_County	2021-12-13	delta
USA/WA-UW-21121487906/2021	575	South_King_County	2021-12-14	delta
USA/WA-CDC-UW21090298782/2021	576	North_King_County	2021-09-02	delta
USA/WA-PHL-005657/2021	576	South_King_County	2021-10-25	delta
USA/WA-CDC-UW21121883549/2021	577	North_King_County	2021-12-18	delta
USA/WA-S9849/2021	578	South_King_County	2021-07-15	delta
USA/WA-CDC-UW21121434456/2021	579	North_King_County	2021-12-14	delta
USA/WA-CDC-UW21090136329/2021	580	North_King_County	2021-09-01	delta
USA/WA-CDC-UW21120281397/2021	581	South_King_County	2021-12-02	delta
USA/WA-CDC-UW21082751066/2021	583	North_King_County	2021-08-27	delta
USA/WA-UW-21092116781/2021	584	North_King_County	2021-09-21	delta
USA/WA-CDC-UW21100984177/2021	585	North_King_County	2021-10-09	delta
USA/WA-S15658/2021	586	South_King_County	2021-11-03	delta
USA/WA-S15168/2021	587	North_King_County	2021-11-06	delta
USA/WA-CDC-UW21120228471/2021	588	North_King_County	2021-12-02	delta
USA/WA-UW-21080209308/2021	589	North_King_County	2021-08-02	delta
USA/WA-CDC-LC0302034/2021	590	North_King_County	2021-09-20	delta
USA/WA-CDC-UW21112373257/2021	591	North_King_County	2021-11-23	delta
USA/WA-CDC-UW21111168647/2021	592	North_King_County	2021-11-11	delta
USA/WA-CDC-UW21111159546/2021	592	North_King_County	2021-11-11	delta
USA/WA-CDC-UW21111115675/2021	593	South_King_County	2021-11-11	delta
USA/WA-CDC-UW21121376696/2021	594	North_King_County	2021-12-13	delta
USA/WA-CDC-UW21070620589/2021	595	North_King_County	2021-07-06	delta
USA/WA-UW-21072702454/2021	596	North_King_County	2021-07-27	delta
USA/WA-S12444/2021	597	South_King_County	2021-08-18	delta
USA/WA-S11996/2021	597	South_King_County	2021-08-24	delta
USA/WA-CDC-UW21112217475/2021	598	North_King_County	2021-11-22	delta
USA/WA-CDC-UW21111317058/2021	598	North_King_County	2021-11-13	delta
USA/WA-UW-21111555069/2021	598	North_King_County	2021-11-15	delta
USA/WA-CDC-UW21120200919/2021	599	South_King_County	2021-12-02	delta
USA/WA-CDC-UW21120216162/2021	599	North_King_County	2021-12-02	delta
USA/WA-CDC-UW21120299098/2021	600	South_King_County	2021-12-02	delta
USA/WA-CDC-UW21073183407/2021	601	North_King_County	2021-07-31	delta
USA/WA-S15625/2021	602	North_King_County	2021-11-16	delta
USA/WA-CDC-UW21111996549/2021	602	North_King_County	2021-11-19	delta
USA/WA-UW-21111920573/2021	602	North_King_County	2021-11-19	delta
USA/WA-CDC-UW21111355248/2021	603	North_King_County	2021-11-13	delta
USA/WA-UW-21111690825/2021	604	South_King_County	2021-11-16	delta
USA/WA-CDC-UW21121050411/2021	605	South_King_County	2021-12-10	delta
USA/WA-CDC-UW21120115413/2021	606	North_King_County	2021-12-01	delta
USA/WA-UW-21111539026/2021	607	South_King_County	2021-11-15	delta
USA/WA-UW-21072854839/2021	608	South_King_County	2021-07-28	delta
USA/WA-CDC-LC0336256/2021	609	South_King_County	2021-10-09	delta
USA/WA-CDC-LC0367943/2021	610	North_King_County	2021-11-02	delta
USA/WA-CDC-UW21081469983/2021	611	North_King_County	2021-08-14	delta
USA/WA-CDC-UW21120211284/2021	612	North_King_County	2021-12-02	delta
USA/WA-CDC-UW21120873916/2021	613	North_King_County	2021-12-08	delta
USA/WA-UW-21071353120/2021	614	North_King_County	2021-07-13	delta
USA/WA-CDC-UW21110891183/2021	615	South_King_County	2021-11-08	delta
USA/WA-CDC-UW21073113254/2021	616	South_King_County	2021-07-31	delta
USA/WA-CDC-UW21091643103/2021	617	South_King_County	2021-09-16	delta
USA/WA-CDC-UW21120330149/2021	618	North_King_County	2021-12-03	delta
USA/WA-CDC-UW21082555400/2021	619	North_King_County	2021-08-25	delta
USA/WA-CDC-UW21080916108/2021	620	South_King_County	2021-08-09	delta
USA/WA-CDC-UW21120985888/2021	621	North_King_County	2021-12-09	delta
USA/WA-CDC-UW21120849283/2021	621	North_King_County	2021-12-08	delta
USA/WA-CDC-UW21120954572/2021	621	North_King_County	2021-12-09	delta
USA/WA-CDC-UW21120944242/2021	621	North_King_County	2021-12-09	delta
USA/WA-CDC-UW21121141165/2021	621	North_King_County	2021-12-11	delta
USA/WA-CDC-UW21121307988/2021	621	North_King_County	2021-12-13	delta
USA/WA-CDC-UW22010226634/2022	621	North_King_County	2022-01-02	delta
USA/WA-CDC-UW21121612838/2021	621	North_King_County	2021-12-16	delta
USA/WA-CDC-UW21120866630/2021	621	North_King_County	2021-12-08	delta
USA/WA-CDC-UW21120928316/2021	621	North_King_County	2021-12-09	delta
USA/WA-CDC-UW21120844603/2021	621	North_King_County	2021-12-08	delta
USA/WA-S15674/2021	621	North_King_County	2021-11-28	delta
USA/WA-CDC-UW21120725136/2021	621	North_King_County	2021-12-07	delta
USA/WA-S18278/2021	621	North_King_County	2021-12-06	delta
USA/WA-CDC-UW21121399914/2021	621	North_King_County	2021-12-13	delta
USA/WA-CDC-UW21121449429/2021	621	North_King_County	2021-12-14	delta
USA/WA-CDC-UW21120851910/2021	621	North_King_County	2021-12-08	delta
USA/WA-CDC-UW21121199040/2021	621	North_King_County	2021-12-11	delta
USA/WA-CDC-UW21121044799/2021	621	North_King_County	2021-12-10	delta
USA/WA-CDC-UW21121073431/2021	621	South_King_County	2021-12-10	delta
USA/WA-CDC-UW21121096101/2021	621	North_King_County	2021-12-10	delta
USA/WA-CDC-UW21121402765/2021	621	North_King_County	2021-12-14	delta
USA/WA-CDC-UW21121066912/2021	621	South_King_County	2021-12-10	delta
USA/WA-CDC-UW21121445217/2021	621	North_King_County	2021-12-14	delta
USA/WA-CDC-UW21121488946/2021	622	North_King_County	2021-12-14	delta
USA/WA-S15462/2021	623	North_King_County	2021-10-05	delta
USA/WA-CDC-UW21121041917/2021	624	North_King_County	2021-12-10	delta
USA/WA-CDC-UW21081658518/2021	625	South_King_County	2021-08-16	delta
USA/WA-UW-21120901918/2021	626	South_King_County	2021-12-09	delta
USA/WA-CDC-LC0427747/2021	627	South_King_County	2021-12-08	delta
USA/WA-CDC-UW21120118707/2021	628	South_King_County	2021-12-01	delta
USA/WA-CDC-UW21121052392/2021	629	South_King_County	2021-12-10	delta
USA/WA-CDC-UW21120235413/2021	630	North_King_County	2021-12-02	delta
USA/WA-PHL-007385/2021	631	North_King_County	2021-11-29	delta
USA/WA-UW-21080258332/2021	632	South_King_County	2021-08-02	delta
USA/WA-CDC-UW21102086124/2021	633	South_King_County	2021-10-20	delta
USA/WA-CDC-UW21090955425/2021	634	South_King_County	2021-09-09	delta
USA/WA-UW-21080251290/2021	635	South_King_County	2021-08-02	delta
USA/WA-CDC-UW21102663609/2021	636	North_King_County	2021-10-26	delta
USA/WA-CDC-UW21072077318/2021	637	South_King_County	2021-07-20	delta
USA/WA-UW-21072470710/2021	637	South_King_County	2021-07-24	delta
USA/WA-CDC-QDX26765175/2021	638	South_King_County	2021-07-10	delta
USA/WA-UW-21080716186/2021	639	North_King_County	2021-08-07	delta
USA/WA-CDC-UW21090363559/2021	640	North_King_County	2021-09-03	delta
USA/WA-CDC-UW21090969155/2021	641	South_King_County	2021-09-09	delta
USA/WA-UW-21092138021/2021	641	South_King_County	2021-09-21	delta
USA/WA-UW-21092167746/2021	641	South_King_County	2021-09-21	delta
USA/WA-UW-21091473180/2021	642	North_King_County	2021-09-14	delta
USA/WA-UW-21081721635/2021	643	North_King_County	2021-08-17	delta
USA/WA-CDC-UW21120110783/2021	644	North_King_County	2021-12-01	delta
USA/WA-UW-21102123621/2021	645	North_King_County	2021-10-21	delta
USA/WA-CDC-UW21090889149/2021	646	South_King_County	2021-09-08	delta
USA/WA-CDC-UW21120418878/2021	647	North_King_County	2021-12-04	delta
USA/WA-CDC-UW21110937103/2021	648	North_King_County	2021-11-09	delta
USA/WA-CDC-UW21111154567/2021	649	North_King_County	2021-11-11	delta
USA/WA-UW-21072814954/2021	650	North_King_County	2021-07-28	delta
USA/WA-UW-21111580492/2021	651	North_King_County	2021-11-15	delta
USA/WA-UW-21092835026/2021	651	North_King_County	2021-09-28	delta
USA/WA-UW-21091314773/2021	652	North_King_County	2021-09-13	delta
USA/WA-CDC-UW21081962613/2021	653	North_King_County	2021-08-19	delta
USA/WA-CDC-LC0329137/2021	654	South_King_County	2021-10-07	delta
USA/WA-CDC-UW21091080166/2021	655	South_King_County	2021-09-10	delta
USA/WA-CDC-UW21061943298/2021	656	North_King_County	2021-06-19	delta
USA/WA-CDC-UW21062027733/2021	657	North_King_County	2021-06-20	delta
USA/WA-PHL-007111/2021	658	South_King_County	2021-11-15	delta
USA/WA-CDC-UW21111942747/2021	659	North_King_County	2021-11-19	delta
USA/WA-PHL-006922/2021	660	South_King_County	2021-11-09	delta
USA/WA-UW-21072402258/2021	661	North_King_County	2021-07-24	delta
USA/WA-CDC-UW22010108975/2022	661	North_King_County	2022-01-01	delta
USA/WA-CDC-UW21120478839/2021	661	North_King_County	2021-12-04	delta
USA/WA-CDC-UW21121469883/2021	661	South_King_County	2021-12-14	delta
USA/WA-CDC-UW21092504752/2021	662	North_King_County	2021-09-25	delta
USA/WA-CDC-UW21111181438/2021	663	North_King_County	2021-11-11	delta
USA/WA-CDC-UW21120936582/2021	664	South_King_County	2021-12-09	delta
USA/WA-CDC-UW21102649705/2021	665	North_King_County	2021-10-26	delta
USA/WA-UW-21102178261/2021	665	North_King_County	2021-10-21	delta
USA/WA-UW-21081260668/2021	666	North_King_County	2021-08-12	delta
USA/WA-CDC-UW21121119568/2021	667	South_King_County	2021-12-11	delta
USA/WA-CDC-UW21121062379/2021	668	North_King_County	2021-12-10	delta
USA/WA-S10420/2021	669	North_King_County	2021-07-10	delta
USA/WA-UW-21072690692/2021	670	South_King_County	2021-07-26	delta
USA/WA-UW-21072338591/2021	671	South_King_County	2021-07-23	delta
USA/WA-CDC-UW21072010211/2021	672	South_King_County	2021-07-20	delta
USA/WA-UW-21072285009/2021	672	South_King_County	2021-07-22	delta
USA/WA-CDC-UW21073013885/2021	673	North_King_County	2021-07-30	delta
USA/WA-UW-21062969413/2021	674	North_King_County	2021-06-29	delta
USA/WA-UW-21061671751/2021	674	North_King_County	2021-06-16	delta
USA/WA-UW-21100538260/2021	674	South_King_County	2021-10-05	delta
USA/WA-UW-21072980978/2021	674	North_King_County	2021-07-29	delta
USA/WA-S10804/2021	674	North_King_County	2021-06-26	delta
USA/WA-UW-21072767209/2021	674	North_King_County	2021-07-27	delta
USA/WA-UW-21091354370/2021	674	North_King_County	2021-09-13	delta
USA/WA-PHL-006552/2021	675	North_King_County	2021-11-10	delta
USA/WA-CDC-UW22010752230/2022	676	North_King_County	2022-01-07	delta
USA/WA-CDC-UW21073127616/2021	677	North_King_County	2021-07-31	delta
USA/WA-CDC-UW21071560296/2021	678	North_King_County	2021-07-15	delta
USA/WA-CDC-UW21072091129/2021	679	North_King_County	2021-07-20	delta
USA/WA-UW-21092388574/2021	680	South_King_County	2021-09-23	delta
USA/WA-CDC-UW21090720902/2021	681	North_King_County	2021-09-07	delta
USA/WA-CDC-UW21102088776/2021	682	North_King_County	2021-10-20	delta
USA/WA-CDC-UW21081484811/2021	683	North_King_County	2021-08-14	delta
USA/WA-CDC-UW21081998381/2021	683	North_King_County	2021-08-19	delta
USA/WA-CDC-UW21081709542/2021	684	North_King_County	2021-08-17	delta
USA/WA-UW-21072875310/2021	685	North_King_County	2021-07-28	delta
USA/WA-CDC-UW21081768229/2021	686	North_King_County	2021-08-17	delta
USA/WA-UW-21072740916/2021	687	South_King_County	2021-07-27	delta
USA/WA-UW-21072705657/2021	687	North_King_County	2021-07-27	delta
USA/WA-UW-21073111603/2021	687	North_King_County	2021-07-31	delta
USA/WA-CDC-UW21073021548/2021	687	North_King_County	2021-07-30	delta
USA/WA-CDC-UW21081759449/2021	687	North_King_County	2021-08-17	delta
USA/WA-CDC-UW21081413285/2021	687	North_King_County	2021-08-14	delta
USA/WA-UW-21072365950/2021	688	North_King_County	2021-07-23	delta
USA/WA-UW-21052827895/2021	689	South_King_County	2021-05-28	delta
USA/WA-CDC-UW21090761740/2021	690	South_King_County	2021-09-07	delta
USA/WA-UW-21081690662/2021	691	South_King_County	2021-08-16	delta
USA/WA-CDC-UW21062895366/2021	692	North_King_County	2021-06-28	delta
USA/WA-S15230/2021	693	North_King_County	2021-08-31	delta
USA/WA-S10686/2021	694	South_King_County	2021-07-29	delta
USA/WA-CDC-UW21102303368/2021	695	North_King_County	2021-10-23	delta
USA/WA-S9485/2021	696	North_King_County	2021-06-19	delta
USA/WA-CDC-UW21081389389/2021	697	South_King_County	2021-08-13	delta
USA/WA-UW-21072374442/2021	698	North_King_County	2021-07-23	delta
USA/WA-UW-21090354647/2021	699	South_King_County	2021-09-03	delta
USA/WA-CDC-UW21073072193/2021	700	North_King_County	2021-07-30	delta
USA/WA-CDC-UW21073159994/2021	701	South_King_County	2021-07-31	delta
USA/WA-UW-21081780025/2021	702	South_King_County	2021-08-17	delta
USA/WA-PHL-006604/2021	703	South_King_County	2021-11-08	delta
USA/WA-CDC-UW21110330699/2021	703	South_King_County	2021-11-03	delta
USA/WA-UW-21112228814/2021	703	South_King_County	2021-11-22	delta
USA/WA-CDC-LC0232197/2021	704	North_King_County	2021-08-19	delta
USA/WA-CDC-UW21090217003/2021	705	North_King_County	2021-09-02	delta
USA/WA-CDC-UW21090296969/2021	706	North_King_County	2021-09-02	delta
USA/WA-UW-21102851499/2021	707	North_King_County	2021-10-28	delta
USA/WA-UW-21090341758/2021	708	South_King_County	2021-09-03	delta
USA/WA-CDC-UW21090396861/2021	708	South_King_County	2021-09-03	delta
USA/WA-CDC-UW21111817383/2021	709	South_King_County	2021-11-18	delta
USA/WA-CDC-LC0318494/2021	710	South_King_County	2021-10-03	delta
USA/WA-CDC-UW21081383077/2021	711	North_King_County	2021-08-13	delta
USA/WA-CDC-UW21072913404/2021	712	South_King_County	2021-07-29	delta
USA/WA-CDC-UW21081791368/2021	713	North_King_County	2021-08-17	delta
USA/WA-PHL-006570/2021	714	South_King_County	2021-11-06	delta
USA/WA-UW-21063026569/2021	715	North_King_County	2021-06-30	delta
USA/WA-UW-21113038410/2021	716	South_King_County	2021-11-30	delta
USA/WA-CDC-UW21100129297/2021	717	North_King_County	2021-10-01	delta
USA/WA-CDC-UW21062402778/2021	718	North_King_County	2021-06-24	delta
USA/WA-UW-21061570825/2021	719	North_King_County	2021-06-15	delta
USA/WA-S10803/2021	720	North_King_County	2021-06-21	delta
USA/WA-S10807/2021	721	North_King_County	2021-06-26	delta
USA/WA-UW-21072839698/2021	722	South_King_County	2021-07-28	delta
USA/WA-CDC-UW21071785729/2021	722	South_King_County	2021-07-17	delta
USA/WA-UW-21080393547/2021	723	North_King_County	2021-08-03	delta
USA/WA-CDC-UW21072938142/2021	723	North_King_County	2021-07-29	delta
USA/WA-CDC-UW21073077805/2021	723	North_King_County	2021-07-30	delta
USA/WA-S10713/2021	723	South_King_County	2021-07-30	delta
USA/WA-CDC-ASC210231710/2021	723	North_King_County	2021-07-26	delta
USA/WA-CDC-UW21072235148/2021	723	North_King_County	2021-07-22	delta
USA/WA-UW-21072268064/2021	723	North_King_County	2021-07-22	delta
USA/WA-CDC-UW21072120404/2021	723	North_King_County	2021-07-21	delta
USA/WA-CDC-UW21072168351/2021	723	North_King_County	2021-07-21	delta
USA/WA-UW-21072448905/2021	723	North_King_County	2021-07-24	delta
USA/WA-UW-21071208519/2021	723	North_King_County	2021-07-12	delta
USA/WA-UW-21071448541/2021	723	North_King_County	2021-07-14	delta
USA/WA-CDC-UW21071989996/2021	723	North_King_County	2021-07-19	delta
USA/WA-UW-21072782674/2021	723	South_King_County	2021-07-27	delta
USA/WA-UW-21072834762/2021	723	North_King_County	2021-07-28	delta
USA/WA-CDC-UW21081911164/2021	724	North_King_County	2021-08-19	delta
USA/WA-S11913/2021	725	North_King_County	2021-08-16	delta
USA/WA-CDC-UW21101167261/2021	726	South_King_County	2021-10-11	delta
USA/WA-CDC-LC0323477/2021	727	South_King_County	2021-10-02	delta
USA/WA-UW-21100564835/2021	727	South_King_County	2021-10-05	delta
USA/WA-CDC-UW21102090367/2021	728	South_King_County	2021-10-20	delta
USA/WA-CDC-UW21110297773/2021	729	North_King_County	2021-11-02	delta
USA/WA-UW-21070922378/2021	730	North_King_County	2021-07-09	delta
USA/WA-CDC-UW21080978544/2021	730	South_King_County	2021-08-09	delta
USA/WA-UW-21072379441/2021	730	North_King_County	2021-07-23	delta
USA/WA-UW-21062928668/2021	732	North_King_County	2021-06-29	delta
USA/WA-UW-21062938880/2021	732	North_King_County	2021-06-29	delta
USA/WA-CDC-LC0210531/2021	733	South_King_County	2021-08-20	delta
