strain	cluster	location	date	variant
USA/WA-CDC-LC0437443/2021	447	North_King_County	2021-12-17	omicron
USA/WA-PHL-009742/2021	448	South_King_County	2021-12-17	omicron
USA/WA-CDC-ASC210568226/2021	449	South_King_County	2021-12-23	omicron
USA/WA-S18130/2022	450	North_King_County	2022-01-20	omicron
USA/WA-S17790/2022	451	North_King_County	2022-01-26	omicron
USA/WA-CDC-UW21123007136/2021	452	South_King_County	2021-12-30	omicron
USA/WA-S17670/2022	453	North_King_County	2022-01-14	omicron
USA/WA-S18903/2021	454	South_King_County	2021-12-31	omicron
USA/WA-Curative-178879/2021	455	North_King_County	2021-12-07	omicron
USA/WA-PHL-007999/2021	455	North_King_County	2021-12-08	omicron
USA/WA-S16435/2022	456	North_King_County	2022-01-02	omicron
USA/WA-S16474/2021	457	North_King_County	2021-12-29	omicron
USA/WA-S17853/2021	458	North_King_County	2021-12-19	omicron
USA/WA-CDC-LC0451200/2021	459	North_King_County	2021-12-28	omicron
USA/WA-CDC-LC0452590/2021	460	South_King_County	2021-12-29	omicron
USA/WA-S16260/2022	461	North_King_County	2022-01-01	omicron
USA/WA-CDC-UW21122767479/2021	461	North_King_County	2021-12-27	omicron
USA/WA-CDC-UW21122442030/2021	462	North_King_County	2021-12-24	omicron
USA/WA-S18538/2022	463	North_King_County	2022-02-01	omicron
USA/WA-CDC-LC0451112/2021	464	North_King_County	2021-12-28	omicron
USA/WA-S17199/2022	465	South_King_County	2022-01-13	omicron
USA/WA-CDC-UW22010512241/2022	466	South_King_County	2022-01-05	omicron
USA/WA-PHL-012057/2021	467	South_King_County	2021-12-24	omicron
USA/WA-PHL-015566/2022	468	North_King_County	2022-01-07	omicron
USA/WA-S16881/2022	469	South_King_County	2022-01-09	omicron
USA/WA-CDC-UW22010200294/2022	470	North_King_County	2022-01-02	omicron
USA/WA-S16615/2022	471	North_King_County	2022-01-05	omicron
USA/WA-S16623/2022	471	North_King_County	2022-01-05	omicron
USA/WA-S15867/2021	472	North_King_County	2021-12-27	omicron
USA/WA-CDC-UW22021222618/2022	473	South_King_County	2022-02-12	omicron
USA/WA-CDC-UW22010888937/2022	474	South_King_County	2022-01-08	omicron
USA/WA-UW-22022428769/2022	474	North_King_County	2022-02-24	omicron
USA/WA-CDC-UW22022111956/2022	475	North_King_County	2022-02-21	omicron
USA/WA-UW-22021780846/2022	476	North_King_County	2022-02-17	omicron
USA/WA-CDC-UW22010257682/2022	477	North_King_County	2022-01-02	omicron
USA/WA-UW-22011095745/2022	478	South_King_County	2022-01-10	omicron
USA/WA-PHL-015102/2022	479	North_King_County	2022-02-21	omicron
USA/WA-UW-22022231287/2022	479	North_King_County	2022-02-22	omicron
USA/WA-S17873/2022	480	South_King_County	2022-01-14	omicron
USA/WA-S18828/2022	481	South_King_County	2022-02-04	omicron
USA/WA-UW-22021635947/2022	482	North_King_County	2022-02-16	omicron
USA/WA-UW-22021076318/2022	483	North_King_County	2022-02-10	omicron
USA/WA-UW-22021369844/2022	484	North_King_County	2022-02-13	omicron
USA/WA-CDC-UW22020823576/2022	484	North_King_County	2022-02-08	omicron
USA/WA-S16967/2022	485	North_King_County	2022-01-07	omicron
USA/WA-S17181/2022	485	North_King_County	2022-01-11	omicron
USA/WA-S17632/2022	485	North_King_County	2022-01-14	omicron
USA/WA-CDC-LC0436997/2021	486	North_King_County	2021-12-17	omicron
USA/WA-UW-21122162455/2021	487	North_King_County	2021-12-21	omicron
USA/WA-CDC-UW22030216191/2022	487	South_King_County	2022-03-02	omicron
USA/WA-CDC-UW22030256574/2022	487	North_King_County	2022-03-02	omicron
USA/WA-UW-21122115523/2021	487	South_King_County	2021-12-21	omicron
USA/WA-CDC-UW21120860066/2021	487	North_King_County	2021-12-08	omicron
USA/WA-UW-22030522268/2022	487	North_King_County	2022-03-05	omicron
USA/WA-CDC-UW21120896419/2021	487	South_King_County	2021-12-08	omicron
USA/WA-UW-22021662685/2022	487	North_King_County	2022-02-16	omicron
USA/WA-CDC-UW21121799398/2021	487	North_King_County	2021-12-17	omicron
USA/WA-CDC-UW22011003826/2022	487	South_King_County	2022-01-10	omicron
USA/WA-CDC-UW21122152211/2021	487	North_King_County	2021-12-21	omicron
USA/WA-CDC-UW22030203772/2022	487	North_King_County	2022-03-02	omicron
USA/WA-CDC-UW21122756022/2021	487	North_King_County	2021-12-27	omicron
USA/WA-CDC-UW22030106875/2022	487	South_King_County	2022-03-01	omicron
USA/WA-CDC-UW22030202505/2022	487	North_King_County	2022-03-02	omicron
USA/WA-UW-22021436486/2022	487	North_King_County	2022-02-14	omicron
USA/WA-UW-22021844617/2022	487	North_King_County	2022-02-18	omicron
USA/WA-UW-22021718806/2022	487	North_King_County	2022-02-17	omicron
USA/WA-UW-22021736969/2022	487	North_King_County	2022-02-17	omicron
USA/WA-CDC-UW22022808417/2022	487	North_King_County	2022-02-28	omicron
USA/WA-CDC-UW22030160351/2022	487	North_King_County	2022-03-01	omicron
USA/WA-CDC-UW22020313279/2022	487	South_King_County	2022-02-03	omicron
USA/WA-CDC-UW22020315511/2022	487	South_King_County	2022-02-03	omicron
USA/WA-CDC-UW21123182175/2021	487	South_King_County	2021-12-31	omicron
USA/WA-CDC-UW21123115847/2021	487	South_King_County	2021-12-31	omicron
USA/WA-CDC-UW21123145411/2021	487	South_King_County	2021-12-31	omicron
USA/WA-CDC-UW22010266300/2022	487	South_King_County	2022-01-02	omicron
USA/WA-CDC-UW21121411571/2021	487	South_King_County	2021-12-14	omicron
USA/WA-CDC-UW22010149684/2022	487	North_King_County	2022-01-01	omicron
USA/WA-CDC-UW21123188743/2021	487	South_King_County	2021-12-31	omicron
USA/WA-CDC-UW22010295089/2022	487	North_King_County	2022-01-02	omicron
USA/WA-CDC-UW21122470367/2021	487	North_King_County	2021-12-24	omicron
USA/WA-CDC-UW21122874747/2021	487	North_King_County	2021-12-28	omicron
USA/WA-CDC-UW22010473821/2022	487	North_King_County	2022-01-04	omicron
USA/WA-CDC-UW21123047379/2021	487	South_King_County	2021-12-30	omicron
USA/WA-CDC-UW21123117906/2021	487	South_King_County	2021-12-31	omicron
USA/WA-CDC-UW21122760961/2021	487	South_King_County	2021-12-27	omicron
USA/WA-CDC-UW22010496286/2022	487	North_King_County	2022-01-04	omicron
USA/WA-CDC-UW21123188836/2021	487	North_King_County	2021-12-31	omicron
USA/WA-CDC-UW21123089096/2021	487	North_King_County	2021-12-30	omicron
USA/WA-CDC-UW21122861600/2021	487	South_King_County	2021-12-28	omicron
USA/WA-CDC-UW21122814451/2021	487	South_King_County	2021-12-28	omicron
USA/WA-CDC-UW21123163486/2021	487	South_King_County	2021-12-31	omicron
USA/WA-CDC-UW21123195992/2021	487	North_King_County	2021-12-31	omicron
USA/WA-CDC-UW22010460419/2022	487	South_King_County	2022-01-04	omicron
USA/WA-CDC-UW21123136868/2021	487	North_King_County	2021-12-31	omicron
USA/WA-CDC-UW21123178178/2021	487	South_King_County	2021-12-31	omicron
USA/WA-CDC-UW21123163749/2021	487	North_King_County	2021-12-31	omicron
USA/WA-CDC-UW22010166887/2022	487	North_King_County	2022-01-01	omicron
USA/WA-CDC-UW21122703315/2021	487	North_King_County	2021-12-27	omicron
USA/WA-CDC-UW21122842210/2021	487	North_King_County	2021-12-28	omicron
USA/WA-CDC-UW21122858559/2021	487	South_King_County	2021-12-28	omicron
USA/WA-CDC-UW21123060024/2021	487	South_King_County	2021-12-30	omicron
USA/WA-CDC-UW21123156452/2021	487	North_King_County	2021-12-31	omicron
USA/WA-CDC-UW21123137124/2021	487	North_King_County	2021-12-31	omicron
USA/WA-CDC-UW21122860796/2021	487	North_King_County	2021-12-28	omicron
USA/WA-CDC-UW22010468922/2022	487	North_King_County	2022-01-04	omicron
USA/WA-CDC-UW21122762170/2021	487	North_King_County	2021-12-27	omicron
USA/WA-CDC-UW21123020815/2021	487	South_King_County	2021-12-30	omicron
USA/WA-UW-22010295955/2022	487	North_King_County	2022-01-02	omicron
USA/WA-CDC-UW21122810144/2021	487	South_King_County	2021-12-28	omicron
USA/WA-CDC-UW21123116946/2021	487	South_King_County	2021-12-31	omicron
USA/WA-CDC-UW21123015798/2021	487	South_King_County	2021-12-30	omicron
USA/WA-CDC-UW21123128603/2021	487	North_King_County	2021-12-31	omicron
USA/WA-UW-22010256851/2022	487	North_King_County	2022-01-02	omicron
USA/WA-CDC-UW21122833117/2021	487	North_King_County	2021-12-28	omicron
USA/WA-CDC-UW21123131059/2021	487	South_King_County	2021-12-31	omicron
USA/WA-CDC-UW21122438667/2021	487	North_King_County	2021-12-24	omicron
USA/WA-CDC-UW21122473908/2021	487	North_King_County	2021-12-24	omicron
USA/WA-CDC-UW21122490924/2021	487	North_King_County	2021-12-24	omicron
USA/WA-CDC-UW22010453505/2022	487	North_King_County	2022-01-04	omicron
USA/WA-UW-21123164489/2021	487	North_King_County	2021-12-31	omicron
USA/WA-CDC-UW21123100938/2021	487	North_King_County	2021-12-31	omicron
USA/WA-CDC-UW21123126282/2021	487	North_King_County	2021-12-31	omicron
USA/WA-CDC-UW21122798397/2021	487	North_King_County	2021-12-27	omicron
USA/WA-CDC-UW21122836565/2021	487	South_King_County	2021-12-28	omicron
USA/WA-CDC-UW21122797129/2021	487	North_King_County	2021-12-27	omicron
USA/WA-CDC-UW22020426501/2022	488	North_King_County	2022-02-04	omicron
USA/WA-CDC-UW22020494057/2022	489	North_King_County	2022-02-04	omicron
USA/WA-CDC-UW22020451375/2022	490	North_King_County	2022-02-04	omicron
USA/WA-CDC-UW21123051180/2021	491	North_King_County	2021-12-30	omicron
USA/WA-PHL-014967/2022	492	South_King_County	2022-02-14	omicron
USA/WA-UW-22022108595/2022	493	North_King_County	2022-02-21	omicron
USA/WA-CDC-UW22021535026/2022	494	South_King_County	2022-02-15	omicron
USA/WA-CDC-UW22030155543/2022	495	North_King_County	2022-03-01	omicron
USA/WA-CDC-UW22030245942/2022	495	North_King_County	2022-03-02	omicron
USA/WA-CDC-UW22030502435/2022	495	South_King_County	2022-03-05	omicron
USA/WA-CDC-UW22030333573/2022	495	South_King_County	2022-03-03	omicron
USA/WA-CDC-STM-NVNSWD5RM/2022	495	North_King_County	2022-03-02	omicron
USA/WA-CDC-UW22030152853/2022	495	North_King_County	2022-03-01	omicron
USA/WA-UW-22022388715/2022	495	North_King_County	2022-02-23	omicron
USA/WA-S19068/2022	495	North_King_County	2022-02-27	omicron
USA/WA-S19073/2022	495	North_King_County	2022-03-01	omicron
USA/WA-S19091/2022	495	North_King_County	2022-03-03	omicron
USA/WA-CDC-UW22030137186/2022	496	North_King_County	2022-03-01	omicron
USA/WA-UW-22021238676/2022	497	North_King_County	2022-02-12	omicron
USA/WA-CDC-UW21122425126/2021	498	North_King_County	2021-12-24	omicron
USA/WA-CDC-UW22022263874/2022	499	North_King_County	2022-02-22	omicron
USA/WA-S17241/2022	500	North_King_County	2022-01-11	omicron
USA/WA-CDC-ASC210600770/2022	501	South_King_County	2022-01-15	omicron
USA/WA-CDC-UW22030422220/2022	501	North_King_County	2022-03-04	omicron
USA/WA-UW-22021860896/2022	501	North_King_County	2022-02-18	omicron
USA/WA-CDC-UW22021849195/2022	502	North_King_County	2022-02-18	omicron
USA/WA-CDC-ASC210576572/2022	503	North_King_County	2022-01-02	omicron
USA/WA-CDC-UW22020962085/2022	504	North_King_County	2022-02-09	omicron
USA/WA-S19220/2022	505	North_King_County	2022-02-18	omicron
USA/WA-S17627/2022	506	North_King_County	2022-01-14	omicron
USA/WA-CDC-UW21122476138/2021	506	North_King_County	2021-12-24	omicron
USA/WA-CDC-LC0452798/2021	506	North_King_County	2021-12-30	omicron
USA/WA-PHL-010011/2022	506	North_King_County	2022-01-04	omicron
USA/WA-CDC-LC0551774/2022	507	North_King_County	2022-02-21	omicron
USA/WA-CDC-UW22010757711/2022	508	North_King_County	2022-01-07	omicron
USA/WA-CDC-UW22010792944/2022	509	North_King_County	2022-01-07	omicron
USA/WA-CDC-LC0455133/2021	510	North_King_County	2021-12-29	omicron
USA/WA-CDC-UW22021293237/2022	511	North_King_County	2022-02-12	omicron
USA/WA-S17329/2022	512	North_King_County	2022-01-11	omicron
USA/WA-CDC-LC0452574/2021	513	North_King_County	2021-12-28	omicron
USA/WA-S18419/2022	514	North_King_County	2022-01-25	omicron
USA/WA-S16394/2022	515	North_King_County	2022-01-03	omicron
USA/WA-S19108/2022	516	North_King_County	2022-03-04	omicron
USA/WA-CDC-UW22020433818/2022	516	North_King_County	2022-02-04	omicron
USA/WA-S17353/2022	517	South_King_County	2022-01-12	omicron
USA/WA-S17945/2022	517	North_King_County	2022-01-16	omicron
USA/WA-S18553/2022	517	North_King_County	2022-02-02	omicron
USA/WA-S17796/2022	517	North_King_County	2022-01-26	omicron
USA/WA-S18576/2022	517	North_King_County	2022-02-04	omicron
USA/WA-S18612/2022	517	North_King_County	2022-02-08	omicron
USA/WA-S18972/2022	517	North_King_County	2022-02-15	omicron
USA/WA-S18636/2022	518	North_King_County	2022-02-14	omicron
USA/WA-S18639/2022	518	North_King_County	2022-02-14	omicron
USA/WA-CDC-UW22021684351/2022	518	North_King_County	2022-02-16	omicron
USA/WA-UW-22022333312/2022	518	North_King_County	2022-02-23	omicron
USA/WA-S19067/2022	518	North_King_County	2022-02-25	omicron
USA/WA-CDC-UW22030368352/2022	518	North_King_County	2022-03-03	omicron
USA/WA-CDC-UW21121758844/2021	519	North_King_County	2021-12-17	omicron
USA/WA-CDC-UW22010857304/2022	520	North_King_County	2022-01-08	omicron
USA/WA-CDC-UW22010283499/2022	521	South_King_County	2022-01-02	omicron
USA/WA-PHL-009640/2021	522	South_King_County	2021-12-15	omicron
USA/WA-S18171/2022	523	South_King_County	2022-01-17	omicron
USA/WA-CDC-UW21123071331/2021	524	North_King_County	2021-12-30	omicron
USA/WA-CDC-UW21121887400/2021	525	South_King_County	2021-12-18	omicron
USA/WA-UW-22011056876/2022	526	South_King_County	2022-01-10	omicron
USA/WA-S17275/2022	527	North_King_County	2022-01-11	omicron
USA/WA-S16924/2022	528	North_King_County	2022-01-06	omicron
USA/WA-S19223/2022	529	South_King_County	2022-02-19	omicron
USA/WA-CDC-UW22021408419/2022	530	North_King_County	2022-02-14	omicron
USA/WA-UW-22021312192/2022	531	North_King_County	2022-02-13	omicron
USA/WA-CDC-UW21121192801/2021	532	North_King_County	2021-12-11	omicron
USA/WA-UW-21121461614/2021	532	South_King_County	2021-12-14	omicron
USA/WA-S19349/2021	533	North_King_County	2021-12-22	omicron
USA/WA-CDC-UW22030522416/2022	534	North_King_County	2022-03-05	omicron
USA/WA-CDC-UW22030198517/2022	534	South_King_County	2022-03-01	omicron
USA/WA-CDC-UW22030419988/2022	535	North_King_County	2022-03-04	omicron
USA/WA-CDC-UW22022151042/2022	536	North_King_County	2022-02-21	omicron
USA/WA-CDC-UW22022388221/2022	536	North_King_County	2022-02-23	omicron
USA/WA-PHL-015862/2022	536	North_King_County	2022-02-27	omicron
USA/WA-UW-22021040468/2022	537	North_King_County	2022-02-10	omicron
USA/WA-S18889/2022	538	South_King_County	2022-01-25	omicron
USA/WA-S19385/2021	539	South_King_County	2021-12-30	omicron
USA/WA-CDC-UW22030379685/2022	540	North_King_County	2022-03-03	omicron
USA/WA-UW-22021601356/2022	541	North_King_County	2022-02-16	omicron
USA/WA-CDC-UW22030381201/2022	541	North_King_County	2022-03-03	omicron
USA/WA-CDC-UW22022544254/2022	541	North_King_County	2022-02-25	omicron
USA/WA-CDC-UW22021187225/2022	542	North_King_County	2022-02-11	omicron
USA/WA-PHL-015904/2022	543	South_King_County	2022-03-01	omicron
USA/WA-CDC-LC0528851/2022	544	North_King_County	2022-02-06	omicron
USA/WA-UW-22030244650/2022	545	North_King_County	2022-03-02	omicron
USA/WA-CDC-LC0553304/2022	545	North_King_County	2022-02-22	omicron
USA/WA-S15824/2021	546	North_King_County	2021-12-20	omicron
USA/WA-CDC-UW22030609050/2022	547	North_King_County	2022-03-06	omicron
USA/WA-UW-22021842167/2022	548	South_King_County	2022-02-18	omicron
USA/WA-S17090/2022	549	North_King_County	2022-01-10	omicron
USA/WA-CDC-UW22030479522/2022	550	North_King_County	2022-03-04	omicron
USA/WA-CDC-UW22030578973/2022	550	North_King_County	2022-03-05	omicron
USA/WA-S17720/2022	551	North_King_County	2022-01-14	omicron
USA/WA-S17700/2022	551	North_King_County	2022-01-14	omicron
USA/WA-S17763/2022	553	North_King_County	2022-01-17	omicron
USA/WA-PHL-015791/2022	554	South_King_County	2022-02-24	omicron
USA/WA-S18139/2022	555	North_King_County	2022-01-20	omicron
USA/WA-S17372/2022	555	North_King_County	2022-01-12	omicron
USA/WA-S17316/2022	555	North_King_County	2022-01-11	omicron
USA/WA-S17025/2022	555	North_King_County	2022-01-09	omicron
USA/WA-S17076/2022	555	North_King_County	2022-01-10	omicron
USA/WA-S17419/2022	556	North_King_County	2022-01-12	omicron
USA/WA-S17964/2022	557	North_King_County	2022-01-18	omicron
USA/WA-S18515/2022	558	North_King_County	2022-01-31	omicron
USA/WA-CDC-LC0557024/2022	559	North_King_County	2022-02-19	omicron
USA/WA-CDC-LC0521025/2022	560	North_King_County	2022-02-01	omicron
USA/WA-CDC-UW22020819722/2022	561	South_King_County	2022-02-08	omicron
USA/WA-S18568/2022	563	North_King_County	2022-02-03	omicron
USA/WA-S18536/2022	563	North_King_County	2022-02-01	omicron
USA/WA-CDC-UW22020281001/2022	564	North_King_County	2022-02-02	omicron
USA/WA-S17543/2022	565	North_King_County	2022-01-13	omicron
USA/WA-S17641/2022	565	North_King_County	2022-01-13	omicron
USA/WA-S17989/2022	565	North_King_County	2022-01-18	omicron
USA/WA-S18106/2022	565	North_King_County	2022-01-19	omicron
USA/WA-CDC-UW22030185335/2022	565	North_King_County	2022-03-01	omicron
USA/WA-CDC-LC0551530/2022	566	North_King_County	2022-02-19	omicron
USA/WA-CDC-LC0557806/2022	566	North_King_County	2022-03-01	omicron
USA/WA-CDC-UW22021119737/2022	567	North_King_County	2022-02-11	omicron
USA/WA-CDC-UW22030226813/2022	568	North_King_County	2022-03-02	omicron
USA/WA-S18622/2022	569	North_King_County	2022-02-11	omicron
USA/WA-S17367/2022	570	North_King_County	2022-01-12	omicron
USA/WA-S17430/2022	570	North_King_County	2022-01-12	omicron
USA/WA-CDC-UW22020456386/2022	571	South_King_County	2022-02-04	omicron
USA/WA-CDC-UW22030339804/2022	571	North_King_County	2022-03-03	omicron
USA/WA-CDC-UW22021476125/2022	571	South_King_County	2022-02-14	omicron
USA/WA-CDC-UW22021481326/2022	571	North_King_County	2022-02-14	omicron
USA/WA-CDC-UW22021446372/2022	571	South_King_County	2022-02-14	omicron
USA/WA-CDC-UW22030173247/2022	571	North_King_County	2022-03-01	omicron
USA/WA-CDC-UW22030325238/2022	571	North_King_County	2022-03-03	omicron
USA/WA-CDC-UW22021547181/2022	571	North_King_County	2022-02-15	omicron
USA/WA-CDC-UW21123146515/2021	571	North_King_County	2021-12-31	omicron
USA/WA-CDC-UW22022542505/2022	571	North_King_County	2022-02-25	omicron
USA/WA-UW-22030274102/2022	571	South_King_County	2022-03-02	omicron
USA/WA-CDC-UW22022387147/2022	571	North_King_County	2022-02-23	omicron
USA/WA-CDC-UW22030437476/2022	571	North_King_County	2022-03-04	omicron
USA/WA-CDC-UW22030435428/2022	571	North_King_County	2022-03-04	omicron
USA/WA-UW-22022323679/2022	572	South_King_County	2022-02-23	omicron
USA/WA-CDC-UW22030186213/2022	572	North_King_County	2022-03-01	omicron
USA/WA-CDC-UW22022163243/2022	573	South_King_County	2022-02-21	omicron
USA/WA-CDC-UW21123175962/2021	574	South_King_County	2021-12-31	omicron
USA/WA-CDC-UW22030252067/2022	575	North_King_County	2022-03-02	omicron
USA/WA-CDC-UW22030122597/2022	575	North_King_County	2022-03-01	omicron
USA/WA-CDC-UW22030144940/2022	576	North_King_County	2022-03-01	omicron
USA/WA-CDC-UW22030349266/2022	576	North_King_County	2022-03-03	omicron
USA/WA-CDC-UW22030471332/2022	577	South_King_County	2022-03-04	omicron
USA/WA-UW-22021864707/2022	577	South_King_County	2022-02-18	omicron
USA/WA-S16508/2021	578	North_King_County	2021-12-28	omicron
USA/WA-S18007/2022	578	North_King_County	2022-01-18	omicron
USA/WA-CDC-UW22010598668/2022	579	South_King_County	2022-01-05	omicron
USA/WA-CDC-LC0538146/2022	580	North_King_County	2022-02-13	omicron
USA/WA-S16439/2022	581	South_King_County	2022-01-02	omicron
USA/WA-UW-22021884940/2022	582	North_King_County	2022-02-18	omicron
USA/WA-CDC-UW22021406856/2022	583	North_King_County	2022-02-14	omicron
USA/WA-CDC-UW22021218151/2022	584	North_King_County	2022-02-12	omicron
USA/WA-UW-22022191431/2022	584	North_King_County	2022-02-21	omicron
USA/WA-CDC-LC0555735/2022	584	South_King_County	2022-02-22	omicron
USA/WA-CDC-UW22022506162/2022	584	North_King_County	2022-02-25	omicron
USA/WA-CDC-UW22021958730/2022	585	North_King_County	2022-02-19	omicron
USA/WA-CDC-UW22022182197/2022	586	North_King_County	2022-02-21	omicron
USA/WA-CDC-UW22020766100/2022	587	North_King_County	2022-02-07	omicron
USA/WA-CDC-LC0561815/2022	588	North_King_County	2022-03-05	omicron
USA/WA-UW-21122102110/2021	589	North_King_County	2021-12-21	omicron
USA/WA-S16154/2022	590	North_King_County	2022-01-10	omicron
USA/WA-CDC-UW22022524259/2022	591	North_King_County	2022-02-25	omicron
USA/WA-CDC-UW22030146279/2022	591	North_King_County	2022-03-01	omicron
USA/WA-CDC-UW22030659303/2022	591	North_King_County	2022-03-06	omicron
USA/WA-CDC-UW22030632613/2022	591	North_King_County	2022-03-06	omicron
USA/WA-CDC-UW21122054803/2021	592	North_King_County	2021-12-20	omicron
USA/WA-CDC-UW22022134239/2022	592	South_King_County	2022-02-21	omicron
USA/WA-CDC-UW21122832919/2021	593	South_King_County	2021-12-28	omicron
USA/WA-CDC-UW22010841877/2022	593	South_King_County	2022-01-08	omicron
USA/WA-CDC-UW21121095484/2021	593	North_King_County	2021-12-10	omicron
USA/WA-CDC-UW21121129414/2021	593	South_King_County	2021-12-11	omicron
USA/WA-CDC-UW21121417642/2021	593	North_King_County	2021-12-14	omicron
USA/WA-CDC-UW21121790178/2021	593	North_King_County	2021-12-17	omicron
USA/WA-CDC-UW22010818609/2022	593	North_King_County	2022-01-08	omicron
USA/WA-CDC-UW21122454313/2021	593	North_King_County	2021-12-24	omicron
USA/WA-CDC-UW21123176073/2021	594	North_King_County	2021-12-31	omicron
USA/WA-UW-21123002414/2021	595	North_King_County	2021-12-30	omicron
USA/WA-CDC-UW21122059348/2021	596	North_King_County	2021-12-20	omicron
USA/WA-CDC-UW22020933775/2022	597	South_King_County	2022-02-09	omicron
USA/WA-UW-21123005123/2021	598	North_King_County	2021-12-30	omicron
USA/WA-CDC-UW21121369794/2021	599	North_King_County	2021-12-13	omicron
USA/WA-CDC-UW21123170968/2021	599	North_King_County	2021-12-31	omicron
USA/WA-CDC-UW21122796185/2021	599	North_King_County	2021-12-27	omicron
USA/WA-CDC-UW21121790656/2021	600	North_King_County	2021-12-17	omicron
USA/WA-UW-22010488906/2022	600	South_King_County	2022-01-04	omicron
USA/WA-CDC-UW22010112310/2022	601	North_King_County	2022-01-01	omicron
USA/WA-CDC-UW22010873306/2022	602	South_King_County	2022-01-08	omicron
USA/WA-UW-21122920060/2021	603	North_King_County	2021-12-29	omicron
USA/WA-CDC-UW21121134690/2021	604	North_King_County	2021-12-11	omicron
USA/WA-UW-21122475803/2021	605	North_King_County	2021-12-24	omicron
USA/WA-CDC-UW21121450979/2021	605	North_King_County	2021-12-14	omicron
USA/WA-CDC-UW21121614682/2021	606	North_King_County	2021-12-16	omicron
USA/WA-CDC-UW22010791857/2022	607	South_King_County	2022-01-07	omicron
USA/WA-CDC-UW21122497318/2021	607	North_King_County	2021-12-24	omicron
USA/WA-CDC-UW22020418927/2022	607	North_King_County	2022-02-04	omicron
USA/WA-CDC-UW21122396860/2021	607	North_King_County	2021-12-23	omicron
USA/WA-CDC-UW21122757970/2021	607	South_King_County	2021-12-27	omicron
USA/WA-CDC-UW21122751928/2021	607	North_King_County	2021-12-27	omicron
USA/WA-CDC-UW22010814912/2022	607	North_King_County	2022-01-08	omicron
USA/WA-UW-21123022318/2021	607	North_King_County	2021-12-30	omicron
USA/WA-CDC-UW21121764166/2021	607	South_King_County	2021-12-17	omicron
USA/WA-CDC-UW21121080368/2021	607	North_King_County	2021-12-10	omicron
USA/WA-CDC-UW21121435157/2021	607	North_King_County	2021-12-14	omicron
USA/WA-CDC-UW22010732021/2022	607	South_King_County	2022-01-07	omicron
USA/WA-CDC-UW22010631298/2022	607	North_King_County	2022-01-06	omicron
USA/WA-CDC-UW21121830896/2021	607	North_King_County	2021-12-18	omicron
USA/WA-UW-21122478960/2021	607	North_King_County	2021-12-24	omicron
USA/WA-CDC-UW22010602518/2022	607	South_King_County	2022-01-06	omicron
USA/WA-CDC-UW22010887965/2022	608	North_King_County	2022-01-08	omicron
USA/WA-CDC-UW22010581359/2022	608	North_King_County	2022-01-05	omicron
USA/WA-CDC-UW22010894680/2022	609	North_King_County	2022-01-08	omicron
USA/WA-ALTCOV-DGHFVC5YVZRFO2XL/2021	610	South_King_County	2021-12-04	omicron
USA/WA-CDC-ASC210503353/2022	610	South_King_County	2022-01-08	omicron
USA/WA-S17141/2022	610	South_King_County	2022-01-11	omicron
USA/WA-UW-22021518798/2022	610	South_King_County	2022-02-15	omicron
USA/WA-ALTCOV-NEHO6RL5ICVL3GTG/2021	611	South_King_County	2021-12-10	omicron
USA/WA-ALTCOV-AWRHAZ5Q2XQRX2TX/2021	611	South_King_County	2021-12-10	omicron
USA/WA-S16461/2021	612	South_King_County	2021-12-29	omicron
USA/WA-S15905/2021	612	South_King_County	2021-12-23	omicron
USA/WA-PHL-008682/2021	613	South_King_County	2021-12-22	omicron
USA/WA-CDC-LC0553284/2022	614	South_King_County	2022-02-16	omicron
USA/WA-CDC-UW22021447723/2022	615	North_King_County	2022-02-14	omicron
USA/WA-CDC-LC0557812/2022	615	South_King_County	2022-02-28	omicron
USA/WA-CDC-LC0547666/2022	616	South_King_County	2022-02-15	omicron
USA/WA-S16443/2021	617	South_King_County	2021-12-29	omicron
USA/WA-S16500/2022	618	North_King_County	2022-01-04	omicron
USA/WA-S16098/2022	619	North_King_County	2022-01-07	omicron
USA/WA-S17973/2022	620	North_King_County	2022-01-18	omicron
USA/WA-UW-22020726805/2022	621	North_King_County	2022-02-07	omicron
USA/WA-UW-22022431628/2022	622	South_King_County	2022-02-24	omicron
USA/WA-CDC-UW22022107587/2022	623	South_King_County	2022-02-21	omicron
USA/WA-CDC-UW22020414073/2022	624	North_King_County	2022-02-04	omicron
USA/WA-CDC-UW21121314839/2021	624	North_King_County	2021-12-13	omicron
USA/WA-CDC-UW22010291937/2022	624	North_King_County	2022-01-02	omicron
USA/WA-CDC-UW22010526870/2022	624	North_King_County	2022-01-05	omicron
USA/WA-UW-22020454215/2022	624	North_King_County	2022-02-04	omicron
USA/WA-CDC-UW21121127901/2021	624	North_King_County	2021-12-11	omicron
USA/WA-CDC-UW21121759886/2021	624	North_King_County	2021-12-17	omicron
USA/WA-CDC-UW22020921873/2022	624	North_King_County	2022-02-09	omicron
USA/WA-CDC-UW22010583731/2022	624	South_King_County	2022-01-05	omicron
USA/WA-UW-21121739605/2021	624	North_King_County	2021-12-17	omicron
USA/WA-CDC-UW22010526682/2022	624	North_King_County	2022-01-05	omicron
USA/WA-CDC-UW21121623348/2021	624	North_King_County	2021-12-16	omicron
USA/WA-CDC-UW22010825665/2022	624	South_King_County	2022-01-08	omicron
USA/WA-CDC-UW22010168348/2022	624	North_King_County	2022-01-01	omicron
