,region,Date,Positive_Rate
0,nKC,2020-02-01,0.0
1,nKC,2020-02-02,0.0
2,nKC,2020-02-03,0.0
3,nKC,2020-02-04,0.0
4,nKC,2020-02-05,0.0
5,nKC,2020-02-06,0.0
6,nKC,2020-02-07,0.0
7,nKC,2020-02-08,0.0
8,nKC,2020-02-09,0.0
9,nKC,2020-02-10,0.0
10,nKC,2020-02-11,0.0
11,nKC,2020-02-12,0.0
12,nKC,2020-02-13,0.0
13,nKC,2020-02-14,0.0
14,nKC,2020-02-15,0.0
15,nKC,2020-02-16,0.0
16,nKC,2020-02-17,0.0
17,nKC,2020-02-18,0.0
18,nKC,2020-02-19,0.0
19,nKC,2020-02-20,0.0
20,nKC,2020-02-21,0.16642857142857143
21,nKC,2020-02-22,0.30142857142857143
22,nKC,2020-02-23,0.5085714285714286
23,nKC,2020-02-24,0.7992857142857143
24,nKC,2020-02-25,1.0535714285714286
25,nKC,2020-02-26,1.3385714285714287
26,nKC,2020-02-27,1.730714285714286
27,nKC,2020-02-28,3.3685714285714288
28,nKC,2020-02-29,5.953571428571428
29,nKC,2020-03-01,8.150714285714285
30,nKC,2020-03-02,11.391428571428571
31,nKC,2020-03-03,13.129999999999999
32,nKC,2020-03-04,17.005714285714284
33,nKC,2020-03-05,23.314285714285713
34,nKC,2020-03-06,26.165714285714284
35,nKC,2020-03-07,29.447142857142858
36,nKC,2020-03-08,36.34214285714286
37,nKC,2020-03-09,41.76428571428571
38,nKC,2020-03-10,52.504999999999995
39,nKC,2020-03-11,61.46642857142857
40,nKC,2020-03-12,81.34642857142856
41,nKC,2020-03-13,104.84928571428568
42,nKC,2020-03-14,115.6185714285714
43,nKC,2020-03-15,120.19214285714283
44,nKC,2020-03-16,148.34571428571425
45,nKC,2020-03-17,173.76571428571424
46,nKC,2020-03-18,192.82714285714277
47,nKC,2020-03-19,209.64999999999992
48,nKC,2020-03-20,224.81428571428563
49,nKC,2020-03-21,231.08357142857133
50,nKC,2020-03-22,241.00999999999993
51,nKC,2020-03-23,265.3242857142856
52,nKC,2020-03-24,278.29999999999995
53,nKC,2020-03-25,289.7371428571428
54,nKC,2020-03-26,290.325
55,nKC,2020-03-27,291.19214285714287
56,nKC,2020-03-28,287.40000000000003
57,nKC,2020-03-29,293.3914285714286
58,nKC,2020-03-30,286.0128571428572
59,nKC,2020-03-31,286.5285714285715
60,nKC,2020-04-01,288.6285714285715
61,nKC,2020-04-02,281.6385714285715
62,nKC,2020-04-03,291.7514285714286
63,nKC,2020-04-04,294.6828571428572
64,nKC,2020-04-05,283.4657142857143
65,nKC,2020-04-06,269.40214285714285
66,nKC,2020-04-07,267.5807142857143
67,nKC,2020-04-08,266.9664285714286
68,nKC,2020-04-09,262.7314285714286
69,nKC,2020-04-10,251.09357142857147
70,nKC,2020-04-11,249.48571428571432
71,nKC,2020-04-12,240.0335714285715
72,nKC,2020-04-13,230.34928571428577
73,nKC,2020-04-14,216.38357142857149
74,nKC,2020-04-15,203.2835714285715
75,nKC,2020-04-16,204.0271428571429
76,nKC,2020-04-17,193.95000000000005
77,nKC,2020-04-18,186.7771428571429
78,nKC,2020-04-19,190.35571428571433
79,nKC,2020-04-20,188.55071428571432
80,nKC,2020-04-21,180.19928571428576
81,nKC,2020-04-22,172.3235714285715
82,nKC,2020-04-23,174.5028571428572
83,nKC,2020-04-24,167.31714285714293
84,nKC,2020-04-25,179.3942857142858
85,nKC,2020-04-26,184.2314285714286
86,nKC,2020-04-27,181.74000000000007
87,nKC,2020-04-28,174.20571428571435
88,nKC,2020-04-29,173.72714285714295
89,nKC,2020-04-30,171.13857142857154
90,nKC,2020-05-01,167.67142857142866
91,nKC,2020-05-02,167.1650000000001
92,nKC,2020-05-03,159.73071428571438
93,nKC,2020-05-04,158.19428571428583
94,nKC,2020-05-05,149.81428571428583
95,nKC,2020-05-06,146.80857142857153
96,nKC,2020-05-07,134.47071428571442
97,nKC,2020-05-08,134.3864285714287
98,nKC,2020-05-09,120.93785714285728
99,nKC,2020-05-10,114.96000000000014
100,nKC,2020-05-11,108.88500000000013
101,nKC,2020-05-12,107.30785714285727
102,nKC,2020-05-13,102.79500000000012
103,nKC,2020-05-14,96.2207142857144
104,nKC,2020-05-15,89.94428571428583
105,nKC,2020-05-16,87.90928571428583
106,nKC,2020-05-17,86.71142857142867
107,nKC,2020-05-18,78.82857142857152
108,nKC,2020-05-19,75.66642857142867
109,nKC,2020-05-20,73.24285714285725
110,nKC,2020-05-21,69.16142857142869
111,nKC,2020-05-22,66.95142857142869
112,nKC,2020-05-23,61.78000000000012
113,nKC,2020-05-24,61.51857142857155
114,nKC,2020-05-25,56.9007142857144
115,nKC,2020-05-26,59.34642857142869
