Date	Hospitalizations_skc
2020-02-01	1.3571428571428572
2020-02-02	1.2857142857142858
2020-02-03	1.2142857142857142
2020-02-04	0.9285714285714286
2020-02-05	0.7857142857142857
2020-02-06	0.6428571428571429
2020-02-07	0.5
2020-02-08	0.5
2020-02-09	0.35714285714285715
2020-02-10	0.21428571428571427
2020-02-11	0.21428571428571427
2020-02-12	0.07142857142857142
2020-02-13	0.07142857142857142
2020-02-14	0.07142857142857142
2020-02-15	0.07142857142857142
2020-02-16	0.07142857142857142
2020-02-17	0.07142857142857142
2020-02-18	0.14285714285714285
2020-02-19	0.14285714285714285
2020-02-20	0.21428571428571427
2020-02-21	0.2857142857142857
2020-02-22	0.2857142857142857
2020-02-23	0.2857142857142857
2020-02-24	0.35714285714285715
2020-02-25	0.35714285714285715
2020-02-26	0.35714285714285715
2020-02-27	0.5
2020-02-28	0.5714285714285714
2020-02-29	0.6428571428571429
2020-03-01	0.6428571428571429
2020-03-02	0.9285714285714286
2020-03-03	0.8571428571428571
2020-03-04	0.9285714285714286
2020-03-05	1.2142857142857142
2020-03-06	1.5
2020-03-07	1.6428571428571428
2020-03-08	2.0
2020-03-09	2.2142857142857144
2020-03-10	2.2857142857142856
2020-03-11	3.0
2020-03-12	3.357142857142857
2020-03-13	3.642857142857143
2020-03-14	4.0
2020-03-15	4.357142857142857
2020-03-16	4.285714285714286
2020-03-17	4.785714285714286
2020-03-18	5.142857142857143
2020-03-19	5.428571428571429
2020-03-20	5.714285714285714
2020-03-21	6.571428571428571
2020-03-22	6.857142857142857
2020-03-23	7.857142857142857
2020-03-24	8.642857142857142
2020-03-25	8.928571428571429
2020-03-26	9.571428571428571
2020-03-27	10.642857142857142
2020-03-28	11.928571428571429
2020-03-29	13.0
2020-03-30	14.214285714285714
2020-03-31	15.357142857142858
2020-04-01	16.5
2020-04-02	17.5
2020-04-03	18.928571428571427
2020-04-04	19.0
2020-04-05	19.642857142857142
2020-04-06	19.571428571428573
2020-04-07	19.785714285714285
2020-04-08	19.428571428571427
2020-04-09	19.428571428571427
2020-04-10	19.642857142857142
2020-04-11	18.785714285714285
2020-04-12	17.714285714285715
2020-04-13	16.857142857142858
2020-04-14	16.0
2020-04-15	15.285714285714286
2020-04-16	14.428571428571429
2020-04-17	13.357142857142858
2020-04-18	13.0
2020-04-19	12.571428571428571
2020-04-20	11.785714285714286
2020-04-21	11.571428571428571
2020-04-22	11.571428571428571
2020-04-23	10.928571428571429
2020-04-24	9.785714285714286
2020-04-25	9.428571428571429
2020-04-26	9.428571428571429
2020-04-27	9.214285714285714
2020-04-28	8.857142857142858
2020-04-29	8.571428571428571
2020-04-30	7.928571428571429
2020-05-01	7.428571428571429
2020-05-02	7.428571428571429
2020-05-03	6.785714285714286
2020-05-04	6.5
2020-05-05	5.785714285714286
2020-05-06	5.5
2020-05-07	5.142857142857143
2020-05-08	4.928571428571429
2020-05-09	4.642857142857143
2020-05-10	4.714285714285714
2020-05-11	4.714285714285714
2020-05-12	4.642857142857143
2020-05-13	4.214285714285714
2020-05-14	4.571428571428571
2020-05-15	4.071428571428571
2020-05-16	3.4285714285714284
2020-05-17	3.357142857142857
2020-05-18	3.642857142857143
2020-05-19	3.857142857142857
2020-05-20	4.0
2020-05-21	4.071428571428571
2020-05-22	4.071428571428571
2020-05-23	4.285714285714286
2020-05-24	4.214285714285714
2020-05-25	4.0
2020-05-26	3.7857142857142856
2020-05-27	4.0
2020-05-28	3.7142857142857144
2020-05-29	4.071428571428571
2020-05-30	4.0
2020-05-31	4.071428571428571
2020-06-01	3.9285714285714284
2020-06-02	3.642857142857143
2020-06-03	3.2142857142857144
2020-06-04	3.0714285714285716
2020-06-05	3.142857142857143
2020-06-06	2.857142857142857
2020-06-07	2.7142857142857144
2020-06-08	2.857142857142857
2020-06-09	2.857142857142857
2020-06-10	2.9285714285714284
2020-06-11	2.857142857142857
2020-06-12	2.5
2020-06-13	2.7142857142857144
2020-06-14	2.7142857142857144
2020-06-15	2.857142857142857
