,migration_direction,year-month,tree_number,total_transitions,transitions_in_time_interval,proportion_transitions_in_time_interval,mig_per_lineage,mig_per_bl
0,South_King_County-to-North_King_County,2020-12,14,189,6,0.031746031746031744,0.75,33.80423318595626
0,South_King_County-to-North_King_County,2020-11,14,189,7,0.037037037037037035,5.25,75.6029660963628
0,South_King_County-to-North_King_County,2021-08,14,189,7,0.037037037037037035,0.6363636363636364,28.607642545651718
0,South_King_County-to-North_King_County,2020-02,14,189,3,0.015873015873015872,1.2,15.846279990213052
0,South_King_County-to-North_King_County,2021-11,14,189,3,0.015873015873015872,,17.85529129167512
0,North_King_County-to-South_King_County,2020-06,15,69,1,0.014492753623188406,,1.8240383291819438
0,North_King_County-to-South_King_County,2022-01,15,69,3,0.043478260869565216,,11.34216354567128
0,North_King_County-to-South_King_County,2020-05,15,69,1,0.014492753623188406,,24.87824459835361
0,North_King_County-to-South_King_County,2021-06,15,69,5,0.07246376811594203,,10.274846672550574
0,North_King_County-to-South_King_County,2021-07,15,69,5,0.07246376811594203,,7.732672874369989
0,North_King_County-to-South_King_County,2020-09,15,69,0,0.0,0.0,0.0
0,North_King_County-to-South_King_County,2021-12,15,69,8,0.11594202898550725,,8.814924467056839
0,North_King_County-to-South_King_County,2020-07,15,69,0,0.0,0.0,0.0
0,North_King_County-to-South_King_County,2020-10,15,69,1,0.014492753623188406,0.25,4.374228160258617
0,North_King_County-to-South_King_County,2021-05,15,69,6,0.08695652173913043,0.6666666666666666,3.3233616706874747
0,North_King_County-to-South_King_County,2021-03,15,69,2,0.028985507246376812,,0.9670279177506514
0,North_King_County-to-South_King_County,2021-01,15,69,0,0.0,0.0,0.0
0,North_King_County-to-South_King_County,2021-02,15,69,0,0.0,0.0,0.0
0,North_King_County-to-South_King_County,2020-03,15,69,3,0.043478260869565216,inf,23.756410548329175
0,North_King_County-to-South_King_County,2022-02,15,69,6,0.08695652173913043,0.5454545454545454,31.994938456437374
0,North_King_County-to-South_King_County,2020-08,15,69,0,0.0,0.0,0.0
0,North_King_County-to-South_King_County,2021-10,15,69,3,0.043478260869565216,0.6666666666666666,6.5880753895559945
0,North_King_County-to-South_King_County,2021-09,15,69,5,0.07246376811594203,,22.147064693978415
0,North_King_County-to-South_King_County,2022-03,15,69,0,0.0,0.0,0.0
0,North_King_County-to-South_King_County,2020-04,15,69,3,0.043478260869565216,,15.533656137983892
0,North_King_County-to-South_King_County,2021-04,15,69,8,0.11594202898550725,0.20512820512820512,5.748028787979002
0,North_King_County-to-South_King_County,2020-12,15,69,0,0.0,0.0,0.0
0,North_King_County-to-South_King_County,2020-11,15,69,2,0.028985507246376812,0.6666666666666666,7.022856717517992
0,North_King_County-to-South_King_County,2021-08,15,69,5,0.07246376811594203,,16.225865229692772
0,North_King_County-to-South_King_County,2020-02,15,69,0,0.0,0.0,0.0
0,North_King_County-to-South_King_County,2021-11,15,69,2,0.028985507246376812,,9.213558117311404
0,South_King_County-to-North_King_County,2020-06,15,104,2,0.019230769230769232,2.0,7.231165680947967
0,South_King_County-to-North_King_County,2022-01,15,104,6,0.057692307692307696,,23.213499211397657
0,South_King_County-to-North_King_County,2020-05,15,104,0,0.0,0.0,0.0
0,South_King_County-to-North_King_County,2021-06,15,104,6,0.057692307692307696,,10.493321632921594
0,South_King_County-to-North_King_County,2021-07,15,104,9,0.08653846153846154,4.5,47.25712693191261
0,South_King_County-to-North_King_County,2020-09,15,104,0,0.0,0.0,0.0
0,South_King_County-to-North_King_County,2021-12,15,104,10,0.09615384615384616,1.6666666666666667,6.934673841132647
0,South_King_County-to-North_King_County,2020-07,15,104,1,0.009615384615384616,,43.19567683801729
0,South_King_County-to-North_King_County,2020-10,15,104,2,0.019230769230769232,,28.87685047183236
0,South_King_County-to-North_King_County,2021-05,15,104,11,0.10576923076923077,,24.60651043934263
0,South_King_County-to-North_King_County,2021-03,15,104,10,0.09615384615384616,,18.636743599349597
0,South_King_County-to-North_King_County,2021-01,15,104,1,0.009615384615384616,0.5,10.882985921959365
0,South_King_County-to-North_King_County,2021-02,15,104,0,0.0,0.0,0.0
0,South_King_County-to-North_King_County,2020-03,15,104,1,0.009615384615384616,,2.714637176003262
0,South_King_County-to-North_King_County,2022-02,15,104,5,0.04807692307692308,,13.03213038977404
0,South_King_County-to-North_King_County,2020-08,15,104,1,0.009615384615384616,inf,inf
0,South_King_County-to-North_King_County,2021-10,15,104,4,0.038461538461538464,,13.757579831537402
0,South_King_County-to-North_King_County,2021-09,15,104,5,0.04807692307692308,,21.485621176554975
0,South_King_County-to-North_King_County,2022-03,15,104,0,0.0,0.0,0.0
0,South_King_County-to-North_King_County,2020-04,15,104,1,0.009615384615384616,,10.77397127322882
0,South_King_County-to-North_King_County,2021-04,15,104,14,0.1346153846153846,0.358974358974359,25.144501745753708
0,South_King_County-to-North_King_County,2020-12,15,104,2,0.019230769230769232,,inf
0,South_King_County-to-North_King_County,2020-11,15,104,2,0.019230769230769232,0.6666666666666666,29.024318402192886
0,South_King_County-to-North_King_County,2021-08,15,104,8,0.07692307692307693,,30.784011064763273
0,South_King_County-to-North_King_County,2020-02,15,104,0,0.0,0.0,0.0
0,South_King_County-to-North_King_County,2021-11,15,104,3,0.028846153846153848,0.375,69.73761371966268
0,North_King_County-to-South_King_County,2020-06,16,100,2,0.02,,3.658191769897526
0,North_King_County-to-South_King_County,2022-01,16,100,7,0.07,,49.87494387205413
0,North_King_County-to-South_King_County,2020-05,16,100,6,0.06,0.75,38.46623431426744
0,North_King_County-to-South_King_County,2021-06,16,100,4,0.04,,5.44982697693559
0,North_King_County-to-South_King_County,2021-07,16,100,3,0.03,,5.033614176827318
0,North_King_County-to-South_King_County,2020-09,16,100,1,0.01,0.5,37.092253668434545
0,North_King_County-to-South_King_County,2021-12,16,100,7,0.07,2.0,8.11154869873975
0,North_King_County-to-South_King_County,2020-07,16,100,2,0.02,,7.826204186793391
0,North_King_County-to-South_King_County,2020-10,16,100,2,0.02,,21.74414646587916
0,North_King_County-to-South_King_County,2021-05,16,100,3,0.03,,1.9758541807901924
0,North_King_County-to-South_King_County,2021-03,16,100,6,0.06,1.5,2.833962805792554
0,North_King_County-to-South_King_County,2021-01,16,100,3,0.03,0.6,12.404401896793601
0,North_King_County-to-South_King_County,2021-02,16,100,3,0.03,0.25,10.118795148966404
0,North_King_County-to-South_King_County,2020-03,16,100,4,0.04,1.1428571428571428,16.653206089873404
0,North_King_County-to-South_King_County,2022-02,16,100,9,0.09,,84.28265298441572
0,North_King_County-to-South_King_County,2020-08,16,100,3,0.03,,27.27048638371895
0,North_King_County-to-South_King_County,2021-10,16,100,3,0.03,,23.06292902858444
0,North_King_County-to-South_King_County,2021-09,16,100,3,0.03,,4.771195718604226
0,North_King_County-to-South_King_County,2022-03,16,100,0,0.0,0.0,0.0
0,North_King_County-to-South_King_County,2020-04,16,100,2,0.02,inf,8.376143765660965
0,North_King_County-to-South_King_County,2021-04,16,100,8,0.08,,5.078820341756556
0,North_King_County-to-South_King_County,2020-12,16,100,3,0.03,,13.326006204588756
0,North_King_County-to-South_King_County,2020-11,16,100,3,0.03,,32.536633857304814
0,North_King_County-to-South_King_County,2021-08,16,100,6,0.06,0.5454545454545454,23.211071888198475
0,North_King_County-to-South_King_County,2020-02,16,100,2,0.02,inf,inf
0,North_King_County-to-South_King_County,2021-11,16,100,5,0.05,,82.33969067214487
0,South_King_County-to-North_King_County,2020-06,16,144,7,0.04861111111111111,1.1666666666666667,47.779848057238205
0,South_King_County-to-North_King_County,2022-01,16,144,6,0.041666666666666664,,12.112589369440544
0,South_King_County-to-North_King_County,2020-05,16,144,2,0.013888888888888888,,9.481827781590777
0,South_King_County-to-North_King_County,2021-06,16,144,10,0.06944444444444445,,33.727071007086714
0,South_King_County-to-North_King_County,2021-07,16,144,5,0.034722222222222224,,21.308302049187716
0,South_King_County-to-North_King_County,2020-09,16,144,1,0.006944444444444444,,4.502255889530551
0,South_King_County-to-North_King_County,2021-12,16,144,10,0.06944444444444445,2.0,7.153862372820724
0,South_King_County-to-North_King_County,2020-07,16,144,4,0.027777777777777776,,106.6671290841701
0,South_King_County-to-North_King_County,2020-10,16,144,3,0.020833333333333332,,9.379691709300243
0,South_King_County-to-North_King_County,2021-05,16,144,10,0.06944444444444445,,20.761060545751626
0,South_King_County-to-North_King_County,2021-03,16,144,20,0.1388888888888889,5.0,41.96666085651488
0,South_King_County-to-North_King_County,2021-01,16,144,4,0.027777777777777776,0.8,18.984136672642197
0,South_King_County-to-North_King_County,2021-02,16,144,3,0.020833333333333332,,13.970806697154158
0,South_King_County-to-North_King_County,2020-03,16,144,4,0.027777777777777776,1.7142857142857142,36.23797876347075
0,South_King_County-to-North_King_County,2022-02,16,144,5,0.034722222222222224,,10.411549070286444
0,South_King_County-to-North_King_County,2020-08,16,144,2,0.013888888888888888,,37.58601084955127
0,South_King_County-to-North_King_County,2021-10,16,144,6,0.041666666666666664,,80.25183726724316
0,South_King_County-to-North_King_County,2021-09,16,144,6,0.041666666666666664,,40.708311586042484
0,South_King_County-to-North_King_County,2022-03,16,144,0,0.0,0.0,0.0
0,South_King_County-to-North_King_County,2020-04,16,144,6,0.041666666666666664,inf,188.5062725970618
0,South_King_County-to-North_King_County,2021-04,16,144,12,0.08333333333333333,,27.94791453300855
0,South_King_County-to-North_King_County,2020-12,16,144,3,0.020833333333333332,,53.318169165765184
0,South_King_County-to-North_King_County,2020-11,16,144,1,0.006944444444444444,,9.585908887555938
0,South_King_County-to-North_King_County,2021-08,16,144,9,0.0625,1.5,43.54652557937972
0,South_King_County-to-North_King_County,2020-02,16,144,0,0.0,0.0,0.0
0,South_King_County-to-North_King_County,2021-11,16,144,5,0.034722222222222224,,38.448551812590686
0,North_King_County-to-South_King_County,2020-06,17,106,2,0.018867924528301886,0.2857142857142857,2.72961661937217
0,North_King_County-to-South_King_County,2022-01,17,106,4,0.03773584905660377,1.3333333333333333,9.663334369394567
0,North_King_County-to-South_King_County,2020-05,17,106,5,0.04716981132075472,1.6666666666666667,18.970238919877843
0,North_King_County-to-South_King_County,2021-06,17,106,4,0.03773584905660377,0.2222222222222222,5.119194362148609
0,North_King_County-to-South_King_County,2021-07,17,106,6,0.05660377358490566,,8.380533727789501
0,North_King_County-to-South_King_County,2020-09,17,106,1,0.009433962264150943,,4.970816120658825
0,North_King_County-to-South_King_County,2021-12,17,106,12,0.11320754716981132,0.8571428571428571,13.081286886662628
0,North_King_County-to-South_King_County,2020-07,17,106,5,0.04716981132075472,0.5555555555555556,42.01644531825288
0,North_King_County-to-South_King_County,2020-10,17,106,1,0.009433962264150943,0.25,4.918081077281433
0,North_King_County-to-South_King_County,2021-05,17,106,12,0.11320754716981132,,7.707733252884664
0,North_King_County-to-South_King_County,2021-03,17,106,5,0.04716981132075472,2.5,2.3189399387071474
0,North_King_County-to-South_King_County,2021-01,17,106,5,0.04716981132075472,0.5,14.48980085323478
0,North_King_County-to-South_King_County,2021-02,17,106,3,0.02830188679245283,1.5,11.495328050797308
0,North_King_County-to-South_King_County,2020-03,17,106,3,0.02830188679245283,,6.55517593933284
0,North_King_County-to-South_King_County,2022-02,17,106,3,0.02830188679245283,,24.897850735319118
0,North_King_County-to-South_King_County,2020-08,17,106,1,0.009433962264150943,,8.167529483474269
0,North_King_County-to-South_King_County,2021-10,17,106,5,0.04716981132075472,0.5,33.39913960176667
0,North_King_County-to-South_King_County,2021-09,17,106,6,0.05660377358490566,0.5454545454545454,14.914712983341525
0,North_King_County-to-South_King_County,2022-03,17,106,0,0.0,0.0,0.0
0,North_King_County-to-South_King_County,2020-04,17,106,3,0.02830188679245283,0.5,15.598971540392876
0,North_King_County-to-South_King_County,2021-04,17,106,5,0.04716981132075472,,3.8837825650123508
0,North_King_County-to-South_King_County,2020-12,17,106,3,0.02830188679245283,,9.918644892163442
0,North_King_County-to-South_King_County,2020-11,17,106,2,0.018867924528301886,,5.8531910079752745
0,North_King_County-to-South_King_County,2021-08,17,106,7,0.0660377358490566,,16.67052114800576
0,North_King_County-to-South_King_County,2020-02,17,106,0,0.0,0.0,0.0
0,North_King_County-to-South_King_County,2021-11,17,106,3,0.02830188679245283,,11.652962488628287
0,South_King_County-to-North_King_County,2020-06,17,147,9,0.061224489795918366,1.2,21.682263517420857
0,South_King_County-to-North_King_County,2022-01,17,147,9,0.061224489795918366,1.3499999999999999,34.46714692576917
0,South_King_County-to-North_King_County,2020-05,17,147,2,0.013605442176870748,0.5,11.160843869233396
0,South_King_County-to-North_King_County,2021-06,17,147,10,0.06802721088435375,,42.988735773450195
0,South_King_County-to-North_King_County,2021-07,17,147,7,0.047619047619047616,,25.981034573476474
0,South_King_County-to-North_King_County,2020-09,17,147,1,0.006802721088435374,,3.0789602906913816
0,South_King_County-to-North_King_County,2021-12,17,147,7,0.047619047619047616,,5.608344386690878
0,South_King_County-to-North_King_County,2020-07,17,147,3,0.02040816326530612,0.375,12.125723224664409
0,South_King_County-to-North_King_County,2020-10,17,147,1,0.006802721088435374,,7.8073340280271575
0,South_King_County-to-North_King_County,2021-05,17,147,14,0.09523809523809523,,19.970501489147132
0,South_King_County-to-North_King_County,2021-03,17,147,12,0.08163265306122448,6.0,32.229391590010735
0,South_King_County-to-North_King_County,2021-01,17,147,4,0.027210884353741496,2.0,36.92246928701675
0,South_King_County-to-North_King_County,2021-02,17,147,3,0.02040816326530612,,10.446781047166303
0,South_King_County-to-North_King_County,2020-03,17,147,3,0.02040816326530612,inf,19.880087881063282
0,South_King_County-to-North_King_County,2022-02,17,147,3,0.02040816326530612,1.0,13.627835619248168
0,South_King_County-to-North_King_County,2020-08,17,147,1,0.006802721088435374,,426.4805569789428
0,South_King_County-to-North_King_County,2021-10,17,147,3,0.02040816326530612,,10.360470376334545
0,South_King_County-to-North_King_County,2021-09,17,147,11,0.07482993197278912,,39.82732037204377
0,South_King_County-to-North_King_County,2022-03,17,147,0,0.0,0.0,0.0
0,South_King_County-to-North_King_County,2020-04,17,147,3,0.02040816326530612,,25.768004333498208
0,South_King_County-to-North_King_County,2021-04,17,147,15,0.10204081632653061,1.5,25.258907262869467
0,South_King_County-to-North_King_County,2020-12,17,147,4,0.027210884353741496,,34.85335076210828
0,South_King_County-to-North_King_County,2020-11,17,147,5,0.034013605442176874,,116.78258418932722
0,South_King_County-to-North_King_County,2021-08,17,147,11,0.07482993197278912,2.75,36.54482548438909
0,South_King_County-to-North_King_County,2020-02,17,147,1,0.006802721088435374,,6.510829429871959
0,South_King_County-to-North_King_County,2021-11,17,147,5,0.034013605442176874,0.45454545454545453,91.47082463954037
0,North_King_County-to-South_King_County,2020-06,18,145,4,0.027586206896551724,0.6153846153846154,6.0359837139696895
0,North_King_County-to-South_King_County,2022-01,18,145,6,0.041379310344827586,,16.403148407795886
0,North_King_County-to-South_King_County,2020-05,18,145,2,0.013793103448275862,,7.652273413287924
0,North_King_County-to-South_King_County,2021-06,18,145,6,0.041379310344827586,0.36363636363636365,8.52612638084279
0,North_King_County-to-South_King_County,2021-07,18,145,10,0.06896551724137931,,14.603370164855347
0,North_King_County-to-South_King_County,2020-09,18,145,3,0.020689655172413793,,23.237865203165548
0,North_King_County-to-South_King_County,2021-12,18,145,14,0.09655172413793103,4.666666666666667,19.930921665830784
0,North_King_County-to-South_King_County,2020-07,18,145,4,0.027586206896551724,1.3333333333333333,9.884731342290499
0,North_King_County-to-South_King_County,2020-10,18,145,2,0.013793103448275862,0.6666666666666666,9.53349378175792
0,North_King_County-to-South_King_County,2021-05,18,145,15,0.10344827586206896,,9.894946462974177
0,North_King_County-to-South_King_County,2021-03,18,145,8,0.05517241379310345,,3.833648772833882
0,North_King_County-to-South_King_County,2021-01,18,145,1,0.006896551724137931,0.2,2.1984170197591584
0,North_King_County-to-South_King_County,2021-02,18,145,8,0.05517241379310345,1.0,17.07998138931755
0,North_King_County-to-South_King_County,2020-03,18,145,7,0.04827586206896552,2.3333333333333335,18.029854159982843
0,North_King_County-to-South_King_County,2022-02,18,145,4,0.027586206896551724,,30.626211622826748
0,North_King_County-to-South_King_County,2020-08,18,145,1,0.006896551724137931,,13.804194368021438
0,North_King_County-to-South_King_County,2021-10,18,145,6,0.041379310344827586,,32.81995597613848
0,North_King_County-to-South_King_County,2021-09,18,145,10,0.06896551724137931,0.9090909090909091,20.296025095569586
0,North_King_County-to-South_King_County,2022-03,18,145,0,0.0,0.0,0.0
0,North_King_County-to-South_King_County,2020-04,18,145,3,0.020689655172413793,,13.890738242812693
0,North_King_County-to-South_King_County,2021-04,18,145,9,0.06206896551724138,,6.725103995138858
0,North_King_County-to-South_King_County,2020-12,18,145,7,0.04827586206896552,0.875,29.351266253654092
0,North_King_County-to-South_King_County,2020-11,18,145,3,0.020689655172413793,,11.59296667836584
0,North_King_County-to-South_King_County,2021-08,18,145,5,0.034482758620689655,0.5,12.124244239627819
0,North_King_County-to-South_King_County,2020-02,18,145,1,0.006896551724137931,,97.88546814478404
0,North_King_County-to-South_King_County,2021-11,18,145,6,0.041379310344827586,1.2,55.835962135737596
0,South_King_County-to-North_King_County,2020-06,18,176,9,0.05113636363636364,2.6999999999999997,47.99344540958022
0,South_King_County-to-North_King_County,2022-01,18,176,9,0.05113636363636364,,38.80819012889057
0,South_King_County-to-North_King_County,2020-05,18,176,4,0.022727272727272728,4.0,84.78741016563247
0,South_King_County-to-North_King_County,2021-06,18,176,6,0.03409090909090909,,21.431268929835614
0,South_King_County-to-North_King_County,2021-07,18,176,15,0.08522727272727272,2.5,58.31657928814738
0,South_King_County-to-North_King_County,2020-09,18,176,2,0.011363636363636364,,6.9772429152488
0,South_King_County-to-North_King_County,2021-12,18,176,13,0.07386363636363637,,10.67133772042318
0,South_King_County-to-North_King_County,2020-07,18,176,3,0.017045454545454544,,29.112271640741795
0,South_King_County-to-North_King_County,2020-10,18,176,2,0.011363636363636364,,17.979796246400376
0,South_King_County-to-North_King_County,2021-05,18,176,11,0.0625,,11.46735255784235
0,South_King_County-to-North_King_County,2021-03,18,176,21,0.11931818181818182,,92.40993067831312
0,South_King_County-to-North_King_County,2021-01,18,176,5,0.028409090909090908,0.7692307692307693,30.297557591176837
0,South_King_County-to-North_King_County,2021-02,18,176,4,0.022727272727272728,,11.603689367483577
0,South_King_County-to-North_King_County,2020-03,18,176,5,0.028409090909090908,1.4285714285714286,16.159733469374423
0,South_King_County-to-North_King_County,2022-02,18,176,4,0.022727272727272728,,13.26248317404332
0,South_King_County-to-North_King_County,2020-08,18,176,1,0.005681818181818182,,38.103474899471955
