	strain	Puma	COUNTY
651	USA/WA-PHL-009672/2021		King
652	USA/WA-CDC-UW21123121491/2021		King
653	USA/WA-CDC-UW21121157911/2021		King
654	USA/WA-CDC-UW21121748587/2021		King
655	USA/WA-PHL-009536/2021		King
656	USA/WA-PHL-009630/2021		King
657	USA/WA-CDC-UW21121351340/2021		King
658	USA/WA-PHL-009615/2021		King
659	USA/WA-CDC-UW21073029815/2021		King
660	USA/WA-CDC-UW21073084257/2021		King
661	USA/WA-S12071/2021		King
662	USA/WA-CDC-LC0152806/2021		King
663	USA/WA-S4661/2021		King
664	USA/WA-CDC-UW21082867342/2021		King
665	USA/WA-CDC-UW21082672448/2021		King
666	USA/WA-CDC-UW21051116391/2021		King
667	USA/WA-CDC-UW21051737464/2021		King
668	USA/WA-Altius-ALTCOV-MGBWOO3GLOM3BMWY/2021		King
669	USA/WA-CDC-UW21051173230/2021		King
670	USA/WA-CDC-UW21042085052/2021		King
671	USA/WA-S14326/2021		King
672	USA/WA-CDC-UW21100170517/2021		King
673	USA/WA-CDC-UW21090784103/2021		King
674	USA/WA-CDC-UW21082795808/2021		King
675	USA/WA-CDC-UW22011036791/2022		King
676	USA/WA-S17116/2022		King
677	USA/WA-CDC-UW22010834023/2022		King
678	USA/WA-CDC-UW21122770394/2021		King
679	USA/WA-CDC-UW21110338016/2021		King
680	USA/WA-CDC-UW22010883853/2022		King
681	USA/WA-UW-45122/2020		King
682	USA/WA-UW-61182/2021		King
683	USA/WA-S5952/2021		King
684	USA/WA-UW-2021033004901/2021		King
685	USA/WA-UW-68686/2021		King
686	USA/WA-S5672/2021		King
687	USA/WA-UW-67239/2021		King
688	USA/WA-UW-68124/2021		King
689	USA/WA-UW-66955/2021		King
690	USA/WA-UW-67455/2021		King
691	USA/WA-CDC-UW21122032309/2021		King
692	USA/WA-CDC-UW21111980232/2021		King
693	USA/WA-CDC-UW21122072162/2021		King
694	USA/WA-CDC-UW21111961101/2021		King
695	USA/WA-UW-21052747550/2021		King
696	USA/WA-CDC-UW21051131771/2021		King
697	USA/WA-CDC-UW21051101655/2021		King
698	USA/WA-S8619/2021		King
699	USA/WA-UW-21052405784/2021		King
700	USA/WA-CDC-UW21052686976/2021		King
701	USA/WA-CDC-UW21051867519/2021		King
702	USA/WA-UW-21052196822/2021		King
703	USA/WA-CDC-UW21080899207/2021		King
704	USA/WA-CDC-UW21111066057/2021		King
705	USA/WA-CDC-UW21111033167/2021		King
706	USA/WA-PHL-007121/2021		King
708	USA/WA-CDC-UW22010192106/2022		King
709	USA/WA-S16263/2022		King
710	USA/WA-S16443/2021		King
711	USA/WA-CDC-UW21122717766/2021		King
712	USA/WA-CDC-UW21122895979/2021		King
713	USA/WA-CDC-LC0451133/2021		King
714	USA/WA-CDC-UW21122789688/2021		King
715	USA/WA-CDC-UW21081663333/2021		King
716	USA/WA-S11930/2021		King
717	USA/WA-CDC-UW21090303507/2021		King
718	USA/WA-CDC-UW21100265731/2021		King
719	USA/WA-CDC-UW21100185182/2021		King
720	USA/WA-CDC-UW21093084038/2021		King
721	USA/WA-UW-21092985960/2021		King
722	USA/WA-UW-21092935032/2021		King
723	USA/WA-S13586/2021		King
724	USA/WA-CDC-LC0265445/2021		King
725	USA/WA-UW-68664/2021		King
726	USA/WA-S5815/2021		King
727	USA/WA-S3247/2020		King
728	USA/WA-Altius-ALTCOV-QQHNW4RMY2ZHY4BN/2021		King
729	USA/WA-UW-68538/2021		King
730	USA/WA-UW-66249/2021		King
731	USA/WA-UW-65747/2021		King
732	USA/WA-UW-67933/2021		King
733	USA/WA-UW-65374/2021		King
734	USA/WA-UW-66713/2021		King
735	USA/WA-PHL-001033/2021		King
736	USA/WA-S9047/2021		King
737	USA/WA-UW-21072669358/2021		King
738	USA/WA-UW-2021040977643/2021		King
739	USA/WA-UW-21041473316/2021		King
740	USA/WA-UW-21041777154/2021		King
741	USA/WA-UW-21041652157/2021		King
742	USA/WA-Altius-ALTCOV-AGOQ3GHDZZLXPIRE/2021		King
743	USA/WA-S6510/2021		King
744	USA/WA-CDC-UW22011255896/2022		King
745	USA/WA-S6845/2021		King
746	USA/WA-UW-2021040306538/2021		King
747	USA/WA-UW-2021040543795/2021		King
748	USA/WA-UW-21112258414/2021		King
749	USA/WA-S6358/2021		King
750	USA/WA-S17104/2022		King
753	USA/WA-S16884/2022		King
754	USA/WA-CDC-UW22010806761/2022		King
755	USA/WA-UW-21080260922/2021		King
756	USA/WA-CDC-UW21073125473/2021		King
757	USA/WA-PHL-005650/2021		King
758	USA/WA-PHL-009526/2021		King
759	USA/WA-UW-21101642585/2021		King
760	USA/WA-CDC-LC0340939/2021		King
761	USA/WA-CDC-UW21102264400/2021		King
762	USA/WA-S608/2020		King
763	USA/WA-UW-23213/2020		King
764	USA/WA-UW-21041924544/2021		King
765	USA/WA-UW-20111206443/2020		King
766	USA/WA-S3617/2020		King
768	USA/WA-CDC-UW21060179131/2021		King
769	USA/WA-S17872/2022		King
770	USA/WA-UW-22011058158/2022		King
771	USA/WA-UW-10284/2020		King
772	USA/WA-UW-21111619379/2021		King
773	USA/WA-UW-21111828217/2021		King
774	USA/WA-UW-21111834036/2021		King
775	USA/WA-S2814/2020		King
777	USA/WA-UW-2021040820148/2021		King
778	USA/WA-UW-21041220702/2021		King
779	USA/WA-Altius-ALTCOV-P7O4NHTWUDURR7VV/2021		King
780	USA/WA-UW-2021041562708/2021		King
781	USA/WA-UW-2021041325562/2021		King
782	USA/WA-UW-2021040897252/2021		King
783	USA/WA-UW-21041789634/2021		King
784	USA/WA-UW-2021041607155/2021		King
785	USA/WA-CDC-LC0044525/2021		King
786	USA/WA-UW-21041619373/2021		King
787	USA/WA-UW-2021041268513/2021		King
788	USA/WA-CDC-4139013-001/2021		King
789	USA/WA-CDC-UW21101462349/2021		King
790	USA/WA-UW-2021041442732/2021		King
791	USA/WA-UW-2021041048990/2021		King
792	USA/WA-UW-2021040594314/2021		King
793	USA/WA-S16177/2021		King
794	USA/WA-S17839/2021		King
795	USA/WA-CDC-UW21081309218/2021		King
796	USA/WA-S3288/2020		King
797	USA/WA-S8200/2021		King
798	USA/WA-S17013/2022		King
799	USA/WA-UW-21123125784/2021		King
800	USA/WA-CDC-UW22010264194/2022		King
801	USA/WA-CDC-UW22010291222/2022		King
802	USA/WA-S18050/2022		King
803	USA/WA-UW-21081779297/2021		King
804	USA/WA-UW-4663/2020		King
805	USA/WA-CDC-UW22010700435/2022		King
806	USA/WA-UW-20121489350/2020		King
807	USA/WA-S3427/2020		King
808	USA/WA-S16602/2022		King
809	USA/WA-S3657/2021		King
810	USA/WA-CDC-UW21102541402/2021		King
811	USA/WA-UW-2021033001369/2021		King
812	USA/WA-UW-21041612856/2021		King
813	USA/WA-UW-21041548528/2021		King
814	USA/WA-UW-2021041774907/2021		King
815	USA/WA-UW-2021040508328/2021		King
816	USA/WA-S6806/2021		King
817	USA/WA-UW-2021040106985/2021		King
818	USA/WA-S6580/2021		King
819	USA/WA-UW-21041768902/2021		King
820	USA/WA-S6503/2021		King
821	USA/WA-UW-21041614019/2021		King
822	USA/WA-S8162/2021		King
823	USA/WA-UW-21041728037/2021		King
824	USA/WA-UW-2021040795329/2021		King
825	USA/WA-UW-2021040551599/2021		King
826	USA/WA-Altius-ALTCOV-G6JYDNRVAU6JH7D5/2021		King
827	USA/WA-UW-2021040304454/2021		King
828	USA/WA-UW-2021041381943/2021		King
829	USA/WA-UW-2021040583083/2021		King
830	USA/WA-UW-2021033004367/2021		King
831	USA/WA-UW-2021040509292/2021		King
832	USA/WA-UW-1775/2020		King
833	USA/WA-S12502/2021		King
834	USA/WA-Altius-ALTCOV-CCP7EYB3LUJW46QT/2021		King
835	USA/WA-CDC-UW21111994242/2021		King
836	USA/WA-UW-21102152469/2021		King
837	USA/WA-CDC-UW21102030279/2021		King
838	USA/WA-PHL-001880/2021		King
839	USA/WA-CDC-UW21081675987/2021		King
840	USA/WA-CDC-UW21081662062/2021		King
841	USA/WA-UW-21082033504/2021		King
842	USA/WA-PHL-005076/2021		King
843	USA/WA-CDC-UW21080258980/2021		King
844	USA/WA-UW-21100530216/2021		King
845	USA/WA-CDC-UW21083159159/2021		King
846	USA/WA-UW-21042050809/2021		King
847	USA/WA-UW-21041975982/2021		King
849	USA/WA-S13688/2021		King
850	USA/WA-CDC-LC0397508/2021		King
851	USA/WA-CDC-UW21112257290/2021		King
852	USA/WA-UW-21112438207/2021		King
853	USA/WA-S15163/2021		King
854	USA/WA-UW-46903/2020		King
855	USA/WA-CDC-UW21122031979/2021		King
856	USA/WA-PHL-009710/2021		King
857	USA/WA-CDC-UW21122181117/2021		King
858	USA/WA-S16161/2021		King
859	USA/WA-CDC-UW21122189052/2021		King
860	USA/WA-UW-27500/2020		King
861	USA/WA-UW-68982/2021		King
862	USA/WA-CDC-UW21110265288/2021		King
863	USA/WA-UW-2021033106599/2021		King
864	USA/WA-CDC-LC0347521/2021		King
865	USA/WA-CDC-UW21102663609/2021		King
866	USA/WA-CDC-UW21102242135/2021		King
867	USA/WA-S15884/2021		King
868	USA/WA-CDC-UW21121490906/2021		King
869	USA/WA-PHL-008378/2021		King
870	USA/WA-CDC-UW21121317169/2021		King
871	USA/WA-CDC-UW21121724729/2021		King
872	USA/WA-CDC-UW21121834675/2021		King
873	USA/WA-CDC-UW21121614682/2021		King
874	USA/WA-CDC-UW21121683268/2021		King
875	USA/WA-CDC-UW21090956314/2021		King
876	USA/WA-UW-21091483070/2021		King
877	USA/WA-CDC-UW22010416209/2022		King
878	USA/WA-CDC-UW22010574623/2022		King
879	USA/WA-UW-21100500270/2021		King
880	USA/WA-CDC-UW21082728226/2021		King
881	USA/WA-CDC-UW21082649374/2021		King
882	USA/WA-CDC-UW22010761629/2022		King
883	USA/WA-CDC-UW21081340702/2021		King
884	USA/WA-CDC-LC0456391/2021		King
885	USA/WA-S18200/2022		King
886	USA/WA-S16323/2022		King
887	USA/WA-S16154/2022		King
888	USA/WA-S17155/2022		King
889	USA/WA-CDC-UW22011099124/2022		King
891	USA/WA-UW-2021041059588/2021		King
892	USA/WA-UW-2021040104588/2021		King
893	USA/WA-Altius-ALTCOV-4X6SNUAUFM4HPGDM/2021		King
894	USA/WA-UW-2021040802656/2021		King
895	USA/WA-Altius-ALTCOV-U6SVSLOWTLRVKQU6/2021		King
896	USA/WA-UW-2021033104483/2021		King
897	USA/WA-S6950/2021		King
898	USA/WA-UW-2021041465188/2021		King
899	USA/WA-UW-2021033108040/2021		King
900	USA/WA-UW-2021040880267/2021		King
901	USA/WA-UW-2021041349014/2021		King
902	USA/WA-UW-21041606221/2021		King
903	USA/WA-UW-2021041143484/2021		King
904	USA/WA-UW-2021040982916/2021		King
905	USA/WA-S6267/2021		King
906	USA/WA-CDC-LC0034539/2021		King
907	USA/WA-UW-68474/2021		King
908	USA/WA-UW-21042799481/2021		King
909	USA/WA-UW-21042346415/2021		King
910	USA/WA-UW-21042358057/2021		King
911	USA/WA-UW-21041932788/2021		King
912	USA/WA-UW-21041919084/2021		King
913	USA/WA-UW-21042059487/2021		King
914	USA/WA-CDC-UW21120146633/2021		King
915	USA/WA-S15166/2021		King
916	USA/WA-CDC-UW21120267523/2021		King
917	USA/WA-UW-21110271045/2021		King
918	USA/WA-CDC-UW21120126639/2021		King
919	USA/WA-CDC-UW21110230696/2021		King
920	USA/WA-CDC-UW21120225545/2021		King
921	USA/WA-CDC-LC0358275/2021		King
922	USA/WA-S6287/2021		King
923	USA/WA-S6002/2021		King
924	USA/WA-CDC-UW22010291937/2022		King
925	USA/WA-CDC-UW21051340541/2021		King
926	USA/WA-CDC-UW21052478893/2021		King
927	USA/WA-Altius-ALTCOV-JAHSDZ2LPWK4EIGP/2021		King
928	USA/WA-Altius-ALTCOV-2SRPW5GIFGGLYWA2/2021		King
929	USA/WA-S8451/2021		King
930	USA/WA-CDC-UW21052535797/2021		King
931	USA/WA-Altius-ALTCOV-3SJPHL7VBWHAK5EM/2021		King
932	USA/WA-UW-21050822789/2021		King
933	USA/WA-UW-21051818545/2021		King
934	USA/WA-CDC-UW21051351449/2021		King
935	USA/WA-Altius-ALTCOV-426Q3H2TLEHSZTGI/2021		King
936	USA/WA-CDC-UW21050373513/2021		King
937	USA/WA-CDC-UW21050326029/2021		King
938	USA/WA-CDC-UW21081313007/2021		King
939	USA/WA-S3807/2021		King
940	USA/WA-UW-21081780874/2021		King
941	USA/WA-UW-68540/2021		King
942	USA/WA-UW-65964/2021		King
943	USA/WA-S5776/2021		King
944	USA/WA-S5193/2021		King
945	USA/WA-UW-61490/2021		King
946	USA/WA-S11504/2021		King
947	USA/WA-UW-62664/2021		King
948	USA/WA-UW-61176/2021		King
949	USA/WA-S4629/2021		King
950	USA/WA-UW-61155/2021		King
951	USA/WA-UW-60740/2021		King
952	USA/WA-UW-60630/2021		King
953	USA/WA-UW-61228/2021		King
954	USA/WA-UW-58950/2021		King
955	USA/WA-CDC-UW21050602123/2021		King
956	USA/WA-CDC-UW21050410497/2021		King
957	USA/WA-UW-21050551552/2021		King
958	USA/WA-UW-12886/2020		King
959	USA/WA-UW-12378/2020		King
960	USA/WA-UW-12173/2020		King
961	USA/WA-S271/2020		King
962	USA/WA-UW-21080207853/2021		King
963	USA/WA-CDC-UW21121089828/2021		King
964	USA/WA-CDC-UW21121023503/2021		King
965	USA/WA-UW-21123035123/2021		King
966	USA/WA-CDC-UW21123033606/2021		King
967	USA/WA-UW-21123016889/2021		King
968	USA/WA-CDC-UW21122835165/2021		King
969	USA/WA-Altius-ALTCOV-MR5NTRSI7SH3JPG2/2021		King
970	USA/WA-CDC-UW21110335549/2021		King
971	USA/WA-UW-21042873785/2021		King
972	USA/WA-UW-21042981535/2021		King
973	USA/WA-UW-5860/2020		King
974	USA/WA-UW-21042074048/2021		King
975	USA/WA-Altius-ALTCOV-LFKXFUWTDZQWOUFE/2021		King
976	USA/WA-UW-21042879887/2021		King
977	USA/WA-UW-21042303091/2021		King
978	USA/WA-UW-66916/2021		King
979	USA/WA-UW-21041613438/2021		King
981	USA/WA-CDC-UW21102206727/2021		King
982	USA/WA-CDC-UW21051368498/2021		King
983	USA/WA-S13561/2021		King
984	USA/WA-UW-21042982947/2021		King
985	USA/WA-UW-21050305413/2021		King
986	USA/WA-CDC-UW21050354552/2021		King
987	USA/WA-UW-21050357897/2021		King
988	USA/WA-UW-21042784712/2021		King
989	USA/WA-CDC-UW21120910777/2021		King
990	USA/WA-CDC-UW21120811861/2021		King
991	USA/WA-UW-21050866183/2021		King
992	USA/WA-PHL-000670/2021		King
993	USA/WA-UW-21120339944/2021		King
994	USA/WA-AG-10103025/2021		King
995	USA/WA-CDC-UW21061104788/2021		King
996	USA/WA-CDC-UW21062627509/2021		King
997	USA/WA-CDC-UW21061455504/2021		King
998	USA/WA-UW-66083/2021		King
999	USA/WA-CDC-UW21101840551/2021		King
1000	USA/WA-UW-10582/2020		King
1001	USA/WA-PHL-005018/2021		King
1002	USA/WA-CDC-UW21100161833/2021		King
1003	USA/WA-CDC-UW21100237105/2021		King
1004	USA/WA-CDC-UW21091825524/2021		King
1005	USA/WA-S14425/2021		King
1006	USA/WA-PHL-005104/2021		King
1007	USA/WA-UW-47415/2020		King
1008	USA/WA-CDC-LC0336266/2021		King
1009	USA/WA-UW-45061/2020		King
1010	USA/WA-UW-5455/2020		King
1011	USA/WA-CDC-UW21051368447/2021		King
1012	USA/WA-Altius-ALTCOV-OHNE4DWMFGZLEGTF/2021		King
1013	USA/WA-UW-2105/2020		King
1014	USA/WA-CDC-UW21051443824/2021		King
1015	USA/WA-UW-21050680958/2021		King
1016	USA/WA-CDC-UW21051265095/2021		King
1017	USA/WA-Altius-ALTCOV-EY6FV2R4CF53HRHQ/2021		King
1018	USA/WA-S2822/2020		King
1019	USA/WA-Altius-ALTCOV-GNMLWJGEZ5YHSYTC/2021		King
1020	USA/WA-CDC-UW21051235023/2021		King
1021	USA/WA-CDC-UW21051280574/2021		King
1022	USA/WA-CDC-UW21050643385/2021		King
1023	USA/WA-UW-21050828204/2021		King
1024	USA/WA-UW-26859/2020		King
1025	USA/WA-UW-32427/2020		King
1026	USA/WA-S16576/2022		King
1027	USA/WA-CDC-UW21092169565/2021		King
1028	USA/WA-CDC-UW21092105263/2021		King
1029	USA/WA-S4588/2021		King
1030	USA/WA-S17975/2022		King
1031	USA/WA-CDC-UW21081401569/2021		King
1032	USA/WA-UW-5194/2020		King
1033	USA/WA-UW184/2020		King
1034	USA/WA-UW-21081664452/2021		King
1035	USA/WA-CDC-UW21072903237/2021		King
1036	USA/WA-CDC-ASC210237922/2021		King
1037	USA/WA-S10089/2021		King
1038	USA/WA-CDC-UW21102169664/2021		King
1039	USA/WA-PHL-005471/2021		King
1040	USA/WA-PHL-008057/2021		King
1041	USA/WA-S5139/2021		King
1042	USA/WA-S16765/2022		King
1043	USA/WA-CDC-UW21081499719/2021		King
1044	USA/WA-S4268/2021		King
1045	USA/WA-S17402/2022		King
1046	USA/WA-UW-60952/2021		King
1047	USA/WA-UW-21042683496/2021		King
1048	USA/WA-CDC-UW21102062349/2021		King
1049	USA/WA-CDC-LC0276447/2021		King
1050	USA/WA-CDC-UW21090853449/2021		King
1051	USA/WA-CDC-LC0269691/2021		King
1052	USA/WA-CDC-LC0281211/2021		King
1053	USA/WA-CDC-UW21090377570/2021		King
1054	USA/WA-CDC-UW21090849316/2021		King
1055	USA/WA-CDC-UW21090322215/2021		King
1056	USA/WA-CDC-UW21090322185/2021		King
1057	USA/WA-CDC-UW21081747290/2021		King
1058	USA/WA-S2742/2020		King
1059	USA/WA-S2828/2020		King
1060	USA/WA-S4145/2020		King
1061	USA/WA-UW-21041621470/2021		King
1062	USA/WA-S8132/2021		King
1063	USA/WA-S4143/2020		King
1064	USA/WA-Altius-ALTCOV-ACDT73AXHKORAWGJ/2021		King
1065	USA/WA-CDC-UW21101436990/2021		King
1066	USA/WA-CDC-UW21122140864/2021		King
1067	USA/WA-S3253/2020		King
1068	USA/WA-S3490/2020		King
1069	USA/WA-CDC-UW21101414839/2021		King
1070	USA/WA-UW-21041770294/2021		King
1071	USA/WA-UW-21122311799/2021		King
1072	USA/WA-S16169/2021		King
1073	USA/WA-CDC-UW21122470778/2021		King
1074	USA/WA-CDC-UW21081940284/2021		King
1075	USA/WA-S13044/2021		King
1076	USA/WA-UW-20120909070/2020		King
1077	USA/WA-S3522/2020		King
1078	USA/WA-S3510/2020		King
1079	USA/WA-S17086/2022		King
1080	USA/WA-UW-2021033109758/2021		King
1081	USA/WA-S17370/2022		King
1082	USA/WA-CDC-UW22010775345/2022		King
1083	USA/WA-S4201/2021		King
1084	USA/WA-UW-60674/2021		King
1085	USA/WA-UW-58982/2021		King
1086	USA/WA-S3569/2021		King
1087	USA/WA-UW-4769/2020		King
1088	USA/WA-CDC-UW21110849296/2021		King
1089	USA/WA-PHL-005942/2021		King
1090	USA/WA-PHL-005665/2021		King
1091	USA/WA-UW-21051423873/2021		King
1092	USA/WA-CDC-UW21052420095/2021		King
1093	USA/WA-UW-66258/2021		King
1094	USA/WA-CDC-STM-000027069/2021		King
1095	USA/WA-UW-2021040509115/2021		King
1096	USA/WA-UW-2021041567752/2021		King
1098	USA/WA-UW-21042263603/2021		King
1099	USA/WA-Altius-ALTCOV-3BQL26HWUXXOPNGA/2021		King
1100	USA/WA-Altius-ALTCOV-PPE5L5SXGPPC6WHO/2021		King
1101	USA/WA-UW-21041950297/2021		King
1102	USA/WA-S4690/2020		King
1103	USA/WA-Altius-ALTCOV-MKOABRHQRHFAA2AM/2021		King
1104	USA/WA-S5044/2020		King
1105	USA/WA-S15694/2021		King
1106	USA/WA-CDC-UW21121183780/2021		King
1107	USA/WA-CDC-UW21121194050/2021		King
1108	USA/WA-CDC-UW21122075264/2021		King
1109	USA/WA-CDC-UW21060303433/2021		King
1110	USA/WA-CDC-UW21122471999/2021		King
1111	USA/WA-S15872/2021		King
1112	USA/WA-CDC-UW21122411788/2021		King
1113	USA/WA-CDC-UW21122795182/2021		King
1114	USA/WA-UW-21123095461/2021		King
1115	USA/WA-CDC-UW21100100804/2021		King
1116	USA/WA-S12599/2021		King
1117	USA/WA-CDC-UW21100289636/2021		King
1118	USA/WA-UW-21042084877/2021		King
1120	USA/WA-CDC-LC0397523/2021		King
1121	USA/WA-CDC-UW21111920944/2021		King
1122	USA/WA-UW-21111685917/2021		King
1123	USA/WA-UW-21111655001/2021		King
1124	USA/WA-Altius-ALTCOV-SRSPLAQCSA5W5HDE/2021		King
1125	USA/WA-UW-2021041514117/2021		King
1126	USA/WA-UW-2021040500938/2021		King
1127	USA/WA-S6541/2021		King
1128	USA/WA-UW-2021041394270/2021		King
1129	USA/WA-UW-2021040508502/2021		King
1130	USA/WA-UW-21041229402/2021		King
1131	USA/WA-UW-2021041515365/2021		King
1132	USA/WA-S6191/2021		King
1133	USA/WA-S18161/2022		King
1134	USA/WA-S4079/2021		King
1135	USA/WA-S4826/2021		King
1136	USA/WA-UW-67941/2021		King
1137	USA/WA-UW-21043078829/2021		King
1138	USA/WA-UW-21042993213/2021		King
1139	USA/WA-UW-21111544970/2021		King
1140	USA/WA-S14416/2021		King
1141	USA/WA-CDC-UW21092117519/2021		King
1142	USA/WA-CDC-UW21052536084/2021		King
1143	USA/WA-UW-21051037140/2021		King
1144	USA/WA-UW-21051025361/2021		King
1145	USA/WA-UW-21071634732/2021		King
1146	USA/WA-CDC-UW21122721971/2021		King
1147	USA/WA-CDC-UW21071798197/2021		King
1148	USA/WA-CDC-UW21111001285/2021		King
1149	USA/WA-UW-69272/2021		King
1150	USA/WA-S6314/2021		King
1151	USA/WA-CDC-UW21082734255/2021		King
1152	USA/WA-CDC-UW21082613633/2021		King
1153	USA/WA-S3275/2020		King
1154	USA/WA-S571/2020		King
1155	USA/WA-S2862/2020		King
1156	USA/WA-CDC-UW21051740855/2021		King
1157	USA/WA-UW-2021033007102/2021		King
1158	USA/WA-S15093/2021		King
1159	USA/WA-PHL-005506/2021		King
1160	USA/WA-S15076/2021		King
1161	USA/WA-CDC-UW21102235307/2021		King
1162	USA/WA-CDC-UW21102082517/2021		King
1163	USA/WA-S4486/2021		King
1164	USA/WA-UW-67924/2021		King
1165	USA/WA-UW-67518/2021		King
1166	USA/WA-UW-66215/2021		King
1167	USA/WA-UW-66704/2021		King
1168	USA/WA-UW-21073039609/2021		King
1169	USA/WA-CDC-UW21121825099/2021		King
1170	USA/WA-S15766/2021		King
1172	USA/WA-CDC-UW21121753337/2021		King
1173	USA/WA-CDC-UW21121889603/2021		King
1174	USA/WA-CDC-UW21121615750/2021		King
1175	USA/WA-PHL-009554/2021		King
1176	USA/WA-CDC-UW21121129791/2021		King
1177	USA/WA-CDC-UW21121608413/2021		King
1178	USA/WA-S4076/2021		King
1179	USA/WA-S4195/2021		King
1180	USA/WA-UW-21100938329/2021		King
1181	USA/WA-CDC-UW21081986152/2021		King
1182	USA/WA-PHL-005006/2021		King
1183	USA/WA-CDC-UW21080311890/2021		King
1184	USA/WA-CDC-UW21090716927/2021		King
1185	USA/WA-CDC-UW21090759113/2021		King
1186	USA/WA-CDC-UW21060237130/2021		King
1187	USA/WA-CDC-LC0276345/2021		King
1188	USA/WA-Altius-ALTCOV-RGKNYZJVTBPIJQHS/2021		King
1189	USA/WA-UW-21092567588/2021		King
1190	USA/WA-CDC-UW21100119559/2021		King
1191	USA/WA-CDC-UW21121038835/2021		King
1192	USA/WA-CDC-2-3766730/2020		King
1193	USA/WA-UW-21061714878/2021		King
1194	USA/WA-CDC-UW21112037413/2021		King
1195	USA/WA-CDC-UW21112227529/2021		King
1196	USA/WA-UW-21111613750/2021		King
1197	USA/WA-Altius-ALTCOV-VMLVCDXTDBDJGMAA/2021		King
1198	USA/WA-UW-21050529423/2021		King
1199	USA/WA-Altius-ALTCOV-ICE5H4YTHGCFU2F2/2021		King
1200	USA/WA-UW-21041997270/2021		King
1201	USA/WA-UW-21042140358/2021		King
1202	USA/WA-UW-21042165425/2021		King
1203	USA/WA-S18063/2022		King
1204	USA/WA-CDC-UW22011214121/2022		King
1205	USA/WA-PHL-006883/2021		King
1206	USA/WA-UW-21111877783/2021		King
1207	USA/WA-S15807/2021		King
1208	USA/WA-CDC-UW22010822998/2022		King
1209	USA/WA-CDC-UW22010717445/2022		King
1210	USA/WA-CDC-UW22010273512/2022		King
1211	USA/WA-UW-21051168592/2021		King
1212	USA/WA-UW-21051177240/2021		King
1213	USA/WA-UW-21050511584/2021		King
1214	USA/WA-CDC-LC0285229/2021		King
1215	USA/WA-CDC-UW21090807575/2021		King
1216	USA/WA-UW-21042895582/2021		King
1217	USA/WA-S14329/2021		King
1218	USA/WA-CDC-UW21090731173/2021		King
1219	USA/WA-UW-21042657166/2021		King
1220	USA/WA-CDC-UW21112345477/2021		King
1221	USA/WA-UW-21112416557/2021		King
1222	USA/WA-CDC-UW21051296964/2021		King
1223	USA/WA-Altius-ALTCOV-5Y2Q2HWX6POQZWFL/2021		King
1224	USA/WA-CDC-UW21050685961/2021		King
1225	USA/WA-Altius-ALTCOV-GO3THVRCLA7X3BXA/2021		King
1226	USA/WA-UW-21051836129/2021		King
1227	USA/WA-CDC-UW21050739083/2021		King
1228	USA/WA-UW-21051787081/2021		King
1229	USA/WA-CDC-UW21051258777/2021		King
1230	USA/WA-S16724/2022		King
1231	USA/WA-S17581/2022		King
1232	USA/WA-CDC-LC0489183/2022		King
1233	USA/WA-S17674/2022		King
1234	USA/WA-UW-66944/2021		King
1235	USA/WA-S5553/2021		King
1236	USA/WA-UW-67827/2021		King
1237	USA/WA-CDC-UW21112940783/2021		King
1238	USA/WA-Altius-ALTCOV-EJAX5WZ6K4YHSXHG/2021		King
1239	USA/WA-Altius-ALTCOV-3OWGJJVIKQ2EVHCU/2021		King
1240	USA/WA-S2756/2020		King
1241	USA/WA-UW-22016/2020		King
1242	USA/WA-CDC-UW21051104774/2021		King
1243	USA/WA-S4997/2020		King
1244	USA/WA-UW-21110499691/2021		King
1245	USA/WA-UW-21042271173/2021		King
1246	USA/WA-CDC-UW21071954661/2021		King
1247	USA/WA-CDC-UW21071975065/2021		King
1248	USA/WA-Altius-ALTCOV-YTRS7KQSOQQTRRW6/2021		King
1249	USA/WA-UW-21042100300/2021		King
1250	USA/WA-CDC-UW21071946571/2021		King
1251	USA/WA-PHL-005671/2021		King
1252	USA/WA-CDC-UW21102513134/2021		King
1253	USA/WA-CDC-UW21072905309/2021		King
1254	USA/WA-CDC-LC0389910/2021		King
1255	USA/WA-UW-21110421575/2021		King
1256	USA/WA-PHL-006567/2021		King
1257	USA/WA-S16144/2022		King
1258	USA/WA-PHL-005915/2021		King
1259	USA/WA-UW-21102834433/2021		King
1260	USA/WA-CDC-ATM-MKNB2HQ69/2021		King
1261	USA/WA-UW161/2020		King
1262	USA/WA-UW-1739/2020		King
