,region,Date,Positives
0,nKC,2020-02-01,0.0
1,nKC,2020-02-02,0.0
2,nKC,2020-02-03,0.0
3,nKC,2020-02-04,0.0
4,nKC,2020-02-05,0.0
5,nKC,2020-02-06,0.0
6,nKC,2020-02-07,0.0
7,nKC,2020-02-08,0.0
8,nKC,2020-02-09,0.0
9,nKC,2020-02-10,0.0
10,nKC,2020-02-11,0.0
11,nKC,2020-02-12,0.0
12,nKC,2020-02-13,0.0
13,nKC,2020-02-14,0.0
14,nKC,2020-02-15,0.0
15,nKC,2020-02-16,0.0
16,nKC,2020-02-17,0.0
17,nKC,2020-02-18,0.0
18,nKC,2020-02-19,0.0
19,nKC,2020-02-20,0.0
20,nKC,2020-02-21,0.07142857142857142
21,nKC,2020-02-22,0.14285714285714285
22,nKC,2020-02-23,0.21428571428571427
23,nKC,2020-02-24,0.2857142857142857
24,nKC,2020-02-25,0.35714285714285715
25,nKC,2020-02-26,0.42857142857142855
26,nKC,2020-02-27,0.5714285714285714
27,nKC,2020-02-28,1.2142857142857142
28,nKC,2020-02-29,2.2142857142857144
29,nKC,2020-03-01,3.0
30,nKC,2020-03-02,4.142857142857143
31,nKC,2020-03-03,4.928571428571429
32,nKC,2020-03-04,6.714285714285714
33,nKC,2020-03-05,9.214285714285714
34,nKC,2020-03-06,10.285714285714286
35,nKC,2020-03-07,11.714285714285714
36,nKC,2020-03-08,14.285714285714286
37,nKC,2020-03-09,16.142857142857142
38,nKC,2020-03-10,20.285714285714285
39,nKC,2020-03-11,23.714285714285715
40,nKC,2020-03-12,29.571428571428573
41,nKC,2020-03-13,34.357142857142854
42,nKC,2020-03-14,37.357142857142854
43,nKC,2020-03-15,38.714285714285715
44,nKC,2020-03-16,45.642857142857146
45,nKC,2020-03-17,51.714285714285715
46,nKC,2020-03-18,57.285714285714285
47,nKC,2020-03-19,61.714285714285715
48,nKC,2020-03-20,66.07142857142857
49,nKC,2020-03-21,67.78571428571429
50,nKC,2020-03-22,68.64285714285714
51,nKC,2020-03-23,76.28571428571429
52,nKC,2020-03-24,79.35714285714286
53,nKC,2020-03-25,82.42857142857143
54,nKC,2020-03-26,83.07142857142857
55,nKC,2020-03-27,85.57142857142857
56,nKC,2020-03-28,84.85714285714286
57,nKC,2020-03-29,87.35714285714286
58,nKC,2020-03-30,86.57142857142857
59,nKC,2020-03-31,86.07142857142857
60,nKC,2020-04-01,84.92857142857143
61,nKC,2020-04-02,83.35714285714286
62,nKC,2020-04-03,84.78571428571429
63,nKC,2020-04-04,84.71428571428571
64,nKC,2020-04-05,83.14285714285714
65,nKC,2020-04-06,78.5
66,nKC,2020-04-07,77.92857142857143
67,nKC,2020-04-08,77.42857142857143
68,nKC,2020-04-09,76.35714285714286
69,nKC,2020-04-10,72.85714285714286
70,nKC,2020-04-11,71.78571428571429
71,nKC,2020-04-12,68.28571428571429
72,nKC,2020-04-13,65.42857142857143
73,nKC,2020-04-14,63.357142857142854
74,nKC,2020-04-15,60.857142857142854
75,nKC,2020-04-16,60.214285714285715
76,nKC,2020-04-17,58.07142857142857
77,nKC,2020-04-18,56.642857142857146
78,nKC,2020-04-19,56.0
79,nKC,2020-04-20,55.285714285714285
80,nKC,2020-04-21,52.57142857142857
81,nKC,2020-04-22,50.214285714285715
82,nKC,2020-04-23,48.357142857142854
83,nKC,2020-04-24,46.142857142857146
84,nKC,2020-04-25,46.785714285714285
85,nKC,2020-04-26,47.642857142857146
86,nKC,2020-04-27,46.714285714285715
87,nKC,2020-04-28,44.357142857142854
88,nKC,2020-04-29,44.214285714285715
89,nKC,2020-04-30,42.214285714285715
90,nKC,2020-05-01,42.0
91,nKC,2020-05-02,41.714285714285715
92,nKC,2020-05-03,41.0
93,nKC,2020-05-04,40.5
94,nKC,2020-05-05,38.214285714285715
95,nKC,2020-05-06,37.5
96,nKC,2020-05-07,35.642857142857146
97,nKC,2020-05-08,35.57142857142857
98,nKC,2020-05-09,34.285714285714285
99,nKC,2020-05-10,32.92857142857143
100,nKC,2020-05-11,31.214285714285715
101,nKC,2020-05-12,30.785714285714285
102,nKC,2020-05-13,29.571428571428573
103,nKC,2020-05-14,29.142857142857142
104,nKC,2020-05-15,27.285714285714285
105,nKC,2020-05-16,26.857142857142858
106,nKC,2020-05-17,26.5
107,nKC,2020-05-18,24.285714285714285
108,nKC,2020-05-19,23.285714285714285
109,nKC,2020-05-20,22.142857142857142
110,nKC,2020-05-21,21.071428571428573
111,nKC,2020-05-22,20.428571428571427
112,nKC,2020-05-23,19.357142857142858
113,nKC,2020-05-24,19.285714285714285
114,nKC,2020-05-25,17.857142857142858
115,nKC,2020-05-26,18.428571428571427
116,nKC,2020-05-27,17.857142857142858
