,date,north,south
45,2020-11-16,0.34842132635046047,0.34730573343603766
46,2020-11-23,0.3346166391554893,0.3542291714747288
47,2020-11-30,0.3430544101073867,0.3334705956636084
48,2020-12-07,0.351785220038749,0.3268195310522561
49,2020-12-14,0.34658795669247733,0.36496060253773305
50,2020-12-21,0.33173232795753704,0.35685670261941443
51,2020-12-28,0.337269328902866,0.3670246092324121
52,2021-01-04,0.34044784903367875,0.3456402290589571
53,2021-01-11,0.3435088258977444,0.34253446058779374
54,2021-01-18,0.36297684311813944,0.33293513821772674
55,2021-01-25,0.3450103484924764,0.3265810645876404
56,2021-02-01,0.33379950296238187,0.3207430340557275
57,2021-02-08,0.33597880912993616,0.33329578945392424
58,2021-02-15,0.3421023900920139,0.35436279185501596
59,2021-02-22,0.3376041630945441,0.3403874224059113
60,2021-03-01,0.3256244571089596,0.34072596396743626
61,2021-03-08,0.33995577226624163,0.34989890188984807
62,2021-03-15,0.35302639806017727,0.35968361056182396
63,2021-03-22,0.3513755269078094,0.37029097215531365
64,2021-03-29,0.3451948915940036,0.3693742254410091
65,2021-04-05,0.35856962375438256,0.3810919406511194
66,2021-04-12,0.3379869765556284,0.3586247486389721
67,2021-04-19,0.3370964377765528,0.35970891802631755
68,2021-04-26,0.3287934346079972,0.3600494002052287
69,2021-05-03,0.34432815235448494,0.3531164100689225
70,2021-05-10,0.348488511049752,0.3595675335476186
71,2021-05-17,0.34327134330940234,0.3635735091420848
72,2021-05-24,0.36543934451931315,0.3703976959590393
73,2021-05-31,0.349892713411318,0.3727265252425588
74,2021-06-07,0.37132356592997273,0.3831178857255596
75,2021-06-14,0.38024737151774063,0.3924207145724608
76,2021-06-21,0.39001175671871646,0.3990478234571034
77,2021-06-28,0.39569552870732266,0.4044733894244528
78,2021-07-05,0.4119810808421424,0.41355815469382234
79,2021-07-12,0.41106823336188286,0.4180526406993088
80,2021-07-19,0.41106823336188286,0.4180526406993087
81,2021-07-26,0.41930186361296473,0.4159044560784074
82,2021-08-02,0.40514927489398744,0.4149900043256134
83,2021-08-09,0.4051074893735771,0.4110805247625425
84,2021-08-16,0.4037211477435948,0.4114460574779683
85,2021-08-23,0.39742406414474835,0.40788121764006696
86,2021-08-30,0.3915241044327139,0.3876256742135358
87,2021-09-06,0.42316169104387896,0.3699931450451656
88,2021-09-13,0.3736027087736969,0.35780943437358514
89,2021-09-20,0.3714155248029497,0.3721581146152922
90,2021-09-27,0.372003277907102,0.359274480656565
91,2021-10-04,0.36878124353794184,0.36267163684142034
92,2021-10-11,0.3547848144077112,0.3650886719181516
93,2021-10-18,0.3492039099613147,0.36893321119253836
94,2021-10-25,0.34199513348828015,0.3571652461409648
95,2021-11-01,0.34969831399110124,0.3486496087894569
96,2021-11-08,0.35394815405376484,0.3568926683928634
97,2021-11-15,0.33388016284417493,0.3701432821085722
98,2021-11-22,0.33600182908960924,0.3688389258485894
99,2021-11-29,0.36264309991321514,0.3804588090172282
100,2021-12-06,0.3354595506175289,0.3619395900577023
101,2021-12-13,0.32518909469862506,0.36393430192637394
102,2021-12-20,0.34136667040161356,0.37929039722329344
103,2021-12-27,0.36782287882983405,0.38144936258685774
104,2022-01-03,0.3576241217253734,0.3809558773397388
105,2022-01-10,0.3221592703501756,0.3605680403148587
106,2022-01-17,0.33392434345302197,0.3661431733802792
107,2022-01-24,0.3429082654954935,0.3481015549343127
108,2022-01-31,0.3484077213540216,0.33935271715454124
109,2022-02-07,0.34035923162156256,0.349815601963982
110,2022-02-14,0.3242321767087236,0.34130675046050496
111,2022-02-21,0.3527264387749011,0.3772312730507481
112,2022-02-28,0.3636325142663575,0.38507960717064543
113,2022-03-07,0.34554015252091774,0.36595344080147835
114,2022-03-14,0.36063807437198,0.3677565404093444
115,2022-03-21,0.3517820782094243,0.3816985366935469
116,2022-03-28,0.37444992743105954,0.395750554489269
