,date,north,south
0,2020-01-06,0.32855601170410426,0.33175587285940344
1,2020-01-13,0.33240577730116355,0.370910460213974
2,2020-01-20,0.3408045598836432,0.3609950270699408
3,2020-01-27,0.3271469197139057,0.3463098821643044
4,2020-02-03,0.3350718714150486,0.35476992105909294
5,2020-02-10,0.34462524548417034,0.377354452770505
6,2020-02-17,0.35418019661307837,0.3892126190684261
7,2020-02-24,0.33090072512303803,0.3671522866287126
8,2020-03-02,0.369899133637467,0.35349388188397907
9,2020-03-09,0.34689748965829886,0.3398580269976121
10,2020-03-16,0.36681972193589435,0.3345635094260657
11,2020-03-23,0.3746903999207423,0.32125705186922693
12,2020-03-30,0.3171027934194545,0.31279600038063726
13,2020-04-06,0.3185222651026474,0.27662103897191176
14,2020-04-13,0.3098948229767002,0.2611678298494521
15,2020-04-20,0.3305344245187159,0.2841950558977492
16,2020-04-27,0.3139068133817198,0.2791459661542179
17,2020-05-04,0.3348132444362511,0.2894090613538372
18,2020-05-11,0.3432972124154982,0.30005991122246123
19,2020-05-18,0.3465505790544187,0.3096401853417317
20,2020-05-25,0.35873022253262127,0.3127196153797364
21,2020-06-01,0.35655320944070695,0.315662394549952
22,2020-06-08,0.3436930703475336,0.32211688717574744
23,2020-06-15,0.3335921293656667,0.3203466713970757
24,2020-06-22,0.3580422515506225,0.3445488822660026
25,2020-06-29,0.3529122958279446,0.3347296461209214
26,2020-07-06,0.3678974807795323,0.34123571980322803
27,2020-07-13,0.350037329129227,0.34148224523443066
28,2020-07-20,0.3519918866199557,0.34986426980014995
29,2020-07-27,0.3379564470157223,0.3547944470764912
30,2020-08-03,0.3450203068102019,0.3459585181632898
31,2020-08-10,0.35268773528110425,0.3505436529323635
32,2020-08-17,0.36281017888063605,0.3511301504441523
33,2020-08-24,0.3494032214454014,0.3476346340714979
34,2020-08-31,0.34027997397281684,0.345466725140844
35,2020-09-07,0.33834960612226056,0.3454065280377426
36,2020-09-14,0.36363160796275357,0.34371033360455655
37,2020-09-21,0.3541224886638895,0.3390452078387056
38,2020-09-28,0.33748353146933957,0.3464194911012792
39,2020-10-05,0.3452511799314669,0.3479355069306057
40,2020-10-12,0.3428125974430933,0.3591464455554201
41,2020-10-19,0.3473234668975832,0.347292057914824
42,2020-10-26,0.3360669858376235,0.34954312525458764
43,2020-11-02,0.36292715298220984,0.3622910440734078
44,2020-11-09,0.3398324403474325,0.3600168767993645
