region,Date,Confirmed_Case_Rate
nKC,2022-02-10,1865.8185714285657
nKC,2022-02-11,1721.8871428571372
nKC,2022-02-12,1642.8449999999943
nKC,2022-02-13,1594.3307142857086
nKC,2022-02-14,1444.0499999999943
nKC,2022-02-15,1348.3649999999943
nKC,2022-02-16,1250.818571428566
nKC,2022-02-17,1174.5307142857087
nKC,2022-02-18,1071.0928571428515
nKC,2022-02-19,1008.197142857137
nKC,2022-02-20,979.7349999999941
nKC,2022-02-21,881.6807142857084
nKC,2022-02-22,822.6778571428512
nKC,2022-02-23,769.6264285714225
nKC,2022-02-24,717.2107142857083
nKC,2022-02-25,685.6392857142797
nKC,2022-02-26,654.9257142857083
nKC,2022-02-27,649.099999999994
nKC,2022-02-28,605.6135714285655
nKC,2022-03-01,581.2578571428511
nKC,2022-03-02,556.7235714285655
nKC,2022-03-03,529.5357142857083
nKC,2022-03-04,500.8971428571368
nKC,2022-03-05,484.1942857142797
nKC,2022-03-06,471.4821428571368
sKC,2020-02-01,364.5235714285656
sKC,2020-02-02,335.08214285713706
sKC,2020-02-03,310.2399999999942
sKC,2020-02-04,280.18357142856564
sKC,2020-02-05,256.2807142857085
sKC,2020-02-06,238.2557142857085
sKC,2020-02-07,225.99428571427993
sKC,2020-02-08,181.93357142856567
sKC,2020-02-09,139.17357142856568
sKC,2020-02-10,93.41642857142281
sKC,2020-02-11,60.44642857142282
sKC,2020-02-12,25.54214285713711
sKC,2020-02-13,5.371428571422825
sKC,2020-02-14,0.0
sKC,2020-02-15,0.0
sKC,2020-02-16,0.0
sKC,2020-02-17,0.0
sKC,2020-02-18,0.0
sKC,2020-02-19,0.0
sKC,2020-02-20,0.0
sKC,2020-02-21,0.0
sKC,2020-02-22,0.0
sKC,2020-02-23,0.0
sKC,2020-02-24,0.29071428570853947
sKC,2020-02-25,0.29071428570853947
sKC,2020-02-26,0.4814285714228252
sKC,2020-02-27,0.8714285714228251
sKC,2020-02-28,1.1621428571371109
sKC,2020-02-29,1.5435714285656823
sKC,2020-03-01,2.301428571422825
sKC,2020-03-02,2.9535714285656818
sKC,2020-03-03,3.9292857142799673
sKC,2020-03-04,3.9292857142799673
sKC,2020-03-05,5.289285714279968
sKC,2020-03-06,8.297857142851397
sKC,2020-03-07,8.297857142851397
sKC,2020-03-08,11.990714285708538
sKC,2020-03-09,14.059285714279968
sKC,2020-03-10,17.807142857137112
sKC,2020-03-11,22.241428571422826
sKC,2020-03-12,27.87928571427997
sKC,2020-03-13,45.789999999994244
sKC,2020-03-14,52.09428571427996
sKC,2020-03-15,57.11071428570853
sKC,2020-03-16,69.84928571427996
sKC,2020-03-17,78.40714285713709
sKC,2020-03-18,91.90642857142281
sKC,2020-03-19,111.50428571427996
sKC,2020-03-20,120.84571428570855
sKC,2020-03-21,130.07357142856569
sKC,2020-03-22,134.5885714285657
sKC,2020-03-23,154.04999999999424
sKC,2020-03-24,172.36428571427996
sKC,2020-03-25,195.64499999999424
sKC,2020-03-26,211.96571428570854
sKC,2020-03-27,223.97999999999428
sKC,2020-03-28,232.72499999999428
sKC,2020-03-29,241.75357142856572
sKC,2020-03-30,262.57357142856574
sKC,2020-03-31,281.20714285713717
sKC,2020-04-01,290.3207142857086
sKC,2020-04-02,293.6035714285658
sKC,2020-04-03,308.73142857142295
sKC,2020-04-04,309.8792857142802
sKC,2020-04-05,313.73285714285157
sKC,2020-04-06,316.1899999999945
sKC,2020-04-07,319.20428571428016
sKC,2020-04-08,307.59999999999445
sKC,2020-04-09,305.6399999999944
sKC,2020-04-10,294.11357142856576
sKC,2020-04-11,288.1571428571372
sKC,2020-04-12,277.68142857142294
sKC,2020-04-13,262.5835714285658
sKC,2020-04-14,250.77928571428006
sKC,2020-04-15,251.7121428571372
sKC,2020-04-16,248.0521428571372
sKC,2020-04-17,239.07071428570865
sKC,2020-04-18,237.1871428571372
sKC,2020-04-19,230.95071428570864
sKC,2020-04-20,222.4528571428515
sKC,2020-04-21,209.8228571428515
sKC,2020-04-22,209.53214285713722
sKC,2020-04-23,201.0192857142801
sKC,2020-04-24,197.6971428571372
sKC,2020-04-25,196.43071428570866
sKC,2020-04-26,195.94999999999436
sKC,2020-04-27,200.00928571428008
sKC,2020-04-28,199.85785714285151
sKC,2020-04-29,192.7249999999944
sKC,2020-04-30,184.20999999999438
sKC,2020-05-01,179.94285714285155
sKC,2020-05-02,178.63357142856583
sKC,2020-05-03,176.4242857142801
sKC,2020-05-04,177.73071428570867
sKC,2020-05-05,178.9878571428515
sKC,2020-05-06,176.26571428570864
sKC,2020-05-07,175.89642857142294
sKC,2020-05-08,170.00357142856578
sKC,2020-05-09,168.99285714285153
sKC,2020-05-10,167.44285714285155
sKC,2020-05-11,155.34785714285155
sKC,2020-05-12,150.16571428570867
sKC,2020-05-13,147.17571428570866
sKC,2020-05-14,143.91142857142293
sKC,2020-05-15,142.07714285713723
sKC,2020-05-16,137.9028571428515
sKC,2020-05-17,137.3199999999944
sKC,2020-05-18,135.08428571428007
sKC,2020-05-19,130.1128571428515
sKC,2020-05-20,126.92571428570866
sKC,2020-05-21,122.3642857142801
sKC,2020-05-22,120.27071428570866
sKC,2020-05-23,115.62142857142295
sKC,2020-05-24,114.6785714285658
sKC,2020-05-25,105.57071428570866
sKC,2020-05-26,103.50428571428009
sKC,2020-05-27,96.47285714285151
sKC,2020-05-28,94.15928571428007
sKC,2020-05-29,97.30214285713723
sKC,2020-05-30,98.9135714285658
sKC,2020-05-31,97.01571428570867
sKC,2020-06-01,89.94214285713723
sKC,2020-06-02,91.04571428570866
sKC,2020-06-03,89.25499999999435
sKC,2020-06-04,88.99285714285149
sKC,2020-06-05,89.07928571428008
sKC,2020-06-06,89.70499999999436
sKC,2020-06-07,90.03071428570864
sKC,2020-06-08,95.15428571428006
sKC,2020-06-09,92.30214285713721
sKC,2020-06-10,94.54714285713722
sKC,2020-06-11,96.58999999999436
sKC,2020-06-12,93.49714285713722
sKC,2020-06-13,93.64357142856579
sKC,2020-06-14,95.63642857142293
sKC,2020-06-15,105.50857142856579
sKC,2020-06-16,108.54571428570864
sKC,2020-06-17,110.59714285713721
sKC,2020-06-18,116.69642857142294
sKC,2020-06-19,120.9878571428515
sKC,2020-06-20,127.64142857142292
sKC,2020-06-21,132.07571428570864
sKC,2020-06-22,145.8114285714229
sKC,2020-06-23,160.1107142857086
sKC,2020-06-24,171.52071428570864
sKC,2020-06-25,181.8828571428515
sKC,2020-06-26,184.96428571428007
sKC,2020-06-27,191.89142857142292
sKC,2020-06-28,194.77928571428006
sKC,2020-06-29,206.32785714285146
sKC,2020-06-30,217.0771428571372
sKC,2020-07-01,232.2721428571372
sKC,2020-07-02,246.50214285713722
sKC,2020-07-03,250.33071428570864
sKC,2020-07-04,247.04428571428008
sKC,2020-07-05,250.04285714285152
sKC,2020-07-06,258.90642857142296
sKC,2020-07-07,269.3235714285658
sKC,2020-07-08,276.7757142857087
sKC,2020-07-09,288.83857142856584
sKC,2020-07-10,302.33642857142297
sKC,2020-07-11,302.69499999999437
sKC,2020-07-12,306.8142857142801
sKC,2020-07-13,309.80428571428007
sKC,2020-07-14,318.30642857142294
sKC,2020-07-15,319.8099999999944
sKC,2020-07-16,316.6899999999943
sKC,2020-07-17,332.62428571428006
sKC,2020-07-18,338.65571428570865
sKC,2020-07-19,340.39999999999435
sKC,2020-07-20,342.4771428571372
sKC,2020-07-21,345.55428571428007
sKC,2020-07-22,346.3771428571372
sKC,2020-07-23,339.42428571428
sKC,2020-07-24,330.8178571428515
sKC,2020-07-25,335.4328571428515
sKC,2020-07-26,332.8985714285658
sKC,2020-07-27,328.86357142856576
sKC,2020-07-28,330.8542857142801
sKC,2020-07-29,331.16999999999433
sKC,2020-07-30,336.7471428571372
sKC,2020-07-31,324.4799999999943
sKC,2020-08-01,322.18857142856575
sKC,2020-08-02,318.3428571428514
sKC,2020-08-03,310.35214285713715
sKC,2020-08-04,305.6921428571372
sKC,2020-08-05,301.99857142856575
sKC,2020-08-06,302.76642857142286
sKC,2020-08-07,304.8828571428514
sKC,2020-08-08,304.54428571427997
sKC,2020-08-09,308.80785714285145
sKC,2020-08-10,307.9078571428514
sKC,2020-08-11,301.70642857142286
sKC,2020-08-12,297.8164285714229
sKC,2020-08-13,290.6914285714228
sKC,2020-08-14,300.9414285714229
sKC,2020-08-15,310.26357142856574
sKC,2020-08-16,310.2099999999943
sKC,2020-08-17,314.0992857142801
sKC,2020-08-18,305.3964285714229
sKC,2020-08-19,308.0657142857086
sKC,2020-08-20,309.0814285714229
sKC,2020-08-21,310.1628571428515
sKC,2020-08-22,304.0135714285658
sKC,2020-08-23,301.5657142857086
sKC,2020-08-24,296.9464285714229
sKC,2020-08-25,292.07285714285155
sKC,2020-08-26,286.0507142857087
sKC,2020-08-27,282.4692857142801
sKC,2020-08-28,268.98071428570864
sKC,2020-08-29,262.76214285713723
sKC,2020-08-30,263.1749999999943
sKC,2020-08-31,254.4321428571372
sKC,2020-09-01,253.81428571428003
sKC,2020-09-02,242.2421428571372
sKC,2020-09-03,240.13571428570862
sKC,2020-09-04,230.59071428570863
sKC,2020-09-05,233.94928571428005
sKC,2020-09-06,229.9378571428515
sKC,2020-09-07,216.4042857142801
sKC,2020-09-08,211.09071428570866
sKC,2020-09-09,214.68285714285153
sKC,2020-09-10,207.42142857142295
sKC,2020-09-11,201.18142857142297
sKC,2020-09-12,196.0885714285658
sKC,2020-09-13,191.52785714285156
sKC,2020-09-14,191.656428571423
sKC,2020-09-15,181.1835714285658
sKC,2020-09-16,175.41714285713724
sKC,2020-09-17,165.02071428570866
sKC,2020-09-18,162.53642857142293
sKC,2020-09-19,158.99428571428007
sKC,2020-09-20,157.27071428570864
sKC,2020-09-21,163.58928571428007
sKC,2020-09-22,160.1278571428515
sKC,2020-09-23,157.3907142857086
sKC,2020-09-24,164.2221428571372
sKC,2020-09-25,172.9514285714229
sKC,2020-09-26,177.2528571428515
sKC,2020-09-27,178.83714285713722
sKC,2020-09-28,183.98571428570864
sKC,2020-09-29,193.98999999999435
sKC,2020-09-30,205.11928571428007
sKC,2020-10-01,215.13785714285152
sKC,2020-10-02,226.93642857142297
sKC,2020-10-03,237.09428571428012
sKC,2020-10-04,239.2449999999944
sKC,2020-10-05,254.54642857142295
sKC,2020-10-06,267.7871428571372
sKC,2020-10-07,281.1278571428515
sKC,2020-10-08,288.66999999999433
sKC,2020-10-09,303.2835714285658
sKC,2020-10-10,306.49071428570863
sKC,2020-10-11,306.25071428570857
sKC,2020-10-12,312.78928571428
sKC,2020-10-13,310.95857142856573
sKC,2020-10-14,319.6735714285657
sKC,2020-10-15,326.5914285714229
sKC,2020-10-16,326.4157142857086
sKC,2020-10-17,322.9635714285658
sKC,2020-10-18,321.55285714285145
sKC,2020-10-19,330.05928571428007
sKC,2020-10-20,341.0985714285658
sKC,2020-10-21,337.15428571428004
sKC,2020-10-22,344.18571428570857
sKC,2020-10-23,347.56928571428
sKC,2020-10-24,363.41285714285146
sKC,2020-10-25,368.6257142857086
sKC,2020-10-26,394.0792857142801
sKC,2020-10-27,418.1471428571372
sKC,2020-10-28,452.3942857142801
sKC,2020-10-29,477.851428571423
sKC,2020-10-30,507.23714285713726
sKC,2020-10-31,528.0149999999944
sKC,2020-11-01,534.1985714285659
sKC,2020-11-02,568.0778571428516
sKC,2020-11-03,595.6807142857087
sKC,2020-11-04,643.786428571423
sKC,2020-11-05,682.4399999999944
sKC,2020-11-06,727.881428571423
sKC,2020-11-07,763.0828571428516
sKC,2020-11-08,770.5907142857087
sKC,2020-11-09,812.151428571423
sKC,2020-11-10,879.7971428571373
sKC,2020-11-11,907.6764285714229
sKC,2020-11-12,972.6242857142801
sKC,2020-11-13,1033.74428571428
sKC,2020-11-14,1092.3721428571373
sKC,2020-11-15,1110.8021428571374
sKC,2020-11-16,1194.4407142857087
sKC,2020-11-17,1263.6107142857088
sKC,2020-11-18,1315.173571428566
sKC,2020-11-19,1360.845714285709
sKC,2020-11-20,1434.7192857142802
sKC,2020-11-21,1465.4821428571372
sKC,2020-11-22,1487.627142857137
sKC,2020-11-23,1547.3885714285657
sKC,2020-11-24,1562.6885714285656
sKC,2020-11-25,1592.023571428566
sKC,2020-11-26,1485.6521428571373
sKC,2020-11-27,1496.27928571428
sKC,2020-11-28,1518.2899999999943
sKC,2020-11-29,1521.6071428571372
sKC,2020-11-30,1532.2178571428517
sKC,2020-12-01,1514.0278571428516
sKC,2020-12-02,1492.6649999999943
sKC,2020-12-03,1504.1435714285658
sKC,2020-12-04,1465.8199999999945
sKC,2020-12-05,1450.365714285709
sKC,2020-12-06,1443.1614285714234
sKC,2020-12-07,1455.0671428571375
sKC,2020-12-08,1433.6514285714234
sKC,2020-12-09,1417.2071428571376
sKC,2020-12-10,1506.556428571423
sKC,2020-12-11,1483.9999999999945
sKC,2020-12-12,1443.361428571423
sKC,2020-12-13,1432.2292857142802
sKC,2020-12-14,1392.2585714285658
sKC,2020-12-15,1373.8571428571372
sKC,2020-12-16,1363.4328571428516
sKC,2020-12-17,1338.4171428571372
sKC,2020-12-18,1303.7035714285655
sKC,2020-12-19,1283.1699999999942
sKC,2020-12-20,1275.439999999994
sKC,2020-12-21,1205.9278571428513
sKC,2020-12-22,1198.827142857137
sKC,2020-12-23,1172.4921428571372
sKC,2020-12-24,1119.1335714285658
sKC,2020-12-25,1024.243571428566
sKC,2020-12-26,1028.6271428571374
sKC,2020-12-27,1027.9521428571375
sKC,2020-12-28,1026.376428571423
sKC,2020-12-29,1034.3449999999946
sKC,2020-12-30,1034.1742857142801
sKC,2020-12-31,1031.0528571428517
sKC,2021-01-01,964.2828571428516
sKC,2021-01-02,1014.2807142857088
sKC,2021-01-03,1014.4664285714231
sKC,2021-01-04,1049.416428571423
sKC,2021-01-05,1059.9471428571374
sKC,2021-01-06,1091.0778571428516
sKC,2021-01-07,1142.9399999999946
sKC,2021-01-08,1216.5292857142801
sKC,2021-01-09,1204.1535714285658
sKC,2021-01-10,1201.8221428571374
sKC,2021-01-11,1177.6228571428514
sKC,2021-01-12,1139.5085714285658
sKC,2021-01-13,1098.4235714285658
sKC,2021-01-14,1063.23428571428
sKC,2021-01-15,1103.57928571428
sKC,2021-01-16,1043.2049999999942
sKC,2021-01-17,1040.4228571428514
sKC,2021-01-18,959.9749999999942
sKC,2021-01-19,922.9942857142798
sKC,2021-01-20,876.4242857142798
sKC,2021-01-21,831.1249999999942
sKC,2021-01-22,804.6942857142798
sKC,2021-01-23,781.679999999994
sKC,2021-01-24,778.0099999999941
sKC,2021-01-25,730.8607142857084
sKC,2021-01-26,708.5985714285655
sKC,2021-01-27,698.2378571428511
sKC,2021-01-28,675.6264285714226
sKC,2021-01-29,663.8121428571369
sKC,2021-01-30,655.209999999994
sKC,2021-01-31,651.4171428571369
sKC,2021-02-01,655.699999999994
sKC,2021-02-02,640.304999999994
sKC,2021-02-03,626.1257142857085
sKC,2021-02-04,612.7778571428513
sKC,2021-02-05,590.2199999999941
sKC,2021-02-06,574.457142857137
sKC,2021-02-07,568.2042857142799
sKC,2021-02-08,559.0292857142798
sKC,2021-02-09,553.697142857137
sKC,2021-02-10,539.3649999999941
sKC,2021-02-11,529.3042857142798
sKC,2021-02-12,513.7814285714227
sKC,2021-02-13,475.7935714285655
sKC,2021-02-14,461.68142857142266
sKC,2021-02-15,417.68714285713696
sKC,2021-02-16,407.8178571428512
sKC,2021-02-17,383.19642857142264
sKC,2021-02-18,371.14285714285126
sKC,2021-02-19,358.2592857142798
sKC,2021-02-20,350.23357142856554
sKC,2021-02-21,351.1057142857084
sKC,2021-02-22,336.38142857142276
sKC,2021-02-23,321.1835714285656
sKC,2021-02-24,310.6857142857084
sKC,2021-02-25,306.7735714285655
sKC,2021-02-26,297.4842857142798
sKC,2021-02-27,318.3957142857084
sKC,2021-02-28,321.6299999999941
sKC,2021-03-01,337.23214285713686
sKC,2021-03-02,322.75857142856546
sKC,2021-03-03,317.8314285714226
sKC,2021-03-04,305.1149999999939
sKC,2021-03-05,311.51999999999396
sKC,2021-03-06,304.2342857142797
sKC,2021-03-07,302.899999999994
sKC,2021-03-08,304.84785714285107
sKC,2021-03-09,311.0164285714225
sKC,2021-03-10,324.4664285714225
sKC,2021-03-11,329.75428571427966
sKC,2021-03-12,343.54285714285106
sKC,2021-03-13,343.01928571427965
sKC,2021-03-14,344.01357142856534
sKC,2021-03-15,357.3335714285654
sKC,2021-03-16,363.03714285713687
sKC,2021-03-17,378.139999999994
sKC,2021-03-18,397.93499999999403
sKC,2021-03-19,407.40428571427975
sKC,2021-03-20,420.3257142857083
sKC,2021-03-21,424.01357142856534
sKC,2021-03-22,448.8721428571368
sKC,2021-03-23,473.43214285713685
sKC,2021-03-24,490.04714285713686
sKC,2021-03-25,514.6721428571369
sKC,2021-03-26,531.8271428571369
sKC,2021-03-27,552.9221428571369
sKC,2021-03-28,558.2028571428511
sKC,2021-03-29,574.8099999999939
sKC,2021-03-30,598.2964285714226
sKC,2021-03-31,619.2749999999941
sKC,2021-04-01,636.5028571428511
sKC,2021-04-02,652.3028571428512
sKC,2021-04-03,663.2399999999941
sKC,2021-04-04,669.4242857142798
sKC,2021-04-05,670.3992857142797
sKC,2021-04-06,656.7921428571369
sKC,2021-04-07,657.2271428571369
sKC,2021-04-08,648.4935714285655
sKC,2021-04-09,651.074999999994
sKC,2021-04-10,641.2035714285654
sKC,2021-04-11,643.1371428571368
sKC,2021-04-12,655.6292857142798
sKC,2021-04-13,653.6014285714227
sKC,2021-04-14,663.7278571428513
sKC,2021-04-15,667.0235714285656
sKC,2021-04-16,672.967142857137
sKC,2021-04-17,681.8014285714227
sKC,2021-04-18,682.0135714285656
sKC,2021-04-19,701.7928571428513
sKC,2021-04-20,732.9464285714228
sKC,2021-04-21,750.1885714285655
sKC,2021-04-22,761.8449999999941
sKC,2021-04-23,767.6435714285656
sKC,2021-04-24,775.4728571428514
sKC,2021-04-25,776.1528571428513
sKC,2021-04-26,788.2864285714226
sKC,2021-04-27,815.1449999999941
sKC,2021-04-28,818.3914285714226
sKC,2021-04-29,835.7914285714224
sKC,2021-04-30,839.8257142857082
sKC,2021-05-01,823.672857142851
sKC,2021-05-02,825.5249999999936
sKC,2021-05-03,830.5235714285651
sKC,2021-05-04,814.4599999999937
sKC,2021-05-05,801.5742857142794
sKC,2021-05-06,790.2971428571366
sKC,2021-05-07,778.247857142851
sKC,2021-05-08,762.8321428571368
sKC,2021-05-09,757.5549999999939
sKC,2021-05-10,729.1235714285655
sKC,2021-05-11,691.7214285714225
sKC,2021-05-12,665.4185714285653
sKC,2021-05-13,623.7392857142796
sKC,2021-05-14,594.3235714285654
sKC,2021-05-15,586.259999999994
sKC,2021-05-16,576.8964285714226
sKC,2021-05-17,540.4214285714226
sKC,2021-05-18,512.4985714285655
sKC,2021-05-19,480.2771428571368
sKC,2021-05-20,452.54571428570824
sKC,2021-05-21,427.82285714285115
sKC,2021-05-22,418.56999999999397
sKC,2021-05-23,414.55285714285117
sKC,2021-05-24,382.6814285714226
sKC,2021-05-25,360.2914285714226
sKC,2021-05-26,335.4321428571369
sKC,2021-05-27,326.47499999999405
sKC,2021-05-28,313.35714285713686
sKC,2021-05-29,300.2557142857083
sKC,2021-05-30,294.42285714285117
sKC,2021-05-31,260.42928571427973
sKC,2021-06-01,251.83857142856547
sKC,2021-06-02,248.35357142856546
sKC,2021-06-03,240.52571428570835
sKC,2021-06-04,232.11071428570835
sKC,2021-06-05,223.8578571428512
sKC,2021-06-06,220.2228571428512
sKC,2021-06-07,208.70999999999407
sKC,2021-06-08,200.18928571427978
sKC,2021-06-09,193.20714285713692
sKC,2021-06-10,175.63499999999408
sKC,2021-06-11,169.9292857142798
sKC,2021-06-12,167.23071428570842
sKC,2021-06-13,167.48857142856556
sKC,2021-06-14,167.57857142856557
sKC,2021-06-15,154.36499999999415
sKC,2021-06-16,144.54928571427988
sKC,2021-06-17,138.45499999999416
sKC,2021-06-18,137.51428571427988
sKC,2021-06-19,137.06357142856558
sKC,2021-06-20,138.047142857137
sKC,2021-06-21,138.27142857142272
sKC,2021-06-22,129.752142857137
sKC,2021-06-23,127.832142857137
sKC,2021-06-24,132.13357142856557
sKC,2021-06-25,129.93928571427983
sKC,2021-06-26,125.02071428570842
sKC,2021-06-27,122.94857142856556
sKC,2021-06-28,117.99357142856556
sKC,2021-06-29,121.27999999999413
sKC,2021-06-30,122.22999999999413
sKC,2021-07-01,125.96071428570842
sKC,2021-07-02,124.71785714285127
sKC,2021-07-03,122.48428571427985
sKC,2021-07-04,122.62071428570842
sKC,2021-07-05,117.72714285713698
sKC,2021-07-06,127.99214285713698
sKC,2021-07-07,138.4478571428513
sKC,2021-07-08,144.43071428570843
sKC,2021-07-09,153.9328571428513
sKC,2021-07-10,169.34214285713702
sKC,2021-07-11,176.7828571428513
sKC,2021-07-12,190.5335714285656
sKC,2021-07-13,193.0228571428513
sKC,2021-07-14,209.71714285713702
sKC,2021-07-15,217.81714285713701
sKC,2021-07-16,231.72642857142273
sKC,2021-07-17,239.91285714285127
sKC,2021-07-18,243.8414285714227
sKC,2021-07-19,268.7107142857084
sKC,2021-07-20,280.3707142857084
sKC,2021-07-21,292.7978571428513
sKC,2021-07-22,308.99499999999415
sKC,2021-07-23,317.4592857142799
sKC,2021-07-24,333.72214285713704
sKC,2021-07-25,337.2571428571371
sKC,2021-07-26,359.96714285713705
sKC,2021-07-27,391.807142857137
sKC,2021-07-28,409.7014285714227
sKC,2021-07-29,449.56428571427983
sKC,2021-07-30,475.1199999999941
sKC,2021-07-31,495.1064285714227
sKC,2021-08-01,498.252142857137
sKC,2021-08-02,549.4899999999941
sKC,2021-08-03,587.2178571428512
sKC,2021-08-04,628.8678571428512
sKC,2021-08-05,675.747142857137
sKC,2021-08-06,724.6149999999941
sKC,2021-08-07,753.459999999994
sKC,2021-08-08,776.0778571428513
sKC,2021-08-09,840.2457142857083
sKC,2021-08-10,887.0428571428512
sKC,2021-08-11,933.122142857137
sKC,2021-08-12,950.4778571428512
sKC,2021-08-13,976.1228571428512
sKC,2021-08-14,1001.6821428571369
sKC,2021-08-15,1017.1199999999941
sKC,2021-08-16,1062.9621428571368
sKC,2021-08-17,1089.9321428571368
sKC,2021-08-18,1103.0492857142794
sKC,2021-08-19,1111.0128571428509
sKC,2021-08-20,1128.4164285714226
sKC,2021-08-21,1132.5299999999938
sKC,2021-08-22,1118.3521428571366
sKC,2021-08-23,1131.0764285714224
sKC,2021-08-24,1143.4335714285653
sKC,2021-08-25,1141.1064285714224
sKC,2021-08-26,1157.8228571428508
sKC,2021-08-27,1171.651428571422
sKC,2021-08-28,1171.7842857142791
sKC,2021-08-29,1175.2499999999934
sKC,2021-08-30,1161.016428571422
sKC,2021-08-31,1175.103571428565
sKC,2021-09-01,1177.6014285714223
sKC,2021-09-02,1181.0771428571363
sKC,2021-09-03,1171.837142857136
sKC,2021-09-04,1168.399285714279
sKC,2021-09-05,1168.3707142857077
sKC,2021-09-06,1104.6099999999933
sKC,2021-09-07,1141.1185714285648
sKC,2021-09-08,1156.212142857136
sKC,2021-09-09,1160.546428571422
sKC,2021-09-10,1154.7807142857075
sKC,2021-09-11,1158.964285714279
sKC,2021-09-12,1144.9399999999932
sKC,2021-09-13,1141.1649999999931
sKC,2021-09-14,1123.1878571428504
sKC,2021-09-15,1105.8878571428504
sKC,2021-09-16,1101.4221428571361
sKC,2021-09-17,1078.9378571428504
sKC,2021-09-18,1064.2399999999934
sKC,2021-09-19,1059.091428571422
sKC,2021-09-20,1107.8992857142791
sKC,2021-09-21,1055.8221428571362
sKC,2021-09-22,1034.5107142857075
sKC,2021-09-23,1014.5899999999934
sKC,2021-09-24,1005.626428571422
sKC,2021-09-25,994.7228571428506
sKC,2021-09-26,995.2957142857077
sKC,2021-09-27,993.0207142857078
sKC,2021-09-28,970.2285714285647
sKC,2021-09-29,970.3357142857076
sKC,2021-09-30,949.8149999999932
sKC,2021-10-01,966.3964285714218
sKC,2021-10-02,971.5735714285646
sKC,2021-10-03,968.9414285714217
sKC,2021-10-04,954.282142857136
sKC,2021-10-05,928.6457142857074
sKC,2021-10-06,918.4099999999933
sKC,2021-10-07,907.8671428571361
sKC,2021-10-08,887.2699999999933
sKC,2021-10-09,874.8885714285647
sKC,2021-10-10,871.2528571428504
sKC,2021-10-11,836.1242857142789
sKC,2021-10-12,836.2414285714219
sKC,2021-10-13,826.7699999999933
sKC,2021-10-14,823.6064285714218
sKC,2021-10-15,804.3192857142791
sKC,2021-10-16,796.249285714279
sKC,2021-10-17,797.0835714285648
sKC,2021-10-18,803.1542857142791
sKC,2021-10-19,795.8935714285648
sKC,2021-10-20,782.6178571428505
sKC,2021-10-21,780.7314285714219
sKC,2021-10-22,795.1235714285648
sKC,2021-10-23,796.9099999999934
sKC,2021-10-24,798.2307142857077
sKC,2021-10-25,812.6028571428506
sKC,2021-10-26,798.4299999999934
sKC,2021-10-27,794.1135714285648
sKC,2021-10-28,784.3728571428506
sKC,2021-10-29,773.1028571428506
sKC,2021-10-30,772.0142857142791
sKC,2021-10-31,767.2342857142792
sKC,2021-11-01,736.4285714285649
sKC,2021-11-02,737.531428571422
sKC,2021-11-03,721.5307142857076
sKC,2021-11-04,710.7242857142791
sKC,2021-11-05,685.3928571428504
sKC,2021-11-06,676.9485714285646
sKC,2021-11-07,676.9578571428502
sKC,2021-11-08,648.2149999999931
sKC,2021-11-09,634.2435714285646
sKC,2021-11-10,614.737142857136
sKC,2021-11-11,597.8749999999931
sKC,2021-11-12,590.6749999999931
sKC,2021-11-13,592.1185714285647
sKC,2021-11-14,590.7657142857076
sKC,2021-11-15,574.9828571428504
sKC,2021-11-16,568.3707142857077
sKC,2021-11-17,569.3628571428504
sKC,2021-11-18,556.6278571428504
sKC,2021-11-19,549.2185714285647
sKC,2021-11-20,540.7407142857076
sKC,2021-11-21,534.2607142857076
sKC,2021-11-22,517.6471428571363
sKC,2021-11-23,513.826428571422
sKC,2021-11-24,518.9257142857077
sKC,2021-11-25,486.2121428571363
sKC,2021-11-26,476.086428571422
sKC,2021-11-27,464.1928571428506
sKC,2021-11-28,468.0071428571363
sKC,2021-11-29,492.4728571428505
sKC,2021-11-30,491.60499999999337
sKC,2021-12-01,496.1792857142791
sKC,2021-12-02,496.93357142856485
sKC,2021-12-03,504.9514285714219
sKC,2021-12-04,499.6264285714219
sKC,2021-12-05,502.50428571427904
sKC,2021-12-06,503.1857142857076
sKC,2021-12-07,506.86999999999335
sKC,2021-12-08,501.07785714285046
sKC,2021-12-09,529.7149999999933
sKC,2021-12-10,537.2449999999933
sKC,2021-12-11,539.9699999999933
sKC,2021-12-12,544.6699999999934
sKC,2021-12-13,555.6092857142792
sKC,2021-12-14,591.156428571422
sKC,2021-12-15,640.1021428571363
sKC,2021-12-16,699.8385714285648
sKC,2021-12-17,774.2221428571363
sKC,2021-12-18,866.7842857142792
sKC,2021-12-19,903.0835714285649
sKC,2021-12-20,1133.638571428565
sKC,2021-12-21,1412.573571428565
sKC,2021-12-22,1719.1907142857078
sKC,2021-12-23,2045.8864285714221
sKC,2021-12-24,2304.807857142851
sKC,2021-12-25,2326.6278571428506
sKC,2021-12-26,2369.6971428571364
sKC,2021-12-27,2550.324285714279
sKC,2021-12-28,2902.6128571428503
sKC,2021-12-29,3509.1385714285652
sKC,2021-12-30,3820.633571428566
sKC,2021-12-31,4156.152142857138
sKC,2022-01-01,4196.438571428566
sKC,2022-01-02,4365.538571428566
sKC,2022-01-03,5022.19928571428
sKC,2022-01-04,5778.966428571423
sKC,2022-01-05,6391.771428571424
sKC,2022-01-06,6973.647857142852
sKC,2022-01-07,7564.956428571424
sKC,2022-01-08,8097.796428571424
sKC,2022-01-09,8288.639999999996
