region,Date,Confirmed_Case_Rate
nKC,2020-05-22,56.98928571428565
nKC,2020-05-23,52.34642857142851
nKC,2020-05-24,52.08499999999994
nKC,2020-05-25,47.75785714285708
nKC,2020-05-26,50.2564285714285
nKC,2020-05-27,50.73571428571422
nKC,2020-05-28,51.52285714285707
nKC,2020-05-29,48.04999999999992
nKC,2020-05-30,47.88071428571421
nKC,2020-05-31,47.92714285714278
nKC,2020-06-01,46.707142857142784
nKC,2020-06-02,49.338571428571356
nKC,2020-06-03,46.74214285714278
nKC,2020-06-04,45.64428571428565
nKC,2020-06-05,45.10785714285708
nKC,2020-06-06,46.517857142857075
nKC,2020-06-07,45.689285714285646
nKC,2020-06-08,49.83071428571422
nKC,2020-06-09,46.570714285714224
nKC,2020-06-10,47.040714285714216
nKC,2020-06-11,45.2814285714285
nKC,2020-06-12,46.66142857142851
nKC,2020-06-13,47.42857142857137
nKC,2020-06-14,48.522142857142796
nKC,2020-06-15,50.91785714285709
nKC,2020-06-16,55.49999999999994
nKC,2020-06-17,59.80142857142852
nKC,2020-06-18,64.24499999999993
nKC,2020-06-19,69.40571428571423
nKC,2020-06-20,71.99499999999993
nKC,2020-06-21,75.25428571428566
nKC,2020-06-22,86.00999999999996
nKC,2020-06-23,94.99142857142853
nKC,2020-06-24,105.44499999999995
nKC,2020-06-25,116.5671428571428
nKC,2020-06-26,135.8935714285714
nKC,2020-06-27,148.81928571428566
nKC,2020-06-28,152.2064285714285
nKC,2020-06-29,181.4764285714285
nKC,2020-06-30,194.65785714285707
nKC,2020-07-01,212.00357142857138
nKC,2020-07-02,231.54285714285706
nKC,2020-07-03,243.61357142857133
nKC,2020-07-04,242.74499999999992
nKC,2020-07-05,243.3464285714285
nKC,2020-07-06,242.7721428571428
nKC,2020-07-07,248.3857142857142
nKC,2020-07-08,250.36785714285705
nKC,2020-07-09,255.87857142857135
nKC,2020-07-10,246.66071428571422
nKC,2020-07-11,240.12071428571423
nKC,2020-07-12,240.80999999999995
nKC,2020-07-13,224.29785714285708
nKC,2020-07-14,224.99357142857139
nKC,2020-07-15,219.59857142857138
nKC,2020-07-16,209.6278571428571
nKC,2020-07-17,202.61999999999998
nKC,2020-07-18,210.02714285714282
nKC,2020-07-19,212.8278571428571
nKC,2020-07-20,211.9992857142857
nKC,2020-07-21,216.0885714285714
nKC,2020-07-22,213.93785714285713
nKC,2020-07-23,207.74499999999998
nKC,2020-07-24,206.90214285714282
nKC,2020-07-25,205.47571428571425
nKC,2020-07-26,205.11499999999998
nKC,2020-07-27,204.80642857142854
nKC,2020-07-28,201.83071428571424
nKC,2020-07-29,196.84357142857138
nKC,2020-07-30,194.12857142857138
nKC,2020-07-31,196.64857142857136
nKC,2020-08-01,192.99285714285708
nKC,2020-08-02,190.24285714285708
nKC,2020-08-03,188.7621428571428
nKC,2020-08-04,178.6971428571428
nKC,2020-08-05,176.4871428571428
nKC,2020-08-06,174.9821428571428
nKC,2020-08-07,180.29642857142852
nKC,2020-08-08,179.85928571428568
nKC,2020-08-09,176.52499999999992
nKC,2020-08-10,182.55499999999992
nKC,2020-08-11,170.95357142857137
nKC,2020-08-12,167.28999999999994
nKC,2020-08-13,165.9821428571428
nKC,2020-08-14,163.53214285714282
nKC,2020-08-15,163.91142857142853
nKC,2020-08-16,161.77999999999997
nKC,2020-08-17,161.32214285714284
nKC,2020-08-18,154.03214285714284
nKC,2020-08-19,151.01714285714283
nKC,2020-08-20,143.7192857142857
nKC,2020-08-21,133.315
nKC,2020-08-22,129.7142857142857
nKC,2020-08-23,129.2042857142857
nKC,2020-08-24,118.23571428571427
nKC,2020-08-25,122.72714285714282
nKC,2020-08-26,123.93428571428568
nKC,2020-08-27,120.94428571428568
nKC,2020-08-28,117.01714285714283
nKC,2020-08-29,115.10214285714281
nKC,2020-08-30,113.42857142857137
nKC,2020-08-31,110.00714285714282
nKC,2020-09-01,114.80285714285709
nKC,2020-09-02,112.82999999999996
nKC,2020-09-03,115.59928571428567
nKC,2020-09-04,111.78428571428569
nKC,2020-09-05,114.97499999999998
nKC,2020-09-06,114.07785714285713
nKC,2020-09-07,104.42642857142854
nKC,2020-09-08,101.12214285714283
nKC,2020-09-09,100.52285714285712
nKC,2020-09-10,103.32999999999997
nKC,2020-09-11,106.53142857142856
nKC,2020-09-12,103.90785714285714
nKC,2020-09-13,110.58214285714287
nKC,2020-09-14,109.77499999999999
nKC,2020-09-15,108.75928571428571
nKC,2020-09-16,113.98928571428571
nKC,2020-09-17,131.28285714285715
nKC,2020-09-18,133.62714285714284
nKC,2020-09-19,130.43642857142856
nKC,2020-09-20,131.12071428571429
nKC,2020-09-21,141.16571428571427
nKC,2020-09-22,139.7357142857143
nKC,2020-09-23,133.81214285714285
nKC,2020-09-24,132.46571428571428
nKC,2020-09-25,127.84642857142856
nKC,2020-09-26,131.9892857142857
nKC,2020-09-27,127.45285714285714
nKC,2020-09-28,139.56
nKC,2020-09-29,152.1542857142857
nKC,2020-09-30,149.78857142857143
nKC,2020-10-01,139.73642857142858
nKC,2020-10-02,147.4385714285714
nKC,2020-10-03,154.37642857142853
nKC,2020-10-04,158.1735714285714
nKC,2020-10-05,159.09285714285713
nKC,2020-10-06,162.93642857142854
nKC,2020-10-07,171.29857142857142
nKC,2020-10-08,179.62214285714282
nKC,2020-10-09,183.2371428571428
nKC,2020-10-10,181.4614285714285
nKC,2020-10-11,187.72428571428563
nKC,2020-10-12,181.20428571428565
nKC,2020-10-13,174.36142857142855
nKC,2020-10-14,179.54928571428567
nKC,2020-10-15,180.59285714285713
nKC,2020-10-16,176.61214285714283
nKC,2020-10-17,173.3492857142857
nKC,2020-10-18,171.86999999999998
nKC,2020-10-19,174.34285714285713
nKC,2020-10-20,188.13928571428568
nKC,2020-10-21,189.4221428571428
nKC,2020-10-22,189.20714285714283
nKC,2020-10-23,193.74999999999997
nKC,2020-10-24,202.79642857142855
nKC,2020-10-25,199.41499999999996
nKC,2020-10-26,213.56428571428566
nKC,2020-10-27,226.15071428571423
nKC,2020-10-28,236.94428571428566
nKC,2020-10-29,254.89785714285705
nKC,2020-10-30,268.6864285714285
nKC,2020-10-31,282.7799999999999
nKC,2020-11-01,283.38285714285706
nKC,2020-11-02,313.2835714285713
nKC,2020-11-03,335.4292857142856
nKC,2020-11-04,373.77999999999986
nKC,2020-11-05,403.93999999999994
nKC,2020-11-06,436.3114285714285
nKC,2020-11-07,468.6749999999999
nKC,2020-11-08,470.9985714285713
nKC,2020-11-09,509.73499999999996
nKC,2020-11-10,541.0092857142856
nKC,2020-11-11,568.2557142857142
nKC,2020-11-12,586.6542857142857
nKC,2020-11-13,636.6042857142858
nKC,2020-11-14,677.3864285714286
nKC,2020-11-15,688.3271428571428
nKC,2020-11-16,720.8314285714285
nKC,2020-11-17,750.6478571428571
nKC,2020-11-18,761.4300000000001
nKC,2020-11-19,787.5328571428572
nKC,2020-11-20,803.865
nKC,2020-11-21,810.2178571428573
nKC,2020-11-22,822.3364285714287
nKC,2020-11-23,830.12
nKC,2020-11-24,842.1857142857143
nKC,2020-11-25,858.1071428571429
nKC,2020-11-26,813.4764285714285
nKC,2020-11-27,804.6464285714285
nKC,2020-11-28,792.9878571428571
nKC,2020-11-29,788.6778571428571
nKC,2020-11-30,810.9935714285715
nKC,2020-12-01,809.4785714285715
nKC,2020-12-02,806.8378571428573
nKC,2020-12-03,796.3885714285715
nKC,2020-12-04,800.2135714285715
nKC,2020-12-05,791.9250000000001
nKC,2020-12-06,782.0885714285715
nKC,2020-12-07,803.0107142857144
nKC,2020-12-08,796.5642857142858
nKC,2020-12-09,774.8242857142858
nKC,2020-12-10,810.652142857143
nKC,2020-12-11,798.6664285714287
nKC,2020-12-12,781.2764285714287
nKC,2020-12-13,783.1528571428573
nKC,2020-12-14,738.4257142857144
nKC,2020-12-15,716.4035714285716
nKC,2020-12-16,703.1300000000001
nKC,2020-12-17,683.6735714285714
nKC,2020-12-18,660.125
nKC,2020-12-19,649.3535714285715
nKC,2020-12-20,652.6321428571429
nKC,2020-12-21,627.9114285714286
nKC,2020-12-22,608.6428571428571
nKC,2020-12-23,597.3521428571429
nKC,2020-12-24,572.6192857142858
nKC,2020-12-25,522.4707142857143
nKC,2020-12-26,534.5292857142857
nKC,2020-12-27,537.5557142857143
nKC,2020-12-28,547.4735714285714
nKC,2020-12-29,550.3014285714286
nKC,2020-12-30,555.5057142857144
nKC,2020-12-31,561.3750000000001
nKC,2021-01-01,525.2142857142859
nKC,2021-01-02,542.8714285714287
nKC,2021-01-03,545.5500000000002
nKC,2021-01-04,568.0792857142858
nKC,2021-01-05,590.2692857142858
nKC,2021-01-06,612.8628571428573
nKC,2021-01-07,651.4042857142858
nKC,2021-01-08,700.5021428571429
nKC,2021-01-09,687.9414285714286
nKC,2021-01-10,682.7257142857143
nKC,2021-01-11,678.8735714285715
nKC,2021-01-12,670.0357142857144
nKC,2021-01-13,663.3042857142858
nKC,2021-01-14,647.047142857143
nKC,2021-01-15,686.3628571428573
nKC,2021-01-16,654.8971428571431
nKC,2021-01-17,645.6578571428573
nKC,2021-01-18,583.649285714286
nKC,2021-01-19,552.5200000000002
nKC,2021-01-20,525.1242857142859
nKC,2021-01-21,497.90500000000014
nKC,2021-01-22,475.0135714285716
nKC,2021-01-23,465.0342857142859
nKC,2021-01-24,459.76000000000016
nKC,2021-01-25,437.1278571428573
nKC,2021-01-26,416.55928571428586
nKC,2021-01-27,400.67357142857156
nKC,2021-01-28,389.2100000000001
nKC,2021-01-29,363.05142857142874
nKC,2021-01-30,365.1235714285716
nKC,2021-01-31,364.48142857142875
nKC,2021-02-01,360.81142857142873
nKC,2021-02-02,346.0557142857145
nKC,2021-02-03,335.9550000000002
nKC,2021-02-04,321.6342857142859
nKC,2021-02-05,308.07714285714303
nKC,2021-02-06,297.2828571428573
nKC,2021-02-07,296.20928571428595
nKC,2021-02-08,274.75357142857166
nKC,2021-02-09,266.0514285714288
nKC,2021-02-10,250.40785714285738
nKC,2021-02-11,241.46357142857167
nKC,2021-02-12,234.2121428571431
nKC,2021-02-13,212.90428571428598
nKC,2021-02-14,207.16642857142884
nKC,2021-02-15,197.39357142857168
nKC,2021-02-16,192.53500000000025
nKC,2021-02-17,184.27357142857167
nKC,2021-02-18,179.45142857142883
nKC,2021-02-19,172.57285714285743
nKC,2021-02-20,167.564285714286
nKC,2021-02-21,167.99642857142885
nKC,2021-02-22,163.02142857142886
nKC,2021-02-23,158.7100000000003
nKC,2021-02-24,155.66500000000028
nKC,2021-02-25,156.66642857142887
nKC,2021-02-26,154.37357142857172
nKC,2021-02-27,161.94928571428605
nKC,2021-02-28,164.6364285714289
nKC,2021-03-01,161.4264285714289
nKC,2021-03-02,161.3207142857146
nKC,2021-03-03,158.02928571428603
nKC,2021-03-04,160.42785714285745
nKC,2021-03-05,164.5857142857146
nKC,2021-03-06,164.94857142857174
nKC,2021-03-07,163.32785714285745
nKC,2021-03-08,168.75785714285743
nKC,2021-03-09,166.28000000000029
nKC,2021-03-10,175.53857142857171
nKC,2021-03-11,175.39928571428598
nKC,2021-03-12,171.3285714285717
nKC,2021-03-13,170.70642857142886
nKC,2021-03-14,169.80785714285744
nKC,2021-03-15,173.2107142857146
nKC,2021-03-16,171.09000000000032
nKC,2021-03-17,174.72857142857174
nKC,2021-03-18,176.46142857142885
nKC,2021-03-19,177.24642857142885
nKC,2021-03-20,180.84857142857172
nKC,2021-03-21,184.28142857142888
nKC,2021-03-22,193.79285714285746
nKC,2021-03-23,208.19357142857174
nKC,2021-03-24,213.45928571428607
nKC,2021-03-25,223.63071428571465
nKC,2021-03-26,242.93285714285747
nKC,2021-03-27,249.92857142857176
nKC,2021-03-28,252.44857142857177
nKC,2021-03-29,268.71357142857175
nKC,2021-03-30,280.144285714286
nKC,2021-03-31,294.8914285714289
nKC,2021-04-01,304.324285714286
nKC,2021-04-02,314.7535714285718
nKC,2021-04-03,323.2571428571432
nKC,2021-04-04,327.1892857142861
nKC,2021-04-05,338.7828571428575
nKC,2021-04-06,356.4478571428575
nKC,2021-04-07,362.4871428571432
nKC,2021-04-08,368.0071428571432
nKC,2021-04-09,367.529285714286
nKC,2021-04-10,372.9078571428575
nKC,2021-04-11,377.37071428571466
nKC,2021-04-12,396.0278571428575
nKC,2021-04-13,404.98714285714317
nKC,2021-04-14,411.8464285714289
nKC,2021-04-15,425.69714285714315
nKC,2021-04-16,427.049285714286
nKC,2021-04-17,431.9957142857146
nKC,2021-04-18,426.82642857142883
nKC,2021-04-19,433.87642857142885
nKC,2021-04-20,422.25571428571453
nKC,2021-04-21,437.6114285714288
nKC,2021-04-22,440.3292857142859
nKC,2021-04-23,448.73285714285737
nKC,2021-04-24,446.2778571428574
nKC,2021-04-25,447.46928571428595
nKC,2021-04-26,433.5271428571431
nKC,2021-04-27,431.02142857142877
nKC,2021-04-28,427.87357142857167
nKC,2021-04-29,414.5407142857145
nKC,2021-04-30,421.1678571428574
nKC,2021-05-01,419.9421428571431
nKC,2021-05-02,423.7314285714288
nKC,2021-05-03,412.96500000000026
nKC,2021-05-04,405.174285714286
nKC,2021-05-05,374.5521428571432
nKC,2021-05-06,363.2442857142861
nKC,2021-05-07,349.1735714285718
nKC,2021-05-08,342.0714285714289
nKC,2021-05-09,335.6650000000003
nKC,2021-05-10,314.0564285714289
nKC,2021-05-11,301.64214285714314
nKC,2021-05-12,284.2528571428575
nKC,2021-05-13,272.39071428571464
nKC,2021-05-14,252.03500000000037
nKC,2021-05-15,237.58500000000035
nKC,2021-05-16,232.28571428571465
nKC,2021-05-17,211.60642857142895
nKC,2021-05-18,198.0235714285718
nKC,2021-05-19,193.76500000000038
nKC,2021-05-20,182.51857142857185
nKC,2021-05-21,167.71571428571468
nKC,2021-05-22,166.3550000000004
nKC,2021-05-23,166.2200000000004
nKC,2021-05-24,159.90642857142896
nKC,2021-05-25,149.72071428571468
nKC,2021-05-26,142.24428571428612
nKC,2021-05-27,133.92642857142897
nKC,2021-05-28,129.4142857142861
nKC,2021-05-29,123.88500000000037
nKC,2021-05-30,122.60357142857181
nKC,2021-05-31,108.76642857142896
nKC,2021-06-01,113.18214285714325
nKC,2021-06-02,107.7142857142861
nKC,2021-06-03,104.1092857142861
nKC,2021-06-04,102.35857142857182
nKC,2021-06-05,95.62500000000038
nKC,2021-06-06,92.45857142857183
nKC,2021-06-07,88.04785714285754
nKC,2021-06-08,83.78071428571468
nKC,2021-06-09,83.51214285714325
nKC,2021-06-10,84.36214285714324
nKC,2021-06-11,83.10142857142897
nKC,2021-06-12,81.33071428571468
nKC,2021-06-13,81.96714285714326
nKC,2021-06-14,89.25214285714324
nKC,2021-06-15,79.75714285714325
nKC,2021-06-16,75.17357142857182
nKC,2021-06-17,72.02785714285753
nKC,2021-06-18,71.42785714285753
nKC,2021-06-19,74.88357142857181
nKC,2021-06-20,75.16785714285753
nKC,2021-06-21,78.66500000000039
nKC,2021-06-22,77.98214285714323
nKC,2021-06-23,74.90642857142895
nKC,2021-06-24,75.06500000000038
nKC,2021-06-25,73.92714285714325
nKC,2021-06-26,75.35500000000039
nKC,2021-06-27,73.69714285714325
nKC,2021-06-28,67.89285714285752
nKC,2021-06-29,67.5185714285718
nKC,2021-06-30,70.31071428571467
nKC,2021-07-01,74.91214285714325
nKC,2021-07-02,78.76785714285754
nKC,2021-07-03,77.64357142857182
nKC,2021-07-04,77.83928571428609
nKC,2021-07-05,72.06571428571466
nKC,2021-07-06,82.73714285714324
nKC,2021-07-07,88.38214285714324
nKC,2021-07-08,93.89571428571467
nKC,2021-07-09,100.70142857142896
nKC,2021-07-10,105.03571428571468
nKC,2021-07-11,108.08285714285753
nKC,2021-07-12,119.37428571428612
nKC,2021-07-13,129.58857142857184
nKC,2021-07-14,140.23142857142898
nKC,2021-07-15,148.3007142857147
nKC,2021-07-16,152.64000000000038
nKC,2021-07-17,157.2850000000004
nKC,2021-07-18,160.18214285714325
nKC,2021-07-19,188.57214285714323
nKC,2021-07-20,199.45357142857182
nKC,2021-07-21,215.00642857142893
nKC,2021-07-22,228.62142857142894
nKC,2021-07-23,241.58571428571466
nKC,2021-07-24,255.19285714285752
nKC,2021-07-25,257.26214285714326
nKC,2021-07-26,286.2107142857147
nKC,2021-07-27,308.22500000000036
nKC,2021-07-28,325.5407142857146
nKC,2021-07-29,349.90000000000026
nKC,2021-07-30,377.0807142857146
nKC,2021-07-31,398.9150000000003
nKC,2021-08-01,401.6871428571431
nKC,2021-08-02,437.3628571428574
nKC,2021-08-03,468.3535714285717
nKC,2021-08-04,520.0207142857146
nKC,2021-08-05,562.4978571428575
nKC,2021-08-06,596.4235714285717
nKC,2021-08-07,622.5978571428575
nKC,2021-08-08,628.1400000000003
nKC,2021-08-09,668.1514285714289
nKC,2021-08-10,705.2164285714289
nKC,2021-08-11,743.0135714285717
nKC,2021-08-12,760.8600000000004
nKC,2021-08-13,762.1385714285717
nKC,2021-08-14,764.1085714285717
nKC,2021-08-15,769.9507142857146
nKC,2021-08-16,769.5014285714288
nKC,2021-08-17,779.4335714285717
nKC,2021-08-18,747.5535714285717
nKC,2021-08-19,736.5657142857145
nKC,2021-08-20,734.337142857143
nKC,2021-08-21,720.5435714285717
nKC,2021-08-22,718.5785714285718
nKC,2021-08-23,703.1392857142861
nKC,2021-08-24,703.6821428571432
nKC,2021-08-25,692.9828571428574
nKC,2021-08-26,691.0600000000003
nKC,2021-08-27,708.7714285714289
nKC,2021-08-28,713.4264285714289
nKC,2021-08-29,712.094285714286
nKC,2021-08-30,699.212142857143
nKC,2021-08-31,687.182142857143
nKC,2021-09-01,687.097142857143
nKC,2021-09-02,675.6335714285716
nKC,2021-09-03,658.3978571428573
nKC,2021-09-04,666.3164285714287
nKC,2021-09-05,668.3342857142859
nKC,2021-09-06,618.9785714285716
nKC,2021-09-07,614.5842857142859
nKC,2021-09-08,608.0385714285716
nKC,2021-09-09,623.6892857142859
nKC,2021-09-10,615.3478571428574
nKC,2021-09-11,605.2207142857145
nKC,2021-09-12,604.1457142857146
nKC,2021-09-13,612.0671428571433
nKC,2021-09-14,607.5700000000005
nKC,2021-09-15,603.0657142857148
nKC,2021-09-16,593.1835714285719
nKC,2021-09-17,592.896428571429
nKC,2021-09-18,573.6842857142863
nKC,2021-09-19,571.0957142857148
nKC,2021-09-20,595.4028571428577
nKC,2021-09-21,572.6000000000005
nKC,2021-09-22,555.9600000000004
nKC,2021-09-23,526.191428571429
nKC,2021-09-24,515.3221428571433
nKC,2021-09-25,517.4907142857147
nKC,2021-09-26,513.4942857142862
nKC,2021-09-27,518.3621428571433
nKC,2021-09-28,512.5771428571433
nKC,2021-09-29,520.1507142857147
nKC,2021-09-30,522.4650000000004
nKC,2021-10-01,534.6085714285717
nKC,2021-10-02,547.3471428571432
nKC,2021-10-03,552.7178571428575
nKC,2021-10-04,564.6300000000005
nKC,2021-10-05,552.7257142857146
nKC,2021-10-06,564.9464285714289
nKC,2021-10-07,561.6664285714289
nKC,2021-10-08,561.5564285714289
nKC,2021-10-09,562.2150000000004
nKC,2021-10-10,560.9385714285718
nKC,2021-10-11,542.5185714285718
nKC,2021-10-12,536.5378571428575
nKC,2021-10-13,593.6757142857147
nKC,2021-10-14,589.432142857143
nKC,2021-10-15,582.0464285714288
nKC,2021-10-16,573.087142857143
nKC,2021-10-17,565.8442857142859
nKC,2021-10-18,552.982142857143
nKC,2021-10-19,547.9985714285716
nKC,2021-10-20,537.1035714285715
nKC,2021-10-21,534.9864285714287
nKC,2021-10-22,529.1150000000001
nKC,2021-10-23,519.687142857143
nKC,2021-10-24,522.0200000000002
nKC,2021-10-25,536.5264285714287
nKC,2021-10-26,544.0578571428574
nKC,2021-10-27,489.2164285714288
nKC,2021-10-28,501.6357142857145
nKC,2021-10-29,489.33357142857164
nKC,2021-10-30,484.70214285714303
nKC,2021-10-31,483.1542857142859
nKC,2021-11-01,479.7342857142859
nKC,2021-11-02,494.0814285714287
nKC,2021-11-03,505.36071428571444
nKC,2021-11-04,511.92785714285725
nKC,2021-11-05,510.0885714285715
nKC,2021-11-06,513.1557142857145
nKC,2021-11-07,512.5328571428573
nKC,2021-11-08,493.1000000000001
nKC,2021-11-09,474.55142857142863
nKC,2021-11-10,453.1571428571429
nKC,2021-11-11,432.21285714285716
nKC,2021-11-12,439.09714285714296
nKC,2021-11-13,439.13357142857154
nKC,2021-11-14,440.5357142857144
nKC,2021-11-15,462.2292857142858
nKC,2021-11-16,452.57500000000016
nKC,2021-11-17,430.17642857142874
nKC,2021-11-18,416.602142857143
nKC,2021-11-19,416.3885714285716
nKC,2021-11-20,411.9178571428573
nKC,2021-11-21,410.54857142857156
nKC,2021-11-22,399.66000000000014
nKC,2021-11-23,400.8128571428573
nKC,2021-11-24,394.23142857142875
nKC,2021-11-25,372.37214285714305
nKC,2021-11-26,363.0128571428573
nKC,2021-11-27,376.75857142857154
nKC,2021-11-28,381.4992857142858
nKC,2021-11-29,358.1357142857144
nKC,2021-11-30,367.6800000000001
nKC,2021-12-01,378.7142857142858
nKC,2021-12-02,385.2328571428572
nKC,2021-12-03,379.3742857142858
nKC,2021-12-04,376.3500000000001
nKC,2021-12-05,380.4992857142858
nKC,2021-12-06,394.2907142857144
nKC,2021-12-07,396.2685714285716
nKC,2021-12-08,417.6814285714287
nKC,2021-12-09,446.6100000000001
nKC,2021-12-10,453.11785714285725
nKC,2021-12-11,443.4457142857144
nKC,2021-12-12,441.8564285714287
nKC,2021-12-13,457.9864285714287
nKC,2021-12-14,484.80785714285724
nKC,2021-12-15,535.6728571428573
nKC,2021-12-16,583.5521428571429
nKC,2021-12-17,667.2292857142858
nKC,2021-12-18,747.3885714285716
nKC,2021-12-19,800.922142857143
nKC,2021-12-20,996.7485714285716
nKC,2021-12-21,1285.3678571428572
nKC,2021-12-22,1563.154285714286
nKC,2021-12-23,1866.4492857142861
nKC,2021-12-24,2102.8271428571434
nKC,2021-12-25,2109.121428571429
nKC,2021-12-26,2167.5778571428573
nKC,2021-12-27,2376.277142857143
nKC,2021-12-28,2731.0164285714286
nKC,2021-12-29,3165.2207142857146
nKC,2021-12-30,3445.3642857142854
nKC,2021-12-31,3669.033571428571
nKC,2022-01-01,3690.665714285714
nKC,2022-01-02,3802.8778571428566
nKC,2022-01-03,4320.302857142857
nKC,2022-01-04,4911.791428571428
nKC,2022-01-05,5468.612142857141
nKC,2022-01-06,5917.886428571428
nKC,2022-01-07,6324.0428571428565
nKC,2022-01-08,6780.610714285714
nKC,2022-01-09,6960.805714285713
nKC,2022-01-10,7521.761428571428
nKC,2022-01-11,7813.3385714285705
nKC,2022-01-12,7928.679999999999
nKC,2022-01-13,8213.696428571428
nKC,2022-01-14,8455.81714285714
nKC,2022-01-15,8685.055714285712
nKC,2022-01-16,8644.349285714283
nKC,2022-01-17,8349.08857142857
nKC,2022-01-18,8029.597857142856
nKC,2022-01-19,7635.697142857141
nKC,2022-01-20,7341.595714285712
nKC,2022-01-21,7049.793571428569
nKC,2022-01-22,6816.03214285714
nKC,2022-01-23,6667.108571428567
nKC,2022-01-24,6201.811428571425
nKC,2022-01-25,5793.694285714281
nKC,2022-01-26,5426.177857142852
nKC,2022-01-27,5023.417857142852
nKC,2022-01-28,4662.678571428567
nKC,2022-01-29,4451.262142857137
nKC,2022-01-30,4382.747142857138
nKC,2022-01-31,4157.753571428566
nKC,2022-02-01,3731.1178571428513
nKC,2022-02-02,3405.856428571423
nKC,2022-02-03,3048.5099999999943
nKC,2022-02-04,2819.63428571428
nKC,2022-02-05,2670.556428571423
nKC,2022-02-06,2618.497142857137
nKC,2022-02-07,2398.3957142857084
nKC,2022-02-08,2196.94428571428
nKC,2022-02-09,2023.3264285714229
