,ZIP,sum_essential,total
0,00601,2454.0,3630.0
1,00602,7631.0,10851.0
2,00603,8062.0,11965.0
3,00606,1269.0,1455.0
4,00610,6237.0,8273.0
5,00612,11514.0,16189.0
6,00616,2247.0,3114.0
7,00617,4609.0,6622.0
8,00622,1321.0,1811.0
9,00623,7959.0,11823.0
10,00624,3792.0,5565.0
11,00627,6173.0,9257.0
12,00631,147.0,393.0
13,00637,4248.0,6344.0
14,00638,2696.0,3496.0
15,00641,3994.0,5788.0
16,00646,6994.0,11732.0
17,00647,612.0,1068.0
18,00650,2959.0,3993.0
19,00652,843.0,975.0
20,00653,1269.0,2002.0
21,00656,2937.0,4481.0
22,00659,7966.0,12681.0
23,00660,3448.0,4953.0
24,00662,7095.0,10479.0
25,00664,2373.0,3368.0
26,00667,4227.0,5581.0
27,00669,4410.0,6507.0
28,00670,1360.0,2161.0
29,00674,6768.0,10675.0
30,00676,7286.0,10020.0
31,00677,3225.0,4775.0
32,00678,5784.0,7553.0
33,00680,6960.0,11303.0
34,00682,4683.0,7233.0
35,00683,4328.0,6828.0
36,00685,6677.0,9126.0
37,00687,6242.0,9223.0
38,00688,2185.0,3041.0
39,00690,1232.0,1744.0
40,00692,7036.0,10732.0
41,00693,10571.0,15193.0
42,00694,0.0,0.0
43,00698,5741.0,8825.0
44,00703,6423.0,8385.0
45,00704,1643.0,2425.0
46,00705,4810.0,6896.0
47,00707,1583.0,2242.0
48,00714,2483.0,3714.0
49,00715,466.0,594.0
50,00716,3800.0,6695.0
51,00717,2276.0,3629.0
52,00718,4603.0,6687.0
53,00719,5092.0,7291.0
54,00720,3130.0,4624.0
55,00723,3239.0,4165.0
56,00725,17365.0,26654.0
57,00727,11700.0,20698.0
58,00728,7261.0,11325.0
59,00729,12232.0,16959.0
60,00730,5192.0,7622.0
61,00731,2077.0,3245.0
62,00735,2561.0,3389.0
63,00736,8781.0,14203.0
64,00738,6594.0,9121.0
65,00739,7225.0,10642.0
66,00740,391.0,513.0
67,00741,1000.0,1261.0
68,00745,12326.0,17548.0
69,00751,4402.0,5818.0
70,00754,7429.0,10851.0
71,00757,5614.0,8119.0
72,00765,1478.0,2040.0
73,00766,4680.0,6618.0
74,00767,6458.0,8644.0
75,00769,8163.0,11401.0
76,00771,6779.0,10685.0
77,00772,3608.0,4917.0
78,00773,4212.0,5680.0
79,00775,481.0,605.0
80,00777,9250.0,12912.0
81,00778,10133.0,18030.0
82,00780,1925.0,3295.0
83,00782,3182.0,4689.0
84,00783,5517.0,8440.0
85,00784,5723.0,9252.0
86,00786,61.0,114.0
87,00791,9513.0,13960.0
88,00794,5247.0,7479.0
89,00795,9612.0,13178.0
90,00901,1133.0,2525.0
91,00906,32.0,146.0
92,00907,3117.0,7527.0
93,00909,1132.0,1954.0
94,00911,1537.0,3299.0
95,00912,1610.0,2644.0
96,00913,939.0,1440.0
97,00915,6267.0,7698.0
98,00917,3543.0,5731.0
99,00918,2291.0,6320.0
100,00920,4694.0,6808.0
101,00921,6501.0,10444.0
102,00923,5161.0,7693.0
103,00924,9098.0,15267.0
104,00925,1755.0,2707.0
105,00926,17597.0,36088.0
106,00927,2331.0,5648.0
107,00934,0.0,18.0
108,00936,0.0,0.0
109,00949,18077.0,26537.0
110,00950,0.0,0.0
111,00951,0.0,0.0
112,00952,1752.0,2029.0
113,00953,17287.0,26770.0
114,00956,14945.0,22040.0
115,00957,9352.0,13901.0
116,00959,11516.0,18563.0
117,00960,1.0,1.0
118,00961,5895.0,9936.0
119,00962,3979.0,5406.0
120,00965,1223.0,1768.0
121,00966,2202.0,6213.0
122,00968,399.0,1414.0
123,00969,7413.0,17219.0
124,00971,7237.0,10315.0
125,00976,13483.0,22932.0
126,00979,4290.0,8191.0
127,00982,3001.0,4735.0
128,00983,8229.0,12495.0
129,00985,7631.0,10827.0
130,00987,12555.0,20492.0
131,01001,4295.0,8141.0
132,01002,7143.0,15669.0
133,01003,2575.0,3765.0
134,01005,1531.0,2831.0
135,01007,3902.0,8480.0
136,01008,309.0,571.0
137,01009,218.0,360.0
138,01010,827.0,1761.0
139,01011,503.0,710.0
140,01012,257.0,370.0
141,01013,6252.0,10500.0
142,01020,9503.0,14511.0
143,01022,347.0,699.0
144,01026,201.0,423.0
145,01027,5002.0,9647.0
146,01028,3727.0,7548.0
147,01029,181.0,354.0
148,01030,3594.0,6780.0
149,01031,593.0,769.0
150,01032,107.0,270.0
151,01033,2327.0,4045.0
152,01034,595.0,1104.0
153,01035,834.0,2603.0
154,01036,1570.0,2739.0
155,01037,143.0,260.0
156,01038,732.0,1469.0
157,01039,376.0,951.0
158,01040,9730.0,16371.0
159,01050,861.0,1435.0
160,01053,219.0,551.0
161,01054,354.0,935.0
162,01056,6493.0,11092.0
163,01057,2973.0,4748.0
164,01060,3287.0,9066.0
165,01062,2024.0,4879.0
166,01063,183.0,274.0
167,01066,0.0,0.0
168,01068,472.0,904.0
169,01069,2530.0,4470.0
170,01070,159.0,345.0
171,01071,465.0,710.0
172,01072,278.0,748.0
173,01073,1774.0,3374.0
174,01074,142.0,215.0
175,01075,4579.0,9346.0
176,01077,2884.0,5279.0
177,01079,126.0,195.0
178,01080,862.0,1115.0
179,01081,714.0,1104.0
180,01082,3118.0,4866.0
181,01083,1017.0,1553.0
182,01084,16.0,75.0
183,01085,11685.0,21012.0
184,01086,35.0,57.0
185,01088,216.0,365.0
186,01089,8593.0,14917.0
187,01092,480.0,706.0
188,01093,105.0,196.0
189,01094,71.0,119.0
190,01095,3543.0,7666.0
191,01096,828.0,1425.0
192,01097,9.0,28.0
193,01098,388.0,721.0
194,01103,377.0,875.0
195,01104,6071.0,9402.0
196,01105,2482.0,3730.0
197,01106,2524.0,7101.0
198,01107,2481.0,3938.0
199,01108,6248.0,11637.0
200,01109,7031.0,11860.0
201,01118,3726.0,7232.0
202,01119,3316.0,5580.0
203,01128,680.0,1512.0
204,01129,1644.0,3008.0
205,01151,2519.0,4049.0
206,01199,0.0,0.0
207,01201,11653.0,21763.0
208,01220,2580.0,3917.0
209,01222,214.0,363.0
210,01223,710.0,1311.0
211,01224,58.0,103.0
212,01225,711.0,1545.0
213,01226,1588.0,3331.0
214,01229,6.0,13.0
215,01230,2452.0,4396.0
216,01235,956.0,1381.0
217,01236,556.0,948.0
218,01237,651.0,1286.0
219,01238,1778.0,3052.0
220,01240,1161.0,2001.0
221,01242,103.0,157.0
222,01243,51.0,162.0
223,01244,31.0,47.0
224,01245,113.0,340.0
225,01247,4474.0,7489.0
226,01253,238.0,392.0
227,01254,177.0,503.0
228,01255,239.0,421.0
229,01256,190.0,320.0
230,01257,619.0,981.0
231,01258,266.0,375.0
232,01259,115.0,292.0
233,01260,47.0,88.0
234,01262,217.0,429.0
235,01264,56.0,119.0
236,01266,339.0,693.0
237,01267,1196.0,3822.0
238,01270,264.0,540.0
239,01301,4881.0,8461.0
240,01330,419.0,932.0
241,01331,4158.0,6516.0
242,01337,707.0,1221.0
243,01338,81.0,86.0
244,01339,334.0,582.0
245,01340,532.0,924.0
246,01341,402.0,999.0
247,01342,273.0,618.0
248,01343,27.0,33.0
249,01344,378.0,641.0
250,01346,141.0,345.0
251,01347,36.0,97.0
252,01349,482.0,735.0
253,01350,30.0,46.0
254,01351,651.0,1522.0
255,01354,514.0,991.0
256,01355,380.0,586.0
257,01360,722.0,1667.0
258,01364,2187.0,3464.0
259,01366,358.0,587.0
260,01367,132.0,230.0
261,01368,400.0,760.0
262,01370,962.0,1827.0
263,01373,1139.0,2797.0
264,01375,977.0,2342.0
265,01376,1642.0,2314.0
266,01378,223.0,368.0
267,01379,191.0,397.0
268,01420,12625.0,19861.0
269,01430,1852.0,3354.0
270,01431,1032.0,1845.0
271,01432,2257.0,4659.0
272,01434,245.0,565.0
273,01436,820.0,1457.0
274,01438,176.0,295.0
275,01440,6012.0,9663.0
276,01450,2186.0,5790.0
277,01451,726.0,2194.0
278,01452,1624.0,2697.0
279,01453,12981.0,21932.0
280,01460,2069.0,5306.0
281,01462,3312.0,6086.0
282,01463,3118.0,6431.0
283,01464,1480.0,3116.0
284,01467,51.0,274.0
285,01468,1355.0,2588.0
286,01469,2136.0,4214.0
287,01473,2149.0,4038.0
288,01474,614.0,1012.0
289,01475,3498.0,5672.0
290,01501,3997.0,8196.0
291,01503,825.0,1794.0
292,01504,2844.0,5380.0
293,01505,1053.0,2600.0
294,01506,1034.0,1790.0
295,01507,3642.0,6704.0
296,01510,5084.0,8282.0
297,01515,676.0,1165.0
298,01516,2431.0,5053.0
299,01518,751.0,1751.0
300,01519,1862.0,4232.0
301,01520,3366.0,8566.0
302,01521,761.0,1308.0
303,01522,675.0,1492.0
304,01523,1850.0,3455.0
305,01524,2391.0,3867.0
306,01525,108.0,149.0
307,01527,3688.0,7447.0
308,01529,1005.0,1770.0
309,01531,357.0,602.0
310,01532,2985.0,8592.0
311,01534,1673.0,3242.0
312,01535,1667.0,2615.0
313,01536,1636.0,3549.0
314,01537,745.0,1406.0
315,01540,3260.0,6435.0
316,01541,786.0,1871.0
317,01542,560.0,1223.0
318,01543,2033.0,4488.0
319,01545,7688.0,19405.0
320,01550,5275.0,8135.0
321,01560,951.0,2351.0
322,01561,39.0,39.0
323,01562,3582.0,6098.0
324,01564,1509.0,4371.0
325,01566,1026.0,2816.0
326,01568,1560.0,4003.0
327,01569,4079.0,7999.0
328,01570,5154.0,8203.0
329,01571,3768.0,6132.0
330,01581,3430.0,9983.0
331,01583,1379.0,3237.0
332,01585,1505.0,2406.0
333,01588,2899.0,5729.0
334,01590,2842.0,5664.0
335,01602,6396.0,13050.0
336,01603,5844.0,8848.0
337,01604,10732.0,19446.0
338,01605,6849.0,12000.0
339,01606,5363.0,10852.0
340,01607,2394.0,4218.0
341,01608,1109.0,1964.0
342,01609,4676.0,9365.0
343,01610,6534.0,9695.0
344,01611,797.0,1286.0
345,01612,1306.0,2629.0
346,01701,7832.0,18966.0
347,01702,12816.0,21688.0
348,01718,133.0,417.0
349,01719,984.0,3200.0
350,01720,3086.0,11879.0
351,01721,4140.0,10392.0
352,01730,2096.0,7044.0
353,01731,199.0,417.0
354,01740,966.0,2734.0
355,01741,649.0,2333.0
356,01742,1926.0,7778.0
357,01745,173.0,353.0
358,01746,3113.0,8106.0
359,01747,1508.0,3065.0
360,01748,2947.0,9982.0
361,01749,5249.0,10834.0
362,01752,11980.0,22541.0
363,01754,2405.0,6233.0
364,01756,1942.0,3610.0
365,01757,8927.0,16165.0
366,01760,6704.0,19857.0
367,01770,445.0,2253.0
368,01772,1785.0,5128.0
369,01773,356.0,2223.0
370,01775,983.0,3591.0
371,01776,2716.0,9014.0
372,01778,2125.0,7119.0
373,01801,10590.0,22559.0
374,01803,6331.0,14969.0
375,01810,5414.0,18852.0
376,01821,9726.0,19404.0
377,01824,4915.0,13709.0
378,01826,9027.0,17050.0
379,01827,869.0,1913.0
380,01830,8211.0,13601.0
381,01832,6901.0,12337.0
382,01833,2180.0,4674.0
383,01834,1994.0,3811.0
384,01835,4458.0,7905.0
385,01840,1545.0,2054.0
386,01841,16992.0,22034.0
387,01843,8740.0,12526.0
388,01844,16343.0,27176.0
389,01845,6326.0,16485.0
390,01850,4318.0,7292.0
391,01851,9549.0,17279.0
392,01852,11014.0,18172.0
393,01854,8716.0,14424.0
394,01860,1818.0,3607.0
395,01862,2602.0,5598.0
396,01863,2275.0,5034.0
397,01864,3737.0,8727.0
398,01867,4328.0,13482.0
399,01876,9026.0,17316.0
400,01879,3580.0,6950.0
401,01880,6100.0,14899.0
402,01886,3962.0,12940.0
403,01887,6002.0,13139.0
404,01890,2899.0,10929.0
405,01901,558.0,1125.0
406,01902,15529.0,23144.0
407,01904,5774.0,9751.0
408,01905,8911.0,12554.0
409,01906,8466.0,15038.0
410,01907,2761.0,8038.0
411,01908,824.0,2023.0
412,01913,5327.0,10195.0
413,01915,10478.0,22847.0
414,01921,1411.0,4250.0
415,01922,656.0,1916.0
416,01923,7248.0,15259.0
417,01929,808.0,1915.0
418,01930,8610.0,15764.0
419,01937,27.0,27.0
420,01938,3164.0,7603.0
421,01940,3022.0,7035.0
422,01944,1055.0,2850.0
423,01945,3807.0,10715.0
424,01949,2328.0,4725.0
425,01950,3415.0,9387.0
426,01951,790.0,1975.0
427,01952,2813.0,5090.0
428,01960,15564.0,27686.0
429,01966,1543.0,3330.0
430,01969,1801.0,3769.0
431,01970,12745.0,24438.0
432,01982,1396.0,3947.0
433,01983,1007.0,3148.0
434,01984,1286.0,2745.0
435,01985,1041.0,2415.0
436,02019,4779.0,9646.0
437,02021,4934.0,12291.0
438,02025,1476.0,4108.0
439,02026,6439.0,14165.0
440,02030,636.0,2603.0
441,02032,769.0,2372.0
442,02035,4193.0,9289.0
443,02038,8154.0,18846.0
444,02043,3604.0,10849.0
445,02045,3370.0,6404.0
446,02047,38.0,112.0
447,02048,6481.0,13879.0
448,02050,7419.0,14527.0
449,02052,2009.0,6368.0
450,02053,3323.0,7543.0
451,02054,2187.0,4395.0
452,02056,1782.0,4865.0
453,02061,2393.0,5750.0
454,02062,7538.0,16742.0
455,02066,4177.0,10311.0
456,02067,2701.0,9786.0
457,02071,464.0,685.0
458,02072,8334.0,16068.0
459,02081,4452.0,10207.0
460,02090,2504.0,7817.0
461,02093,2785.0,6379.0
462,02108,517.0,2460.0
463,02109,726.0,2553.0
464,02110,151.0,1127.0
465,02111,1173.0,3667.0
466,02113,1699.0,6097.0
467,02114,1917.0,9052.0
468,02115,6090.0,13655.0
469,02116,3784.0,13729.0
470,02118,4852.0,14783.0
471,02119,7016.0,12180.0
472,02120,3267.0,7427.0
473,02121,8947.0,13671.0
474,02122,8777.0,13544.0
475,02124,17054.0,29324.0
476,02125,9393.0,18461.0
477,02126,8350.0,14420.0
478,02127,8990.0,25069.0
479,02128,18589.0,28059.0
480,02129,4382.0,12328.0
481,02130,6494.0,25188.0
482,02131,8696.0,19187.0
483,02132,6099.0,15795.0
484,02134,4405.0,12832.0
485,02135,10096.0,30682.0
486,02136,9856.0,18095.0
487,02138,4068.0,20735.0
488,02139,5185.0,24574.0
489,02140,3604.0,13358.0
490,02141,2118.0,8935.0
491,02142,359.0,2614.0
492,02143,4959.0,18401.0
493,02144,4304.0,18048.0
494,02145,8935.0,19011.0
495,02148,15471.0,32373.0
496,02149,16263.0,25597.0
497,02150,14461.0,20215.0
498,02151,19145.0,27700.0
499,02152,5752.0,10518.0
500,02155,15876.0,37538.0
501,02163,203.0,617.0
502,02169,15016.0,32370.0
503,02170,5786.0,11014.0
504,02171,5084.0,10493.0
505,02176,5415.0,15493.0
506,02180,5638.0,13463.0
507,02184,9251.0,20071.0
508,02186,5591.0,14636.0
509,02188,4928.0,8943.0
510,02189,4682.0,8718.0
511,02190,4795.0,9862.0
512,02191,2231.0,4485.0
513,02199,284.0,896.0
514,02203,0.0,0.0
515,02210,726.0,3460.0
516,02215,5326.0,13348.0
517,02301,18892.0,30240.0
518,02302,10700.0,16280.0
519,02322,1627.0,2676.0
520,02324,7585.0,14518.0
521,02330,3535.0,5736.0
522,02332,3337.0,7348.0
523,02333,4450.0,7813.0
524,02338,2358.0,4201.0
525,02339,3614.0,7455.0
526,02341,3407.0,6003.0
527,02343,3091.0,5759.0
528,02346,8079.0,13469.0
529,02347,3793.0,6450.0
530,02351,5029.0,9114.0
531,02356,2541.0,6561.0
532,02357,338.0,480.0
533,02359,4838.0,10377.0
534,02360,17581.0,31992.0
535,02364,4360.0,7641.0
536,02366,0.0,0.0
537,02367,823.0,1480.0
538,02368,10147.0,17979.0
539,02370,5814.0,9765.0
540,02375,3042.0,6221.0
541,02379,2332.0,3887.0
542,02382,5161.0,8368.0
543,02420,1299.0,7270.0
544,02421,1695.0,8803.0
545,02445,1926.0,12622.0
546,02446,3572.0,16508.0
547,02451,4694.0,10431.0
548,02452,3361.0,8303.0
549,02453,8593.0,18149.0
550,02457,506.0,744.0
551,02458,2042.0,6833.0
552,02459,2017.0,9554.0
553,02460,1668.0,5097.0
554,02461,653.0,3441.0
555,02462,249.0,673.0
556,02464,584.0,2111.0
557,02465,1837.0,6656.0
558,02466,1614.0,4674.0
559,02467,3383.0,10519.0
560,02468,381.0,2553.0
561,02472,7194.0,21849.0
562,02474,4614.0,16306.0
563,02476,2483.0,9373.0
564,02478,3422.0,13312.0
565,02481,2085.0,6745.0
566,02482,1217.0,5125.0
567,02492,2948.0,9789.0
568,02493,1390.0,4914.0
569,02494,1540.0,4913.0
570,02532,3874.0,7069.0
571,02534,181.0,432.0
572,02535,661.0,1066.0
573,02536,5652.0,9631.0
574,02537,1423.0,3189.0
575,02538,1376.0,2042.0
576,02539,1259.0,2155.0
577,02540,1517.0,3600.0
578,02542,55.0,149.0
579,02543,73.0,250.0
580,02553,0.0,0.0
581,02554,4003.0,6350.0
582,02556,355.0,1035.0
583,02557,1096.0,2314.0
584,02558,369.0,719.0
585,02559,850.0,1595.0
586,02561,96.0,199.0
587,02562,954.0,1706.0
588,02563,2855.0,5431.0
589,02564,40.0,69.0
590,02568,1490.0,2350.0
591,02571,3081.0,5246.0
592,02575,445.0,996.0
593,02576,1399.0,2306.0
594,02584,0.0,0.0
595,02601,5268.0,8257.0
596,02630,483.0,994.0
597,02631,2404.0,4551.0
598,02632,3367.0,5816.0
599,02633,952.0,1723.0
600,02635,572.0,1198.0
601,02637,25.0,74.0
602,02638,679.0,1397.0
603,02639,864.0,1567.0
604,02641,36.0,45.0
605,02642,1140.0,2060.0
606,02643,0.0,0.0
607,02644,1328.0,2304.0
608,02645,3087.0,4955.0
609,02646,405.0,774.0
610,02647,25.0,62.0
611,02648,2429.0,4166.0
612,02649,4252.0,7276.0
613,02650,112.0,245.0
614,02651,0.0,0.0
615,02652,156.0,448.0
616,02653,1038.0,2435.0
617,02655,838.0,1511.0
618,02657,911.0,1699.0
619,02659,222.0,456.0
620,02660,1766.0,3008.0
621,02663,12.0,44.0
622,02664,2718.0,4013.0
623,02666,39.0,166.0
624,02667,812.0,1527.0
625,02668,807.0,1594.0
626,02669,0.0,0.0
627,02670,237.0,533.0
628,02671,214.0,379.0
629,02672,109.0,118.0
630,02673,3123.0,4473.0
631,02675,1464.0,2736.0
632,02702,1463.0,2484.0
633,02703,13673.0,23862.0
634,02713,13.0,21.0
635,02715,1339.0,2306.0
636,02717,1514.0,2765.0
637,02718,1957.0,3541.0
638,02719,3943.0,7766.0
639,02720,8127.0,14271.0
640,02721,7441.0,10731.0
641,02723,4713.0,7187.0
642,02724,5074.0,7460.0
643,02725,866.0,1309.0
644,02726,4369.0,7903.0
645,02738,1142.0,2353.0
646,02739,1496.0,3226.0
647,02740,12237.0,19996.0
648,02743,3177.0,5506.0
649,02744,3427.0,4975.0
650,02745,8330.0,12950.0
651,02746,4396.0,5990.0
652,02747,6249.0,11175.0
653,02748,2836.0,5620.0
654,02760,8379.0,15213.0
655,02762,2596.0,4924.0
656,02763,320.0,845.0
657,02764,1163.0,2140.0
658,02766,5672.0,11111.0
659,02767,3995.0,7869.0
660,02769,3690.0,7149.0
661,02770,1298.0,2885.0
662,02771,4133.0,8341.0
663,02777,5476.0,8980.0
664,02779,2013.0,3710.0
665,02780,15997.0,25018.0
666,02790,4299.0,8338.0
667,02791,22.0,95.0
668,02802,96.0,304.0
669,02804,880.0,1222.0
670,02806,2607.0,7989.0
671,02807,304.0,509.0
672,02808,463.0,1094.0
673,02809,5467.0,10700.0
674,02812,190.0,638.0
675,02813,2322.0,4110.0
676,02814,2087.0,4308.0
677,02815,45.0,91.0
678,02816,10047.0,17606.0
679,02817,1678.0,3476.0
680,02818,3305.0,9549.0
681,02822,1866.0,3035.0
682,02825,2065.0,3467.0
683,02826,174.0,262.0
684,02827,644.0,1122.0
685,02828,1764.0,3481.0
686,02830,1602.0,3087.0
687,02831,937.0,1917.0
688,02832,1594.0,2728.0
689,02833,364.0,521.0
690,02835,1088.0,2426.0
691,02836,98.0,144.0
692,02837,802.0,1698.0
693,02838,783.0,1569.0
694,02839,709.0,1083.0
695,02840,5470.0,11144.0
696,02841,57.0,208.0
697,02842,4232.0,8180.0
698,02852,5470.0,11262.0
699,02857,2455.0,4408.0
700,02858,153.0,435.0
701,02859,3161.0,4709.0
702,02860,14940.0,24000.0
703,02861,9711.0,14273.0
704,02863,6488.0,8162.0
705,02864,9917.0,18750.0
706,02865,4576.0,9359.0
707,02871,4715.0,9007.0
708,02872,10.0,83.0
709,02873,56.0,88.0
710,02874,1248.0,3445.0
711,02875,162.0,340.0
712,02876,132.0,240.0
713,02878,4780.0,8408.0
714,02879,5039.0,10416.0
715,02881,2068.0,3032.0
716,02882,2843.0,6177.0
717,02885,3502.0,5947.0
718,02886,7554.0,15188.0
719,02888,5292.0,9815.0
720,02889,8266.0,14606.0
721,02891,6781.0,11925.0
722,02892,1364.0,3145.0
723,02893,10852.0,16358.0
724,02894,287.0,351.0
725,02895,13057.0,19847.0
726,02896,3616.0,6174.0
727,02898,404.0,672.0
728,02903,2181.0,5574.0
729,02904,8101.0,13815.0
730,02905,7599.0,12124.0
731,02906,4499.0,15076.0
732,02907,9366.0,13099.0
733,02908,9489.0,17383.0
734,02909,12809.0,19297.0
735,02910,7093.0,12450.0
736,02911,4160.0,7673.0
737,02912,323.0,532.0
738,02914,7399.0,10692.0
739,02915,4811.0,8557.0
740,02916,2466.0,5322.0
741,02917,3825.0,7087.0
742,02919,8950.0,14775.0
743,02920,9253.0,16755.0
744,02921,2857.0,6639.0
745,03031,2558.0,6089.0
746,03032,1624.0,3045.0
747,03033,1251.0,3208.0
748,03034,1234.0,2396.0
749,03036,1512.0,3176.0
750,03037,1281.0,2524.0
751,03038,11371.0,19372.0
752,03042,2670.0,3966.0
753,03043,457.0,849.0
754,03044,1681.0,2695.0
755,03045,3995.0,7539.0
756,03046,737.0,1551.0
757,03047,607.0,993.0
758,03048,1245.0,2013.0
759,03049,1170.0,4024.0
760,03051,8307.0,15891.0
761,03052,2431.0,4580.0
762,03053,7355.0,15054.0
763,03054,7030.0,14825.0
764,03055,4619.0,8141.0
765,03057,734.0,1498.0
766,03060,10493.0,15959.0
767,03062,6613.0,15297.0
768,03063,5140.0,9639.0
769,03064,4773.0,8068.0
770,03070,1699.0,3403.0
771,03071,1658.0,2819.0
772,03076,4041.0,7623.0
773,03077,3644.0,5826.0
774,03079,9551.0,17230.0
775,03082,467.0,928.0
776,03084,344.0,656.0
777,03086,1217.0,2028.0
778,03087,2697.0,7192.0
779,03101,694.0,1710.0
780,03102,11733.0,18471.0
781,03103,14084.0,20126.0
782,03104,9830.0,19038.0
783,03106,4445.0,8061.0
784,03109,3591.0,5804.0
785,03110,4507.0,11447.0
786,03215,46.0,122.0
787,03216,850.0,1312.0
788,03217,707.0,1052.0
789,03218,482.0,647.0
790,03220,2161.0,3837.0
791,03221,578.0,1173.0
792,03222,1895.0,3041.0
793,03223,909.0,1964.0
794,03224,612.0,1318.0
795,03225,1085.0,1963.0
796,03226,255.0,449.0
797,03227,196.0,570.0
798,03229,1513.0,3131.0
799,03230,475.0,678.0
800,03231,57.0,115.0
801,03233,53.0,144.0
802,03234,1316.0,2596.0
803,03235,3157.0,4615.0
804,03237,754.0,1134.0
805,03238,19.0,34.0
806,03240,459.0,668.0
807,03241,250.0,448.0
808,03242,1563.0,2632.0
809,03243,270.0,504.0
810,03244,2035.0,3797.0
811,03245,654.0,1201.0
812,03246,5319.0,8655.0
813,03249,1638.0,3767.0
814,03251,454.0,659.0
815,03253,1861.0,2785.0
816,03254,1101.0,2026.0
817,03255,537.0,1027.0
818,03256,722.0,1139.0
819,03257,762.0,1645.0
820,03258,802.0,1556.0
821,03259,110.0,188.0
822,03260,411.0,649.0
823,03261,1599.0,2558.0
824,03262,332.0,630.0
825,03263,1222.0,1862.0
826,03264,1880.0,3476.0
827,03266,655.0,1041.0
828,03268,402.0,694.0
829,03269,1042.0,1648.0
830,03273,137.0,218.0
831,03275,3994.0,6553.0
832,03276,3230.0,4710.0
833,03278,804.0,1527.0
834,03279,243.0,323.0
835,03280,346.0,570.0
836,03281,2617.0,5269.0
837,03282,287.0,507.0
838,03284,431.0,611.0
839,03285,1059.0,1572.0
840,03287,404.0,880.0
841,03290,1599.0,2787.0
842,03291,0.0,24.0
843,03293,41.0,50.0
844,03301,8431.0,16271.0
845,03303,4850.0,8749.0
846,03304,1874.0,4282.0
847,03307,1830.0,2868.0
848,03431,6414.0,12410.0
849,03440,992.0,1590.0
850,03441,36.0,43.0
851,03442,667.0,956.0
852,03443,74.0,153.0
853,03444,389.0,843.0
854,03445,198.0,388.0
855,03446,2138.0,3834.0
856,03447,821.0,1230.0
857,03448,251.0,391.0
858,03449,459.0,941.0
859,03450,193.0,455.0
860,03451,1287.0,2057.0
861,03452,2132.0,3096.0
862,03455,729.0,1284.0
863,03456,205.0,345.0
864,03457,179.0,369.0
865,03458,1911.0,3673.0
866,03461,1796.0,2856.0
867,03462,395.0,706.0
868,03464,305.0,574.0
869,03465,663.0,977.0
870,03466,492.0,865.0
871,03467,514.0,1110.0
872,03470,1745.0,2629.0
873,03561,2199.0,3234.0
874,03570,2552.0,3958.0
875,03574,750.0,1291.0
876,03575,3.0,52.0
877,03576,764.0,1313.0
878,03579,86.0,119.0
879,03580,290.0,679.0
880,03581,1015.0,1670.0
881,03582,549.0,827.0
882,03583,324.0,519.0
883,03584,1170.0,1767.0
884,03585,835.0,1265.0
885,03586,99.0,327.0
886,03588,565.0,843.0
887,03590,344.0,483.0
888,03592,365.0,544.0
889,03593,101.0,198.0
890,03595,273.0,384.0
891,03597,150.0,175.0
892,03598,1018.0,1581.0
893,03601,144.0,197.0
894,03602,695.0,1143.0
895,03603,1283.0,2088.0
896,03604,51.0,77.0
897,03605,225.0,387.0
898,03607,108.0,188.0
899,03608,699.0,1522.0
900,03609,156.0,339.0
901,03740,255.0,371.0
902,03741,1559.0,2513.0
903,03743,4357.0,6367.0
904,03745,370.0,761.0
905,03746,36.0,79.0
906,03748,1089.0,2590.0
907,03750,174.0,467.0
908,03751,155.0,217.0
909,03752,273.0,368.0
910,03753,651.0,1587.0
911,03754,25.0,25.0
912,03755,1399.0,4143.0
913,03765,137.0,319.0
914,03766,2660.0,5601.0
915,03768,184.0,780.0
916,03770,118.0,203.0
917,03771,276.0,427.0
918,03773,2807.0,4229.0
919,03774,524.0,877.0
920,03777,608.0,869.0
921,03779,226.0,433.0
922,03780,185.0,241.0
923,03781,502.0,1133.0
924,03782,682.0,1440.0
925,03784,869.0,2150.0
926,03785,838.0,1263.0
927,03801,5569.0,13167.0
928,03809,988.0,1848.0
929,03810,247.0,780.0
930,03811,2175.0,4126.0
931,03812,163.0,178.0
932,03813,980.0,1441.0
933,03814,730.0,929.0
934,03816,449.0,572.0
935,03817,331.0,473.0
936,03818,1117.0,1899.0
937,03819,1631.0,2606.0
938,03820,9185.0,18591.0
939,03823,546.0,1236.0
940,03824,5760.0,9201.0
941,03825,2703.0,5245.0
942,03826,708.0,1212.0
943,03827,798.0,1580.0
944,03830,485.0,765.0
945,03832,65.0,169.0
946,03833,5779.0,11938.0
947,03835,2410.0,3657.0
948,03836,301.0,575.0
949,03837,543.0,1005.0
950,03838,358.0,548.0
951,03839,1461.0,2168.0
952,03840,1141.0,2225.0
953,03841,1551.0,3319.0
954,03842,4371.0,8455.0
955,03844,556.0,1280.0
956,03845,443.0,833.0
957,03846,330.0,501.0
958,03847,81.0,267.0
959,03848,1953.0,3219.0
960,03849,452.0,737.0
961,03850,22.0,69.0
962,03851,1278.0,2256.0
963,03852,103.0,171.0
964,03853,88.0,183.0
965,03854,184.0,385.0
966,03855,815.0,1404.0
967,03856,618.0,1186.0
968,03857,2610.0,5882.0
969,03858,1667.0,3094.0
970,03860,1163.0,2392.0
