,migration_direction,year-month,tree_number,total_transitions,transitions_in_time_interval,proportion_transitions_in_time_interval,mig_per_lineage,mig_per_bl
0,South_King_County-to-North_King_County,2020-10,7,884,12,0.013574660633484163,1.8947368421052633,32.51968194453034
0,South_King_County-to-North_King_County,2022-01,7,884,88,0.09954751131221719,,37.41229764583844
0,South_King_County-to-North_King_County,2021-08,7,884,36,0.04072398190045249,,32.63975210468659
0,South_King_County-to-North_King_County,2020-11,7,884,13,0.014705882352941176,1.625,75.55544041801014
0,South_King_County-to-North_King_County,2022-02,7,884,70,0.07918552036199095,1.5909090909090908,41.77521116472126
0,South_King_County-to-North_King_County,2021-04,7,884,74,0.083710407239819,3.516831683168317,49.720675491289576
0,South_King_County-to-North_King_County,2020-05,7,884,18,0.020361990950226245,1.4594594594594594,14.85238694886703
0,North_King_County-to-South_King_County,2021-07,8,405,12,0.02962962962962963,,15.571385905393809
0,North_King_County-to-South_King_County,2020-08,8,405,2,0.0049382716049382715,,10.899152265676294
0,North_King_County-to-South_King_County,2022-03,8,405,0,0.0,0.0,0.0
0,North_King_County-to-South_King_County,2021-09,8,405,23,0.056790123456790124,2.3,32.50009874168644
0,North_King_County-to-South_King_County,2020-06,8,405,9,0.022222222222222223,0.45,7.30989070736076
0,North_King_County-to-South_King_County,2021-05,8,405,22,0.05432098765432099,1.8333333333333333,5.571519021100222
0,North_King_County-to-South_King_County,2021-03,8,405,23,0.056790123456790124,1.9166666666666667,4.6469115039802915
0,North_King_County-to-South_King_County,2020-07,8,405,14,0.0345679012345679,0.6885245901639344,32.02309612968106
0,North_King_County-to-South_King_County,2020-02,8,405,6,0.014814814814814815,2.571428571428571,18.97168031575152
0,North_King_County-to-South_King_County,2021-10,8,405,20,0.04938271604938271,1.3333333333333333,22.27799179807441
0,North_King_County-to-South_King_County,2020-04,8,405,16,0.03950617283950617,2.3414634146341466,17.221712277693168
0,North_King_County-to-South_King_County,2021-12,8,405,38,0.09382716049382717,2.533333333333333,11.264056634660948
0,North_King_County-to-South_King_County,2021-06,8,405,19,0.04691358024691358,0.6129032258064516,9.429848060964853
0,North_King_County-to-South_King_County,2020-12,8,405,8,0.019753086419753086,0.6153846153846154,19.52462706207136
0,North_King_County-to-South_King_County,2020-09,8,405,3,0.007407407407407408,0.15,7.915103350702284
0,North_King_County-to-South_King_County,2021-01,8,405,4,0.009876543209876543,0.6666666666666666,5.926491217384043
0,North_King_County-to-South_King_County,2020-03,8,405,27,0.06666666666666667,40.5,31.826411804783774
0,North_King_County-to-South_King_County,2021-02,8,405,9,0.022222222222222223,,8.596320135662932
0,North_King_County-to-South_King_County,2021-11,8,405,21,0.05185185185185185,1.3695652173913042,22.75796063247952
0,North_King_County-to-South_King_County,2020-10,8,405,7,0.01728395061728395,0.875,22.690062068723677
0,North_King_County-to-South_King_County,2022-01,8,405,33,0.08148148148148149,2.2,33.84714680039654
0,North_King_County-to-South_King_County,2021-08,8,405,16,0.03950617283950617,,27.80251078628137
0,North_King_County-to-South_King_County,2020-11,8,405,4,0.009876543209876543,0.2222222222222222,5.656464332864449
0,North_King_County-to-South_King_County,2022-02,8,405,20,0.04938271604938271,,25.12270001062141
0,North_King_County-to-South_King_County,2021-04,8,405,31,0.07654320987654321,2.5833333333333335,7.832289352012857
0,North_King_County-to-South_King_County,2020-05,8,405,15,0.037037037037037035,2.142857142857143,16.744313519430936
0,South_King_County-to-North_King_County,2021-07,8,563,14,0.02486678507992895,,14.231550163230136
0,South_King_County-to-North_King_County,2020-08,8,563,4,0.007104795737122558,,22.204329891207472
0,South_King_County-to-North_King_County,2022-03,8,563,3,0.0053285968028419185,,208.48624560823714
0,South_King_County-to-North_King_County,2021-09,8,563,26,0.046181172291296625,1.7333333333333334,29.768790521616857
0,South_King_County-to-North_King_County,2020-06,8,563,25,0.04440497335701599,1.9444444444444444,59.39559361364726
0,South_King_County-to-North_King_County,2021-05,8,563,45,0.07992895204262877,3.75,33.65513165157617
0,South_King_County-to-North_King_County,2021-03,8,563,48,0.0852575488454707,3.6389891696750905,40.54129910989205
0,South_King_County-to-North_King_County,2020-07,8,563,14,0.02486678507992895,1.0,38.47347657641516
0,South_King_County-to-North_King_County,2020-02,8,563,10,0.017761989342806393,3.3333333333333335,12.324864671068486
0,South_King_County-to-North_King_County,2021-10,8,563,24,0.04262877442273535,,35.1694300063704
0,South_King_County-to-North_King_County,2020-04,8,563,19,0.03374777975133215,2.7142857142857144,61.406355504629886
0,South_King_County-to-North_King_County,2021-12,8,563,59,0.10479573712255773,4.13,20.728550034947588
0,South_King_County-to-North_King_County,2021-06,8,563,28,0.0497335701598579,1.5555555555555556,30.93826842670582
0,South_King_County-to-North_King_County,2020-12,8,563,9,0.015985790408525755,,22.85895159524416
0,South_King_County-to-North_King_County,2020-09,8,563,4,0.007104795737122558,0.2,24.8716510385112
0,South_King_County-to-North_King_County,2021-01,8,563,5,0.008880994671403197,0.8333333333333334,20.578808866106527
0,South_King_County-to-North_King_County,2020-03,8,563,15,0.02664298401420959,30.0,13.250307087972645
0,South_King_County-to-North_King_County,2021-02,8,563,10,0.017761989342806393,1.25,26.032583170287435
0,South_King_County-to-North_King_County,2021-11,8,563,25,0.04440497335701599,1.6129032258064515,38.515345091234124
0,South_King_County-to-North_King_County,2020-10,8,563,9,0.015985790408525755,0.6923076923076923,21.318224552106894
0,South_King_County-to-North_King_County,2022-01,8,563,36,0.06394316163410302,2.4,32.45452999580545
0,South_King_County-to-North_King_County,2021-08,8,563,19,0.03374777975133215,,36.045716423215545
0,South_King_County-to-North_King_County,2020-11,8,563,8,0.014209591474245116,1.1428571428571428,37.31698265589257
0,South_King_County-to-North_King_County,2022-02,8,563,29,0.05150976909413854,,23.19863044232921
0,South_King_County-to-North_King_County,2021-04,8,563,56,0.0994671403197158,2.6486486486486487,32.92139443400918
0,South_King_County-to-North_King_County,2020-05,8,563,11,0.019538188277087035,0.8571428571428571,16.26532168421112
0,North_King_County-to-South_King_County,2021-07,9,576,23,0.03993055555555555,1.7692307692307692,18.92678225562377
0,North_King_County-to-South_King_County,2020-08,9,576,9,0.015625,0.5399999999999999,30.545779994623068
0,North_King_County-to-South_King_County,2022-03,9,576,0,0.0,0.0,0.0
0,North_King_County-to-South_King_County,2021-09,9,576,16,0.027777777777777776,0.8421052631578947,19.030040547504356
0,North_King_County-to-South_King_County,2020-06,9,576,19,0.03298611111111111,1.3711340206185567,12.664989626029808
0,North_King_County-to-South_King_County,2021-05,9,576,23,0.03993055555555555,5.75,5.861512111305453
0,North_King_County-to-South_King_County,2021-03,9,576,24,0.041666666666666664,3.111111111111111,4.885036745564002
0,North_King_County-to-South_King_County,2020-07,9,576,12,0.020833333333333332,0.6857142857142857,17.614993347429877
0,North_King_County-to-South_King_County,2020-02,9,576,3,0.005208333333333333,1.5,33.703561745779254
0,North_King_County-to-South_King_County,2021-10,9,576,21,0.036458333333333336,1.2857142857142858,23.447204446461523
0,North_King_County-to-South_King_County,2020-04,9,576,35,0.06076388888888889,6.5625,40.50080348420894
0,North_King_County-to-South_King_County,2021-12,9,576,46,0.0798611111111111,,15.128269362403886
0,North_King_County-to-South_King_County,2021-06,9,576,18,0.03125,1.565217391304348,8.964414819676689
0,North_King_County-to-South_King_County,2020-12,9,576,10,0.017361111111111112,,22.691988137779024
0,North_King_County-to-South_King_County,2020-09,9,576,6,0.010416666666666666,0.8571428571428571,19.903054678706177
0,North_King_County-to-South_King_County,2021-01,9,576,15,0.026041666666666668,1.6666666666666667,16.16764071927575
0,North_King_County-to-South_King_County,2020-03,9,576,44,0.0763888888888889,16.8,76.11977507251176
0,North_King_County-to-South_King_County,2021-02,9,576,20,0.034722222222222224,1.2307692307692308,16.71825894805383
0,North_King_County-to-South_King_County,2021-11,9,576,31,0.05381944444444445,2.3846153846153846,20.85812269935779
0,North_King_County-to-South_King_County,2020-10,9,576,7,0.012152777777777778,1.75,21.36502147330237
0,North_King_County-to-South_King_County,2022-01,9,576,37,0.0642361111111111,,30.599685063558212
0,North_King_County-to-South_King_County,2021-08,9,576,22,0.03819444444444445,,35.01380027782669
0,North_King_County-to-South_King_County,2020-11,9,576,12,0.020833333333333332,1.7142857142857142,16.342181164179127
0,North_King_County-to-South_King_County,2022-02,9,576,34,0.059027777777777776,,32.45423609787651
0,North_King_County-to-South_King_County,2021-04,9,576,46,0.0798611111111111,3.7704918032786887,11.117175063824266
0,North_King_County-to-South_King_County,2020-05,9,576,42,0.07291666666666667,3.714285714285714,40.49210976270483
0,South_King_County-to-North_King_County,2021-07,9,735,23,0.031292517006802724,1.6829268292682928,27.74833054768045
0,South_King_County-to-North_King_County,2020-08,9,735,11,0.014965986394557823,0.6875,27.404944605590877
0,South_King_County-to-North_King_County,2022-03,9,735,3,0.004081632653061225,,105.31043298207337
0,South_King_County-to-North_King_County,2021-09,9,735,28,0.0380952380952381,1.696969696969697,43.63225621627658
0,South_King_County-to-North_King_County,2020-06,9,735,37,0.050340136054421766,2.276923076923077,61.65061228528718
0,South_King_County-to-North_King_County,2021-05,9,735,62,0.08435374149659863,6.358974358974359,58.97803437078363
0,South_King_County-to-North_King_County,2021-03,9,735,53,0.07210884353741497,5.559440559440559,54.41892088691633
0,South_King_County-to-North_King_County,2020-07,9,735,19,0.02585034013605442,1.1094890510948905,66.14412412293537
0,South_King_County-to-North_King_County,2020-02,9,735,4,0.005442176870748299,0.4137931034482759,3.5312050721682122
0,South_King_County-to-North_King_County,2021-10,9,735,22,0.029931972789115645,1.3333333333333333,46.44709179177375
0,South_King_County-to-North_King_County,2020-04,9,735,35,0.047619047619047616,7.074468085106383,30.51715080105858
0,South_King_County-to-North_King_County,2021-12,9,735,61,0.08299319727891157,3.05,22.86778939533126
0,South_King_County-to-North_King_County,2021-06,9,735,30,0.04081632653061224,2.3076923076923075,24.605925357018176
0,South_King_County-to-North_King_County,2020-12,9,735,13,0.017687074829931974,,35.163651143165325
0,South_King_County-to-North_King_County,2020-09,9,735,5,0.006802721088435374,,17.43842702440524
0,South_King_County-to-North_King_County,2021-01,9,735,18,0.024489795918367346,1.4594594594594594,53.54926193959312
0,South_King_County-to-North_King_County,2020-03,9,735,25,0.034013605442176874,8.0,20.65161954473565
0,South_King_County-to-North_King_County,2021-02,9,735,23,0.031292517006802724,1.5862068965517242,38.196835267897406
0,South_King_County-to-North_King_County,2021-11,9,735,40,0.05442176870748299,2.7586206896551726,31.703496056954243
0,South_King_County-to-North_King_County,2020-10,9,735,7,0.009523809523809525,0.875,18.040018689558288
0,South_King_County-to-North_King_County,2022-01,9,735,46,0.06258503401360545,,37.6993086400623
0,South_King_County-to-North_King_County,2021-08,9,735,23,0.031292517006802724,,35.34251145206788
0,South_King_County-to-North_King_County,2020-11,9,735,14,0.01904761904761905,2.8,46.28283016360592
0,South_King_County-to-North_King_County,2022-02,9,735,44,0.05986394557823129,,28.869723452339045
0,South_King_County-to-North_King_County,2021-04,9,735,64,0.08707482993197278,6.233766233766233,33.31240979032033
0,South_King_County-to-North_King_County,2020-05,9,735,22,0.029931972789115645,2.0,17.772418007518596
0,North_King_County-to-South_King_County,2021-07,10,581,28,0.04819277108433735,,28.753031904145583
0,North_King_County-to-South_King_County,2020-08,10,581,8,0.013769363166953529,0.34782608695652173,35.26364582767522
0,North_King_County-to-South_King_County,2022-03,10,581,0,0.0,0.0,0.0
0,North_King_County-to-South_King_County,2021-09,10,581,34,0.058519793459552494,1.5454545454545454,27.76236820420178
0,North_King_County-to-South_King_County,2020-06,10,581,10,0.01721170395869191,0.5263157894736842,11.456586503384178
0,North_King_County-to-South_King_County,2021-05,10,581,22,0.0378657487091222,0.822429906542056,5.6461254300886194
0,North_King_County-to-South_King_County,2021-03,10,581,38,0.06540447504302926,2.043010752688172,7.6157339622401095
0,North_King_County-to-South_King_County,2020-07,10,581,18,0.03098106712564544,1.0434782608695652,25.913863902820367
0,North_King_County-to-South_King_County,2020-02,10,581,4,0.0068846815834767644,,11.677368679233409
0,North_King_County-to-South_King_County,2021-10,10,581,27,0.04647160068846816,,31.32822492708078
0,North_King_County-to-South_King_County,2020-04,10,581,19,0.03270223752151463,2.4782608695652173,17.450957122036602
0,North_King_County-to-South_King_County,2021-12,10,581,33,0.05679862306368331,,9.580926356918127
0,North_King_County-to-South_King_County,2021-06,10,581,21,0.03614457831325301,2.3333333333333335,10.47358493253992
0,North_King_County-to-South_King_County,2020-12,10,581,10,0.01721170395869191,0.6666666666666666,21.542015764777023
0,North_King_County-to-South_King_County,2020-09,10,581,5,0.008605851979345954,,16.367128538356642
0,North_King_County-to-South_King_County,2021-01,10,581,14,0.024096385542168676,0.9722222222222222,13.599785548597316
0,North_King_County-to-South_King_County,2020-03,10,581,35,0.060240963855421686,inf,80.69521645565113
0,North_King_County-to-South_King_County,2021-02,10,581,12,0.020654044750430294,0.631578947368421,11.1065494488411
0,North_King_County-to-South_King_County,2021-11,10,581,27,0.04647160068846816,,19.73259653199492
0,North_King_County-to-South_King_County,2020-10,10,581,3,0.0051635111876075735,0.75,11.63913763301656
0,North_King_County-to-South_King_County,2022-01,10,581,44,0.0757314974182444,,23.70718996966698
0,North_King_County-to-South_King_County,2021-08,10,581,38,0.06540447504302926,,41.06811251197402
0,North_King_County-to-South_King_County,2020-11,10,581,6,0.010327022375215147,,10.12300662800696
0,North_King_County-to-South_King_County,2022-02,10,581,53,0.09122203098106713,2.789473684210526,56.28326809727843
0,North_King_County-to-South_King_County,2021-04,10,581,40,0.06884681583476764,2.1052631578947367,8.562857834287817
0,North_King_County-to-South_King_County,2020-05,10,581,29,0.04991394148020654,3.3461538461538463,24.52921329941378
0,South_King_County-to-North_King_County,2021-07,10,784,29,0.036989795918367346,3.2222222222222223,26.35359845238954
0,South_King_County-to-North_King_County,2020-08,10,784,9,0.011479591836734694,0.6428571428571429,52.85482829417117
0,South_King_County-to-North_King_County,2022-03,10,784,6,0.007653061224489796,,849.1461290794779
0,South_King_County-to-North_King_County,2021-09,10,784,41,0.05229591836734694,1.3225806451612903,31.655854356818445
0,South_King_County-to-North_King_County,2020-06,10,784,33,0.042091836734693876,3.8823529411764706,71.77237959342206
0,South_King_County-to-North_King_County,2021-05,10,784,61,0.0778061224489796,3.8125,52.40961206947155
0,South_King_County-to-North_King_County,2021-03,10,784,55,0.07015306122448979,2.7191011235955056,36.70254734098978
0,South_King_County-to-North_King_County,2020-07,10,784,22,0.02806122448979592,1.736842105263158,37.39222786444888
0,South_King_County-to-North_King_County,2020-02,10,784,13,0.016581632653061226,inf,12.739293967302537
0,South_King_County-to-North_King_County,2021-10,10,784,35,0.044642857142857144,,43.61618935955789
0,South_King_County-to-North_King_County,2020-04,10,784,23,0.029336734693877552,2.5555555555555554,39.71690010312416
0,South_King_County-to-North_King_County,2021-12,10,784,68,0.08673469387755102,,33.4652448050664
0,South_King_County-to-North_King_County,2021-06,10,784,36,0.04591836734693878,4.0,39.81836320928558
0,South_King_County-to-North_King_County,2020-12,10,784,11,0.01403061224489796,,31.721963378547148
0,South_King_County-to-North_King_County,2020-09,10,784,5,0.006377551020408163,,30.17614728977534
0,South_King_County-to-North_King_County,2021-01,10,784,21,0.026785714285714284,1.651685393258427,72.72546024133511
0,South_King_County-to-North_King_County,2020-03,10,784,16,0.02040816326530612,inf,13.123924521637498
0,South_King_County-to-North_King_County,2021-02,10,784,13,0.016581632653061226,1.4444444444444444,29.284825285528303
0,South_King_County-to-North_King_County,2021-11,10,784,37,0.047193877551020405,,58.418027197627346
0,South_King_County-to-North_King_County,2020-10,10,784,6,0.007653061224489796,1.5,22.53831978440727
0,South_King_County-to-North_King_County,2022-01,10,784,61,0.0778061224489796,3.05,46.21127842786507
0,South_King_County-to-North_King_County,2021-08,10,784,33,0.042091836734693876,1.736842105263158,31.1642575427116
0,South_King_County-to-North_King_County,2020-11,10,784,12,0.015306122448979591,3.0,48.08087208750726
0,South_King_County-to-North_King_County,2022-02,10,784,51,0.06505102040816327,1.6451612903225807,25.170450560563488
0,South_King_County-to-North_King_County,2021-04,10,784,70,0.08928571428571429,3.063457330415755,41.10263564179955
0,South_King_County-to-North_King_County,2020-05,10,784,12,0.015306122448979591,0.631578947368421,9.406089004369111
0,North_King_County-to-South_King_County,2021-07,11,815,16,0.0196319018404908,0.9411764705882353,14.461013406081724
0,North_King_County-to-South_King_County,2020-08,11,815,6,0.007361963190184049,1.8461538461538463,22.512824512961878
0,North_King_County-to-South_King_County,2022-03,11,815,0,0.0,0.0,0.0
0,North_King_County-to-South_King_County,2021-09,11,815,28,0.0343558282208589,1.4736842105263157,28.105216310317765
0,North_King_County-to-South_King_County,2020-06,11,815,68,0.0834355828220859,3.720605355064028,54.86861779038224
0,North_King_County-to-South_King_County,2021-05,11,815,39,0.04785276073619632,0.9798994974874372,11.149104880429698
0,North_King_County-to-South_King_County,2021-03,11,815,29,0.03558282208588957,0.44178454842219805,5.211666711039078
0,North_King_County-to-South_King_County,2020-07,11,815,19,0.023312883435582823,1.2337662337662338,30.95621735946429
0,North_King_County-to-South_King_County,2020-02,11,815,7,0.008588957055214725,0.9130434782608695,35.9883000392361
0,North_King_County-to-South_King_County,2021-10,11,815,24,0.029447852760736196,,22.480085534497317
0,North_King_County-to-South_King_County,2020-04,11,815,71,0.08711656441717791,5.2339743589743595,47.433247606567214
0,North_King_County-to-South_King_County,2021-12,11,815,37,0.04539877300613497,1.48,8.957097448232972
0,North_King_County-to-South_King_County,2021-06,11,815,27,0.033128834355828224,1.6199999999999999,14.573562522653706
0,North_King_County-to-South_King_County,2020-12,11,815,36,0.044171779141104296,2.769230769230769,59.82858120901174
0,North_King_County-to-South_King_County,2020-09,11,815,0,0.0,0.0,0.0
0,North_King_County-to-South_King_County,2021-01,11,815,47,0.05766871165644172,3.4223300970873787,57.0580691134943
0,North_King_County-to-South_King_County,2020-03,11,815,52,0.0638036809815951,8.032520325203253,73.3261979660152
0,North_King_County-to-South_King_County,2021-02,11,815,31,0.03803680981595092,1.75,19.67053098569414
0,North_King_County-to-South_King_County,2021-11,11,815,39,0.04785276073619632,2.0,30.7705150183728
0,North_King_County-to-South_King_County,2020-10,11,815,3,0.0036809815950920245,0.6,13.473476474178138
0,North_King_County-to-South_King_County,2022-01,11,815,25,0.03067484662576687,1.25,24.979973054894202
0,North_King_County-to-South_King_County,2021-08,11,815,28,0.0343558282208589,1.8666666666666667,63.137311455912894
0,North_King_County-to-South_King_County,2020-11,11,815,21,0.025766871165644172,4.2,32.279513767723486
0,North_King_County-to-South_King_County,2022-02,11,815,21,0.025766871165644172,1.105263157894737,27.861665186511242
0,North_King_County-to-South_King_County,2021-04,11,815,44,0.053987730061349694,0.5585331452750353,11.000208749076455
0,North_King_County-to-South_King_County,2020-05,11,815,96,0.11779141104294479,4.381208053691275,70.18141975681951
0,South_King_County-to-North_King_County,2021-07,11,944,18,0.019067796610169493,1.0909090909090908,22.592692628584427
0,South_King_County-to-North_King_County,2020-08,11,944,5,0.005296610169491525,0.576923076923077,37.12499795405777
0,South_King_County-to-North_King_County,2022-03,11,944,3,0.0031779661016949155,0.23076923076923078,207.8455368328372
0,South_King_County-to-North_King_County,2021-09,11,944,38,0.04025423728813559,1.9487179487179487,43.93696013491156
0,South_King_County-to-North_King_County,2020-06,11,944,86,0.09110169491525423,3.2841423948220068,53.771375307926434
0,South_King_County-to-North_King_County,2021-05,11,944,58,0.0614406779661017,1.0666666666666667,32.16148451275958
0,South_King_County-to-North_King_County,2021-03,11,944,59,0.0625,1.0455696202531646,63.292904198401665
0,South_King_County-to-North_King_County,2020-07,11,944,18,0.019067796610169493,1.0909090909090908,22.49820541919348
0,South_King_County-to-North_King_County,2020-02,11,944,8,0.00847457627118644,2.0,11.68766614500393
0,South_King_County-to-North_King_County,2021-10,11,944,20,0.0211864406779661,0.6666666666666666,38.148241956819014
0,South_King_County-to-North_King_County,2020-04,11,944,83,0.08792372881355932,6.72972972972973,64.62091136146701
0,South_King_County-to-North_King_County,2021-12,11,944,77,0.0815677966101695,3.948717948717949,32.74860118576791
0,South_King_County-to-North_King_County,2021-06,11,944,36,0.038135593220338986,1.9816513761467889,28.0466203928342
0,South_King_County-to-North_King_County,2020-12,11,944,29,0.03072033898305085,2.0714285714285716,38.43154243846274
0,South_King_County-to-North_King_County,2020-09,11,944,1,0.001059322033898305,1.0,14.59565011847933
0,South_King_County-to-North_King_County,2021-01,11,944,42,0.04449152542372881,3.269461077844311,41.02633116230816
0,South_King_County-to-North_King_County,2020-03,11,944,32,0.03389830508474576,3.320754716981132,19.24055074562984
0,South_King_County-to-North_King_County,2021-02,11,944,40,0.0423728813559322,1.696113074204947,53.75385211065198
0,South_King_County-to-North_King_County,2021-11,11,944,39,0.0413135593220339,1.95,33.7170644085356
0,South_King_County-to-North_King_County,2020-10,11,944,5,0.005296610169491525,1.0,15.366290800602023
0,South_King_County-to-North_King_County,2022-01,11,944,38,0.04025423728813559,1.52,42.598365365529354
0,South_King_County-to-North_King_County,2021-08,11,944,20,0.0211864406779661,1.3333333333333333,24.7840189179564
0,South_King_County-to-North_King_County,2020-11,11,944,23,0.024364406779661018,4.6,68.96725934535934
0,South_King_County-to-North_King_County,2022-02,11,944,27,0.028601694915254237,,23.419766891118627
0,South_King_County-to-North_King_County,2021-04,11,944,67,0.07097457627118645,0.9613225202744853,36.149822794145
0,South_King_County-to-North_King_County,2020-05,11,944,71,0.07521186440677965,3.2436548223350252,31.80777446941247
0,North_King_County-to-South_King_County,2021-07,12,479,27,0.05636743215031315,2.076923076923077,28.97956254718791
0,North_King_County-to-South_King_County,2020-08,12,479,9,0.018789144050104383,0.6792452830188679,37.33524798148247
0,North_King_County-to-South_King_County,2022-03,12,479,1,0.0020876826722338203,,53.159411617782204
0,North_King_County-to-South_King_County,2021-09,12,479,24,0.05010438413361169,0.9230769230769231,28.47047121823026
0,North_King_County-to-South_King_County,2020-06,12,479,14,0.029227557411273485,0.7590361445783134,15.966810723641693
0,North_King_County-to-South_King_County,2021-05,12,479,27,0.05636743215031315,0.984375,6.638295907198133
0,North_King_County-to-South_King_County,2021-03,12,479,25,0.05219206680584551,2.293577981651376,5.30999085087426
0,North_King_County-to-South_King_County,2020-07,12,479,12,0.025052192066805846,0.7142857142857143,14.668677519770473
0,North_King_County-to-South_King_County,2020-02,12,479,11,0.022964509394572025,inf,79.0116655328793
0,North_King_County-to-South_King_County,2021-10,12,479,25,0.05219206680584551,1.1904761904761905,26.08820203690428
0,North_King_County-to-South_King_County,2020-04,12,479,13,0.027139874739039668,1.3829787234042552,20.661444610021174
0,North_King_County-to-South_King_County,2021-12,12,479,21,0.04384133611691023,0.40384615384615385,6.550412841952081
0,North_King_County-to-South_King_County,2021-06,12,479,25,0.05219206680584551,1.0,15.717894052012706
0,North_King_County-to-South_King_County,2020-12,12,479,10,0.020876826722338204,1.4285714285714286,23.383860321560565
0,North_King_County-to-South_King_County,2020-09,12,479,2,0.0041753653444676405,0.4444444444444444,10.951601950755299
0,North_King_County-to-South_King_County,2021-01,12,479,5,0.010438413361169102,1.0,6.390227748979546
0,North_King_County-to-South_King_County,2020-03,12,479,26,0.054279749478079335,9.043478260869565,46.01533661851067
0,North_King_County-to-South_King_County,2021-02,12,479,12,0.025052192066805846,0.9230769230769231,10.803850602881763
