start_date	poi_geo	visitor_state	sum_visits
2018-01-15	South King	NE	977.8398616824659
2018-01-15	South King	NH	279.38281762356166
2018-01-15	South King	NJ	3911.3594467298635
2018-01-15	South King	NM	733.3798962618494
2018-01-15	South King	NV	11629.309783580755
2018-01-15	South King	NY	8451.33023311274
2018-01-15	South King	OH	5028.89071722411
2018-01-15	South King	OK	2235.0625409884933
2018-01-15	South King	OR	39253.285876110414
2018-01-15	South King	PA	3631.9766291063015
2018-01-15	South King	RI	139.69140881178083
2018-01-15	South King	SC	2549.368210815
2018-01-15	South King	SD	1292.1455315089727
2018-01-15	South King	TN	3841.513742323973
2018-01-15	South King	TX	26785.827639658975
2018-01-15	South King	UT	8137.024563286233
2018-01-15	South King	VA	5517.810648065343
2018-01-15	South King	VT	873.0713050736301
2018-01-15	South King	WA	935024.444881655
2018-01-15	South King	WI	5028.89071722411
2018-01-15	South King	WV	139.69140881178083
2018-01-15	South King	WY	1501.682644726644
2018-01-22	North King	DC	9806.219969952066
2018-01-22	North King	DE	435.8319986645363
2018-01-22	North King	FL	46706.66252354947
2018-01-22	North King	GA	17288.002613693272
2018-01-22	North King	HI	29491.298576300287
2018-01-22	North King	IA	2832.907991319486
2018-01-22	North King	ID	20702.019936565473
2018-01-22	North King	IL	26295.197252760358
2018-01-22	North King	IN	6029.009314859419
2018-01-22	North King	KS	3377.697989650156
2018-01-22	North King	KY	3958.807321202871
2018-01-22	North King	LA	3341.3786564281118
2018-01-22	North King	MA	13365.514625712447
2018-01-22	North King	MD	9551.984637397754
2018-01-22	North King	ME	1198.5379963274747
2018-01-22	North King	MI	12857.04396060382
2018-01-22	North King	MN	12530.169961605417
2018-01-22	North King	MO	7082.269978298715
2018-01-22	North King	MS	2033.8826604345027
2018-01-22	North King	MT	8861.917306178904
2018-01-22	North King	NC	12748.085960937686
2018-01-22	North King	ND	944.302663773162
2018-01-22	North King	NE	1598.0506617699664
2018-01-22	North King	NH	2033.8826604345027
2018-01-22	North King	NJ	9624.623303841843
2018-01-22	North King	NM	3559.2946557603796
2018-01-22	North King	NV	34031.21522905587
2018-01-22	North King	NY	35810.86255693607
2018-01-22	North King	OH	13074.959959936088
2018-01-22	North King	OK	6319.563980635776
2018-01-22	North King	OR	81500.58375026828
2018-01-22	North King	PA	13438.153292156536
2018-01-22	North King	PR	435.8319986645363
2018-01-22	North King	RI	1162.21866310543
2018-01-22	North King	SC	2796.588658097441
2018-01-22	North King	SD	581.109331552715
2018-01-22	North King	TN	7554.421310185296
2018-01-22	North King	TX	61016.47981303508
2018-01-22	North King	UT	15798.90995158944
2018-01-22	North King	VA	14055.581956931295
2018-01-22	North King	VT	145.27733288817876
2018-01-22	North King	WA	1554866.9745689551
2018-01-22	North King	WI	10786.841966947273
2018-01-22	North King	WV	1307.4959959936089
2018-01-22	North King	WY	871.6639973290726
2018-01-22	South King	DC	1380.1346624376984
2018-01-22	South King	DE	290.5546657763575
2018-01-22	South King	FL	17651.195945913718
2018-01-22	South King	GA	8970.875305845038
2018-01-22	South King	HI	7409.143977297117
2018-01-22	South King	IA	1598.0506617699664
2018-01-22	South King	ID	9551.984637397754
2018-01-22	South King	IL	8789.278639734815
2018-01-22	South King	IN	3559.2946557603796
2018-01-22	South King	KS	2288.1179929888153
2018-01-22	South King	KY	2070.2019936565475
2018-01-22	South King	LA	3014.5046574297094
2018-01-22	South King	MA	1743.3279946581451
2018-01-22	South King	MD	1888.605327546324
2018-01-22	South King	ME	472.151331886581
2018-01-22	South King	MI	5520.538649750793
2018-01-22	South King	MN	6029.009314859419
2018-01-22	South King	MO	5956.370648415329
2018-01-22	South King	MS	1016.9413302172513
2018-01-22	South King	MT	3813.5299883146927
2018-01-22	South King	NC	4757.8326520878545
2018-01-22	South King	ND	726.3866644408938
2018-01-22	South King	NE	1634.369994992011
2018-01-22	South King	NH	290.5546657763575
2018-01-22	South King	NJ	2905.5466577635752
2018-01-22	South King	NM	1452.7733288817876
2018-01-22	South King	NV	10605.24530083705
2018-01-22	South King	NY	9116.152638733218
2018-01-22	South King	OH	5738.454649083061
2018-01-22	South King	OK	2251.798659766771
2018-01-22	South King	OR	39951.266544249156
2018-01-22	South King	PA	5048.387317864212
2018-01-22	South King	PR	290.5546657763575
2018-01-22	South King	RI	145.27733288817876
2018-01-22	South King	SC	1924.9246607683685
2018-01-22	South King	SD	653.7479979968044
2018-01-22	South King	TN	3886.168654758782
2018-01-22	South King	TX	29273.38257696802
2018-01-22	South King	UT	8280.80797462619
2018-01-22	South King	VA	7154.908644742804
2018-01-22	South King	VT	472.151331886581
2018-01-22	South King	WA	952692.4297474542
2018-01-22	South King	WI	3232.4206567619776
2018-01-22	South King	WV	617.4286647747597
2018-01-22	South King	WY	435.8319986645363
2018-01-29	North King	DC	3794.5236411842684
2018-01-29	North King	DE	465.3661069376933
2018-01-29	North King	FL	44889.93062306672
2018-01-29	North King	GA	13531.414494034467
2018-01-29	North King	HI	22301.77574016792
2018-01-29	North King	IA	5154.824569155988
2018-01-29	North King	ID	18435.657313300926
2018-01-29	North King	IL	25988.907202828104
2018-01-29	North King	IN	8662.969067609367
2018-01-29	North King	KS	3329.1575342465753
2018-01-29	North King	KY	5190.621961997348
2018-01-29	North King	LA	4045.1053910737955
2018-01-29	North King	MA	9020.942996022977
2018-01-29	North King	MD	9056.740388864338
2018-01-29	North King	ME	1252.9087494476357
2018-01-29	North King	MI	11920.531816173221
2018-01-29	North King	MN	8698.766460450728
2018-01-29	North King	MO	8054.413389306231
2018-01-29	North King	MS	1288.706142288997
2018-01-29	North King	MT	10166.45956694653
2018-01-29	North King	NC	11741.544851966415
2018-01-29	North King	ND	3257.5627485638533
2018-01-29	North King	NE	715.9478568272204
2018-01-29	North King	NH	1789.8696420680512
2018-01-29	North King	NJ	11347.773530711445
2018-01-29	North King	NM	2613.2096774193546
2018-01-29	North King	NV	30928.947414935923
2018-01-29	North King	NY	29962.417808219176
2018-01-29	North King	OH	10739.217852408306
2018-01-29	North King	OK	3722.9288555015464
2018-01-29	North King	OR	75425.10671674767
2018-01-29	North King	PA	16824.77463543968
2018-01-29	North King	PR	286.3791427308882
2018-01-29	North King	RI	1431.895713654441
2018-01-29	North King	SC	2434.2227132125495
2018-01-29	North King	SD	1073.9217852408308
2018-01-29	North King	TN	7231.0733539549265
2018-01-29	North King	TX	63468.777507733095
2018-01-29	North King	UT	11562.55788775961
2018-01-29	North King	VA	13781.996243923993
2018-01-29	North King	VT	1002.3269995581087
2018-01-29	North King	WA	1776051.8484312857
2018-01-29	North King	WI	8913.550817498895
2018-01-29	North King	WV	572.7582854617764
2018-01-29	North King	WY	715.9478568272204
2018-01-29	South King	DC	286.3791427308882
2018-01-29	South King	FL	18614.644277507734
2018-01-29	South King	GA	7445.857711003093
2018-01-29	South King	HI	9880.080424215643
2018-01-29	South King	IA	1038.1243923994698
2018-01-29	South King	ID	11777.342244807776
2018-01-29	South King	IL	7911.223817940786
2018-01-29	South King	IN	5799.177640300486
2018-01-29	South King	KS	2649.007070260716
2018-01-29	South King	KY	2291.0331418471055
2018-01-29	South King	LA	715.9478568272204
2018-01-29	South King	MA	3257.5627485638533
2018-01-29	South King	MD	2076.2487847989396
2018-01-29	South King	ME	143.1895713654441
2018-01-29	South King	MI	7195.275961113566
2018-01-29	South King	MN	4295.687140963323
2018-01-29	South King	MO	5834.975033141847
2018-01-29	South King	MS	859.1374281926646
2018-01-29	South King	MT	5190.621961997348
2018-01-29	South King	NC	4582.066283694211
2018-01-29	South King	ND	286.3791427308882
2018-01-29	South King	NE	715.9478568272204
2018-01-29	South King	NH	715.9478568272204
2018-01-29	South King	NJ	3722.9288555015464
2018-01-29	South King	NM	1467.6931064958019
2018-01-29	South King	NV	14068.375386654883
2018-01-29	South King	NY	8340.792532037118
2018-01-29	South King	OH	11097.191780821917
2018-01-29	South King	OK	2291.0331418471055
2018-01-29	South King	OR	38482.1973044631
2018-01-29	South King	PA	4725.255855059655
2018-01-29	South King	PR	429.5687140963323
2018-01-29	South King	SC	1467.6931064958019
2018-01-29	South King	SD	286.3791427308882
2018-01-29	South King	TN	3615.5366769774632
2018-01-29	South King	TX	23375.69752540875
2018-01-29	South King	UT	7803.831639416703
2018-01-29	South King	VA	6049.759390190013
2018-01-29	South King	VT	715.9478568272204
2018-01-29	South King	WA	1062323.4299602297
2018-01-29	South King	WI	1897.2618205921342
2018-01-29	South King	WV	143.1895713654441
2018-01-29	South King	WY	715.9478568272204
2018-02-05	North King	DC	2305.1415461681686
2018-02-05	North King	DE	126.3091258174339
2018-02-05	North King	FL	40008.41560267218
2018-02-05	North King	GA	15314.98150536386
2018-02-05	North King	HI	20651.54207115044
2018-02-05	North King	IA	2936.687175255338
2018-02-05	North King	ID	20051.57372351763
2018-02-05	North King	IL	29872.108255823117
2018-02-05	North King	IN	7136.4656086850155
2018-02-05	North King	KS	4041.8920261578846
2018-02-05	North King	KY	5557.601535967091
2018-02-05	North King	LA	5399.715128695299
2018-02-05	North King	MA	8431.134148313713
2018-02-05	North King	MD	5936.528913419393
2018-02-05	North King	ME	1042.0502879938297
2018-02-05	North King	MI	9188.988903218316
2018-02-05	North King	MN	8273.24774104192
2018-02-05	North King	MO	7641.702111954751
2018-02-05	North King	MS	884.1638807220372
2018-02-05	North King	MT	11399.398605023409
2018-02-05	North King	NC	10609.966568664448
2018-02-05	North King	ND	1420.9776654461314
2018-02-05	North King	NE	2652.491642166112
2018-02-05	North King	NH	1136.782132356905
2018-02-05	North King	NJ	9410.029873398826
2018-02-05	North King	NM	2968.2644567096963
2018-02-05	North King	NV	29240.562626735948
2018-02-05	North King	NY	29998.41738164055
2018-02-05	North King	OH	9441.607154853184
2018-02-05	North King	OK	3094.5735825271304
2018-02-05	North King	OR	80648.37683443155
2018-02-05	North King	PA	8999.525214492165
2018-02-05	North King	PR	252.6182516348678
2018-02-05	North King	RI	757.8547549046034
2018-02-05	North King	SC	2336.718827622527
2018-02-05	North King	SD	1957.7914501702253
2018-02-05	North King	TN	6157.569883599903
2018-02-05	North King	TX	50018.41382370382
2018-02-05	North King	UT	12820.37627046954
2018-02-05	North King	VA	12409.87161156288
2018-02-05	North King	VT	1010.4730065394712
2018-02-05	North King	WA	1604062.7433185019
2018-02-05	North King	WI	8557.443274131147
2018-02-05	North King	WV	126.3091258174339
2018-02-05	North King	WY	884.1638807220372
2018-02-05	South King	DC	1136.782132356905
2018-02-05	South King	DE	126.3091258174339
2018-02-05	South King	FL	19388.4508129761
2018-02-05	South King	GA	8525.865992676789
2018-02-05	South King	HI	7610.124830500392
2018-02-05	South King	IA	1199.936695265622
2018-02-05	South King	ID	10231.039191212145
2018-02-05	South King	IL	9031.102495946523
2018-02-05	South King	IN	3473.500959979432
2018-02-05	South King	KS	2810.3780494379043
2018-02-05	South King	KY	3473.500959979432
2018-02-05	South King	LA	2810.3780494379043
2018-02-05	South King	MA	2431.4506719856026
2018-02-05	South King	MD	1199.936695265622
2018-02-05	South King	ME	252.6182516348678
2018-02-05	South King	MI	5810.219787601959
2018-02-05	South King	MN	6157.569883599902
2018-02-05	South King	MO	4673.437655245054
2018-02-05	South King	MS	757.8547549046034
2018-02-05	South King	MT	6347.033572326053
2018-02-05	South King	NC	3315.6145527076396
2018-02-05	South King	ND	1136.782132356905
2018-02-05	South King	NE	884.1638807220372
2018-02-05	South King	NH	473.65922181537707
2018-02-05	South King	NJ	3694.5419301599413
2018-02-05	South King	NM	3441.9236785250737
2018-02-05	South King	NV	11178.3576348429
2018-02-05	South King	NY	9157.411621763957
2018-02-05	South King	OH	5999.68347632811
2018-02-05	South King	OK	2968.2644567096963
2018-02-05	South King	OR	35019.205132883544
2018-02-05	South King	PA	4168.201151975319
2018-02-05	South King	PR	505.2365032697356
2018-02-05	South King	SC	2557.7597978030362
2018-02-05	South King	SD	252.6182516348678
2018-02-05	South King	TN	4673.437655245054
2018-02-05	South King	TX	18220.091399164838
2018-02-05	South King	UT	6757.538231232714
2018-02-05	South King	VA	2652.491642166112
2018-02-05	South King	VT	599.968347632811
2018-02-05	South King	WA	967148.9763840913
2018-02-05	South King	WI	3094.5735825271304
2018-02-05	South King	WV	252.6182516348678
2018-02-05	South King	WY	757.8547549046034
2018-02-12	North King	DC	5701.420635708554
2018-02-12	North King	DE	125.99824609300671
2018-02-12	North King	FL	41579.42121069221
2018-02-12	North King	GA	21545.70008190415
2018-02-12	North King	HI	16253.773745997865
2018-02-12	North King	IA	3653.9491366971947
2018-02-12	North King	ID	19214.732529183522
2018-02-12	North King	IL	23467.1733348225
2018-02-12	North King	IN	4252.440805638977
2018-02-12	North King	KS	3622.4495751739432
2018-02-12	North King	KY	3338.953521464678
2018-02-12	North King	LA	5071.42940524352
2018-02-12	North King	MA	7402.396957964144
2018-02-12	North King	MD	3685.448698220446
2018-02-12	North King	ME	881.987722651047
2018-02-12	North King	MI	11402.841271417108
2018-02-12	North King	MN	8851.376788033722
2018-02-12	North King	MO	10898.84828704508
2018-02-12	North King	MS	1637.9771992090873
2018-02-12	North King	MT	11623.338202079869
2018-02-12	North King	NC	9449.868456975504
2018-02-12	North King	ND	3370.4530829879295
2018-02-12	North King	NE	2393.9666757671275
2018-02-12	North King	NH	1511.9789531160804
2018-02-12	North King	NJ	13859.807070230738
2018-02-12	North King	NM	1889.9736913951008
2018-02-12	North King	NV	27751.11370198473
2018-02-12	North King	NY	27026.62378694994
2018-02-12	North King	OH	7465.396081010647
2018-02-12	North King	OK	2740.461852522896
2018-02-12	North King	OR	72921.48492632764
2018-02-12	North King	PA	15749.78076162584
2018-02-12	North King	PR	629.9912304650336
2018-02-12	North King	RI	503.99298437202685
2018-02-12	North King	SC	3842.946505836705
2018-02-12	North King	SD	1511.9789531160804
2018-02-12	North King	TN	7559.894765580403
2018-02-12	North King	TX	45233.37034738941
2018-02-12	North King	UT	14930.792162021296
2018-02-12	North King	VA	12253.329432544902
2018-02-12	North King	VT	440.9938613255235
2018-02-12	North King	WA	1507884.010118058
2018-02-12	North King	WI	8378.883365184947
2018-02-12	North King	WV	503.99298437202685
2018-02-12	North King	WY	2047.4714990113591
2018-02-12	South King	DC	881.987722651047
2018-02-12	South King	FL	15466.284707916575
2018-02-12	South King	GA	7717.392573196661
2018-02-12	South King	HI	7969.389065382675
2018-02-12	South King	IA	1921.4732529183525
2018-02-12	South King	ID	12725.822855393679
2018-02-12	South King	IL	7339.397834917641
2018-02-12	South King	IN	3968.9447519297114
2018-02-12	South King	KS	1669.476760732339
2018-02-12	South King	KY	2614.4636064298893
2018-02-12	South King	LA	2362.467114243876
2018-02-12	South King	MA	2740.461852522896
2018-02-12	South King	MD	1133.9842148370603
2018-02-12	South King	ME	629.9912304650336
2018-02-12	South King	MI	6709.406604452607
2018-02-12	South King	MN	3968.9447519297114
2018-02-12	South King	MO	3716.948259743698
2018-02-12	South King	MS	125.99824609300671
2018-02-12	South King	MT	6583.408358359601
2018-02-12	South King	NC	3748.4478212669496
2018-02-12	South King	ND	1417.4802685463255
2018-02-12	South King	NE	1448.9798300695772
2018-02-12	South King	NH	503.99298437202685
2018-02-12	South King	NJ	2897.9596601391545
2018-02-12	South King	NM	1858.474129871849
2018-02-12	South King	NV	11654.83776360312
2018-02-12	South King	NY	9071.873718696483
2018-02-12	South King	OH	3653.9491366971947
2018-02-12	South King	OK	1259.9824609300672
2018-02-12	South King	OR	45548.36596262193
2018-02-12	South King	PA	4819.432913057507
2018-02-12	South King	PR	503.99298437202685
2018-02-12	South King	RI	125.99824609300671
2018-02-12	South King	SC	2740.461852522896
2018-02-12	South King	SD	913.4872841742987
2018-02-12	South King	TN	3086.9570292786643
2018-02-12	South King	TX	22175.69131236918
2018-02-12	South King	UT	6236.9131816038325
2018-02-12	South King	VA	4756.433790011003
2018-02-12	South King	VT	125.99824609300671
2018-02-12	South King	WA	976076.9129209998
2018-02-12	South King	WI	4598.935982394745
2018-02-12	South King	WY	377.9947382790201
2018-02-19	North King	DC	4062.4146608315095
2018-02-19	North King	DE	619.6903719912473
2018-02-19	North King	FL	45788.23304157549
2018-02-19	North King	GA	17316.90317286652
2018-02-19	North King	HI	17592.32111597374
2018-02-19	North King	IA	3339.4425601750545
2018-02-19	North King	ID	17833.31181619256
2018-02-19	North King	IL	24925.3238512035
2018-02-19	North King	IN	5818.204048140044
2018-02-19	North King	KS	3029.597374179431
2018-02-19	North King	KY	4647.677789934354
2018-02-19	North King	LA	3064.0246170678333
2018-02-19	North King	MA	10431.454595185995
2018-02-19	North King	MD	7539.566192560174
2018-02-19	North King	ME	1239.3807439824946
2018-02-19	North King	MI	8882.228665207876
2018-02-19	North King	MN	7952.693107221006
2018-02-19	North King	MO	8228.111050328227
2018-02-19	North King	MS	2065.6345733041576
2018-02-19	North King	MT	14218.451312910283
2018-02-19	North King	NC	16077.522428884025
2018-02-19	North King	ND	2341.0525164113783
2018-02-19	North King	NE	4096.841903719912
2018-02-19	North King	NH	2203.343544857768
2018-02-19	North King	NJ	12738.07986870897
2018-02-19	North King	NM	3029.597374179431
2018-02-19	North King	NV	29332.010940919037
2018-02-19	North King	NY	36768.295404814
2018-02-19	North King	OH	11842.971553610503
2018-02-19	North King	OK	4682.105032822757
2018-02-19	North King	OR	79423.64934354485
2018-02-19	North King	PA	15388.977571115973
2018-02-19	North King	PR	137.7089715536105
2018-02-19	North King	RI	688.5448577680525
2018-02-19	North King	SC	8847.801422319475
2018-02-19	North King	SD	963.9628008752735
2018-02-19	North King	TN	7677.275164113785
