start_date	poi_geo	visitor_state	sum_visits
2018-10-22	North King	PR	114.51827956989247
2018-10-22	North King	RI	1288.3306451612902
2018-10-22	North King	SC	7271.910752688172
2018-10-22	North King	SD	916.1462365591398
2018-10-22	North King	TN	7443.688172043011
2018-10-22	North King	TX	56285.73440860215
2018-10-22	North King	UT	13370.009139784946
2018-10-22	North King	VA	19611.255376344085
2018-10-22	North King	VT	1374.2193548387097
2018-10-22	North King	WA	1732346.6446236558
2018-10-22	North King	WI	7529.57688172043
2018-10-22	North King	WY	687.1096774193549
2018-10-22	South King	DC	1975.4403225806452
2018-10-22	South King	FL	15316.819892473119
2018-10-22	South King	GA	9390.498924731182
2018-10-22	South King	HI	12138.937634408601
2018-10-22	South King	IA	2376.254301075269
2018-10-22	South King	ID	19754.40322580645
2018-10-22	South King	IL	9447.758064516129
2018-10-22	South King	IN	4809.767741935484
2018-10-22	South King	KS	2633.920430107527
2018-10-22	South King	KY	1574.6263440860214
2018-10-22	South King	LA	2089.9586021505374
2018-10-22	South King	MA	3034.7344086021503
2018-10-22	South King	MD	2834.3274193548386
2018-10-22	South King	ME	229.03655913978494
2018-10-22	South King	MI	5410.988709677419
2018-10-22	South King	MN	8073.538709677419
2018-10-22	South King	MO	6298.505376344086
2018-10-22	South King	MS	1946.810752688172
2018-10-22	South King	MT	4609.360752688172
2018-10-22	South King	NC	7157.39247311828
2018-10-22	South King	ND	1717.774193548387
2018-10-22	South King	NE	1374.2193548387097
2018-10-22	South King	NH	572.5913978494624
2018-10-22	South King	NJ	2805.6978494623654
2018-10-22	South King	NM	1975.4403225806452
2018-10-22	South King	NV	7615.4655913978495
2018-10-22	South King	NY	10907.866129032258
2018-10-22	South King	OH	7300.540322580645
2018-10-22	South King	OK	4924.286021505376
2018-10-22	South King	OR	47868.640860215055
2018-10-22	South King	PA	4580.731182795699
2018-10-22	South King	RI	114.51827956989247
2018-10-22	South King	SC	3263.7709677419352
2018-10-22	South King	SD	1259.7010752688172
2018-10-22	South King	TN	3263.7709677419352
2018-10-22	South King	TX	25709.35376344086
2018-10-22	South King	UT	6613.43064516129
2018-10-22	South King	VA	7386.429032258065
2018-10-22	South King	VT	114.51827956989247
2018-10-22	South King	WA	1091645.5
2018-10-22	South King	WI	3864.9919354838707
2018-10-22	South King	WV	114.51827956989247
2018-10-22	South King	WY	1431.478494623656
2018-10-29	North King	DC	8629.170347003153
2018-10-29	North King	DE	233.22082018927443
2018-10-29	North King	FL	27899.040615141956
2018-10-29	North King	GA	13760.028391167192
2018-10-29	North King	HI	9562.053627760251
2018-10-29	North King	IA	4285.432570977918
2018-10-29	North King	ID	33350.57728706625
2018-10-29	North King	IL	18832.58123028391
2018-10-29	North King	IN	5072.552839116719
2018-10-29	North King	KS	6267.8095425867505
2018-10-29	North King	KY	4693.569006309148
2018-10-29	North King	LA	2973.565457413249
2018-10-29	North King	MA	8833.238564668769
2018-10-29	North King	MD	10320.021293375394
2018-10-29	North King	ME	1515.9353312302837
2018-10-29	North King	MI	10436.631703470031
2018-10-29	North King	MN	10524.08951104101
2018-10-29	North King	MO	7579.676656151419
2018-10-29	North King	MS	1894.919164037855
2018-10-29	North King	MT	9532.901025236593
2018-10-29	North King	NC	10728.157728706625
2018-10-29	North King	ND	2157.2925867507884
2018-10-29	North King	NE	4460.348186119873
2018-10-29	North King	NH	1574.2405362776024
2018-10-29	North King	NJ	9562.053627760251
2018-10-29	North King	NM	2303.055599369085
2018-10-29	North King	NV	14751.216876971608
2018-10-29	North King	NY	18628.513012618296
2018-10-29	North King	OH	12593.924290220819
2018-10-29	North King	OK	6880.014195583596
2018-10-29	North King	OR	95095.78943217665
2018-10-29	North King	PA	9678.66403785489
2018-10-29	North King	PR	466.44164037854887
2018-10-29	North King	RI	1282.7145110410095
2018-10-29	North King	SC	6501.030362776025
2018-10-29	North King	SD	699.6624605678232
2018-10-29	North King	TN	6705.09858044164
2018-10-29	North King	TX	51949.93769716088
2018-10-29	North King	UT	11865.109227129336
2018-10-29	North King	VA	12593.924290220819
2018-10-29	North King	VT	874.5780757097791
2018-10-29	North King	WA	2093769.0658517352
2018-10-29	North King	WI	7842.050078864353
2018-10-29	North King	WV	1545.0879337539432
2018-10-29	North King	WY	816.2728706624605
2018-10-29	South King	DC	1166.1041009463722
2018-10-29	South King	DE	466.44164037854887
2018-10-29	South King	FL	15509.18454258675
2018-10-29	South King	GA	8075.2708990536275
2018-10-29	South King	HI	10757.310331230283
2018-10-29	South King	IA	1778.3087539432177
2018-10-29	South King	ID	27461.751577287065
2018-10-29	South King	IL	13847.48619873817
2018-10-29	South King	IN	4197.97476340694
2018-10-29	South King	KS	5014.2476340694
2018-10-29	South King	KY	2536.2764195583595
2018-10-29	South King	LA	1457.6301261829653
2018-10-29	South King	MA	3119.3284700315457
2018-10-29	South King	MD	3440.007097791798
2018-10-29	South King	ME	116.61041009463722
2018-10-29	South King	MI	4081.3643533123027
2018-10-29	South King	MN	7317.303233438485
2018-10-29	South King	MO	3993.906545741325
2018-10-29	South King	MS	2361.360804416404
2018-10-29	South King	MT	8016.965694006309
2018-10-29	South King	NC	7842.050078864353
2018-10-29	South King	ND	1166.1041009463722
2018-10-29	South King	NE	1982.3769716088327
2018-10-29	South King	NH	495.5942429022082
2018-10-29	South King	NJ	3177.633675078864
2018-10-29	South King	NM	1603.3931388012618
2018-10-29	South King	NV	10611.547318611987
2018-10-29	South King	NY	6180.351735015773
2018-10-29	South King	OH	6501.030362776025
2018-10-29	South King	OK	2477.9712145110407
2018-10-29	South King	OR	61366.22831230284
2018-10-29	South King	PA	3702.3805205047315
2018-10-29	South King	SC	3352.54929022082
2018-10-29	South King	SD	583.0520504731861
2018-10-29	South King	TN	5072.552839116719
2018-10-29	South King	TX	25129.54337539432
2018-10-29	South King	UT	8774.933359621451
2018-10-29	South King	VA	6384.419952681387
2018-10-29	South King	VT	204.06821766561512
2018-10-29	South King	WA	1334052.2440851736
2018-10-29	South King	WI	3265.091482649842
2018-10-29	South King	WV	116.61041009463722
2018-10-29	South King	WY	495.5942429022082
2018-11-05	North King	DC	5567.82743630627
2018-11-05	North King	DE	1216.5001121341431
2018-11-05	North King	FL	24634.1272707164
2018-11-05	North King	GA	14902.126373643254
2018-11-05	North King	HI	9568.24126659355
2018-11-05	North King	IA	4421.510022949097
2018-11-05	North King	ID	23885.511817095387
2018-11-05	North King	IL	23979.088748798014
2018-11-05	North King	IN	3181.6156778892973
2018-11-05	North King	KS	6503.596753332535
2018-11-05	North King	KY	4398.11579002344
2018-11-05	North King	LA	1965.1155657551544
2018-11-05	North King	MA	8024.221893500214
2018-11-05	North King	MD	7673.308399615365
2018-11-05	North King	ME	1239.8943450597997
2018-11-05	North King	MI	8141.193058128497
2018-11-05	North King	MN	12211.789587192745
2018-11-05	North King	MO	8071.010359351527
2018-11-05	North King	MS	935.7693170262639
2018-11-05	North King	MT	7720.096865466678
2018-11-05	North King	NC	15276.43410045376
2018-11-05	North King	ND	1637.596304795962
2018-11-05	North King	NE	2292.6348267143467
2018-11-05	North King	NH	2011.9040316064675
2018-11-05	North King	NJ	11977.847257936179
2018-11-05	North King	NM	2058.6924974577805
2018-11-05	North King	NV	17311.732364985884
2018-11-05	North King	NY	18668.597874673967
2018-11-05	North King	OH	8772.837347121225
2018-11-05	North King	OK	4140.779227841218
2018-11-05	North King	OR	72990.00672804858
2018-11-05	North King	PA	12937.010807888098
2018-11-05	North King	PR	280.7307951078792
2018-11-05	North King	RI	538.0673572901018
2018-11-05	North King	SC	2737.125252301822
2018-11-05	North King	SD	93.5769317026264
2018-11-05	North King	TN	4912.788914387886
2018-11-05	North King	TX	44753.16758678108
2018-11-05	North King	UT	11743.904928679613
2018-11-05	North King	VA	10901.712543355976
2018-11-05	North King	VT	912.3750841006074
2018-11-05	North King	WA	1647772.7961186226
2018-11-05	North King	WI	6035.712094819402
2018-11-05	North King	WV	1029.3462487288903
2018-11-05	North King	WY	818.798152397981
2018-11-05	South King	DC	725.2212206953545
2018-11-05	South King	DE	93.5769317026264
2018-11-05	South King	FL	14106.72245417093
2018-11-05	South King	GA	7158.635275250919
2018-11-05	South King	HI	8679.260415418597
2018-11-05	South King	IA	2058.6924974577805
2018-11-05	South King	ID	18691.992107599624
2018-11-05	South King	IL	10644.375981173753
2018-11-05	South King	IN	2526.577155970913
2018-11-05	South King	KS	2362.8175254913167
2018-11-05	South King	KY	1403.653975539396
2018-11-05	South King	LA	935.7693170262639
2018-11-05	South King	MA	3438.95224007152
2018-11-05	South King	MD	3836.6541998076823
2018-11-05	South King	ME	280.7307951078792
2018-11-05	South King	MI	2854.096416930105
2018-11-05	South King	MN	4210.961926618188
2018-11-05	South King	MO	4678.846585131319
2018-11-05	South King	MS	935.7693170262639
2018-11-05	South King	MT	4164.173460766875
2018-11-05	South King	NC	5918.740930191119
2018-11-05	South King	ND	1122.9231804315168
2018-11-05	South King	NE	1754.567469424245
2018-11-05	South King	NH	1052.740481654547
2018-11-05	South King	NJ	3205.009910814954
2018-11-05	South King	NM	865.5866182492941
2018-11-05	South King	NV	7135.241042325263
2018-11-05	South King	NY	6082.5005606707155
2018-11-05	South King	OH	4982.971613164856
2018-11-05	South King	OK	2643.548320599196
2018-11-05	South King	OR	58719.524643398065
2018-11-05	South King	PA	4819.2119826852595
2018-11-05	South King	PR	93.5769317026264
2018-11-05	South King	RI	584.8558231414149
2018-11-05	South King	SC	2339.4232925656597
2018-11-05	South King	SD	280.7307951078792
2018-11-05	South King	TN	5638.01013508324
2018-11-05	South King	TX	20002.069151436393
2018-11-05	South King	UT	7415.971837433142
2018-11-05	South King	VA	4655.452352205663
2018-11-05	South King	VT	187.1538634052528
2018-11-05	South King	WA	1091715.273708691
2018-11-05	South King	WI	3111.4329791123278
2018-11-05	South King	WV	187.1538634052528
2018-11-05	South King	WY	561.4615902157584
2018-11-12	North King	DC	4618.9593692937715
2018-11-12	North King	DE	574.3783671660648
2018-11-12	North King	FL	19337.405027924182
2018-11-12	North King	GA	12779.918669444942
2018-11-12	North King	HI	8711.405235351984
2018-11-12	North King	IA	4044.581002127706
2018-11-12	North King	ID	35539.66146840026
2018-11-12	North King	IL	20916.94553763086
2018-11-12	North King	IN	6174.567447035197
2018-11-12	North King	KS	3877.0539783709373
2018-11-12	North King	KY	4571.094505363266
2018-11-12	North King	LA	3685.5945226489157
2018-11-12	North King	MA	8448.148483734203
2018-11-12	North King	MD	8496.013347664708
2018-11-12	North King	ME	1435.945917915162
2018-11-12	North King	MI	8902.864691074004
2018-11-12	North King	MN	10458.47276881543
2018-11-12	North King	MO	5911.310695417417
2018-11-12	North King	MS	1555.6080777414254
2018-11-12	North King	MT	5384.797192181857
2018-11-12	North King	NC	14981.70241024819
2018-11-12	North King	ND	1938.5269891854687
2018-11-12	North King	NE	2201.7837408032483
2018-11-12	North King	NH	2058.1891490117323
2018-11-12	North King	NJ	9477.243058240068
2018-11-12	North King	NM	2776.162107969313
2018-11-12	North King	NV	14885.972682387179
2018-11-12	North King	NY	18427.97261324458
2018-11-12	North King	OH	6126.702583104691
2018-11-12	North King	OK	4212.108025884475
2018-11-12	North King	OR	73113.579653847
2018-11-12	North King	PA	11104.648431877253
2018-11-12	North King	PR	287.1891835830324
2018-11-12	North King	RI	311.1216155482851
2018-11-12	North King	SC	6126.702583104691
2018-11-12	North King	SD	765.8378228880864
2018-11-12	North King	TN	5289.067464320847
2018-11-12	North King	TX	58131.87724359881
2018-11-12	North King	UT	9429.378194309564
2018-11-12	North King	VA	9860.161969684112
2018-11-12	North King	VT	765.8378228880864
2018-11-12	North King	WA	1652678.0217924907
2018-11-12	North King	WI	14790.24295452617
2018-11-12	North King	WV	478.648639305054
2018-11-12	North King	WY	861.5675507490972
2018-11-12	South King	DC	382.9189114440432
2018-11-12	South King	DE	382.9189114440432
2018-11-12	South King	FL	11702.95923100857
2018-11-12	South King	GA	12444.864621931403
2018-11-12	South King	HI	9884.094401649365
2018-11-12	South King	IA	2488.9729243862807
2018-11-12	South King	ID	22209.296863754505
2018-11-12	South King	IL	8017.364708359654
2018-11-12	South King	IN	3254.8107472743673
2018-11-12	South King	KS	2512.9053563515336
2018-11-12	South King	KY	2010.324285081227
2018-11-12	South King	LA	2225.716172768501
2018-11-12	South King	MA	4188.175593919223
2018-11-12	South King	MD	2824.026971899819
2018-11-12	South King	ME	287.1891835830324
2018-11-12	South King	MI	6198.499879000449
2018-11-12	South King	MN	5863.445831486912
2018-11-12	South King	MO	4140.310729988717
2018-11-12	South King	MS	957.297278610108
2018-11-12	South King	MT	5408.72962414711
2018-11-12	South King	NC	5241.202600390341
2018-11-12	South King	ND	1627.4053736371836
2018-11-12	South King	NE	1435.945917915162
2018-11-12	South King	NH	861.5675507490972
2018-11-12	South King	NJ	3254.8107472743673
2018-11-12	South King	NM	885.4999827143499
2018-11-12	South King	NV	8783.202531247742
2018-11-12	South King	NY	5600.189079869132
2018-11-12	South King	OH	4140.310729988717
2018-11-12	South King	OK	2106.0540129422375
2018-11-12	South King	OR	45112.63425450134
2018-11-12	South King	PA	5073.675576633573
2018-11-12	South King	PR	95.7297278610108
2018-11-12	South King	RI	382.9189114440432
2018-11-12	South King	SC	2129.9864449074903
2018-11-12	South King	SD	598.3107991313175
2018-11-12	South King	TN	2728.297244038808
2018-11-12	South King	TX	28048.810263276166
2018-11-12	South King	UT	8783.202531247742
2018-11-12	South King	VA	4714.689097154782
2018-11-12	South King	VT	191.4594557220216
2018-11-12	South King	WA	1049676.4659959835
2018-11-12	South King	WI	3781.3242505099265
2018-11-12	South King	WV	382.9189114440432
2018-11-12	South King	WY	382.9189114440432
2018-11-19	North King	DC	4474.730661909336
2018-11-19	North King	DE	2197.173139380632
2018-11-19	North King	FL	33681.05653904213
2018-11-19	North King	GA	13799.319107085677
2018-11-19	North King	HI	10289.201042953204
2018-11-19	North King	IA	5787.6755866611775
2018-11-19	North King	ID	29286.710260280866
2018-11-19	North King	IL	26446.462055715656
2018-11-19	North King	IN	7850.8747541283565
2018-11-19	North King	KS	5653.701614747724
2018-11-19	North King	KY	4340.756689995883
2018-11-19	North King	LA	3188.580531540186
2018-11-19	North King	MA	10208.816659805132
2018-11-19	North King	MD	6671.903801289968
2018-11-19	North King	ME	1420.1241022826036
2018-11-19	North King	MI	13611.755546406843
2018-11-19	North King	MN	10905.481313755088
2018-11-19	North King	MO	9646.125977768628
2018-11-19	North King	MS	1527.3032798133663
2018-11-19	North King	MT	11012.660491285851
2018-11-19	North King	NC	10744.712547458945
2018-11-19	North King	ND	1178.970952838388
2018-11-19	North King	NE	3751.271213576689
2018-11-19	North King	NH	3054.6065596267326
2018-11-19	North King	NJ	7958.0539316591185
2018-11-19	North King	NM	4340.756689995883
2018-11-19	North King	NV	16800.336077947028
2018-11-19	North King	NY	18702.766479118065
2018-11-19	North King	OH	9324.588445176341
2018-11-19	North King	OK	4099.603540551668
2018-11-19	North King	OR	92629.60418096153
2018-11-19	North King	PA	13665.345135172225
2018-11-19	North King	PR	562.6906820365034
2018-11-19	North King	RI	428.7167101230502
2018-11-19	North King	SC	3134.9909427748044
2018-11-19	North King	SD	1446.9188966652944
2018-11-19	North King	TN	6913.056950734184
2018-11-19	North King	TX	61038.54160376927
2018-11-19	North King	UT	14120.856639677964
2018-11-19	North King	VA	16612.772517268193
2018-11-19	North King	VT	562.6906820365034
2018-11-19	North King	WA	1587457.593202507
2018-11-19	North King	WI	7716.900782214903
2018-11-19	North King	WV	509.10109327112207
2018-11-19	North King	WY	1125.3813640730068
2018-11-19	South King	DC	1044.9969809249349
2018-11-19	South King	DE	214.3583550615251
2018-11-19	South King	FL	16398.41416220667
2018-11-19	South King	GA	9646.125977768628
2018-11-19	South King	HI	12432.784593568455
2018-11-19	South King	IA	1446.9188966652944
2018-11-19	South King	ID	31510.678194044187
2018-11-19	South King	IL	11200.224051964686
2018-11-19	South King	IN	3242.170120305567
2018-11-19	South King	KS	2813.4534101825166
2018-11-19	South King	KY	3644.0920360459263
2018-11-19	South King	LA	1661.2772517268195
2018-11-19	South King	MA	3670.886830428617
2018-11-19	South King	MD	2438.326288824848
2018-11-19	South King	ME	348.3323269749783
2018-11-19	South King	MI	5091.01093271122
2018-11-19	South King	MN	7556.132015918759
2018-11-19	South King	MO	5144.600521476602
2018-11-19	South King	MS	1366.5345135172224
2018-11-19	South King	MT	6269.981885549609
2018-11-19	South King	NC	4555.115045057408
2018-11-19	South King	ND	2545.50546635561
2018-11-19	South King	NE	1018.2021865422441
2018-11-19	South King	NH	1178.970952838388
2018-11-19	South King	NJ	3563.7076528978546
2018-11-19	South King	NM	3081.401354009423
2018-11-19	South King	NV	12084.452266593476
2018-11-19	South King	NY	5975.239147340012
2018-11-19	South King	OH	3322.554503453639
2018-11-19	South King	OK	2063.199167467179
2018-11-19	South King	OR	52357.0282237775
2018-11-19	South King	PA	3992.424363020905
2018-11-19	South King	RI	107.17917753076254
2018-11-19	South King	SC	1929.2251955537258
2018-11-19	South King	SD	643.0750651845752
2018-11-19	South King	TN	3322.554503453639
2018-11-19	South King	TX	31698.24175472302
2018-11-19	South King	UT	12218.42623850693
2018-11-19	South King	VA	5653.701614747724
2018-11-19	South King	VT	321.5375325922876
2018-11-19	South King	WA	1118361.1279447419
2018-11-19	South King	WI	3429.7336809844014
2018-11-19	South King	WV	884.228214628791
2018-11-19	South King	WY	1661.2772517268195
2018-11-26	North King	DC	3134.0535708004136
2018-11-26	North King	DE	776.8166970359999
2018-11-26	North King	FL	24750.987174526344
2018-11-26	North King	GA	14304.141938524965
2018-11-26	North King	HI	13875.553416022343
2018-11-26	North King	IA	2759.0386136106204
2018-11-26	North King	ID	32599.514492855586
2018-11-26	North King	IL	15241.679331499447
2018-11-26	North King	IN	4419.819138308276
2018-11-26	North King	KS	3401.9213973645515
2018-11-26	North King	KY	2223.3029604823446
2018-11-26	North King	LA	2491.1707870464825
2018-11-26	North King	MA	7205.64453457531
2018-11-26	North King	MD	7178.857751918896
2018-11-26	North King	ME	750.0299143795862
2018-11-26	North King	MI	7152.070969262482
2018-11-26	North King	MN	13045.163153673517
2018-11-26	North King	MO	3910.8702678364134
2018-11-26	North King	MS	1607.2069593848275
2018-11-26	North King	MT	6134.173228318758
2018-11-26	North King	NC	14652.370113058343
2018-11-26	North King	ND	1607.2069593848275
2018-11-26	North King	NE	2678.6782656413793
2018-11-26	North King	NH	4526.966268933931
2018-11-26	North King	NJ	7018.137055980414
2018-11-26	North King	NM	3589.4288759594483
2018-11-26	North King	NV	12241.559673981103
2018-11-26	North King	NY	13902.340198678758
2018-11-26	North King	OH	5652.01114050331
2018-11-26	North King	OK	3643.0024412722755
2018-11-26	North King	OR	69940.28951589641
2018-11-26	North King	PA	19661.498469807724
2018-11-26	North King	PR	107.14713062565517
2018-11-26	North King	RI	857.1770450052413
2018-11-26	North King	SC	2142.942612513103
2018-11-26	North King	SD	1178.6184368822069
2018-11-26	North King	TN	4098.37774643131
2018-11-26	North King	TX	46394.70756090869
2018-11-26	North King	UT	10312.91132271931
2018-11-26	North King	VA	9455.734277714068
2018-11-26	North King	VT	321.4413918769655
2018-11-26	North King	WA	2066519.9215943543
2018-11-26	North King	WI	5973.452532380275
2018-11-26	North King	WV	2410.8104390772414
2018-11-26	North King	WY	1526.846611415586
2018-11-26	South King	DC	642.882783753931
2018-11-26	South King	DE	321.4413918769655
2018-11-26	South King	FL	12964.802805704276
2018-11-26	South King	GA	7714.5934050471715
2018-11-26	South King	HI	9830.749234903862
2018-11-26	South King	IA	2062.582264543862
2018-11-26	South King	ID	24322.398652023723
2018-11-26	South King	IL	10607.565931939862
2018-11-26	South King	IN	3107.2667881439997
2018-11-26	South King	KS	2678.6782656413793
2018-11-26	South King	KY	2089.369047200276
2018-11-26	South King	LA	2464.3840043900686
2018-11-26	South King	MA	1928.6483512617929
2018-11-26	South King	MD	3910.8702678364134
2018-11-26	South King	ME	642.882783753931
2018-11-26	South King	MI	4553.7530515903445
2018-11-26	South King	MN	6589.548533477792
2018-11-26	South King	MO	4741.260530185241
2018-11-26	South King	MS	1714.3540900104827
2018-11-26	South King	MT	5169.849052687861
2018-11-26	South King	NC	4821.620878154482
2018-11-26	South King	ND	1982.2219165746205
2018-11-26	South King	NE	2598.317917672138
2018-11-26	South King	NH	1607.2069593848275
2018-11-26	South King	NJ	4634.113399559586
2018-11-26	South King	NM	1419.699480789931
2018-11-26	South King	NV	8330.68940614469
2018-11-26	South King	NY	5839.518619098207
2018-11-26	South King	OH	3535.8553106466206
2018-11-26	South King	OK	3991.230615805655
2018-11-26	South King	OR	51216.32843906317
2018-11-26	South King	PA	3776.9363545543447
2018-11-26	South King	PR	214.29426125131033
2018-11-26	South King	RI	401.8017398462069
2018-11-26	South King	SC	3803.7231372107585
2018-11-26	South King	SD	1178.6184368822069
2018-11-26	South King	TN	3267.9874840824828
2018-11-26	South King	TX	23759.876216239034
2018-11-26	South King	UT	10152.190626780826
2018-11-26	South King	VA	5705.584705816138
2018-11-26	South King	VT	107.14713062565517
2018-11-26	South King	WA	1310221.9000731676
2018-11-26	South King	WI	2437.597221733655
2018-11-26	South King	WV	321.4413918769655
2018-11-26	South King	WY	321.4413918769655
2018-12-03	North King	DC	2389.932193510783
2018-12-03	North King	DE	455.2251797163396
2018-12-03	North King	FL	24035.88948902273
2018-12-03	North King	GA	11266.823197979405
2018-12-03	North King	HI	13656.755391490187
2018-12-03	North King	IA	2913.4411501845734
2018-12-03	North King	ID	23398.574237419856
2018-12-03	North King	IL	18436.619778511755
2018-12-03	North King	IN	2776.8735962696715
2018-12-03	North King	KS	3505.233883815815
2018-12-03	North King	KY	2230.603380610064
2018-12-03	North King	LA	2913.4411501845734
2018-12-03	North King	MA	3710.0852146881675
2018-12-03	North King	MD	6578.003846901107
2018-12-03	North King	ME	546.2702156596075
2018-12-03	North King	MI	8125.769457936662
2018-12-03	North King	MN	14134.741830192344
2018-12-03	North King	MO	5895.166077326598
2018-12-03	North King	MS	614.5539926170584
2018-12-03	North King	MT	6828.377695745094
2018-12-03	North King	NC	11835.85467262483
2018-12-03	North King	ND	1297.3917621915678
2018-12-03	North King	NE	2025.752049737711
2018-12-03	North King	NH	1980.2295317660773
2018-12-03	North King	NJ	6691.810141830192
2018-12-03	North King	NM	1980.2295317660773
2018-12-03	North King	NV	11175.778162036137
2018-12-03	North King	NY	16934.376685447834
2018-12-03	North King	OH	6805.616436759277
2018-12-03	North King	OK	1525.0043520497377
2018-12-03	North King	OR	59884.872391684476
2018-12-03	North King	PA	7329.125393433067
2018-12-03	North King	PR	91.04503594326792
2018-12-03	North King	RI	546.2702156596075
2018-12-03	North King	SC	2276.125898581698
2018-12-03	North King	SD	819.4053234894113
2018-12-03	North King	TN	4984.715717893919
2018-12-03	North King	TX	45841.175597435395
2018-12-03	North King	UT	7625.021760248688
2018-12-03	North King	VA	12040.706003497182
2018-12-03	North King	WA	1680167.8545560522
2018-12-03	North King	WI	7829.873091121041
2018-12-03	North King	WV	1456.7205750922867
2018-12-03	North King	WY	1183.585467262483
2018-12-03	South King	DC	728.3602875461434
2018-12-03	South King	DE	91.04503594326792
2018-12-03	South King	FL	15067.95344861084
2018-12-03	South King	GA	5872.40481834078
2018-12-03	South King	HI	7169.796580532348
2018-12-03	South King	IA	773.8828055177773
2018-12-03	South King	ID	16661.241577618028
2018-12-03	South King	IL	7260.841616475616
2018-12-03	South King	IN	3596.278919759083
2018-12-03	South King	KS	2572.0222653973187
2018-12-03	South King	KY	1820.9007188653584
2018-12-03	South King	LA	1229.107985234117
2018-12-03	South King	MA	1911.9457548086264
2018-12-03	South King	MD	3664.5626967165335
2018-12-03	South King	ME	182.09007188653584
2018-12-03	South King	MI	3345.905070915096
2018-12-03	South King	MN	7442.931688362152
2018-12-03	South King	MO	3300.382552943462
2018-12-03	South King	MS	819.4053234894113
2018-12-03	South King	MT	3664.5626967165335
2018-12-03	South King	NC	4074.2653584612394
2018-12-03	South King	ND	978.7341363901302
2018-12-03	South King	NE	1001.495395375947
2018-12-03	South King	NH	682.8377695745094
2018-12-03	South King	NJ	4051.504099475422
2018-12-03	South King	NM	1661.5719059646394
2018-12-03	South King	NV	7169.796580532348
2018-12-03	South King	NY	5895.166077326598
2018-12-03	South King	OH	4233.594171361959
2018-12-03	South King	OK	2617.5447833689527
2018-12-03	South King	OR	35598.60905381776
2018-12-03	South King	PA	2708.5898193122207
2018-12-03	South King	RI	273.13510782980376
2018-12-03	South King	SC	1593.2881290071887
2018-12-03	South King	SD	751.1215465319603
2018-12-03	South King	TN	3186.5762580143773
2018-12-03	South King	TX	22192.227511171557
2018-12-03	South King	UT	4757.103128035748
2018-12-03	South King	VA	4779.864387021566
2018-12-03	South King	VT	273.13510782980376
2018-12-03	South King	WA	1059058.6193510783
2018-12-03	South King	WI	4415.684243248494
2018-12-03	South King	WV	182.09007188653584
2018-12-03	South King	WY	819.4053234894113
2018-12-10	North King	DC	4979.867233435621
2018-12-10	North King	DE	1239.3334743844305
2018-12-10	North King	FL	28707.46993392299
2018-12-10	North King	GA	12393.334743844303
2018-12-10	North King	HI	12100.40137717162
2018-12-10	North King	IA	3132.133689807924
2018-12-10	North King	ID	24290.936097934835
2018-12-10	North King	IL	12348.268072048506
2018-12-10	North King	IN	4191.200477009164
2018-12-10	North King	KS	3402.533720582709
2018-12-10	North King	KY	2658.9336359520507
2018-12-10	North King	LA	3695.4670872553925
2018-12-10	North King	MA	7458.534182204481
2018-12-10	North King	MD	6467.067402696936
2018-12-10	North King	ME	630.9334051411646
2018-12-10	North King	MI	7909.200900162456
2018-12-10	North King	MN	18297.06874909377
2018-12-10	North King	MO	4303.867156498658
2018-12-10	North King	MS	630.9334051411646
2018-12-10	North King	MT	10027.334474564937
2018-12-10	North King	NC	23006.53595175461
2018-12-10	North King	ND	2951.867002624734
2018-12-10	North King	NE	1757.6002000361013
2018-12-10	North King	NH	3064.5336821142278
2018-12-10	North King	NJ	5385.467279597798
2018-12-10	North King	NM	1847.7335436276962
2018-12-10	North King	NV	11694.801331009443
2018-12-10	North King	NY	14872.001692613165
2018-12-10	North King	OH	7345.8675027149875
2018-12-10	North King	OK	2929.3336667268354
2018-12-10	North King	OR	63431.34055258494
2018-12-10	North King	PA	21023.602392739518
2018-12-10	North King	PR	90.13334359159494
2018-12-10	North King	RI	450.6667179579747
2018-12-10	North King	SC	4258.800484702861
2018-12-10	North King	SD	1735.0668641382026
2018-12-10	North King	TN	5678.400646270481
2018-12-10	North King	TX	43714.671641923545
2018-12-10	North King	UT	7976.800907856152
2018-12-10	North King	VA	10523.06786431871
2018-12-10	North King	VT	901.3334359159494
2018-12-10	North King	WA	1746851.7988128033
2018-12-10	North King	WI	5836.133997555772
2018-12-10	North King	WV	833.7334282222532
2018-12-10	North King	WY	630.9334051411646
2018-12-10	South King	DC	1216.8001384865318
2018-12-10	South King	DE	180.26668718318987
2018-12-10	South King	FL	12889.068133598075
2018-12-10	South King	GA	8044.400915549848
2018-12-10	South King	HI	8044.400915549848
2018-12-10	South King	IA	1352.000153873924
2018-12-10	South King	ID	24696.536144097012
2018-12-10	South King	IL	6895.200784757013
2018-12-10	South King	IN	4213.733812907063
2018-12-10	South King	KS	2996.9336744205316
2018-12-10	South King	KY	1554.8001769550126
2018-12-10	South King	LA	2591.3336282583546
2018-12-10	South King	MA	1171.733466690734
2018-12-10	South King	MD	2658.9336359520507
2018-12-10	South King	ME	540.8000615495696
2018-12-10	South King	MI	4258.800484702861
2018-12-10	South King	MN	6264.267379615848
2018-12-10	South King	MO	2839.2003231352405
2018-12-10	South King	MS	1442.133497465519
2018-12-10	South King	MT	6219.20070782005
2018-12-10	South King	NC	6917.734120654912
2018-12-10	South King	ND	1509.7335051592152
