,start_date,poi_geo,visitor_geo,sum_visits,category,year,normalized_visits
780,2021-09-27,North King,North King,5115056.672066687,within North,2021,0.7462540964290009
784,2021-10-04,North King,North King,5128572.03171885,within North,2021,0.7482259010739458
788,2021-10-11,North King,North King,5077003.394103544,within North,2021,0.7407023662365232
792,2021-10-18,North King,North King,5261683.008175701,within North,2021,0.7676459423030206
796,2021-10-25,North King,North King,5084504.169965176,within North,2021,0.7417966815241145
800,2021-11-01,North King,North King,5230176.814540054,within North,2021,0.7630493898949342
804,2021-11-08,North King,North King,5193559.009607958,within North,2021,0.7577070860487143
808,2021-11-15,North King,North King,4575316.872888288,within North,2021,0.6675095072747411
812,2021-11-22,North King,North King,5018122.445742701,within North,2021,0.7321120119681414
816,2021-11-29,North King,North King,4486147.341756739,within North,2021,0.6545002422460731
820,2021-12-06,North King,North King,4890866.037913313,within North,2021,0.7135461149062129
824,2021-12-13,North King,North King,4885244.268892737,within North,2021,0.7127259347147219
828,2021-12-20,North King,North King,5006878.90770155,within North,2021,0.7304716515851596
832,2021-12-27,North King,North King,3778145.158438213,within North,2021,0.5512072460086235
836,2022-01-03,North King,North King,3359749.2579978136,within North,2022,0.4901659566055492
840,2022-01-10,North King,North King,4335430.391347979,within North,2022,0.6325116018742002
844,2022-01-17,North King,North King,4470717.89777819,within North,2022,0.6522491849239728
848,2022-01-24,North King,North King,4325647.053052432,within North,2022,0.6310842753071901
852,2022-01-31,North King,North King,4270938.235917136,within North,2022,0.6231026083354527
856,2022-02-07,North King,North King,4476875.073372154,within North,2022,0.6531474775146532
860,2022-02-14,North King,North King,4736790.628089665,within North,2022,0.6910674967576054
864,2022-02-21,North King,North King,5014155.569767144,within North,2022,0.7315332701014183
868,2022-02-28,North King,North King,4754775.42162302,within North,2022,0.6936913632576559
872,2022-03-07,North King,North King,5158715.344581938,within North,2022,0.7526236178826107
423,2020-01-06,South King,South King,3678775.7481540814,within South,2020,0.9619974096892492
427,2020-01-13,South King,South King,3700864.5376144764,within South,2020,0.9677736134316853
431,2020-01-20,South King,South King,3965537.928434925,within South,2020,1.036985528974703
435,2020-01-27,South King,South King,5043837.181750742,within South,2020,1.3189600660418699
439,2020-02-03,South King,South King,3542412.7762050387,within South,2020,0.9263385832825757
443,2020-02-10,South King,South King,3564168.356559705,within South,2020,0.9320276530656351
447,2020-02-17,South King,South King,3670767.7482605637,within South,2020,0.9599033230469141
451,2020-02-24,South King,South King,4276942.568860811,within South,2020,1.1184176351870025
455,2020-03-02,South King,South King,3278949.44971999,within South,2020,0.8574430987578924
459,2020-03-09,South King,South King,3291646.070962647,within South,2020,0.8607632567624596
463,2020-03-16,South King,South King,2520587.421522118,within South,2020,0.6591319331210349
467,2020-03-23,South King,South King,2221375.849996136,within South,2020,0.5808883063108181
471,2020-03-30,South King,South King,2697132.2007455,within South,2020,0.7052982753864675
475,2020-04-06,South King,South King,2528873.3665874903,within South,2020,0.6612987022408202
479,2020-04-13,South King,South King,2906622.3257781044,within South,2020,0.760079803653844
483,2020-04-20,South King,South King,2617108.161514371,within South,2020,0.6843720423884803
487,2020-04-27,South King,South King,3073950.1438669674,within South,2020,0.8038359167170581
491,2020-05-04,South King,South King,2954022.5512530673,within South,2020,0.7724749310677619
495,2020-05-11,South King,South King,2791429.6438007425,within South,2020,0.7299569939846262
499,2020-05-18,South King,South King,2937720.138363016,within South,2020,0.7682118609472786
503,2020-05-25,South King,South King,2798755.0986493547,within South,2020,0.7318725955519946
507,2020-06-01,South King,South King,2900208.7149019768,within South,2020,0.7584026486783918
511,2020-06-08,South King,South King,3095720.9015994,within South,2020,0.809528955374302
515,2020-06-15,South King,South King,3683667.7479419927,within South,2020,0.9632766643778592
519,2020-06-22,South King,South King,3553265.926681645,within South,2020,0.9291766749087647
523,2020-06-29,South King,South King,3439877.181140431,within South,2020,0.8995255934169681
527,2020-07-06,South King,South King,3411854.6536924774,within South,2020,0.8921977211400554
531,2020-07-13,South King,South King,3405306.3180792658,within South,2020,0.8904853357355232
535,2020-07-20,South King,South King,3473045.4830481806,within South,2020,0.9081990822902859
539,2020-07-27,South King,South King,3480795.6378590795,within South,2020,0.9102257426151281
543,2020-08-03,South King,South King,3428223.868383613,within South,2020,0.8964782598870613
547,2020-08-10,South King,South King,3206265.597797098,within South,2020,0.83843631985566
551,2020-08-17,South King,South King,3171200.497166538,within South,2020,0.8292668193787642
555,2020-08-24,South King,South King,3327245.999599224,within South,2020,0.8700726144069676
559,2020-08-31,South King,South King,3250996.290098485,within South,2020,0.8501333661214273
563,2020-09-07,South King,South King,3113356.468822667,within South,2020,0.8141406444656243
567,2020-09-14,South King,South King,3008788.4527667826,within South,2020,0.7867961778635
571,2020-09-21,South King,South King,3325212.036008873,within South,2020,0.8695407342818195
575,2020-09-28,South King,South King,3248879.0380392,within South,2020,0.8495797061170867
579,2020-10-05,South King,South King,3172959.442146201,within South,2020,0.8297267823202593
583,2020-10-12,South King,South King,3160448.3134109126,within South,2020,0.8264551304829122
587,2020-10-19,South King,South King,3231815.7913563275,within South,2020,0.8451176784661627
591,2020-10-26,South King,South King,3279648.374535077,within South,2020,0.8576258671318598
595,2020-11-02,South King,South King,3147463.667675297,within South,2020,0.8230596542651344
599,2020-11-09,South King,South King,3272521.6637434512,within South,2020,0.855762237003117
603,2020-11-16,South King,South King,2941563.1086978717,within South,2020,0.7692167951321086
607,2020-11-23,South King,South King,2930617.7220837283,within South,2020,0.7663545838173427
611,2020-11-30,South King,South King,3097576.2411278835,within South,2020,0.8100141254261571
615,2020-12-07,South King,South King,3024295.098095048,within South,2020,0.7908511552962088
619,2020-12-14,South King,South King,3252993.1556228427,within South,2020,0.8506555451270092
623,2020-12-21,South King,South King,3146452.4221348567,within South,2020,0.8227952142293558
627,2020-12-28,South King,South King,3033757.620372878,within South,2020,0.7933255985739668
631,2021-01-04,South King,South King,2965987.096700074,within South,2021,0.7756036517390084
635,2021-01-11,South King,South King,2948096.08528003,within South,2021,0.7709251641602427
639,2021-01-18,South King,South King,2968722.279155191,within South,2021,0.7763189001305881
643,2021-01-25,South King,South King,3019316.256325552,within South,2021,0.7895491914872129
647,2021-02-01,South King,South King,3237829.8867676463,within South,2021,0.8466903604134697
651,2021-02-08,South King,South King,2997025.030987851,within South,2021,0.7837200508975949
655,2021-02-15,South King,South King,3466390.5832529245,within South,2021,0.9064588304230744
659,2021-02-22,South King,South King,3741423.870420965,within South,2021,0.9783798519658348
663,2021-03-01,South King,South King,4007278.5553781684,within South,2021,1.0479006751393893
667,2021-03-08,South King,South King,3906905.5603278168,within South,2021,1.0216532037381656
671,2021-03-15,South King,South King,3823686.470513114,within South,2021,0.9998914671390778
675,2021-03-22,South King,South King,3570142.566345178,within South,2021,0.9335899049483298
679,2021-03-29,South King,South King,3885738.6710866736,within South,2021,1.0161180762894821
683,2021-04-05,South King,South King,3731201.808933917,within South,2021,0.9757067896903866
687,2021-04-12,South King,South King,3984531.237253917,within South,2021,1.0419522665896463
691,2021-04-19,South King,South King,3735527.731123622,within South,2021,0.9768380154638254
695,2021-04-26,South King,South King,3804099.721382597,within South,2021,0.9947695452776419
699,2021-05-03,South King,South King,3776942.443466585,within South,2021,0.9876679351774549
703,2021-05-10,South King,South King,3804068.6303953705,within South,2021,0.9947614150051752
707,2021-05-17,South King,South King,3865657.873611926,within South,2021,1.0108669611148497
711,2021-05-24,South King,South King,3623639.972837242,within South,2021,0.947579441140168
715,2021-05-31,South King,South King,3916870.266944453,within South,2021,1.0242589678862868
719,2021-06-07,South King,South King,3728892.20107108,within South,2021,0.9751028287714417
723,2021-06-14,South King,South King,4051717.2821791056,within South,2021,1.0595213726211103
727,2021-06-21,South King,South King,4102341.325715224,within South,2021,1.0727595263123697
731,2021-06-28,South King,South King,3816708.7663259087,within South,2021,0.9980668021382179
735,2021-07-05,South King,South King,3736067.6515516317,within South,2021,0.9769792042963995
739,2021-07-12,South King,South King,3894960.230285492,within South,2021,1.0185295078824543
743,2021-07-19,South King,South King,3932037.471816285,within South,2021,1.0282251818655568
747,2021-07-26,South King,South King,4072327.22140476,within South,2021,1.0649108580114282
751,2021-08-02,South King,South King,4170808.61330327,within South,2021,1.0906636764474245
755,2021-08-09,South King,South King,3925288.917603985,within South,2021,1.026460439430621
759,2021-08-16,South King,South King,3997188.7023647074,within South,2021,1.0452621852917914
763,2021-08-23,South King,South King,3954409.9227703037,within South,2021,1.0340755628997813
767,2021-08-30,South King,South King,4060482.701573063,within South,2021,1.0618135239587008
771,2021-09-06,South King,South King,4221556.997087463,within South,2021,1.1039343450307992
775,2021-09-13,South King,South King,4041956.1054190868,within South,2021,1.056968831395033
779,2021-09-20,South King,South King,4023511.5399981886,within South,2021,1.0521455898134684
783,2021-09-27,South King,South King,4091917.694584034,within South,2021,1.0700337537091353
787,2021-10-04,South King,South King,4048928.800605871,within South,2021,1.0587921865456165
791,2021-10-11,South King,South King,3976836.0740691563,within South,2021,1.039939986538439
795,2021-10-18,South King,South King,4093491.4976288686,within South,2021,1.0704453021578964
799,2021-10-25,South King,South King,3942471.671464288,within South,2021,1.0309537181289037
803,2021-11-01,South King,South King,3991189.4515163032,within South,2021,1.0436933851878065
807,2021-11-08,South King,South King,4024384.6635466013,within South,2021,1.0523739110402606
811,2021-11-15,South King,South King,3540035.2532550544,within South,2021,0.9257168626135435
815,2021-11-22,South King,South King,3795789.2386975945,within South,2021,0.9925963595866546
819,2021-11-29,South King,South King,3642468.265409175,within South,2021,0.952503027116334
823,2021-12-06,South King,South King,3762155.971223849,within South,2021,0.9838012825272922
827,2021-12-13,South King,South King,3674714.343124597,within South,2021,0.9609353549771554
831,2021-12-20,South King,South King,3916985.8175827274,within South,2021,1.0242891843012893
835,2021-12-27,South King,South King,3301584.6347979214,within South,2021,0.8633621845906542
839,2022-01-03,South King,South King,2872577.9495394663,within South,2022,0.7511772219260805
843,2022-01-10,South King,South King,3461671.200240973,within South,2022,0.9052247149064906
847,2022-01-17,South King,South King,3540010.916592628,within South,2022,0.9257104985925166
851,2022-01-24,South King,South King,3473109.4315815377,within South,2022,0.9082158047891972
855,2022-01-31,South King,South King,3432272.5120294793,within South,2022,0.8975369775058324
859,2022-02-07,South King,South King,3599757.4228502577,within South,2022,0.9413341702138874
863,2022-02-14,South King,South King,3698612.945627648,within South,2022,0.9671848236257036
867,2022-02-21,South King,South King,3850546.729157744,within South,2022,1.0069154068974833
871,2022-02-28,South King,South King,3865951.836473867,within South,2022,1.0109438322075968
875,2022-03-07,South King,South King,3982986.846084028,within South,2022,1.0415484093266083
