,interval,mean_percent,upper_hpd_log_95,lower_hpd_log_95,upper_hpd_log_50,lower_hpd_log_50,days,date
0,240,0.4000088363529031,0.5448145550554998,0.27250628584572545,0.43658231744472764,0.340012065013208,240,2021-07-09
0,241,0.3884381752982916,0.5301528727370918,0.264879440235543,0.42464493723048724,0.3309726806117496,241,2021-07-08
0,242,0.39738620239316846,0.5380336172510634,0.27180928173822094,0.4262127267405743,0.33230656606599496,242,2021-07-07
0,243,0.37848117507088164,0.5161960400762006,0.25608593061273605,0.41466227078126405,0.32356418663577313,243,2021-07-06
0,244,0.42614891798826915,0.606112460501458,0.2643398951130962,0.4636687208725964,0.34071763758562323,244,2021-07-05
0,245,0.44964633810299687,0.6345305653399318,0.28162671152421614,0.4914474434160009,0.3641357511665983,245,2021-07-04
0,246,0.43709011574529694,0.6145357925692542,0.2768635812724929,0.4736020029603814,0.352315213992229,246,2021-07-03
0,247,0.449635566042161,0.6375229329593376,0.2886620204284695,0.4916558040745878,0.36528445193141557,247,2021-07-02
0,248,0.4501205616542751,0.6351485743009139,0.2891829562222825,0.4870871529464769,0.36202137978148685,248,2021-07-01
0,249,0.43904578205608946,0.632191521462152,0.27305885948509534,0.4762747165030422,0.34978473848104336,249,2021-06-30
0,250,0.4539999514004926,0.6450676027431826,0.2808795422924948,0.4963278534288445,0.3656248487307796,250,2021-06-29
0,251,0.4429533006365174,0.5971329158955959,0.3013368129277032,0.4799015377777612,0.37601689772464214,251,2021-06-28
0,252,0.41639309003873415,0.5856617036728555,0.26487782821986583,0.4540556620171913,0.3420496448342171,252,2021-06-27
0,253,0.4042392365415171,0.5619117032180952,0.2653911457098809,0.4386112147215734,0.33534527799607006,253,2021-06-26
0,254,0.3888359399672545,0.5352378369229147,0.2591725982636008,0.4169707509014065,0.32086761514538786,254,2021-06-25
0,255,0.41224351782180135,0.5739149506441271,0.268076744514247,0.44121868456664887,0.33479007886567524,255,2021-06-24
0,256,0.43042538286846477,0.6135494722369113,0.2713862886718882,0.46540084177457997,0.3455339277732105,256,2021-06-23
0,257,0.429910695203789,0.6106342291082621,0.2656590843542848,0.46826107730328126,0.34666557978697665,257,2021-06-22
0,258,0.4306508822979785,0.6093423168524988,0.2745796645151074,0.45988050455786417,0.33851383914353894,258,2021-06-21
0,259,0.4114880754074918,0.5808517533487795,0.2639253709507162,0.44103741477088354,0.32741172051142936,259,2021-06-20
0,260,0.413066393644288,0.5838845752426433,0.26219728931249303,0.4460139483230607,0.33081860362754467,260,2021-06-19
0,261,0.42959362327808065,0.6030700926349586,0.27115533467199393,0.4604142619805678,0.34031758245725874,261,2021-06-18
0,262,0.43202367120191615,0.6022636583117291,0.2680491519307572,0.4639918181929733,0.34412412882005566,262,2021-06-17
0,263,0.43059447662147016,0.6077693150959249,0.26543659878365694,0.4587952130315748,0.33508284581942127,263,2021-06-16
0,264,0.4349873675806434,0.6267428329456347,0.2612502016280243,0.45889303987439023,0.3290658885416823,264,2021-06-15
0,265,0.4851955243996272,0.7065642329731135,0.2735446655349362,0.5193597581665422,0.3543092372849903,265,2021-06-14
0,266,0.4642474415816077,0.6969549464881557,0.2674348829688314,0.4974100897855992,0.3296392198122631,266,2021-06-13
0,267,0.47438794345857005,0.7296781110060998,0.25797068596965933,0.5026028598317528,0.3211001715748732,267,2021-06-12
0,268,0.48799052360402534,0.7219496823743743,0.2751390729188105,0.5306150324395089,0.35487417679069794,268,2021-06-11
0,269,0.48383413531032465,0.7205674804059129,0.27517412719180323,0.518301651004254,0.3432896847718943,269,2021-06-10
0,270,0.5032187310517288,0.7425229480202669,0.2809857152615404,0.538436035091025,0.356048258261058,270,2021-06-09
0,271,0.5124486074902785,0.7594716742870906,0.28553330630608614,0.5652631829465347,0.37882757007219325,271,2021-06-08
0,272,0.3973646786963949,0.5338790956617346,0.2694678485452464,0.4311725477624161,0.3406619737107501,272,2021-06-07
0,273,0.42492272243496265,0.5872604509809681,0.27188056715741027,0.45946984956959686,0.34858749108062353,273,2021-06-06
0,274,0.4645252483685564,0.6852775153394243,0.2688496061914732,0.5263200524532221,0.3667472922483983,274,2021-06-05
0,275,0.4264322573382655,0.609668081140123,0.2662016303848574,0.4608830604576512,0.3342835743694562,275,2021-06-04
0,276,0.4320402115598133,0.6225752688952069,0.26579552355600283,0.4672035856576355,0.334259513837221,276,2021-06-03
0,277,0.4351836622013983,0.6299441089602785,0.2650128900121829,0.5020074722833929,0.3641585338399813,277,2021-06-02
0,278,0.4035512592860608,0.5625637477625136,0.25737630329954264,0.4442059174885063,0.33445600538108444,278,2021-06-01
0,279,0.3641268739923875,0.46514107796234166,0.2644126448212636,0.39287873862576544,0.32540437172396136,279,2021-05-31
0,280,0.3581635980344266,0.45765557795678596,0.26761980619607395,0.38377187526332784,0.3210566109865064,280,2021-05-30
0,281,0.34680700655884383,0.45464040774393644,0.2519475850647998,0.371964642551224,0.30803796132068634,281,2021-05-29
0,282,0.3404155888589991,0.4355044995234863,0.25777102432966126,0.36164601248069594,0.303897440604866,282,2021-05-28
0,283,0.33867154365661983,0.43117926177068056,0.25333648437736295,0.3616898608666071,0.30403889247243227,283,2021-05-27
0,284,0.34032666487326857,0.4370307585149802,0.25607139566968656,0.3625702378001951,0.30418354400450204,284,2021-05-26
0,285,0.34343671231712136,0.445735672861449,0.2495565111916807,0.36466786648032234,0.30006234679199256,285,2021-05-25
0,286,0.3324383436427547,0.41713587932176355,0.24848873801405533,0.3623134324831325,0.303321177723983,286,2021-05-24
0,287,0.317970732994034,0.40604338324743255,0.23066908919713186,0.3386463167406081,0.28036602247623704,287,2021-05-23
0,288,0.31187241302226637,0.4403434529025987,0.2098349187709775,0.32373606911390856,0.25541919554062004,288,2021-05-22
0,289,0.3275150277283927,0.45139891636028096,0.22334380593062425,0.34314037009121523,0.2750754606036423,289,2021-05-21
0,290,0.31995829036634743,0.4302217168367906,0.22047496892861373,0.33955133514412666,0.27504754842434315,290,2021-05-20
0,291,0.31757886540441527,0.4084206915617853,0.22870280717172184,0.3367062358605277,0.278415140728566,291,2021-05-19
0,292,0.33574918410384014,0.4287342289522769,0.24733086771048737,0.36787791559548116,0.3060150142730004,292,2021-05-18
0,293,0.3686176376854486,0.46702551024648364,0.2790503281117011,0.395111402241885,0.3315391940575331,293,2021-05-17
0,294,0.38537399505007397,0.48195386238178006,0.29696122990041085,0.41193863097923855,0.34886384679858506,294,2021-05-16
0,295,0.4050813898939431,0.51424650558122,0.29283448911357535,0.444463316323454,0.3696106850482578,295,2021-05-15
0,296,0.40592538201914036,0.5323666442267625,0.29202123749636144,0.43990677341993234,0.35285575702889005,296,2021-05-14
0,297,0.3943966452616022,0.5041261613765783,0.2924645321430337,0.4190575764744,0.3446820342388905,297,2021-05-13
0,298,0.37478151505218754,0.46480586258629714,0.2884218695977214,0.4017359662130216,0.3409444637631613,298,2021-05-12
0,299,0.3807363331828824,0.47498160293164754,0.288964914392637,0.4072608293482985,0.34291426807703446,299,2021-05-11
0,300,0.4053840249998573,0.5287831043467547,0.2877109758744362,0.430727321017044,0.3466716082380779,300,2021-05-10
0,301,0.4154817149216143,0.5552438788706262,0.3030179565121924,0.44808344423638996,0.3612230785417582,301,2021-05-09
0,302,0.4090790806965793,0.5418522188228772,0.28635189363714786,0.43525223694578896,0.346926618827804,302,2021-05-08
0,303,0.38777791124443683,0.5071405073202137,0.28103674422606084,0.41396783903044926,0.338274535981837,303,2021-05-07
0,304,0.3956759512169581,0.5214059400616127,0.2901332034356726,0.4275100272869962,0.35022012599954444,304,2021-05-06
0,305,0.3934424981081477,0.5135619839919929,0.28911987486626134,0.42530283124756624,0.3488916659105485,305,2021-05-05
0,306,0.3897458398057534,0.507499267395267,0.2809506529824648,0.4133964986962836,0.3348901786905286,306,2021-05-04
0,307,0.3813978693440379,0.5026046824429113,0.27342015135413184,0.40838860969550905,0.3298624435896062,307,2021-05-03
0,308,0.4523799664264442,0.5619446950021095,0.35123013791958685,0.4768320770964749,0.404127831443774,308,2021-05-02
0,309,0.44238868136048326,0.5486467363153393,0.34836576249587575,0.4647545879086975,0.3952920895012563,309,2021-05-01
0,310,0.43992196344809853,0.5407475580527092,0.344642741342062,0.46034745143192823,0.3925206294954296,310,2021-04-30
0,311,0.4505431315110898,0.5582351801608666,0.3503254781667621,0.4799068657101315,0.4077927838052057,311,2021-04-29
0,312,0.4473908018370567,0.5553254504369738,0.3518255155149269,0.47708697884496043,0.40680496846777664,312,2021-04-28
0,313,0.43422327490486645,0.535295475280445,0.34434098041092814,0.45937252212559315,0.3931195328413655,313,2021-04-27
0,314,0.3850059534967281,0.4555200101792742,0.31571381778926133,0.4023768684756147,0.355711847158666,314,2021-04-26
0,315,0.3795379308379382,0.45234394078101525,0.30970229203306016,0.3996931098846672,0.3522552066598351,315,2021-04-25
0,316,0.3746758904498925,0.4496229999293602,0.3066770418312963,0.3972680485658678,0.3498704303667546,316,2021-04-24
0,317,0.37638665055410997,0.4473868822286284,0.3118615716161581,0.3948934103089139,0.34903836877971645,317,2021-04-23
0,318,0.3727648074288367,0.43698636722326706,0.3060228158436888,0.393689092851382,0.3495750171261231,318,2021-04-22
0,319,0.3802147323511099,0.4523757329856256,0.3144448383462408,0.3995648919969278,0.3532658124351039,319,2021-04-21
0,320,0.3794953010213979,0.4516103352933528,0.3096644275568869,0.40057053852568086,0.3529434850116037,320,2021-04-20
0,321,0.39059672893233555,0.4575390012223581,0.3226598000559848,0.410864980661314,0.3650930898007713,321,2021-04-19
0,322,0.3916786669799058,0.4622368285960428,0.32173073395797464,0.41913403230440494,0.3708500472757572,322,2021-04-18
0,323,0.39354612328604316,0.46325144026059634,0.32029600727356977,0.4184395206903069,0.3700179234069202,323,2021-04-17
0,324,0.39105186326509705,0.4592689646347929,0.3186506973469571,0.4170674402319585,0.36933624371334955,324,2021-04-16
0,325,0.38180263096851375,0.45633139569355535,0.313081481395364,0.4072356510965776,0.3584306288626454,325,2021-04-15
0,326,0.388001888791272,0.4550734964158517,0.31608893167471375,0.41458354167285616,0.3666610811344083,326,2021-04-14
0,327,0.39305393969692864,0.46570668238277907,0.3248192896718795,0.41864291999281883,0.3699851644661912,327,2021-04-13
0,328,0.4254627345892896,0.5301849981313669,0.3309418688470018,0.4463373068545493,0.3793889246832862,328,2021-04-12
0,329,0.42098845866470425,0.5209698054124543,0.3188299096679326,0.44687643929480275,0.37810343164729315,329,2021-04-11
0,330,0.43146629306222833,0.543602199069447,0.3240840041250553,0.45807931760016185,0.38286994532930224,330,2021-04-10
0,331,0.4290753053776455,0.5405249036039387,0.32195982443553695,0.4588886211457077,0.3837736795183045,331,2021-04-09
0,332,0.43388130742296244,0.5414516085027947,0.32544126035693355,0.4578786427350525,0.38442983298137473,332,2021-04-08
0,333,0.41269951307330327,0.51587951913891,0.3247043460141129,0.43233997664060797,0.3678144905337338,333,2021-04-07
0,334,0.41641211752314583,0.5197538221388688,0.31793653932056787,0.4411786644377981,0.3721146670548608,334,2021-04-06
0,335,0.4005012290112318,0.47917650848696175,0.32266853793779393,0.42572935478073304,0.37399258098509963,335,2021-04-05
0,336,0.37476506420269096,0.45446842400316695,0.2950295121457195,0.39787416572845163,0.34540529077396226,336,2021-04-04
0,337,0.37171640124600863,0.4546286493586779,0.2970125349263197,0.39768733370511095,0.34511447641732007,337,2021-04-03
0,338,0.3747063642167538,0.4608802437901587,0.2918847819807176,0.39873563423178,0.34335066259811003,338,2021-04-02
0,339,0.38345017037517454,0.47254626266021993,0.3021696183280705,0.4033924481729925,0.3472315586361181,339,2021-04-01
0,340,0.3793617672921663,0.46798376209728526,0.29580409677899255,0.40516114606102244,0.34860423048395844,340,2021-03-31
0,341,0.36841170101775855,0.449586916561048,0.28845287009329035,0.39134827889766477,0.3383646111197331,341,2021-03-30
0,342,0.38782773426141337,0.4828743344345983,0.30055516688503264,0.41117028035589054,0.3508661459539049,342,2021-03-29
0,343,0.39419325878340933,0.49319007782218155,0.3036311778830601,0.41604424647087324,0.35384593811579895,343,2021-03-28
0,344,0.3920857650024755,0.49400976287844983,0.299977975286614,0.41581268655839865,0.3521088528324515,344,2021-03-27
0,345,0.4030291838200566,0.5073337622624121,0.30868461198724745,0.4256035005997694,0.3603055385231424,345,2021-03-26
0,346,0.3968350244830003,0.4928426799597827,0.3009323039038889,0.4220419976168123,0.357575540188546,346,2021-03-25
0,347,0.40410243458528383,0.5069628468202259,0.3074832171706386,0.42666376597120986,0.36041490031228574,347,2021-03-24
0,348,0.40152564655849055,0.5093753158342245,0.30232926821831396,0.4205101367007946,0.3521506230585467,348,2021-03-23
0,349,0.34800352605749474,0.43491800728073726,0.26653995669671493,0.36827004008842096,0.3113225078548468,349,2021-03-22
0,350,0.3389185957044116,0.43849978942692386,0.25159427724228767,0.35945946547343566,0.2967105844801032,350,2021-03-21
0,351,0.34421880151258843,0.4282147154925383,0.259673766975537,0.3734949987554042,0.3148338479204719,351,2021-03-20
0,352,0.3343991111221186,0.41812874655261745,0.25309520935567853,0.35889524738208833,0.3021751775928471,352,2021-03-19
0,353,0.32148308373722506,0.40999413021406134,0.23834599571031137,0.3455402548553778,0.28735703113887573,353,2021-03-18
0,354,0.33302805502497657,0.42270163146059525,0.24526730501898292,0.35293245721494804,0.2927330968471878,354,2021-03-17
0,355,0.35914824619450414,0.45066965434553985,0.2694794370604192,0.3868080911972625,0.3234429433474763,355,2021-03-16
0,356,0.39067323929093367,0.4817722221604642,0.2932867076086838,0.42394029218619056,0.36086336075663206,356,2021-03-15
0,357,0.4017491345212479,0.506604045850463,0.3036533939699358,0.4368847694481965,0.36822931963087907,357,2021-03-14
0,358,0.38822149572984443,0.48387788836994783,0.30036415378549447,0.42110974306689614,0.35968526614476354,358,2021-03-13
0,359,0.4023422768038384,0.5270942379480102,0.29201203450063656,0.4295954143384947,0.3551072867603785,359,2021-03-12
0,360,0.41267651153398777,0.572471221420543,0.28193661018932875,0.431296225195378,0.3460586203415623,360,2021-03-11
0,361,0.418266019889053,0.5577071676875929,0.2939671556666933,0.4466368051015428,0.364131499019164,361,2021-03-10
0,362,0.42161909423848637,0.5537062467090974,0.3092418486805435,0.454263330979305,0.3763425441977932,362,2021-03-09
0,363,0.4185893672234943,0.5485083335643957,0.292974793086175,0.445442077233619,0.3663810522342388,363,2021-03-08
0,364,0.433620493412259,0.577051610976289,0.3096434177146611,0.4618943083404386,0.3785426591174825,364,2021-03-07
0,365,0.4392798769001667,0.6004908782484061,0.3052225962828464,0.46212527196618064,0.37350045112365865,365,2021-03-06
0,366,0.4705069554736243,0.6087123702292043,0.33345012178067224,0.5214451738144569,0.42709047123797117,366,2021-03-05
0,367,0.4994784904597328,0.6610817257862982,0.326858119978296,0.5560532024072141,0.4384728516060207,367,2021-03-04
0,368,0.4836449550289785,0.6352025086506838,0.3344340170109897,0.5305507854877082,0.4240721754918848,368,2021-03-03
0,369,0.4781647036304456,0.6175557234622376,0.33798149420977924,0.5275608899785127,0.42962643016566754,369,2021-03-02
0,370,0.49151036774298373,0.6426601169783749,0.34294918461339496,0.5407789417378346,0.4340064465444666,370,2021-03-01
0,371,0.491248310532384,0.648585209555375,0.32688483408056296,0.5350048164204275,0.41460464279503373,371,2021-02-28
0,372,0.5055830830392375,0.6852360458657895,0.3267379412698954,0.5396087904626206,0.3997246371038342,372,2021-02-27
0,373,0.45708456276250764,0.5924406354745452,0.3177839554101339,0.508641715448847,0.40761197988434417,373,2021-02-26
0,374,0.45666077583842385,0.6061046786077396,0.31885793554121283,0.5040799854620998,0.3961646447223309,374,2021-02-25
0,375,0.44631136517894915,0.5824407865426617,0.3178576785155343,0.4925572857154502,0.3951099399595931,375,2021-02-24
0,376,0.4478198632859817,0.5953344548599987,0.3142651227487282,0.5032211656908181,0.39682423167976993,376,2021-02-23
0,377,0.41878283011323375,0.5606351080931894,0.28375812110965487,0.4732536135201789,0.36692747210316756,377,2021-02-22
0,378,0.4495553827965624,0.5768746862073616,0.30916233220265676,0.4958866832282264,0.4006881314101338,378,2021-02-21
0,379,0.4486133100825906,0.5832434098957873,0.3126568171648526,0.49276859634424275,0.39778717981010936,379,2021-02-20
0,380,0.43504703924396937,0.5549303462338825,0.316483442939182,0.4675063466345849,0.385618465327786,380,2021-02-19
0,381,0.4338667597504784,0.5555626685209927,0.31224677388443683,0.4692885413457943,0.38706004326302146,381,2021-02-18
0,382,0.4366174238149093,0.5616925544107962,0.3183851131063255,0.47541134082667347,0.3945451581760326,382,2021-02-17
0,383,0.42687751275394864,0.5480806807791057,0.306278498824705,0.46207254734007225,0.38116794588063163,383,2021-02-16
0,384,0.40766570469331265,0.5408519199668893,0.2857514183225165,0.4472456737392689,0.3608175396065514,384,2021-02-15
0,385,0.46269821644766873,0.6492315915332104,0.2950687941022082,0.48852941467916644,0.37600118979500724,385,2021-02-14
0,386,0.4657558336336994,0.6592526601367082,0.30214489863648314,0.48969860216913036,0.3765156687352684,386,2021-02-13
0,387,0.4763356255991965,0.6679102482083344,0.31617567285217485,0.5064324353179939,0.39498203749495775,387,2021-02-12
0,388,0.48094071208365735,0.6782493845105332,0.3262559034124803,0.507748968352434,0.3958985587150675,388,2021-02-11
0,389,0.4975279451630419,0.6874640251848589,0.3270321740666772,0.5227841309903376,0.4071745174361915,389,2021-02-10
0,390,0.49156596675382896,0.6799352377211361,0.31953078400864016,0.5181542009765406,0.40381459305693557,390,2021-02-09
0,391,0.41852514556562503,0.5797652666594229,0.2657395564093929,0.4647462160513973,0.35830383789886144,391,2021-02-08
0,392,0.4211470270927204,0.573350035926379,0.26363441153081435,0.4722022224255371,0.3675548744990383,392,2021-02-07
0,393,0.42406211055941984,0.5764635420426935,0.26513945050629784,0.4705668979904596,0.36570079974454206,393,2021-02-06
0,394,0.42366132511643806,0.57370466973825,0.2674692018863766,0.4729805707736467,0.36873864477400836,394,2021-02-05
0,395,0.4155831862868113,0.5662435729946255,0.2592614778626589,0.4579984590152467,0.3535290724137678,395,2021-02-04
0,396,0.41354944725760223,0.5645728135215284,0.2540887069009027,0.4636353106734575,0.35853536890504756,396,2021-02-03
0,397,0.4147776682773512,0.5737456718207079,0.2578638433463899,0.46732265933880945,0.3600792504142239,397,2021-02-02
0,398,0.4379435609233641,0.6003374798522464,0.27795645255958357,0.4782450932968804,0.37049545929870376,398,2021-02-01
0,399,0.4325569281944205,0.5884671688748007,0.27809028029019756,0.47433006041225484,0.3720301289284417,399,2021-01-31
0,400,0.42516803889755567,0.5732083025087096,0.26784888405088786,0.4624198145340756,0.36219146380403927,400,2021-01-30
0,401,0.42808480960175627,0.5773099761591624,0.27094076522021865,0.46534270308335957,0.3645692990635563,401,2021-01-29
0,402,0.4140080452813765,0.5554666285400588,0.26423086278867136,0.45377081246480544,0.35817166101413167,402,2021-01-28
0,403,0.40655150004049917,0.548686841245822,0.26001181623494535,0.4472568748128656,0.3511498455870891,403,2021-01-27
0,404,0.40621351024968677,0.549016544090722,0.260401609267887,0.4525836584829218,0.35556398420069407,404,2021-01-26
0,405,0.3942304482309358,0.54175474444091,0.25069986198418953,0.4403006059399234,0.3400047103376991,405,2021-01-25
0,406,0.40442661196068025,0.5552750111934741,0.25112704120345475,0.45531120497726557,0.352496971200876,406,2021-01-24
0,407,0.4051624042848943,0.5641393173833018,0.2555519563255796,0.44879211901495314,0.3446811821063603,407,2021-01-23
0,408,0.40369385626841514,0.5599130769341407,0.2537636225129737,0.4534539566147563,0.3497978802633717,408,2021-01-22
0,409,0.4099426795685554,0.5596855176201518,0.2586107218604347,0.4566387007622806,0.3535640404429623,409,2021-01-21
0,410,0.40883561522054385,0.5654216416208165,0.26139148083843483,0.4565969737570091,0.3537619351491407,410,2021-01-20
0,411,0.4201627569329979,0.5782189142452175,0.27267507991479983,0.4707280210684604,0.36689993671523624,411,2021-01-19
0,412,0.43525696490092863,0.5919364298799245,0.28789978307341696,0.4712465510358783,0.3702696422298501,412,2021-01-18
0,413,0.43244072237218634,0.5911103090976512,0.2908168816677184,0.48055295592490993,0.38003054125890456,413,2021-01-17
0,414,0.4374171491804033,0.5929345863236081,0.2901549436103455,0.48303547791269735,0.38124791630549154,414,2021-01-16
0,415,0.4354644722913785,0.5894784300600976,0.2874931791190542,0.46961744786884074,0.3685031377121822,415,2021-01-15
0,416,0.4337447904654334,0.5907089288278995,0.2882233825542916,0.4697774636937229,0.36847115166864525,416,2021-01-14
0,417,0.4428200698301613,0.5972391941684373,0.29226182271822176,0.47791119277004995,0.3756776257083491,417,2021-01-13
0,418,0.4420966141819224,0.5902352237176473,0.28961070443298653,0.4868791774780127,0.3853707250567726,418,2021-01-12
0,419,0.4312299857810553,0.5843618668410236,0.2728079310127243,0.47734794530579083,0.3693103086398638,419,2021-01-11
0,420,0.37964766704022485,0.5420048475315165,0.22148764230287576,0.42088332357230734,0.30891084865963164,420,2021-01-10
0,421,0.37175198458281894,0.524295113506172,0.20584179459865787,0.41908833423119685,0.30955437405303987,421,2021-01-09
0,422,0.3855294662807277,0.5508103445482815,0.22397799665602644,0.4266685154542117,0.3125756543120263,422,2021-01-08
0,423,0.3891050468065938,0.552229766483826,0.22666256532896847,0.43257770329940737,0.3181198223429346,423,2021-01-07
0,424,0.39304711193440967,0.5574033709752393,0.22782878083531202,0.44169783715984734,0.3260879516247987,424,2021-01-06
0,425,0.378017666026157,0.5368834755804938,0.22121507222367845,0.41982865760863236,0.30915959916654856,425,2021-01-05
0,426,0.36718489303907276,0.5285146138732146,0.21297265443047658,0.422618038867926,0.31202625904316555,426,2021-01-04
0,427,0.3704577933285942,0.5297204514693312,0.21297387598525655,0.4210756194134822,0.30972611598755984,427,2021-01-03
0,428,0.37716555724037787,0.5305937199575452,0.20960999754614376,0.4279838250428944,0.3157161617220967,428,2021-01-02
0,429,0.37379203655749016,0.5298188776912882,0.21440575232126355,0.43033929349072486,0.3195572754714767,429,2021-01-01
0,430,0.3729349892952627,0.5291737879312918,0.21480571865369455,0.42835644680001744,0.31788476144447214,430,2020-12-31
0,431,0.366019916603599,0.5183431295125446,0.20849898133183853,0.4168553630665278,0.3080483843555912,431,2020-12-30
0,432,0.36783229270284473,0.5214243823946172,0.21166546208822926,0.4194274694324972,0.31097856692552545,432,2020-12-29
0,433,0.36954161642727035,0.517668394406112,0.2116029740926371,0.41216705292075767,0.30598072892567485,433,2020-12-28
0,434,0.3310621335302745,0.48771666824052634,0.17686560172246257,0.3647030018308688,0.2600610292103371,434,2020-12-27
0,435,0.33420821041253174,0.49121521036395965,0.17464948318001566,0.36957386112543955,0.26356076133367523,435,2020-12-26
0,436,0.3228190680180971,0.47643395288783386,0.17151066850957933,0.36420668226946024,0.26203701658483686,436,2020-12-25
0,437,0.32758800981243874,0.4806754804976665,0.17403913001773877,0.3632349683036952,0.260524836406146,437,2020-12-24
0,438,0.3233328390722564,0.47677867546650643,0.17289207850875937,0.36949933937049695,0.2677402686628085,438,2020-12-23
0,439,0.3250016359535757,0.4766533667462029,0.1721308405389213,0.365943526342258,0.26380591311420004,439,2020-12-22
0,440,0.3305483615069781,0.4820394970603518,0.17560603538927785,0.3695983549006747,0.26788301039751083,440,2020-12-21
0,441,0.3243321452276428,0.4687993139575994,0.16790172582275065,0.3601912007916555,0.26048266147796784,441,2020-12-20
0,442,0.31490187214286963,0.4623910629534916,0.1674941616392232,0.35518141004702825,0.25749709209347393,442,2020-12-19
0,443,0.3152007409212765,0.45968923194344585,0.16480699165747767,0.3556165204119138,0.2574752790307083,443,2020-12-18
0,444,0.31402366487198524,0.46127692268139225,0.16630982930447183,0.34998313513982887,0.2519267288972342,444,2020-12-17
0,445,0.3112645102078174,0.459062810054865,0.16484325454860405,0.3470658822251918,0.24903338596380897,445,2020-12-16
0,446,0.3052633977001846,0.44638735062802587,0.15613681157395182,0.3435142812863789,0.24655390205463257,446,2020-12-15
0,447,0.33361527344516767,0.49101510136262977,0.18798233471250766,0.36722190472125243,0.27230350669260545,447,2020-12-14
0,448,0.32512311341189565,0.47947958404257673,0.1790537227884687,0.3585289057822821,0.26294937812837565,448,2020-12-13
0,449,0.323071735298566,0.4791271171078407,0.18196738814779756,0.35725129149733054,0.26277530802196886,449,2020-12-12
0,450,0.3189970195431406,0.47481479899146634,0.17864346971204184,0.35326114292528105,0.25935059620438977,450,2020-12-11
0,451,0.3131553847240615,0.4666605193666698,0.17496698863437576,0.34792180757777796,0.25496775013899564,451,2020-12-10
0,452,0.31533191246763925,0.46728269423975977,0.17370018590841368,0.34758810595940975,0.2543409298938236,452,2020-12-09
0,453,0.3172993854307861,0.4716797616898209,0.17701957270270774,0.3472112184795087,0.2533205990134697,453,2020-12-08
0,454,0.29835192103306096,0.44883608177711093,0.1625404493061153,0.3443171996230396,0.24756551058032916,454,2020-12-07
0,455,0.30002669684384403,0.45305716257573353,0.16313621835737846,0.34164743920186225,0.24436230847915547,455,2020-12-06
0,456,0.30448222028716293,0.456859374440782,0.16181553165674642,0.34188537949273007,0.2427016677012521,456,2020-12-05
0,457,0.30595861754438086,0.4572463036591849,0.1536280559115275,0.3410011940647964,0.23951830529775187,457,2020-12-04
0,458,0.3053655705645588,0.46449829832185746,0.15880007301362997,0.3452988878246189,0.24336464488291515,458,2020-12-03
0,459,0.30594325794179755,0.4579021042549429,0.15411489298744288,0.34004792667035505,0.238728402387314,459,2020-12-02
0,460,0.30809832614966187,0.4569594383035883,0.15625787063678173,0.3412801182049498,0.24066837146716694,460,2020-12-01
0,461,0.3106490440580666,0.4626584418335117,0.16156628576241885,0.3502846291545836,0.249603244647594,461,2020-11-30
0,462,0.33848526810755825,0.5162723819421748,0.18515806279744224,0.37221010804990595,0.2614947405863264,462,2020-11-29
0,463,0.34168559965441514,0.5201867374031812,0.1884162919931571,0.38315519721042274,0.27258716589915216,463,2020-11-28
0,464,0.350051147496798,0.5223000855036777,0.1831689966906976,0.39827007258929,0.2863102725739001,464,2020-11-27
0,465,0.3524314113078379,0.5310368742889234,0.19101930970573813,0.3984006981679356,0.28649412450034006,465,2020-11-26
0,466,0.3488248789226831,0.5241716918322297,0.18601712387928745,0.39644068724358544,0.2852552875391897,466,2020-11-25
0,467,0.34100624930437873,0.5099881457177424,0.17733907314472244,0.3756307634791642,0.26636638246539696,467,2020-11-24
0,468,0.3152215086635944,0.48457023427294793,0.1523616008820787,0.3567593958023136,0.24313960231386206,468,2020-11-23
0,469,0.31816787786826206,0.48311449930790284,0.14812106136628245,0.3626991235859904,0.2487052583426582,469,2020-11-22
0,470,0.3158086608151646,0.48756234499904516,0.15286538068656808,0.35393499225969355,0.2399645328690146,470,2020-11-21
0,471,0.31725478073275337,0.4952666469047966,0.15507576231492398,0.3649759933220076,0.2494326604564657,471,2020-11-20
0,472,0.3138095412813355,0.48949734085705693,0.14576135900405054,0.3589337167593274,0.241750938593523,472,2020-11-19
0,473,0.31624022695192894,0.4956815814099089,0.15375894377849803,0.36659182359722725,0.2502257227362264,473,2020-11-18
0,474,0.2961237228736712,0.45434089978399594,0.1389703225449257,0.3465123990642107,0.23236204612517308,474,2020-11-17
0,475,0.2937227812831729,0.4423722345071189,0.1414525213742665,0.34002073522336684,0.2328086210999685,475,2020-11-16
0,476,0.24892936248636494,0.37402370001695945,0.12276942296281075,0.2868749741297412,0.19523452446043646,476,2020-11-15
0,477,0.24132149299638556,0.3645061491047889,0.1197438441431674,0.28528428151877866,0.19503005152236588,477,2020-11-14
0,478,0.23358690850803837,0.35346791020095597,0.1143174446738438,0.27163289855742107,0.1826016027329434,478,2020-11-13
0,479,0.22926719536538978,0.3547678929580075,0.1128371249871058,0.2668165390345395,0.1754698894247084,479,2020-11-12
0,480,0.2332073948604601,0.3502739348868785,0.11060516014029592,0.27625100524737306,0.1859481614553158,480,2020-11-11
