,interval,mean_percent,upper_hpd_log_95,lower_hpd_log_95,upper_hpd_log_50,lower_hpd_log_50,days,date
0,64,0.23369055311739997,0.33946451320646215,0.13013389999812883,0.2593872532621875,0.18029750255183005,64,2022-01-01
0,65,0.23299703910464384,0.34114135948317126,0.12954724424542277,0.25868179928348417,0.17834961794265544,65,2021-12-31
0,66,0.23284251345438173,0.3383128319229766,0.1327286497762065,0.2574280682163612,0.17992176580901723,66,2021-12-30
0,67,0.23468720121437506,0.338877019027597,0.13356725187810137,0.26049568964697317,0.1838103494265399,67,2021-12-29
0,68,0.23092416995833234,0.33247358808969035,0.12781619364857522,0.25382340860021596,0.176691311056474,68,2021-12-28
0,69,0.2505398532486308,0.3427996745984511,0.16223481765269487,0.27931867048313636,0.2141573728237535,69,2021-12-27
0,70,0.2240968498941728,0.31471119044796,0.1384235334080274,0.2526932206177321,0.18831399143130764,70,2021-12-26
0,71,0.22334178584638323,0.3137663712485683,0.1374715240331375,0.2494805592199295,0.18513924686445532,71,2021-12-25
0,72,0.22245878196190766,0.3127556699154997,0.13388139307538185,0.24800570915684694,0.18312977356381246,72,2021-12-24
0,73,0.2196910695862851,0.3091138024901977,0.13309599491047439,0.24441172079767554,0.18116103121871305,73,2021-12-23
0,74,0.21994849216281084,0.30831050654710446,0.13155340924223208,0.24319535502511994,0.17955470614833616,74,2021-12-22
0,75,0.22236108017219983,0.31098325699110796,0.1308120203893013,0.2489088802733291,0.1838320937229333,75,2021-12-21
0,76,0.3691978795226791,0.5636570840120896,0.20950766421358444,0.3914281527612209,0.2675797235811673,76,2021-12-20
0,77,0.37473229589233165,0.5824438448549398,0.20444868791018603,0.3946754101252576,0.26125677073255016,77,2021-12-19
0,78,0.38532171773956636,0.6037656698856128,0.20727784857321604,0.3922938954855688,0.25202147672965985,78,2021-12-18
0,79,0.387866691627001,0.6391355507346378,0.1996726929274833,0.39222388350385856,0.24142400191752478,79,2021-12-17
0,80,0.4035756167271274,0.6532864106843113,0.21524361821848892,0.41117829938471206,0.2584888237978597,80,2021-12-16
0,81,0.4067696788584545,0.6476716723758089,0.221291577081947,0.4161951851905902,0.26551640948842653,81,2021-12-15
0,82,0.4183487761578096,0.662361411514081,0.22538982940888386,0.43023816282052696,0.27478168724643,82,2021-12-14
0,83,0.35353691782717855,0.4745191971285235,0.24821836279201898,0.37045622035902714,0.2971652173223504,83,2021-12-13
0,84,0.429417464211156,0.5465129382254573,0.3081026953222759,0.47023565677340723,0.3912291909696248,84,2021-12-12
0,85,0.44310495104481407,0.5672142216397719,0.3116195176198068,0.4892443717917745,0.40811126108996515,85,2021-12-11
0,86,0.4734816877991274,0.6203171898789793,0.3085703748898633,0.526600438494209,0.4323946910812152,86,2021-12-10
0,87,0.47379935779483073,0.6335461438605741,0.30806561369864205,0.5292624114952638,0.41781478057786325,87,2021-12-09
0,88,0.4713957011247531,0.6192942078000283,0.3122690747610687,0.5280951771442062,0.42504723530257027,88,2021-12-08
0,89,0.48645743472806624,0.640576587004545,0.3188098043739761,0.5445664946780836,0.43679203858356713,89,2021-12-07
0,90,0.4678230116809266,0.5912133956203819,0.32608444172950135,0.5173230323647869,0.4287364361045692,90,2021-12-06
0,91,0.45872241307593786,0.5970659397970733,0.3254552424004315,0.5047028709464932,0.4136738415508674,91,2021-12-05
0,92,0.45612597685537104,0.5878373629168104,0.33696706341792043,0.4991315494781981,0.4162678724714486,92,2021-12-04
0,93,0.46680935992723527,0.595614540685341,0.32452960162114053,0.5144313595000409,0.42613241873859936,93,2021-12-03
0,94,0.4463668653198414,0.5714348920740046,0.32607925368637874,0.48979711998752007,0.4074716998871001,94,2021-12-02
0,95,0.4519810715183449,0.5787147231941876,0.3346037357499161,0.495884278849548,0.41361925475726347,95,2021-12-01
0,96,0.4635446531066874,0.5905302449195219,0.33916840102056134,0.5113348176626474,0.4270420459285191,96,2021-11-30
0,97,0.452011639302358,0.5680025237399103,0.3377632326677608,0.48546145501013954,0.4063479493858625,97,2021-11-29
0,98,0.475057856355172,0.6092281264036575,0.3542555753946078,0.5147132603474581,0.4271166306463734,98,2021-11-28
0,99,0.48962395365799977,0.6128661240279764,0.37323262772394505,0.5303623111839729,0.4467573234034535,99,2021-11-27
0,100,0.49815813271021064,0.6260758122976693,0.37404891030078885,0.5358249073455923,0.44876231227880975,100,2021-11-26
0,101,0.5067820470474637,0.6361581655786933,0.3740885780909197,0.5427414832439084,0.454280762589671,101,2021-11-25
0,102,0.5106645296471073,0.6482194522840351,0.37913054634963234,0.5510921924364229,0.46089523731419507,102,2021-11-24
0,103,0.5092855769274589,0.6447311289091464,0.38452097598673785,0.551279257683722,0.46317104435240614,103,2021-11-23
0,104,0.5370900559140238,0.6747805579965381,0.40851187064468303,0.5780267504676992,0.48425391019967984,104,2021-11-22
0,105,0.5509045159506311,0.698070011506765,0.4108148412341475,0.5982374811510763,0.49818143509902313,105,2021-11-21
0,106,0.5309344295906818,0.6615022131327369,0.39909591115447896,0.5767561916970053,0.4841092438050407,106,2021-11-20
0,107,0.5358589873867815,0.6757635036794696,0.3969023987861899,0.5940195265573966,0.49495967782382,107,2021-11-19
0,108,0.5390859844238849,0.6844835621445726,0.38534685533378804,0.5946858930529826,0.4886306938431242,108,2021-11-18
0,109,0.5482953550154112,0.7027693012328006,0.3892006385566206,0.6064708523624106,0.49450774410388854,109,2021-11-17
0,110,0.5402613332281304,0.6843338776322807,0.3857260890083279,0.6001323411022754,0.49392477635198095,110,2021-11-16
0,111,0.48855903320033167,0.6112137126121128,0.3590635589957792,0.5277936854210835,0.43732736140830347,111,2021-11-15
0,112,0.4587726544665739,0.5949066976192401,0.3256025114751623,0.5054744661544409,0.4068675400410232,112,2021-11-14
0,113,0.4357666366387116,0.5476679287684234,0.32672297412815055,0.47639221851185143,0.3992645436416414,113,2021-11-13
0,114,0.41653136637866317,0.5239631080439193,0.30899200177573843,0.4534337639487795,0.37962399582182954,114,2021-11-12
0,115,0.40758517897274016,0.5125586430765192,0.2988445161919999,0.4382418701150011,0.3651359291251324,115,2021-11-11
0,116,0.4038565580219821,0.5175347949115491,0.29769183926983583,0.43982745761612774,0.3652004152140748,116,2021-11-10
0,117,0.40350397461279086,0.5160644695921092,0.2997993066000516,0.4380366758263654,0.36442111276348454,117,2021-11-09
0,118,0.4654808063238719,0.6099970486530523,0.31841175252110276,0.504157666705629,0.4034655338318237,118,2021-11-08
0,119,0.456921019264963,0.6135395924940851,0.30580488780902043,0.49784396428888783,0.39111604975704334,119,2021-11-07
0,120,0.47151920880330167,0.6277739412604795,0.3114837639085077,0.5149714468429584,0.40398451326073803,120,2021-11-06
0,121,0.46163730127752034,0.6040134293088386,0.31476589334821825,0.5017654854652597,0.40162249198539557,121,2021-11-05
0,122,0.4621850901005102,0.6056750517776072,0.31781255265008235,0.503211275947684,0.403280528442662,122,2021-11-04
0,123,0.4489109102101645,0.5902710925964539,0.31889160043696363,0.48695849085140064,0.392898516822479,123,2021-11-03
0,124,0.4519575498433425,0.592736076471632,0.3210170516215113,0.48934326671038925,0.3951482799725536,124,2021-11-02
0,125,0.4231236494387633,0.5377267888499487,0.31037581739701803,0.45485023667097957,0.3780267845255032,125,2021-11-01
0,126,0.38693685805717526,0.5108429686276189,0.2650481849886468,0.42300916026700686,0.3393052099073149,126,2021-10-31
0,127,0.3948871336304957,0.5185065288159243,0.2758675402092468,0.4374813970683891,0.353736615352197,127,2021-10-30
0,128,0.4072588520763833,0.5274781418642149,0.28510529028519904,0.44027090533291735,0.35623401714141256,128,2021-10-29
0,129,0.4139587968283975,0.5460011878690396,0.2876910605875388,0.4440933083113924,0.35561454407713017,129,2021-10-28
0,130,0.41964540685558643,0.5422988007011507,0.2911708693863789,0.4573870189130278,0.3703622979735972,130,2021-10-27
0,131,0.4238755600489264,0.5465934216205566,0.3014671728775468,0.4653095915556976,0.37974685468577596,131,2021-10-26
0,132,0.4072153468985045,0.5288275657679509,0.29251530091721056,0.43360252868578,0.3532248274170838,132,2021-10-25
0,133,0.4174535291156221,0.5506860695045215,0.2970452371732886,0.44478808710061934,0.36083833126392595,133,2021-10-24
0,134,0.4148560381858311,0.5251007696761242,0.30250537028615787,0.44314614382581213,0.3670147721672197,134,2021-10-23
0,135,0.42016937915546604,0.5235564519378585,0.3092127558839447,0.45608497932193925,0.38162181579709165,135,2021-10-22
0,136,0.4296290008471551,0.547801190835094,0.3112355501174167,0.4645568876503598,0.38124988189111114,136,2021-10-21
0,137,0.42942899486935615,0.5456266456741208,0.31565564224212816,0.4698516643056492,0.38922559328771855,137,2021-10-20
0,138,0.42525001140781765,0.5399779183658029,0.31158154825839446,0.46291976990935413,0.38232354731624246,138,2021-10-19
0,139,0.4987319304832377,0.6817515533291729,0.3152606177680263,0.5411857009609802,0.4106438299452071,139,2021-10-18
0,140,0.49003411576696804,0.6971941587877161,0.2952876137360132,0.5463633909908756,0.39995964726905847,140,2021-10-17
0,141,0.46126581882871853,0.6503961357966025,0.2921464148486614,0.5067993369482663,0.37742542606204066,141,2021-10-16
0,142,0.45130537894598904,0.6305837412734151,0.2868290926612848,0.4900719242721635,0.36476965438339526,142,2021-10-15
0,143,0.4332669917286552,0.6096935926798998,0.28220576847924067,0.4683710246798338,0.34918054960192124,143,2021-10-14
0,144,0.4380131363291427,0.6151056023078063,0.282251677353252,0.47679890956353455,0.35544700910301746,144,2021-10-13
0,145,0.4313564448534451,0.605203479962807,0.27665155118987333,0.46674252625691787,0.34734009673281896,145,2021-10-12
0,146,0.41809394877143297,0.5757733144847488,0.28523041750965605,0.45552129845054834,0.3519120667375556,146,2021-10-11
0,147,0.41571875761286003,0.5629512459043139,0.2789036136239201,0.45242863504473124,0.35270367637147426,147,2021-10-10
0,148,0.4146458410922213,0.554379656254809,0.2693447448491839,0.4576206568781642,0.3581539425439626,148,2021-10-09
0,149,0.4229969106124288,0.577900734735426,0.2756726458068261,0.4640712135557247,0.35843248661473603,149,2021-10-08
0,150,0.42498230003484305,0.5969769929351733,0.270285862364404,0.4653939118543125,0.3534548687329868,150,2021-10-07
0,151,0.4217525706431123,0.5862759025976346,0.2672345207497462,0.4623780339706176,0.35220729375167087,151,2021-10-06
0,152,0.4188741980655622,0.5900140638640446,0.2609703148822758,0.45995038716221787,0.3468320909741232,152,2021-10-05
0,153,0.43549653619977163,0.611403257551157,0.26903365693724896,0.4808439716810166,0.3598102301562536,153,2021-10-04
0,154,0.45347279656852035,0.6259525079078374,0.2910439875056109,0.49874622984899303,0.3783329449098936,154,2021-10-03
0,155,0.4735737108048451,0.652343816326526,0.31391466284610203,0.5151796165658676,0.3909074984198073,155,2021-10-02
0,156,0.4883049043063183,0.6706874370827761,0.3179723552934655,0.5383660420135259,0.408151654872568,156,2021-10-01
0,157,0.5004475788723987,0.7042153739049152,0.32404137116971143,0.5534881270839301,0.4139655555360299,157,2021-09-30
0,158,0.4970760486028697,0.687043726283931,0.3190517086520481,0.5498077640123046,0.41504128650812794,158,2021-09-29
0,159,0.5064471415367913,0.698887905503533,0.3254475382782333,0.5562311416702683,0.41904653488879284,159,2021-09-28
0,160,0.5065000376732677,0.700134072402068,0.3253544370055432,0.5674324875961987,0.42686485377219285,160,2021-09-27
0,161,0.4940610906804945,0.6939967835206717,0.32371856704437435,0.5470755655313947,0.408605672109723,161,2021-09-26
0,162,0.4913605593444169,0.6849142509640058,0.31847672792796117,0.5438329610591102,0.4053292366891873,162,2021-09-25
0,163,0.47719255380897263,0.6647725612180985,0.3096120095992497,0.5330224316153115,0.39888110594373555,163,2021-09-24
0,164,0.46725568462707556,0.6589956340092022,0.3073167809641981,0.5248522832524827,0.39329791220575977,164,2021-09-23
0,165,0.47416948566426026,0.6564701239815571,0.3013948097925813,0.5133826153867791,0.379715653141781,165,2021-09-22
0,166,0.48835850140827747,0.6859793943310332,0.3176781960389415,0.5527146283034674,0.4128455087248435,166,2021-09-21
0,167,0.4581536376003285,0.6099167829165617,0.31801395137461874,0.5145799607832172,0.40820068807081594,167,2021-09-20
0,168,0.4243887776620195,0.5628768972566065,0.28944629219049767,0.45876468060290726,0.3623848285370653,168,2021-09-19
0,169,0.42606927320948457,0.5633968309703159,0.29093322556539053,0.467423868191616,0.37146334113650464,169,2021-09-18
0,170,0.42359115164792205,0.5602172424840443,0.2851856985643129,0.459948213690391,0.36355489770136834,170,2021-09-17
0,171,0.41913708323384363,0.5610995553488132,0.28777258618393303,0.4525798087011365,0.35639714154443874,171,2021-09-16
0,172,0.4254290733574025,0.5626672069216292,0.2867417904601762,0.45816233582469323,0.3612330146606982,172,2021-09-15
0,173,0.4238195821678165,0.5594501973969271,0.28797879882622784,0.4617572446115307,0.36533633339564037,173,2021-09-14
0,174,0.42272408823028323,0.5719008886220338,0.29650036369699956,0.4621627163709271,0.36500621582135084,174,2021-09-13
0,175,0.4352611888669821,0.5777519007346266,0.2914228135534265,0.47973765468057145,0.3785109522682941,175,2021-09-12
0,176,0.4327327029649552,0.5749650924415723,0.2931721552650111,0.4751289250862741,0.37529725077003556,176,2021-09-11
0,177,0.4344894170997226,0.5905421869079767,0.2980018221554589,0.47520812535143564,0.37249767535944234,177,2021-09-10
0,178,0.43411439311634914,0.5831697137831711,0.29580087940152605,0.4754754401278571,0.37565711448548056,178,2021-09-09
0,179,0.42973193877939597,0.5758323614549742,0.28895485585706054,0.47543470016445466,0.37487795306451355,179,2021-09-08
0,180,0.4169389495917492,0.5578703716119435,0.28342825376886177,0.4594156541191089,0.36248468508401527,180,2021-09-07
0,181,0.4645591090448454,0.6860604870320279,0.27187649319589935,0.505134704122712,0.34493889354016155,181,2021-09-06
0,182,0.4657541705332446,0.6867318436926161,0.26406366149027516,0.49298566503161617,0.3307475904153027,182,2021-09-05
0,183,0.47356681632809333,0.707304548482691,0.2798831895828075,0.502881896588133,0.3384952417469504,183,2021-09-04
0,184,0.469353699449606,0.6978430059808749,0.2733575849906429,0.5180370026226702,0.35488729333718055,184,2021-09-03
0,185,0.4783837111173122,0.7086020110178041,0.2698324560233604,0.5305745334383388,0.3616884309324529,185,2021-09-02
0,186,0.47126751409663187,0.7047375259181644,0.27362616375135346,0.5229999357741698,0.3571435372069505,186,2021-09-01
0,187,0.47039484432354695,0.698140209230069,0.2717296775728259,0.5197650951393551,0.35570626163283475,187,2021-08-31
0,188,0.45662674178369594,0.6690243955593314,0.27201457274861657,0.500023028196369,0.35096656244921765,188,2021-08-30
0,189,0.46099120620249506,0.6720381531449722,0.27071496766177783,0.5056488729696946,0.35456651996567107,189,2021-08-29
0,190,0.4682662533652832,0.6852082221003104,0.2755577947448388,0.5235001805228423,0.36917835830809637,190,2021-08-28
0,191,0.47179935043731575,0.6916853361852532,0.28107248706005583,0.5277750124028479,0.3728520541132394,191,2021-08-27
0,192,0.46314216027181004,0.6764150334488856,0.2743889192153734,0.4946948337234988,0.3421301122694584,192,2021-08-26
0,193,0.46442523182705053,0.6803128096509852,0.2749291073640238,0.4975980466588449,0.3441113559730699,193,2021-08-25
0,194,0.4666874468103471,0.6866948343488432,0.27551782206544617,0.5055240337760282,0.349909638498284,194,2021-08-24
0,195,0.453932059675264,0.6531720350872142,0.2658286756498496,0.4889292577556185,0.34564238357839605,195,2021-08-23
0,196,0.4677908497308077,0.6746428120480301,0.2752007488510933,0.515677226670178,0.36843688678519126,196,2021-08-22
0,197,0.451147059606466,0.6534223063292803,0.27280980626587725,0.48921861271301287,0.34995559617565736,197,2021-08-21
0,198,0.45243674298002456,0.6563039559708577,0.2678826294571625,0.4997486261267915,0.35674597978893696,198,2021-08-20
0,199,0.45524958862291454,0.6532130427576536,0.2716606351227667,0.492207615571269,0.3523955100165874,199,2021-08-19
0,200,0.4529897817004641,0.6521266295663283,0.26890963051884337,0.49082354651504767,0.350940216857053,200,2021-08-18
0,201,0.44087829271009193,0.6384450919512529,0.2626526686879035,0.4831960017813502,0.34659305901643467,201,2021-08-17
0,202,0.4707421844404177,0.7091110310474604,0.2604398463548888,0.5079371880349337,0.3364954774294554,202,2021-08-16
0,203,0.45505330775715397,0.6929545846064389,0.25444667841924173,0.49652836324182714,0.3300603035116048,203,2021-08-15
0,204,0.4522805897479488,0.685184502104341,0.2512067202770386,0.48889914804659407,0.32386818345340224,204,2021-08-14
0,205,0.43955878676798277,0.6656553550463343,0.2385946414650717,0.4768690888127537,0.31481329080948944,205,2021-08-13
0,206,0.4491174981285605,0.6835349676646901,0.2417887658512936,0.4723314003525285,0.3038197536580035,206,2021-08-12
0,207,0.4455538089357011,0.6769021878639205,0.2378512079378283,0.485142716379435,0.31800415971694107,207,2021-08-11
0,208,0.44257054666739415,0.6772156291736197,0.2420539163014078,0.47517522109187466,0.31079467225308094,208,2021-08-10
0,209,0.4403721856641064,0.6572166792551403,0.254006788729289,0.48133479055475137,0.3329789013577719,209,2021-08-09
0,210,0.4433139062139956,0.657521366219492,0.2722268707785919,0.4786174032841589,0.3363596856014643,210,2021-08-08
0,211,0.44605473142050256,0.6642670599558905,0.27046557221743595,0.495879157751247,0.35042919069543355,211,2021-08-07
0,212,0.4342395587617759,0.6461425181067435,0.2659488021769094,0.46861951493684195,0.3286204607348008,212,2021-08-06
0,213,0.4206664802557626,0.6179280703532118,0.25415133249365185,0.4553335092969492,0.32211208912443834,213,2021-08-05
0,214,0.4242172308964245,0.6146323063197627,0.2491280074489447,0.4597432756188854,0.32499328762376806,214,2021-08-04
0,215,0.4298275036689255,0.6292658032072161,0.2586261796244786,0.4638669767297545,0.32731047929252804,215,2021-08-03
0,216,0.47870784123512033,0.7457384615099704,0.25514035655949296,0.49176645612739484,0.29922194478366737,216,2021-08-02
0,217,0.4816787977401931,0.7492088259958992,0.2543034333364818,0.5007075206408635,0.3075495602521113,217,2021-08-01
0,218,0.4691174990800721,0.7360456164906476,0.2532168056999938,0.4989605743063641,0.3110368276236813,218,2021-07-31
0,219,0.48221920886405106,0.7584933052685813,0.26571396085321364,0.5174218672515116,0.3247903736595998,219,2021-07-30
0,220,0.4816928950782842,0.750343153145591,0.26091515855500713,0.5097440408860481,0.317244792771799,220,2021-07-29
0,221,0.48707093096211124,0.7560187106737587,0.2572675818487235,0.50773945275925,0.3121074732370944,221,2021-07-28
0,222,0.489085134159244,0.7598470775156899,0.2644755889652037,0.5258909465254117,0.33274591046023794,222,2021-07-27
0,223,0.449359950617476,0.6797080690544288,0.25728680164311923,0.48209062846995776,0.3237534973224698,223,2021-07-26
0,224,0.46814792255027793,0.6853814075350421,0.2823902331580508,0.5016830017733656,0.35102535858593154,224,2021-07-25
0,225,0.47445856908414774,0.6994770895707387,0.28666604180646565,0.5158762054071505,0.3604474469057473,225,2021-07-24
0,226,0.4838923717913681,0.7160421954072119,0.2982581354751627,0.5199129784500564,0.3645076862887447,226,2021-07-23
0,227,0.4902633025239692,0.7130184753205004,0.28888639909371766,0.5219282080597413,0.3645504551119056,227,2021-07-22
0,228,0.4670765465705149,0.6832595579111007,0.2807724793120084,0.4876898187543702,0.33903701032517974,228,2021-07-21
0,229,0.4867233786059503,0.7050138899299981,0.2893222894599001,0.5095260095092006,0.35569999964223004,229,2021-07-20
0,230,0.4338331586835165,0.590252779592713,0.2907226406179906,0.4722477749659903,0.3679790307705417,230,2021-07-19
0,231,0.4306494291118947,0.5875575956473967,0.28660759658982093,0.4631465392760937,0.35801977969662413,231,2021-07-18
0,232,0.4479476331587098,0.6122403087011627,0.28617482766474284,0.48202111468764475,0.3671928353721987,232,2021-07-17
0,233,0.43948844264193926,0.5926616978717048,0.2858774052030952,0.4754549522629793,0.36830734644620355,233,2021-07-16
0,234,0.42573644022582185,0.5754654495735018,0.2812138381524702,0.45865269281338344,0.35595395771667465,234,2021-07-15
0,235,0.43085702330033565,0.5867370033266792,0.2952425262031147,0.4702585292927599,0.36819342075583095,235,2021-07-14
0,236,0.42434179629649643,0.5800453636453805,0.28476953951164635,0.45582975113847746,0.35294864488152833,236,2021-07-13
0,237,0.4039467558757546,0.5354287199016159,0.28093723970404755,0.4360888108520323,0.34686713633962646,237,2021-07-12
0,238,0.38187646831387434,0.5166052213823353,0.2541457402887116,0.4147739699169044,0.32244679394998066,238,2021-07-11
0,239,0.38572667718927656,0.5214290922306716,0.25955072315968175,0.41131129492820634,0.3192022864794469,239,2021-07-10
