,migration_direction,year-month,tree_number,total_transitions,transitions_in_time_interval,proportion_transitions_in_time_interval,mig_per_lineage,mig_per_bl
0,South_King_County-to-North_King_County,2021-03,6,853,50,0.05861664712778429,2.4691358024691357,39.722134336184936
0,South_King_County-to-North_King_County,2021-10,6,853,38,0.044548651817116064,2.923076923076923,60.22222019990111
0,South_King_County-to-North_King_County,2020-07,6,853,23,0.026963657678780773,1.7692307692307692,39.604529569001
0,South_King_County-to-North_King_County,2020-02,6,853,6,0.007033997655334115,4.8,29.616980663492612
0,South_King_County-to-North_King_County,2021-11,6,853,43,0.05041031652989449,2.8666666666666667,41.74131469869978
0,North_King_County-to-South_King_County,2021-09,7,684,42,0.06140350877192982,1.4157303370786516,27.731429474762155
0,North_King_County-to-South_King_County,2020-08,7,684,12,0.017543859649122806,1.0714285714285714,55.175956442897466
0,North_King_County-to-South_King_County,2021-07,7,684,35,0.05116959064327485,,28.061816712410103
0,North_King_County-to-South_King_County,2022-03,7,684,1,0.0014619883040935672,,193.60690808196117
0,North_King_County-to-South_King_County,2020-09,7,684,5,0.007309941520467836,0.7692307692307693,15.049380422557677
0,North_King_County-to-South_King_County,2020-11,7,684,15,0.021929824561403508,,14.94125812799541
0,North_King_County-to-South_King_County,2021-04,7,684,60,0.08771929824561403,0.8823529411764706,12.549192947466292
0,North_King_County-to-South_King_County,2021-12,7,684,50,0.07309941520467836,1.6597510373443984,13.546100089203
0,North_King_County-to-South_King_County,2021-05,7,684,49,0.07163742690058479,1.53125,10.317220753085762
0,North_King_County-to-South_King_County,2021-08,7,684,40,0.05847953216374269,1.6,25.820919898280493
0,North_King_County-to-South_King_County,2020-10,7,684,9,0.013157894736842105,2.5714285714285716,25.760654614427157
0,North_King_County-to-South_King_County,2020-04,7,684,21,0.03070175438596491,3.230769230769231,20.20005406955471
0,North_King_County-to-South_King_County,2021-02,7,684,14,0.02046783625730994,0.7636363636363637,15.980506763248627
0,North_King_County-to-South_King_County,2020-03,7,684,22,0.03216374269005848,1.736842105263158,29.19058978385118
0,North_King_County-to-South_King_County,2022-01,7,684,62,0.09064327485380116,,35.21637398370816
0,North_King_County-to-South_King_County,2020-12,7,684,16,0.023391812865497075,2.2857142857142856,58.6014779680335
0,North_King_County-to-South_King_County,2022-02,7,684,39,0.05701754385964912,0.7647058823529411,29.315774082142838
0,North_King_County-to-South_King_County,2020-05,7,684,28,0.04093567251461988,2.048780487804878,29.310398885495978
0,North_King_County-to-South_King_County,2021-06,7,684,26,0.038011695906432746,,11.915616485638642
0,North_King_County-to-South_King_County,2021-01,7,684,12,0.017543859649122806,,13.395584193813953
0,North_King_County-to-South_King_County,2020-06,7,684,19,0.027777777777777776,1.5405405405405406,16.996946758762235
0,North_King_County-to-South_King_County,2021-03,7,684,18,0.02631578947368421,1.894736842105263,4.02537610725653
0,North_King_County-to-South_King_County,2021-10,7,684,32,0.04678362573099415,1.1228070175438596,33.660354393839455
0,North_King_County-to-South_King_County,2020-07,7,684,14,0.02046783625730994,1.3333333333333333,23.57112370733298
0,North_King_County-to-South_King_County,2020-02,7,684,4,0.005847953216374269,inf,92.24612270299018
0,North_King_County-to-South_King_County,2021-11,7,684,39,0.05701754385964912,1.752808988764045,34.255833638946704
0,South_King_County-to-North_King_County,2021-09,7,873,57,0.06529209621993128,1.7272727272727273,50.62116028168004
0,South_King_County-to-North_King_County,2020-08,7,873,8,0.009163802978235968,0.6666666666666666,20.894467067472686
0,South_King_County-to-North_King_County,2021-07,7,873,31,0.035509736540664374,,33.723839087213214
0,South_King_County-to-North_King_County,2022-03,7,873,1,0.001145475372279496,,123.65341991495318
0,South_King_County-to-North_King_County,2020-09,7,873,9,0.010309278350515464,1.7027027027027029,41.56297464697618
0,South_King_County-to-North_King_County,2020-11,7,873,20,0.022909507445589918,3.3333333333333335,29.50157149460459
0,South_King_County-to-North_King_County,2021-04,7,873,78,0.08934707903780069,1.6421052631578947,47.248397855066635
0,South_King_County-to-North_King_County,2021-12,7,873,74,0.08476517754868271,3.132275132275132,30.174819443183353
0,South_King_County-to-North_King_County,2021-05,7,873,82,0.09392898052691867,,61.64677216105298
0,South_King_County-to-North_King_County,2021-08,7,873,55,0.06300114547537228,2.5,53.53558373881629
0,South_King_County-to-North_King_County,2020-10,7,873,10,0.011454753722794959,3.0,21.567939548342057
0,South_King_County-to-North_King_County,2020-04,7,873,25,0.0286368843069874,2.0,43.26627791509665
0,South_King_County-to-North_King_County,2021-02,7,873,15,0.01718213058419244,5.625,50.15380500139549
0,South_King_County-to-North_King_County,2020-03,7,873,17,0.019473081328751432,2.04,22.70060152155622
0,South_King_County-to-North_King_County,2022-01,7,873,72,0.08247422680412371,1.5319148936170213,36.92334673018338
0,South_King_County-to-North_King_County,2020-12,7,873,12,0.013745704467353952,,16.832399504615342
0,South_King_County-to-North_King_County,2022-02,7,873,57,0.06529209621993128,1.2573529411764706,42.14441358414614
0,South_King_County-to-North_King_County,2020-05,7,873,24,0.027491408934707903,1.92,35.75182024275178
0,South_King_County-to-North_King_County,2021-06,7,873,37,0.042382588774341354,,38.1259110496924
0,South_King_County-to-North_King_County,2021-01,7,873,12,0.013745704467353952,,51.72694991376186
0,South_King_County-to-North_King_County,2020-06,7,873,30,0.03436426116838488,2.2222222222222223,42.84995286838123
0,South_King_County-to-North_King_County,2021-03,7,873,50,0.0572737686139748,2.9411764705882355,56.67405823054076
0,South_King_County-to-North_King_County,2021-10,7,873,34,0.038946162657502864,1.1724137931034482,33.61120359769483
0,South_King_County-to-North_King_County,2020-07,7,873,16,0.018327605956471937,1.28,32.01226026144655
0,South_King_County-to-North_King_County,2020-02,7,873,2,0.002290950744558992,2.0,20.421765810704663
0,South_King_County-to-North_King_County,2021-11,7,873,45,0.05154639175257732,2.0089285714285716,40.279493988321676
0,North_King_County-to-South_King_County,2021-09,8,423,18,0.0425531914893617,,21.48625143446286
0,North_King_County-to-South_King_County,2020-08,8,423,8,0.018912529550827423,0.6666666666666666,23.965752509529317
0,North_King_County-to-South_King_County,2021-07,8,423,10,0.02364066193853428,,8.762597037488892
0,North_King_County-to-South_King_County,2022-03,8,423,0,0.0,0.0,0.0
0,North_King_County-to-South_King_County,2020-09,8,423,3,0.0070921985815602835,0.75,12.052076206418134
0,North_King_County-to-South_King_County,2020-11,8,423,9,0.02127659574468085,,9.48139194441542
0,North_King_County-to-South_King_County,2021-04,8,423,36,0.0851063829787234,,8.489648406932739
0,North_King_County-to-South_King_County,2021-12,8,423,37,0.08747044917257683,2.466666666666667,11.243064884538557
0,North_King_County-to-South_King_County,2021-05,8,423,38,0.08983451536643026,0.8735632183908046,8.87335271607786
0,North_King_County-to-South_King_County,2021-08,8,423,10,0.02364066193853428,0.7142857142857143,26.635900554730416
0,North_King_County-to-South_King_County,2020-10,8,423,10,0.02364066193853428,1.5,30.80864057026935
0,North_King_County-to-South_King_County,2020-04,8,423,17,0.04018912529550828,,20.44765029324614
0,North_King_County-to-South_King_County,2021-02,8,423,20,0.04728132387706856,1.2244897959183674,21.066181624528344
0,North_King_County-to-South_King_County,2020-03,8,423,13,0.030732860520094562,0.8921568627450981,17.316971212211435
0,North_King_County-to-South_King_County,2022-01,8,423,32,0.07565011820330969,,19.582580312518296
0,North_King_County-to-South_King_County,2020-12,8,423,15,0.03546099290780142,1.25,41.5521759702779
0,North_King_County-to-South_King_County,2022-02,8,423,17,0.04018912529550828,,16.091536878534054
0,North_King_County-to-South_King_County,2020-05,8,423,22,0.05200945626477541,1.2753623188405796,28.23170370690192
0,North_King_County-to-South_King_County,2021-06,8,423,21,0.04964539007092199,,18.974459414456337
0,North_King_County-to-South_King_County,2021-01,8,423,4,0.009456264775413711,,6.90632334255334
0,North_King_County-to-South_King_County,2020-06,8,423,8,0.018912529550827423,0.6666666666666666,9.241351295894786
0,North_King_County-to-South_King_County,2021-03,8,423,14,0.03309692671394799,1.4,3.458366180482409
0,North_King_County-to-South_King_County,2021-10,8,423,12,0.028368794326241134,,18.79766760514758
0,North_King_County-to-South_King_County,2020-07,8,423,10,0.02364066193853428,0.8,19.596770911629598
0,North_King_County-to-South_King_County,2020-02,8,423,3,0.0070921985815602835,3.0,48.49658107409803
0,North_King_County-to-South_King_County,2021-11,8,423,35,0.08274231678486997,3.1818181818181817,71.89819240432078
0,South_King_County-to-North_King_County,2021-09,8,558,18,0.03225806451612903,,44.623708522872114
0,South_King_County-to-North_King_County,2020-08,8,558,8,0.014336917562724014,1.6842105263157894,42.840293490244235
0,South_King_County-to-North_King_County,2021-07,8,558,14,0.025089605734767026,,24.03046721890335
0,South_King_County-to-North_King_County,2022-03,8,558,0,0.0,0.0,0.0
0,South_King_County-to-North_King_County,2020-09,8,558,6,0.010752688172043012,0.75,21.456582267665965
0,South_King_County-to-North_King_County,2020-11,8,558,12,0.021505376344086023,,26.7886097316398
0,South_King_County-to-North_King_County,2021-04,8,558,60,0.10752688172043011,4.736842105263158,34.8824616257606
0,South_King_County-to-North_King_County,2021-12,8,558,83,0.14874551971326164,5.533333333333333,48.82330636260142
0,South_King_County-to-North_King_County,2021-05,8,558,53,0.09498207885304659,0.7162162162162162,44.2378955663859
0,South_King_County-to-North_King_County,2021-08,8,558,17,0.03046594982078853,1.619047619047619,42.02552510334532
0,South_King_County-to-North_King_County,2020-10,8,558,12,0.021505376344086023,2.1176470588235294,24.880516611593315
0,South_King_County-to-North_King_County,2020-04,8,558,23,0.04121863799283154,1.4838709677419355,21.04937087049379
0,South_King_County-to-North_King_County,2021-02,8,558,14,0.025089605734767026,1.5,31.482732549340856
0,South_King_County-to-North_King_County,2020-03,8,558,10,0.017921146953405017,1.4705882352941178,21.268434791705314
0,South_King_County-to-North_King_County,2022-01,8,558,39,0.06989247311827956,2.2285714285714286,26.089038658198547
0,South_King_County-to-North_King_County,2020-12,8,558,10,0.017921146953405017,0.8695652173913043,17.456529884779755
0,South_King_County-to-North_King_County,2022-02,8,558,31,0.05555555555555555,,47.452323704529164
0,South_King_County-to-North_King_County,2020-05,8,558,11,0.01971326164874552,0.6111111111111112,12.41371653364278
0,South_King_County-to-North_King_County,2021-06,8,558,23,0.04121863799283154,,40.23210686975049
0,South_King_County-to-North_King_County,2021-01,8,558,7,0.012544802867383513,,88.17849099084295
0,South_King_County-to-North_King_County,2020-06,8,558,19,0.034050179211469536,1.6521739130434783,63.13530427966555
0,South_King_County-to-North_King_County,2021-03,8,558,40,0.07168458781362007,6.666666666666667,53.10669401716512
0,South_King_County-to-North_King_County,2021-10,8,558,23,0.04121863799283154,2.090909090909091,56.48598445315038
0,South_King_County-to-North_King_County,2020-07,8,558,8,0.014336917562724014,0.6153846153846154,18.187210693848275
0,South_King_County-to-North_King_County,2020-02,8,558,1,0.0017921146953405018,inf,4.9083132711569855
0,South_King_County-to-North_King_County,2021-11,8,558,16,0.02867383512544803,,11.957583812506448
0,North_King_County-to-South_King_County,2021-09,9,615,30,0.04878048780487805,1.5,29.99001009795984
0,North_King_County-to-South_King_County,2020-08,9,615,14,0.022764227642276424,1.12,48.68387719271377
0,North_King_County-to-South_King_County,2021-07,9,615,19,0.030894308943089432,,14.162275012811385
0,North_King_County-to-South_King_County,2022-03,9,615,2,0.0032520325203252032,,79.07802662322997
0,North_King_County-to-South_King_County,2020-09,9,615,11,0.01788617886178862,1.5714285714285714,28.42091721855773
0,North_King_County-to-South_King_County,2020-11,9,615,17,0.027642276422764227,0.9444444444444444,22.776637383543264
0,North_King_County-to-South_King_County,2021-04,9,615,55,0.08943089430894309,4.583333333333333,12.336117669358673
0,North_King_County-to-South_King_County,2021-12,9,615,53,0.08617886178861789,3.1176470588235294,14.103805292963862
0,North_King_County-to-South_King_County,2021-05,9,615,52,0.08455284552845528,0.6753246753246753,12.96460254761646
0,North_King_County-to-South_King_County,2021-08,9,615,25,0.04065040650406504,1.0416666666666667,36.082243350098054
0,North_King_County-to-South_King_County,2020-10,9,615,8,0.013008130081300813,2.2857142857142856,56.1857516638196
0,North_King_County-to-South_King_County,2020-04,9,615,29,0.04715447154471545,2.0422535211267605,30.89731664556213
0,North_King_County-to-South_King_County,2021-02,9,615,15,0.024390243902439025,1.105263157894737,24.815473811691014
0,North_King_County-to-South_King_County,2020-03,9,615,20,0.032520325203252036,6.0606060606060606,25.70662995821237
0,North_King_County-to-South_King_County,2022-01,9,615,42,0.06829268292682927,,20.327309412057026
0,North_King_County-to-South_King_County,2020-12,9,615,19,0.030894308943089432,1.4615384615384615,49.41430511792681
0,North_King_County-to-South_King_County,2022-02,9,615,28,0.04552845528455285,,32.576608071217805
0,North_King_County-to-South_King_County,2020-05,9,615,32,0.05203252032520325,2.6229508196721314,52.28564069331401
0,North_King_County-to-South_King_County,2021-06,9,615,16,0.026016260162601626,0.38095238095238093,8.391571983776522
0,North_King_County-to-South_King_County,2021-01,9,615,14,0.022764227642276424,2.0,20.96635840259221
0,North_King_County-to-South_King_County,2020-06,9,615,15,0.024390243902439025,1.2857142857142858,13.42468541825981
0,North_King_County-to-South_King_County,2021-03,9,615,20,0.032520325203252036,0.8333333333333334,5.474625586222127
0,North_King_County-to-South_King_County,2021-10,9,615,22,0.03577235772357724,1.375,29.68223523105269
0,North_King_County-to-South_King_County,2020-07,9,615,20,0.032520325203252036,1.3888888888888888,30.702930220167225
0,North_King_County-to-South_King_County,2020-02,9,615,3,0.004878048780487805,inf,50.40581551177779
0,North_King_County-to-South_King_County,2021-11,9,615,33,0.05365853658536585,1.8857142857142857,43.81723621935355
0,South_King_County-to-North_King_County,2021-09,9,777,36,0.04633204633204633,3.0,46.41148285577244
0,South_King_County-to-North_King_County,2020-08,9,777,16,0.02059202059202059,1.3714285714285714,52.0695741052156
0,South_King_County-to-North_King_County,2021-07,9,777,24,0.03088803088803089,,41.26865697265584
0,South_King_County-to-North_King_County,2022-03,9,777,5,0.006435006435006435,,346.1243782647672
0,South_King_County-to-North_King_County,2020-09,9,777,10,0.01287001287001287,1.25,22.770084866818863
0,South_King_County-to-North_King_County,2020-11,9,777,18,0.023166023166023165,1.6363636363636365,30.635450616414126
0,South_King_County-to-North_King_County,2021-04,9,777,84,0.10810810810810811,2.8636363636363638,52.249601628684054
0,South_King_County-to-North_King_County,2021-12,9,777,96,0.12355212355212356,5.684210526315789,46.619805588208116
0,South_King_County-to-North_King_County,2021-05,9,777,69,0.0888030888030888,2.816326530612245,47.005203649156364
0,South_King_County-to-North_King_County,2021-08,9,777,31,0.039897039897039896,1.8235294117647058,37.64470393314107
0,South_King_County-to-North_King_County,2020-10,9,777,8,0.010296010296010296,1.7777777777777777,29.151093052193456
0,South_King_County-to-North_King_County,2020-04,9,777,34,0.043758043758043756,2.9565217391304346,32.792167220958454
0,South_King_County-to-North_King_County,2021-02,9,777,17,0.021879021879021878,1.2289156626506024,33.19613394400491
0,South_King_County-to-North_King_County,2020-03,9,777,14,0.018018018018018018,5.6,18.864209785075264
0,South_King_County-to-North_King_County,2022-01,9,777,55,0.07078507078507079,3.793103448275862,43.886821563246464
0,South_King_County-to-North_King_County,2020-12,9,777,14,0.018018018018018018,0.6666666666666666,17.8109895178374
0,South_King_County-to-North_King_County,2022-02,9,777,40,0.05148005148005148,2.3529411764705883,50.912399504459025
0,South_King_County-to-North_King_County,2020-05,9,777,21,0.02702702702702703,,15.488301522642042
0,South_King_County-to-North_King_County,2021-06,9,777,22,0.028314028314028315,0.7096774193548387,42.944655510422024
0,South_King_County-to-North_King_County,2021-01,9,777,12,0.015444015444015444,,43.1124396830587
0,South_King_County-to-North_King_County,2020-06,9,777,27,0.03474903474903475,1.9133858267716537,90.26695054210627
0,South_King_County-to-North_King_County,2021-03,9,777,41,0.05276705276705277,2.9285714285714284,42.916546287271615
0,South_King_County-to-North_King_County,2021-10,9,777,28,0.036036036036036036,2.8,81.53713512503421
0,South_King_County-to-North_King_County,2020-07,9,777,18,0.023166023166023165,1.3170731707317074,28.76946472043817
0,South_King_County-to-North_King_County,2020-02,9,777,5,0.006435006435006435,1.0869565217391306,29.723918247040505
0,South_King_County-to-North_King_County,2021-11,9,777,32,0.04118404118404118,1.4545454545454546,23.412879079131553
0,North_King_County-to-South_King_County,2021-09,10,459,19,0.04139433551198257,,21.774394547070987
0,North_King_County-to-South_King_County,2020-08,10,459,3,0.006535947712418301,0.46153846153846156,13.157109676367917
0,North_King_County-to-South_King_County,2021-07,10,459,15,0.032679738562091505,,14.97660032626888
0,North_King_County-to-South_King_County,2022-03,10,459,0,0.0,0.0,0.0
0,North_King_County-to-South_King_County,2020-09,10,459,6,0.013071895424836602,0.46153846153846156,24.315162505951335
0,North_King_County-to-South_King_County,2020-11,10,459,9,0.0196078431372549,0.8571428571428571,15.962620024271905
0,North_King_County-to-South_King_County,2021-04,10,459,37,0.08061002178649238,0.75,8.268397441051238
0,North_King_County-to-South_King_County,2021-12,10,459,41,0.08932461873638345,1.4855072463768115,12.039900574158656
0,North_King_County-to-South_King_County,2021-05,10,459,35,0.07625272331154684,,8.199567983396602
0,North_King_County-to-South_King_County,2021-08,10,459,12,0.026143790849673203,,14.784704847853645
0,North_King_County-to-South_King_County,2020-10,10,459,7,0.015250544662309368,0.8235294117647058,24.591933181365324
0,North_King_County-to-South_King_County,2020-04,10,459,22,0.04793028322440087,3.142857142857143,31.826158747642403
0,North_King_County-to-South_King_County,2021-02,10,459,14,0.030501089324618737,2.3333333333333335,21.415051829551885
0,North_King_County-to-South_King_County,2020-03,10,459,28,0.06100217864923747,15.272727272727273,56.928459511192486
0,North_King_County-to-South_King_County,2022-01,10,459,38,0.08278867102396514,1.4074074074074074,23.020054739435892
0,North_King_County-to-South_King_County,2020-12,10,459,16,0.034858387799564274,,39.563496744106985
0,North_King_County-to-South_King_County,2022-02,10,459,16,0.034858387799564274,,17.13546164889819
0,North_King_County-to-South_King_County,2020-05,10,459,23,0.05010893246187364,2.3793103448275863,26.525329918772297
0,North_King_County-to-South_King_County,2021-06,10,459,17,0.037037037037037035,,10.390231424863776
0,North_King_County-to-South_King_County,2021-01,10,459,5,0.010893246187363835,1.25,11.57912632386609
0,North_King_County-to-South_King_County,2020-06,10,459,15,0.032679738562091505,0.821917808219178,11.284459206317877
0,North_King_County-to-South_King_County,2021-03,10,459,17,0.037037037037037035,5.666666666666667,3.949140237283967
0,North_King_County-to-South_King_County,2021-10,10,459,19,0.04139433551198257,,34.97190282058763
0,North_King_County-to-South_King_County,2020-07,10,459,20,0.04357298474945534,0.898876404494382,32.569186801742866
0,North_King_County-to-South_King_County,2020-02,10,459,1,0.002178649237472767,,19.521548288228747
0,North_King_County-to-South_King_County,2021-11,10,459,24,0.05228758169934641,1.5,28.41563451523969
0,South_King_County-to-North_King_County,2021-09,10,641,24,0.0374414976599064,,33.69941713418472
0,South_King_County-to-North_King_County,2020-08,10,641,9,0.014040561622464899,0.5714285714285714,100.36968325963363
0,South_King_County-to-North_King_County,2021-07,10,641,17,0.0265210608424337,1.8888888888888888,63.10588467058074
0,South_King_County-to-North_King_County,2022-03,10,641,2,0.0031201248049922,,277.66263277754314
0,South_King_County-to-North_King_County,2020-09,10,641,6,0.0093603744149766,0.75,19.211735657874993
0,South_King_County-to-North_King_County,2020-11,10,641,12,0.0187207488299532,1.2,34.939413756475034
0,South_King_County-to-North_King_County,2021-04,10,641,68,0.1060842433697348,1.6748768472906403,54.09482505025808
0,South_King_County-to-North_King_County,2021-12,10,641,77,0.12012480499219969,3.688622754491018,41.43599357431797
0,South_King_County-to-North_King_County,2021-05,10,641,61,0.09516380655226209,,45.48738496354353
0,South_King_County-to-North_King_County,2021-08,10,641,26,0.0405616224648986,,80.60923177057526
0,South_King_County-to-North_King_County,2020-10,10,641,12,0.0187207488299532,1.8947368421052633,34.550845309047425
0,South_King_County-to-North_King_County,2020-04,10,641,24,0.0374414976599064,10.285714285714285,24.212604629061122
0,South_King_County-to-North_King_County,2021-02,10,641,9,0.014040561622464899,3.0,26.89762937604883
0,South_King_County-to-North_King_County,2020-03,10,641,15,0.0234009360374415,2.727272727272727,13.384609166796364
0,South_King_County-to-North_King_County,2022-01,10,641,47,0.07332293291731669,1.821705426356589,36.76488037249382
0,South_King_County-to-North_King_County,2020-12,10,641,8,0.0124804992199688,0.5925925925925926,8.720331465490661
0,South_King_County-to-North_King_County,2022-02,10,641,32,0.0499219968798752,,62.74148960109985
0,South_King_County-to-North_King_County,2020-05,10,641,14,0.0218408736349454,0.7777777777777778,22.31372087676919
0,South_King_County-to-North_King_County,2021-06,10,641,22,0.0343213728549142,,31.185777840518522
0,South_King_County-to-North_King_County,2021-01,10,641,8,0.0124804992199688,1.0,81.32253444357931
0,South_King_County-to-North_King_County,2020-06,10,641,30,0.046801872074883,1.8867924528301887,103.22210227521323
0,South_King_County-to-North_King_County,2021-03,10,641,52,0.0811232449297972,1.6666666666666667,99.36851350810939
0,South_King_County-to-North_King_County,2021-10,10,641,17,0.0265210608424337,1.0625,27.39117208474267
0,South_King_County-to-North_King_County,2020-07,10,641,14,0.0218408736349454,0.6086956521739131,29.56539348185413
0,South_King_County-to-North_King_County,2020-02,10,641,4,0.0062402496099844,,26.522998861897726
0,South_King_County-to-North_King_County,2021-11,10,641,31,0.0483619344773791,,46.075275560836616
0,North_King_County-to-South_King_County,2021-09,11,467,29,0.06209850107066381,,35.421622897832584
0,North_King_County-to-South_King_County,2020-08,11,467,12,0.02569593147751606,6.0,68.96837191032282
0,North_King_County-to-South_King_County,2021-07,11,467,24,0.05139186295503212,,22.56053670036141
0,North_King_County-to-South_King_County,2022-03,11,467,0,0.0,0.0,0.0
0,North_King_County-to-South_King_County,2020-09,11,467,5,0.010706638115631691,0.45454545454545453,10.37132821321214
0,North_King_County-to-South_King_County,2020-11,11,467,8,0.017130620985010708,1.6,8.13140121132855
0,North_King_County-to-South_King_County,2021-04,11,467,41,0.08779443254817987,,7.970551301030056
0,North_King_County-to-South_King_County,2021-12,11,467,36,0.07708779443254818,1.0384615384615385,10.527563386932334
0,North_King_County-to-South_King_County,2021-05,11,467,49,0.10492505353319058,,11.54435426468122
0,North_King_County-to-South_King_County,2021-08,11,467,14,0.029978586723768737,,14.067489556170415
0,North_King_County-to-South_King_County,2020-10,11,467,6,0.01284796573875803,1.0588235294117647,16.771764229423997
0,North_King_County-to-South_King_County,2020-04,11,467,14,0.029978586723768737,inf,15.486476166448632
0,North_King_County-to-South_King_County,2021-02,11,467,10,0.021413276231263382,,25.168812446991783
0,North_King_County-to-South_King_County,2020-03,11,467,26,0.055674518201284794,19.5,62.19568767149253
0,North_King_County-to-South_King_County,2022-01,11,467,45,0.09635974304068523,0.8823529411764706,24.894974583332285
0,North_King_County-to-South_King_County,2020-12,11,467,9,0.019271948608137045,0.47368421052631576,54.41493786610152
0,North_King_County-to-South_King_County,2022-02,11,467,21,0.044967880085653104,1.0,18.88766637740112
0,North_King_County-to-South_King_County,2020-05,11,467,22,0.047109207708779445,,51.576503749349285
