,migration_direction,year-month,tree_number,total_transitions,transitions_in_time_interval,proportion_transitions_in_time_interval,mig_per_lineage,mig_per_bl,region
0,none-to-South_King_County,2020-08,16,935,11,0.011764705882352941,1.5714285714285714,26.495494042364776,South King County
0,none-to-South_King_County,2020-12,16,935,12,0.012834224598930482,,20.284870798560508,South King County
0,none-to-South_King_County,2020-07,16,935,10,0.0106951871657754,0.625,15.125006573436396,South King County
0,none-to-North_King_County,2020-06,17,1126,12,0.010657193605683837,,27.77543684534213,North King County
0,none-to-North_King_County,2020-11,17,1126,16,0.014209591474245116,,250.17322596837738,North King County
0,none-to-North_King_County,2022-01,17,1126,121,0.10746003552397869,,113.26554952390863,North King County
0,none-to-North_King_County,2021-02,17,1126,29,0.02575488454706927,,60.981020238304346,North King County
0,none-to-North_King_County,2020-03,17,1126,27,0.023978685612788632,,24.446435325813333,North King County
0,none-to-North_King_County,2021-01,17,1126,18,0.015985790408525755,5.142857142857143,66.46309128542413,North King County
0,none-to-North_King_County,2021-11,17,1126,74,0.06571936056838366,4.111111111111111,96.0067879283817,North King County
0,none-to-North_King_County,2021-03,17,1126,65,0.05772646536412078,4.642857142857143,123.4008816501777,North King County
0,none-to-North_King_County,2021-04,17,1126,117,0.10390763765541741,5.85,72.47484105958713,North King County
0,none-to-North_King_County,2020-10,17,1126,15,0.013321492007104795,3.75,50.52120057326198,North King County
0,none-to-North_King_County,2021-08,17,1126,94,0.08348134991119005,,43.526368934296514,North King County
0,none-to-North_King_County,2022-03,17,1126,5,0.004440497335701598,,799.5801981291145,North King County
0,none-to-North_King_County,2020-05,17,1126,3,0.0026642984014209592,0.1875,4.805859475657173,North King County
0,none-to-North_King_County,2021-10,17,1126,16,0.014209591474245116,,18.75493508627609,North King County
0,none-to-North_King_County,2021-12,17,1126,151,0.1341030195381883,2.9607843137254903,59.30057007291105,North King County
0,none-to-North_King_County,2021-06,17,1126,34,0.03019538188277087,,29.045898361205037,North King County
0,none-to-North_King_County,2021-09,17,1126,23,0.020426287744227355,,16.263485105322943,North King County
0,none-to-North_King_County,2020-09,17,1126,5,0.004440497335701598,,48.783679105835944,North King County
0,none-to-North_King_County,2021-05,17,1126,57,0.050621669626998225,,42.936102183779816,North King County
0,none-to-North_King_County,2020-04,17,1126,7,0.006216696269982238,0.3684210526315789,11.097952637374764,North King County
0,none-to-North_King_County,2021-07,17,1126,93,0.08259325044404973,3.875,58.535914572748645,North King County
0,none-to-North_King_County,2022-02,17,1126,99,0.08792184724689166,3.0,67.5906893439844,North King County
0,none-to-North_King_County,2020-02,17,1126,23,0.020426287744227355,1.1596638655462186,29.71897087922827,North King County
0,none-to-North_King_County,2020-08,17,1126,3,0.0026642984014209592,3.0,136.52366100031313,North King County
0,none-to-North_King_County,2020-12,17,1126,6,0.0053285968028419185,2.0,22.829798786089725,North King County
0,none-to-North_King_County,2020-07,17,1126,6,0.0053285968028419185,,12.567053478344436,North King County
0,none-to-South_King_County,2020-06,17,935,5,0.0053475935828877,,4.716004234998312,South King County
0,none-to-South_King_County,2020-11,17,935,26,0.027807486631016044,1.6595744680851063,44.92720982002567,South King County
0,none-to-South_King_County,2022-01,17,935,61,0.06524064171122995,1.605263157894737,48.72287490575323,South King County
0,none-to-South_King_County,2021-02,17,935,23,0.02459893048128342,,36.608677436128836,South King County
0,none-to-South_King_County,2020-03,17,935,36,0.038502673796791446,,63.67176233085692,South King County
0,none-to-South_King_County,2021-01,17,935,25,0.026737967914438502,1.829268292682927,31.712127204534305,South King County
0,none-to-South_King_County,2021-11,17,935,70,0.0748663101604278,2.5,67.09955897598691,South King County
0,none-to-South_King_County,2021-03,17,935,69,0.07379679144385026,0.8414634146341463,14.021098600846203,South King County
0,none-to-South_King_County,2021-04,17,935,136,0.14545454545454545,1.6687116564417177,29.30232612498477,South King County
0,none-to-South_King_County,2020-10,17,935,14,0.014973262032085561,2.8,99.98316147063889,South King County
0,none-to-South_King_County,2021-08,17,935,60,0.06417112299465241,,69.75419482164052,South King County
0,none-to-South_King_County,2022-03,17,935,0,0.0,0.0,0.0,South King County
0,none-to-South_King_County,2020-05,17,935,8,0.008556149732620321,,6.402972588753739,South King County
0,none-to-South_King_County,2021-10,17,935,16,0.017112299465240642,0.42105263157894735,8.99382225943615,South King County
0,none-to-South_King_County,2021-12,17,935,74,0.07914438502673797,,18.196473331338346,South King County
0,none-to-South_King_County,2021-06,17,935,47,0.05026737967914439,1.1809045226130654,27.53992303390728,South King County
0,none-to-South_King_County,2021-09,17,935,26,0.027807486631016044,,20.09991652258981,South King County
0,none-to-South_King_County,2020-09,17,935,6,0.006417112299465241,2.0,35.69412020256167,South King County
0,none-to-South_King_County,2021-05,17,935,94,0.10053475935828877,1.413533834586466,23.44608879106192,South King County
0,none-to-South_King_County,2020-04,17,935,9,0.009625668449197862,0.6923076923076923,24.398548511307837,South King County
0,none-to-South_King_County,2021-07,17,935,61,0.06524064171122995,3.6599999999999997,63.49135508724447,South King County
0,none-to-South_King_County,2022-02,17,935,27,0.028877005347593583,0.7297297297297297,27.581676722451277,South King County
0,none-to-South_King_County,2020-02,17,935,7,0.0074866310160427805,1.1666666666666667,22.94755118509793,South King County
0,none-to-South_King_County,2020-08,17,935,7,0.0074866310160427805,0.7777777777777778,27.64819219982621,South King County
0,none-to-South_King_County,2020-12,17,935,18,0.019251336898395723,1.588235294117647,37.62517155087603,South King County
0,none-to-South_King_County,2020-07,17,935,8,0.008556149732620321,,8.145132394678626,South King County
0,none-to-North_King_County,2020-06,18,1155,9,0.007792207792207792,0.8181818181818182,14.550059922032293,North King County
0,none-to-North_King_County,2020-11,18,1155,16,0.013852813852813853,1.4545454545454546,49.391597241143884,North King County
0,none-to-North_King_County,2022-01,18,1155,134,0.11601731601731602,4.504201680672269,109.2445431826626,North King County
0,none-to-North_King_County,2021-02,18,1155,28,0.024242424242424242,2.8,58.99587947968767,North King County
0,none-to-North_King_County,2020-03,18,1155,29,0.025108225108225107,1.3181818181818181,33.15543906754256,North King County
0,none-to-North_King_County,2021-01,18,1155,19,0.01645021645021645,2.111111111111111,48.40600947150631,North King County
0,none-to-North_King_County,2021-11,18,1155,67,0.05800865800865801,,72.2862274160253,North King County
0,none-to-North_King_County,2021-03,18,1155,69,0.05974025974025974,11.5,66.57349923051792,North King County
0,none-to-North_King_County,2021-04,18,1155,115,0.09956709956709957,,70.67937808401443,North King County
0,none-to-North_King_County,2020-10,18,1155,14,0.012121212121212121,3.5,60.70146245796073,North King County
0,none-to-North_King_County,2021-08,18,1155,82,0.070995670995671,11.714285714285714,209.79108883435026,North King County
0,none-to-North_King_County,2022-03,18,1155,4,0.003463203463203463,,88.45460889870884,North King County
0,none-to-North_King_County,2020-05,18,1155,14,0.012121212121212121,,14.05109691074982,North King County
0,none-to-North_King_County,2021-10,18,1155,30,0.025974025974025976,1.875,69.98012663863648,North King County
0,none-to-North_King_County,2021-12,18,1155,168,0.14545454545454545,,70.25245419270145,North King County
0,none-to-North_King_County,2021-06,18,1155,47,0.04069264069264069,2.8484848484848486,46.53093865968473,North King County
0,none-to-North_King_County,2021-09,18,1155,33,0.02857142857142857,2.2758620689655173,45.91358257439374,North King County
0,none-to-North_King_County,2020-09,18,1155,9,0.007792207792207792,3.0,92.6024881579447,North King County
0,none-to-North_King_County,2021-05,18,1155,64,0.05541125541125541,2.3703703703703702,31.17754237503115,North King County
0,none-to-North_King_County,2020-04,18,1155,11,0.009523809523809525,1.1,18.94602834669087,North King County
0,none-to-North_King_County,2021-07,18,1155,70,0.06060606060606061,2.5,53.57349277212575,North King County
0,none-to-North_King_County,2022-02,18,1155,85,0.0735930735930736,,56.57532366109219,North King County
0,none-to-North_King_County,2020-02,18,1155,15,0.012987012987012988,0.8333333333333334,15.627841018296781,North King County
0,none-to-North_King_County,2020-08,18,1155,1,0.0008658008658008658,,5.90808000293857,North King County
0,none-to-North_King_County,2020-12,18,1155,11,0.009523809523809525,1.2222222222222223,30.924599273028548,North King County
0,none-to-North_King_County,2020-07,18,1155,4,0.003463203463203463,,9.102136818337861,North King County
0,none-to-South_King_County,2020-06,18,906,7,0.00772626931567329,,7.708102624118539,South King County
0,none-to-South_King_County,2020-11,18,906,19,0.02097130242825607,1.4615384615384615,29.271287943358313,South King County
0,none-to-South_King_County,2022-01,18,906,55,0.06070640176600441,2.4626865671641793,50.757271857889826,South King County
0,none-to-South_King_County,2021-02,18,906,17,0.018763796909492272,0.7391304347826086,20.750419235366724,South King County
0,none-to-South_King_County,2020-03,18,906,33,0.03642384105960265,,44.47185900850428,South King County
0,none-to-South_King_County,2021-01,18,906,28,0.03090507726269316,2.0,35.42987675885368,South King County
0,none-to-South_King_County,2021-11,18,906,64,0.0706401766004415,2.6666666666666665,69.10027875415037,South King County
0,none-to-South_King_County,2021-03,18,906,62,0.0684326710816777,0.6914498141263941,11.68797941025583,South King County
0,none-to-South_King_County,2021-04,18,906,133,0.1467991169977925,1.789237668161435,34.213465804946864,South King County
0,none-to-South_King_County,2020-10,18,906,20,0.02207505518763797,5.0,116.48426427109467,South King County
0,none-to-South_King_County,2021-08,18,906,49,0.05408388520971302,2.5789473684210527,83.15544360651602,South King County
0,none-to-South_King_County,2022-03,18,906,0,0.0,0.0,0.0,South King County
0,none-to-South_King_County,2020-05,18,906,6,0.006622516556291391,0.35294117647058826,6.592971622211782,South King County
0,none-to-South_King_County,2021-10,18,906,31,0.03421633554083885,,60.41285143244707,South King County
0,none-to-South_King_County,2021-12,18,906,75,0.08278145695364239,,19.711164528644606,South King County
0,none-to-South_King_County,2021-06,18,906,45,0.04966887417218543,1.188679245283019,24.050964017384878,South King County
0,none-to-South_King_County,2021-09,18,906,21,0.023178807947019868,,19.444252390461198,South King County
0,none-to-South_King_County,2020-09,18,906,5,0.005518763796909493,1.0,19.828391801946147,South King County
0,none-to-South_King_County,2021-05,18,906,95,0.10485651214128035,1.5139442231075697,25.713131395082378,South King County
0,none-to-South_King_County,2020-04,18,906,11,0.012141280353200883,,12.239901538512347,South King County
0,none-to-South_King_County,2021-07,18,906,54,0.059602649006622516,3.857142857142857,72.09766635262062,South King County
0,none-to-South_King_County,2022-02,18,906,35,0.03863134657836645,1.75,36.399221103132916,South King County
0,none-to-South_King_County,2020-02,18,906,5,0.005518763796909493,1.6666666666666667,93.90462797620812,South King County
0,none-to-South_King_County,2020-08,18,906,7,0.00772626931567329,2.0,20.754882520583582,South King County
0,none-to-South_King_County,2020-12,18,906,21,0.023178807947019868,1.4318181818181819,43.629402794681745,South King County
0,none-to-South_King_County,2020-07,18,906,8,0.008830022075055188,,18.835532010894866,South King County
0,none-to-North_King_County,2020-06,19,1134,10,0.008818342151675485,,16.749309809946123,North King County
0,none-to-North_King_County,2020-11,19,1134,20,0.01763668430335097,6.666666666666667,109.17056591383827,North King County
0,none-to-North_King_County,2022-01,19,1134,108,0.09523809523809523,,94.16421578644866,North King County
0,none-to-North_King_County,2021-02,19,1134,27,0.023809523809523808,3.0,37.698361571277125,North King County
0,none-to-North_King_County,2020-03,19,1134,33,0.0291005291005291,1.2452830188679245,28.5587975625248,North King County
0,none-to-North_King_County,2021-01,19,1134,19,0.01675485008818342,2.375,46.31612929909302,North King County
0,none-to-North_King_County,2021-11,19,1134,60,0.05291005291005291,3.1578947368421053,97.21646944084203,North King County
0,none-to-North_King_County,2021-03,19,1134,55,0.048500881834215165,,56.62068745173211,North King County
0,none-to-North_King_County,2021-04,19,1134,126,0.1111111111111111,,65.43778319926841,North King County
0,none-to-North_King_County,2020-10,19,1134,10,0.008818342151675485,2.0,34.1235766878653,North King County
0,none-to-North_King_County,2021-08,19,1134,89,0.07848324514991181,12.714285714285714,162.68155551325418,North King County
0,none-to-North_King_County,2022-03,19,1134,8,0.007054673721340388,0.38095238095238093,364.26560545635795,North King County
0,none-to-North_King_County,2020-05,19,1134,11,0.009700176366843033,,13.111935830630312,North King County
0,none-to-North_King_County,2021-10,19,1134,19,0.01675485008818342,,38.20603416954307,North King County
0,none-to-North_King_County,2021-12,19,1134,183,0.16137566137566137,3.635761589403973,62.59333860147315,North King County
0,none-to-North_King_County,2021-06,19,1134,45,0.03968253968253968,3.103448275862069,39.36938996209465,North King County
0,none-to-North_King_County,2021-09,19,1134,40,0.03527336860670194,,51.315558407919475,North King County
0,none-to-North_King_County,2020-09,19,1134,3,0.0026455026455026454,,35.72148008816424,North King County
0,none-to-North_King_County,2021-05,19,1134,56,0.04938271604938271,,40.73291265752436,North King County
0,none-to-North_King_County,2020-04,19,1134,8,0.007054673721340388,0.4444444444444444,10.39284947489175,North King County
0,none-to-North_King_County,2021-07,19,1134,67,0.059082892416225746,4.785714285714286,90.65111184187309,North King County
0,none-to-North_King_County,2022-02,19,1134,98,0.08641975308641975,2.8,69.08546242075874,North King County
0,none-to-North_King_County,2020-02,19,1134,23,0.020282186948853614,1.38,29.09895837685556,North King County
0,none-to-North_King_County,2020-08,19,1134,3,0.0026455026455026454,,15.24687387004121,North King County
0,none-to-North_King_County,2020-12,19,1134,6,0.005291005291005291,,16.668514085344896,North King County
0,none-to-North_King_County,2020-07,19,1134,3,0.0026455026455026454,,5.432235908882258,North King County
0,none-to-South_King_County,2020-06,19,927,8,0.008629989212513484,,7.290656641699551,South King County
0,none-to-South_King_County,2020-11,19,927,29,0.03128371089536138,2.3513513513513513,37.66004830173586,South King County
0,none-to-South_King_County,2022-01,19,927,46,0.04962243797195254,1.1794871794871795,43.8461194852251,South King County
0,none-to-South_King_County,2021-02,19,927,26,0.028047464940668825,1.04,28.75911632782936,South King County
0,none-to-South_King_County,2020-03,19,927,33,0.03559870550161812,,47.25839816630192,South King County
0,none-to-South_King_County,2021-01,19,927,33,0.03559870550161812,3.0555555555555554,45.20518994473404,South King County
0,none-to-South_King_County,2021-11,19,927,54,0.05825242718446602,,76.51735555890886,South King County
0,none-to-South_King_County,2021-03,19,927,63,0.06796116504854369,1.8,15.163949221988604,South King County
0,none-to-South_King_County,2021-04,19,927,144,0.1553398058252427,1.9793814432989691,36.645626618695196,South King County
0,none-to-South_King_County,2020-10,19,927,13,0.014023732470334413,6.5,87.2804652288913,South King County
0,none-to-South_King_County,2021-08,19,927,57,0.061488673139158574,3.3529411764705883,97.5993079323527,South King County
0,none-to-South_King_County,2022-03,19,927,2,0.002157497303128371,,47.436314155537744,South King County
0,none-to-South_King_County,2020-05,19,927,10,0.010787486515641856,,9.224708102864145,South King County
0,none-to-South_King_County,2021-10,19,927,23,0.02481121898597627,,25.663535986070013,South King County
0,none-to-South_King_County,2021-12,19,927,94,0.10140237324703344,3.4814814814814814,27.759373822646182,South King County
0,none-to-South_King_County,2021-06,19,927,42,0.045307443365695796,1.2426035502958581,21.14838362842138,South King County
0,none-to-South_King_County,2021-09,19,927,27,0.02912621359223301,,23.178867364273287,South King County
0,none-to-South_King_County,2020-09,19,927,6,0.006472491909385114,0.8571428571428571,16.71828443105211,South King County
0,none-to-South_King_County,2021-05,19,927,91,0.09816612729234088,1.3140794223826715,21.187073685958733,South King County
0,none-to-South_King_County,2020-04,19,927,8,0.008629989212513484,0.47058823529411764,8.417997296691093,South King County
0,none-to-South_King_County,2021-07,19,927,52,0.05609492988133765,2.260869565217391,75.95447452173127,South King County
0,none-to-South_King_County,2022-02,19,927,36,0.038834951456310676,,32.54506340314988,South King County
0,none-to-South_King_County,2020-02,19,927,7,0.007551240560949299,inf,56.75063995091336,South King County
0,none-to-South_King_County,2020-08,19,927,4,0.004314994606256742,0.2222222222222222,11.867781610187517,South King County
0,none-to-South_King_County,2020-12,19,927,13,0.014023732470334413,,23.43501960848033,South King County
0,none-to-South_King_County,2020-07,19,927,5,0.005393743257820928,0.29411764705882354,5.583140124361556,South King County
0,none-to-North_King_County,2020-06,20,1142,8,0.0070052539404553416,0.8,18.55842686274914,North King County
0,none-to-North_King_County,2020-11,20,1142,20,0.017513134851138354,6.666666666666667,394.62596651749584,North King County
0,none-to-North_King_County,2022-01,20,1142,110,0.09632224168126094,,116.82567008571408,North King County
0,none-to-North_King_County,2021-02,20,1142,26,0.02276707530647986,2.4375,49.45006485402265,North King County
0,none-to-North_King_County,2020-03,20,1142,27,0.023642732049036778,0.6585365853658537,15.453063849468023,North King County
0,none-to-North_King_County,2021-01,20,1142,21,0.01838879159369527,,56.180311324011186,North King County
0,none-to-North_King_County,2021-11,20,1142,57,0.049912434325744305,,70.07063014169323,North King County
0,none-to-North_King_County,2021-03,20,1142,62,0.0542907180385289,,65.39616282670248,North King County
0,none-to-North_King_County,2021-04,20,1142,122,0.10683012259194395,,84.1599577849077,North King County
0,none-to-North_King_County,2020-10,20,1142,13,0.01138353765323993,3.7142857142857144,60.08040612472823,North King County
0,none-to-North_King_County,2021-08,20,1142,73,0.063922942206655,4.866666666666666,145.35318434764784,North King County
0,none-to-North_King_County,2022-03,20,1142,12,0.010507880910683012,1.2,454.2423507373655,North King County
0,none-to-North_King_County,2020-05,20,1142,5,0.0043782837127845885,,7.884788925159057,North King County
0,none-to-North_King_County,2021-10,20,1142,39,0.03415061295971979,1.6714285714285715,47.66383710959498,North King County
0,none-to-North_King_County,2021-12,20,1142,168,0.14711033274956217,5.6,64.43280152617137,North King County
0,none-to-North_King_County,2021-06,20,1142,38,0.03327495621716287,2.7142857142857144,41.12920015205144,North King County
0,none-to-North_King_County,2021-09,20,1142,41,0.03590192644483362,1.662162162162162,32.650858783202864,North King County
0,none-to-North_King_County,2020-09,20,1142,4,0.0035026269702276708,,24.09361886169383,North King County
0,none-to-North_King_County,2021-05,20,1142,55,0.04816112084063047,,36.322999905894555,North King County
0,none-to-North_King_County,2020-04,20,1142,9,0.00788091068301226,0.391304347826087,14.094290203327883,North King County
0,none-to-North_King_County,2021-07,20,1142,90,0.07880910683012259,7.5,90.72493351669546,North King County
0,none-to-North_King_County,2022-02,20,1142,89,0.07793345008756568,4.238095238095238,111.63729669600357,North King County
0,none-to-North_King_County,2020-02,20,1142,31,0.02714535901926445,1.878787878787879,29.748365013662465,North King County
0,none-to-North_King_County,2020-08,20,1142,5,0.0043782837127845885,0.625,39.171695700231,North King County
0,none-to-North_King_County,2020-12,20,1142,7,0.006129597197898424,,20.964170814425536,North King County
0,none-to-North_King_County,2020-07,20,1142,8,0.0070052539404553416,,25.39523230253859,North King County
0,none-to-South_King_County,2020-06,20,919,5,0.00544069640914037,,6.907033558131738,South King County
0,none-to-South_King_County,2020-11,20,919,27,0.029379760609358,1.9285714285714286,44.40184325486846,South King County
0,none-to-South_King_County,2022-01,20,919,57,0.062023939064200215,1.3571428571428572,57.52576775080365,South King County
0,none-to-South_King_County,2021-02,20,919,22,0.023939064200217627,1.2571428571428571,22.289064756590776,South King County
0,none-to-South_King_County,2020-03,20,919,24,0.026115342763873776,2.4,32.2535902572738,South King County
0,none-to-South_King_County,2021-01,20,919,36,0.03917301414581066,3.272727272727273,45.43207203824208,South King County
0,none-to-South_King_County,2021-11,20,919,53,0.05767138193688792,,70.59768681427066,South King County
0,none-to-South_King_County,2021-03,20,919,60,0.06528835690968444,0.8,13.644306836170223,South King County
0,none-to-South_King_County,2021-04,20,919,139,0.1512513601741023,1.9577464788732395,35.58317558800504,South King County
0,none-to-South_King_County,2020-10,20,919,14,0.015233949945593036,4.666666666666667,64.15862945744125,South King County
0,none-to-South_King_County,2021-08,20,919,50,0.0544069640914037,3.125,75.7226513598394,South King County
0,none-to-South_King_County,2022-03,20,919,0,0.0,0.0,0.0,South King County
0,none-to-South_King_County,2020-05,20,919,5,0.00544069640914037,,5.485048247840617,South King County
0,none-to-South_King_County,2021-10,20,919,34,0.036996735582154515,1.7,33.86894482151189,South King County
0,none-to-South_King_County,2021-12,20,919,83,0.09031556039173014,1.4188034188034189,21.384053368022922,South King County
0,none-to-South_King_County,2021-06,20,919,48,0.05223068552774755,1.411764705882353,27.20821840718896,South King County
0,none-to-South_King_County,2021-09,20,919,27,0.029379760609358,1.2,28.46464975810742,South King County
0,none-to-South_King_County,2020-09,20,919,6,0.006528835690968444,,30.7757724635081,South King County
0,none-to-South_King_County,2021-05,20,919,91,0.09902067464635474,1.2877358490566038,23.5242334432705,South King County
0,none-to-South_King_County,2020-04,20,919,8,0.008705114254624592,,12.281684048507516,South King County
0,none-to-South_King_County,2021-07,20,919,55,0.05984766050054407,3.6666666666666665,66.85685776605749,South King County
0,none-to-South_King_County,2022-02,20,919,34,0.036996735582154515,1.1724137931034482,30.90726940930937,South King County
0,none-to-South_King_County,2020-02,20,919,16,0.017410228509249184,5.333333333333333,133.003931495282,South King County
0,none-to-South_King_County,2020-08,20,919,5,0.00544069640914037,0.625,17.667758981016437,South King County
0,none-to-South_King_County,2020-12,20,919,8,0.008705114254624592,,21.421099875106524,South King County
0,none-to-South_King_County,2020-07,20,919,11,0.011969532100108813,,20.120594513556807,South King County
0,none-to-North_King_County,2020-06,21,1134,10,0.008818342151675485,,24.434074436337507,North King County
0,none-to-North_King_County,2020-11,21,1134,19,0.01675485008818342,2.7142857142857144,58.70883141970284,North King County
0,none-to-North_King_County,2022-01,21,1134,120,0.10582010582010581,,74.48978278835587,North King County
0,none-to-North_King_County,2021-02,21,1134,16,0.014109347442680775,,26.31216920616206,North King County
0,none-to-North_King_County,2020-03,21,1134,23,0.020282186948853614,,16.916711598613283,North King County
0,none-to-North_King_County,2021-01,21,1134,26,0.02292768959435626,3.466666666666667,71.3166385037753,North King County
0,none-to-North_King_County,2021-11,21,1134,49,0.043209876543209874,3.0625,51.158728993544834,North King County
0,none-to-North_King_County,2021-03,21,1134,71,0.06261022927689594,,63.54172510113437,North King County
0,none-to-North_King_County,2021-04,21,1134,123,0.10846560846560846,4.1,62.222303405068295,North King County
0,none-to-North_King_County,2020-10,21,1134,14,0.012345679012345678,2.8,54.8899953719783,North King County
0,none-to-North_King_County,2021-08,21,1134,50,0.04409171075837742,,80.7658957002978,North King County
0,none-to-North_King_County,2022-03,21,1134,8,0.007054673721340388,1.0,1138.1580562765384,North King County
0,none-to-North_King_County,2020-05,21,1134,8,0.007054673721340388,0.5714285714285714,13.355206424008037,North King County
0,none-to-North_King_County,2021-10,21,1134,45,0.03968253968253968,4.090909090909091,92.04244374193367,North King County
0,none-to-North_King_County,2021-12,21,1134,176,0.15520282186948853,4.512820512820513,69.34978674272094,North King County
0,none-to-North_King_County,2021-06,21,1134,51,0.04497354497354497,,49.864486003180716,North King County
0,none-to-North_King_County,2021-09,21,1134,34,0.029982363315696647,,47.20680026336121,North King County
0,none-to-North_King_County,2020-09,21,1134,5,0.004409171075837742,,33.989966410329444,North King County
0,none-to-North_King_County,2021-05,21,1134,50,0.04409171075837742,,35.715530546776435,North King County
0,none-to-North_King_County,2020-04,21,1134,8,0.007054673721340388,0.42105263157894735,10.077674765635402,North King County
0,none-to-North_King_County,2021-07,21,1134,95,0.0837742504409171,5.588235294117647,59.41612457944498,North King County
0,none-to-North_King_County,2022-02,21,1134,86,0.07583774250440917,2.9655172413793105,65.78184888677677,North King County
0,none-to-North_King_County,2020-02,21,1134,26,0.02292768959435626,3.0232558139534884,20.69530329606513,North King County
0,none-to-North_King_County,2020-08,21,1134,7,0.006172839506172839,0.875,18.10561693924995,North King County
0,none-to-North_King_County,2020-12,21,1134,5,0.004409171075837742,,17.80551967683487,North King County
0,none-to-North_King_County,2020-07,21,1134,6,0.005291005291005291,,12.691935152029705,North King County
0,none-to-South_King_County,2020-06,21,927,3,0.003236245954692557,,2.4698342601320826,South King County
0,none-to-South_King_County,2020-11,21,927,25,0.02696871628910464,2.0,37.81178117285242,South King County
0,none-to-South_King_County,2022-01,21,927,53,0.05717367853290183,1.7666666666666666,40.957996728617026,South King County
0,none-to-South_King_County,2021-02,21,927,24,0.025889967637540454,0.96,18.46437719379485,South King County
0,none-to-South_King_County,2020-03,21,927,20,0.021574973031283712,,45.15353957562851,South King County
0,none-to-South_King_County,2021-01,21,927,34,0.036677454153182305,2.125,37.07971017447829,South King County
0,none-to-South_King_County,2021-11,21,927,53,0.05717367853290183,2.484375,65.85697337420744,South King County
0,none-to-South_King_County,2021-03,21,927,54,0.05825242718446602,0.7883211678832117,13.643717590933806,South King County
0,none-to-South_King_County,2021-04,21,927,138,0.1488673139158576,1.7692307692307692,32.090015759990976,South King County
0,none-to-South_King_County,2020-10,21,927,16,0.017259978425026967,4.0,45.8549781994968,South King County
0,none-to-South_King_County,2021-08,21,927,46,0.04962243797195254,2.13953488372093,44.90622946009839,South King County
0,none-to-South_King_County,2022-03,21,927,1,0.0010787486515641855,,86.53715532160409,South King County
0,none-to-South_King_County,2020-05,21,927,10,0.010787486515641856,0.37735849056603776,6.555964480383165,South King County
0,none-to-South_King_County,2021-10,21,927,39,0.042071197411003236,,48.082250046629,South King County
0,none-to-South_King_County,2021-12,21,927,96,0.10355987055016182,1.9393939393939394,20.90150697185291,South King County
0,none-to-South_King_County,2021-06,21,927,48,0.05177993527508091,0.9230769230769231,19.65811372810622,South King County
0,none-to-South_King_County,2021-09,21,927,21,0.022653721682847898,,27.759304507229466,South King County
0,none-to-South_King_County,2020-09,21,927,7,0.007551240560949299,1.4,36.18263025267386,South King County
0,none-to-South_King_County,2021-05,21,927,94,0.10140237324703344,1.4170854271356785,24.45718224601581,South King County
0,none-to-South_King_County,2020-04,21,927,8,0.008629989212513484,0.5333333333333333,9.684254822133608,South King County
0,none-to-South_King_County,2021-07,21,927,57,0.061488673139158574,2.8032786885245904,40.56541364956769,South King County
0,none-to-South_King_County,2022-02,21,927,28,0.030204962243797196,0.7,18.622817507966786,South King County
0,none-to-South_King_County,2020-02,21,927,17,0.018338727076591153,2.125,38.32005652350413,South King County
0,none-to-South_King_County,2020-08,21,927,4,0.004314994606256742,2.0,15.14509991778069,South King County
0,none-to-South_King_County,2020-12,21,927,15,0.016181229773462782,,22.101541518593084,South King County
0,none-to-South_King_County,2020-07,21,927,11,0.011866235167206042,0.6111111111111112,14.790835355208985,South King County
0,none-to-North_King_County,2020-06,22,1135,10,0.00881057268722467,,12.25418774090216,North King County
0,none-to-North_King_County,2020-11,22,1135,17,0.014977973568281937,,58.843972944284886,North King County
0,none-to-North_King_County,2022-01,22,1135,126,0.11101321585903083,4.344827586206897,90.24693321925,North King County
0,none-to-North_King_County,2021-02,22,1135,28,0.024669603524229075,2.27027027027027,63.328806493261354,North King County
0,none-to-North_King_County,2020-03,22,1135,31,0.027312775330396475,1.0,27.841149892679642,North King County
0,none-to-North_King_County,2021-01,22,1135,18,0.015859030837004406,2.0,68.66125924509501,North King County
0,none-to-North_King_County,2021-11,22,1135,52,0.04581497797356828,,116.56025298944981,North King County
0,none-to-North_King_County,2021-03,22,1135,70,0.06167400881057269,6.363636363636363,77.37747769872642,North King County
0,none-to-North_King_County,2021-04,22,1135,119,0.10484581497797357,,88.34132861639819,North King County
0,none-to-North_King_County,2020-10,22,1135,10,0.00881057268722467,1.4285714285714286,29.445301976411457,North King County
0,none-to-North_King_County,2021-08,22,1135,79,0.06960352422907488,,103.63685427218483,North King County
0,none-to-North_King_County,2022-03,22,1135,4,0.003524229074889868,,313.0228151369862,North King County
0,none-to-North_King_County,2020-05,22,1135,5,0.004405286343612335,0.20833333333333334,4.77959747489177,North King County
0,none-to-North_King_County,2021-10,22,1135,27,0.02378854625550661,1.051948051948052,29.8795462688723,North King County
0,none-to-North_King_County,2021-12,22,1135,166,0.14625550660792952,3.088372093023256,50.78126311536582,North King County
0,none-to-North_King_County,2021-06,22,1135,36,0.03171806167400881,,40.35660496204397,North King County
0,none-to-North_King_County,2021-09,22,1135,35,0.030837004405286344,1.4,25.296225127369414,North King County
0,none-to-North_King_County,2020-09,22,1135,7,0.006167400881057269,3.5,38.42712067749649,North King County
0,none-to-North_King_County,2021-05,22,1135,58,0.05110132158590308,,48.15729364925301,North King County
