,migration_direction,year-month,tree_number,total_transitions,transitions_in_time_interval,proportion_transitions_in_time_interval,mig_per_lineage,mig_per_bl,region
0,none-to-North_King_County,2020-05,6,1140,4,0.0035087719298245615,,3.8537837791586558,North King County
0,none-to-North_King_County,2021-10,6,1140,45,0.039473684210526314,,47.651088154431875,North King County
0,none-to-North_King_County,2021-12,6,1140,158,0.13859649122807016,,57.323626353029404,North King County
0,none-to-North_King_County,2021-06,6,1140,29,0.02543859649122807,,44.90826658196202,North King County
0,none-to-North_King_County,2021-09,6,1140,39,0.034210526315789476,2.2941176470588234,33.819417177936344,North King County
0,none-to-North_King_County,2020-09,6,1140,6,0.005263157894736842,3.0,26.682925676182002,North King County
0,none-to-North_King_County,2021-05,6,1140,70,0.06140350877192982,,53.73039766234394,North King County
0,none-to-North_King_County,2020-04,6,1140,5,0.0043859649122807015,,5.031341494437116,North King County
0,none-to-North_King_County,2021-07,6,1140,86,0.07543859649122807,6.7894736842105265,97.62778800132085,North King County
0,none-to-North_King_County,2022-02,6,1140,83,0.07280701754385965,2.2432432432432434,56.21940365528586,North King County
0,none-to-North_King_County,2020-02,6,1140,31,0.027192982456140352,4.428571428571429,32.75289778286247,North King County
0,none-to-North_King_County,2020-08,6,1140,4,0.0035087719298245615,,69.34420617371752,North King County
0,none-to-North_King_County,2020-12,6,1140,6,0.005263157894736842,1.0,13.890455297016645,North King County
0,none-to-North_King_County,2020-07,6,1140,6,0.005263157894736842,0.42857142857142855,11.35707913052762,North King County
0,none-to-South_King_County,2020-06,6,921,8,0.008686210640608035,0.38095238095238093,8.714626360047399,South King County
0,none-to-South_King_County,2020-11,6,921,28,0.03040173724212812,3.111111111111111,48.40286304092477,South King County
0,none-to-South_King_County,2022-01,6,921,55,0.05971769815418024,,53.377053424041065,South King County
0,none-to-South_King_County,2021-02,6,921,20,0.021715526601520086,0.4444444444444444,15.712793098448993,South King County
0,none-to-South_King_County,2020-03,6,921,35,0.038002171552660155,3.888888888888889,63.23691194022568,South King County
0,none-to-South_King_County,2021-01,6,921,26,0.02823018458197611,1.4444444444444444,37.09689462757999,South King County
0,none-to-South_King_County,2021-11,6,921,63,0.06840390879478828,,60.559279095517944,South King County
0,none-to-South_King_County,2021-03,6,921,82,0.08903365906623235,0.9647058823529412,14.085122156851257,South King County
0,none-to-South_King_County,2021-04,6,921,117,0.1270358306188925,1.453416149068323,32.05069659273971,South King County
0,none-to-South_King_County,2020-10,6,921,10,0.010857763300760043,5.0,61.08515836141795,South King County
0,none-to-South_King_County,2021-08,6,921,49,0.053203040173724216,3.2666666666666666,121.04913628896885,South King County
0,none-to-South_King_County,2022-03,6,921,1,0.0010857763300760044,,53.43817595396481,South King County
0,none-to-South_King_County,2020-05,6,921,5,0.0054288816503800215,0.3333333333333333,4.494481673801421,South King County
0,none-to-South_King_County,2021-10,6,921,23,0.0249728555917481,,30.29210978445633,South King County
0,none-to-South_King_County,2021-12,6,921,80,0.08686210640608034,1.4953271028037383,21.888435826002542,South King County
0,none-to-South_King_County,2021-06,6,921,38,0.04125950054288816,0.6877828054298643,15.376512143138884,South King County
0,none-to-South_King_County,2021-09,6,921,39,0.04234527687296417,1.3448275862068966,27.840772773693068,South King County
